epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.6290227741003036,0.7748277902603149,0.7998274374460742
2,0.3676228642463684,0.5715576529502868,0.8334771354616048
3,0.2920501850545406,0.5750255465507508,0.8119068162208801
4,0.25612827092409135,0.6798482894897461,0.822260569456428
5,0.2766875453293324,0.6840472102165223,0.8231233822260569
6,0.2414147175848484,0.5851407945156097,0.8283002588438308
7,0.2049858272075653,0.6723051428794861,0.8334771354616048
8,0.21935280710458754,0.6176836609840393,0.8058671268334772
9,0.19970227405428886,0.6148242294788361,0.8222605694564279
10,0.19232336431741714,0.6714112401008606,0.81190681622088
11,0.1982300527393818,0.5953759551048279,0.8162208800690249
12,0.19298323690891267,0.6356383562088013,0.812769628990509
