panel,latent_id,m_base,h_base,mask_category,replicate,camera,light,valid_skin_fraction,mask_hash,appearance_seed,attempt_count,retry_exhausted,exposure_ev,canonical_metadata_hash,high_clip_element_fraction,low_clip_element_fraction,nonfinite_count,all_zero,all_one,R_zero_fraction,R_one_fraction,G_zero_fraction,G_one_fraction,B_zero_fraction,B_one_fraction
A,AM4_A_M0.90_H0.50_Strong_5,0.9,0.5,Strong,5,Nikon D3,FL2,0.4838714599609375,32e0141483e5c9f66eafc9d57af987905762642903b8134407b27d09a039d3bf,17294987965914392803,1,False,0.20734040794270014,0a0fc470f4f4db6f38c955ad9d7b2044,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.50_Strong_5,0.9,0.5,Strong,5,Nikon D3,FL11,0.4838714599609375,32e0141483e5c9f66eafc9d57af987905762642903b8134407b27d09a039d3bf,7558038531451015246,1,False,-0.05714120072724588,ec7e5396d7e4801b51aadd7242bcf332,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.50_Strong_6,0.9,0.5,Strong,6,Nikon D3,D65,0.610137939453125,894efcc914af2e6d77eb8eec7f3dfa34a8b571664688377c0afac5c85e18196d,4367343890998220394,1,False,0.1897235320209909,ad90338c914c7b052214b7a6742aa0f2,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.50_Strong_6,0.9,0.5,Strong,6,Nikon D3,A,0.610137939453125,894efcc914af2e6d77eb8eec7f3dfa34a8b571664688377c0afac5c85e18196d,9672513408649039361,1,False,-0.15614175071582442,4039f1c007e9875f820aa76e39210df6,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.50_Strong_6,0.9,0.5,Strong,6,Nikon D3,FL2,0.610137939453125,894efcc914af2e6d77eb8eec7f3dfa34a8b571664688377c0afac5c85e18196d,16187302756694899809,1,False,-0.23797185726009973,3c7919752c4d9b239f9442713242d74e,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.50_Strong_6,0.9,0.5,Strong,6,Nikon D3,FL11,0.610137939453125,894efcc914af2e6d77eb8eec7f3dfa34a8b571664688377c0afac5c85e18196d,2155195256616027532,1,False,0.11466007811374546,26ed7f32689af75d968da2b13952069e,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.50_Strong_7,0.9,0.5,Strong,7,Nikon D3,D65,0.619659423828125,00b45da1fa0294c969649f444068993951130e61572f93b821baee0508a3abf3,7058482444875346381,1,False,0.2544405642889076,c1aa77935b25a87c5a90d067eb8010e0,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.50_Strong_7,0.9,0.5,Strong,7,Nikon D3,A,0.619659423828125,00b45da1fa0294c969649f444068993951130e61572f93b821baee0508a3abf3,7079801996887865478,1,False,-0.2039896556470237,7524a1b51699a57b3b633b55dfa281e5,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.50_Strong_7,0.9,0.5,Strong,7,Nikon D3,FL2,0.619659423828125,00b45da1fa0294c969649f444068993951130e61572f93b821baee0508a3abf3,108388300756831461,1,False,-0.3541362580498369,44622a54cb1ae5d0a35b664f1e444455,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.50_Strong_7,0.9,0.5,Strong,7,Nikon D3,FL11,0.619659423828125,00b45da1fa0294c969649f444068993951130e61572f93b821baee0508a3abf3,17701885721604932167,1,False,0.2621454657874993,e666817aec90cd81697f4e403f33005e,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_0,0.9,0.95,Full,0,Nikon D3,D65,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,2251418256676576896,1,False,-0.3447417650315593,913e10fa30f1273bdb9a24458ad54815,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_0,0.9,0.95,Full,0,Nikon D3,A,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,7417012089370654369,1,False,0.20965215212269106,bf37c48642be551436260b74facec0a3,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_0,0.9,0.95,Full,0,Nikon D3,FL2,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,7708175115058180211,1,False,-0.49015822680945476,30f3d456dbbbadd54b4d0dd494553849,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_0,0.9,0.95,Full,0,Nikon D3,FL11,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,8498269367818437459,1,False,-0.18258622681010522,aae28f62c7a100de11f52bff0b8b5092,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_1,0.9,0.95,Full,1,Nikon D3,D65,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,7358112230867825781,1,False,-0.2855393483887162,65c9e1f174fb2514c1fb8724561e4ff4,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_1,0.9,0.95,Full,1,Nikon D3,A,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,1348483928590865113,1,False,0.03207810007499201,3131619fbc94568f2ba661e5c0861c9c,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_1,0.9,0.95,Full,1,Nikon D3,FL2,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,3933779149177444269,1,False,0.13521208137851792,ef1ec6dd581578e73b02ce85306e8530,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_1,0.9,0.95,Full,1,Nikon D3,FL11,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,95238025457380965,1,False,0.18521171532843173,22b7e468917288534804a12d74fd936c,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_2,0.9,0.95,Full,2,Nikon D3,D65,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,5413587216682369547,1,False,-0.21439261123797254,36f9f615f646bf0e1e782338d6115e2b,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_2,0.9,0.95,Full,2,Nikon D3,A,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,15744388074012502978,1,False,-0.4345667042242074,c54c10fd2605d586cdddbcf49a1a7ccd,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_2,0.9,0.95,Full,2,Nikon D3,FL2,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,1046791892077525150,1,False,-0.05884901962379102,07f1484fbd313e887cfdf1af9a5db4bf,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_2,0.9,0.95,Full,2,Nikon D3,FL11,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,6606825062826821198,1,False,0.05430880871515542,d46bd7b32548c89213c322f0fd7a9df1,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_3,0.9,0.95,Full,3,Nikon D3,D65,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,7226797321293293822,1,False,-0.006309391281207055,793dd239fb8942b09758e161e734fccf,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_3,0.9,0.95,Full,3,Nikon D3,A,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,2158362619122920980,1,False,-0.42253761052093664,a6ad2238a9a47e68d72117279383c0df,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_3,0.9,0.95,Full,3,Nikon D3,FL2,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,3464452089116482823,1,False,-0.4705308381899581,4b9f70fe43cce2d1665c906ba6aedf2f,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_3,0.9,0.95,Full,3,Nikon D3,FL11,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,2869007368456672548,1,False,-0.45672949374838,16b971477fed1c97eb81171647139e66,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_4,0.9,0.95,Full,4,Nikon D3,D65,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,3810062181969061623,1,False,0.027569684838904873,c41ed5e3f4db0b84f8ebc897057f3a8f,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_4,0.9,0.95,Full,4,Nikon D3,A,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,10400356521683839213,1,False,-0.3664216612067629,60ff2a39296f1c432d9ff9ab7d7746ac,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_4,0.9,0.95,Full,4,Nikon D3,FL2,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,15260929257722103361,1,False,-0.3292216075350761,dbe87da5ae117a19894544ac2e569ee7,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_4,0.9,0.95,Full,4,Nikon D3,FL11,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,16852186079036819721,1,False,-0.3428950313559659,fbddb9bd975a08cbcdc2dcc0cd9d1484,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_5,0.9,0.95,Full,5,Nikon D3,D65,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,13720789812718438949,1,False,0.008972126072545383,b107073495169be25020db1b3ac986aa,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_5,0.9,0.95,Full,5,Nikon D3,A,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,3926601879354359176,1,False,-0.43303296011665193,b2b8272485955f1194464cceb2a78ea5,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_5,0.9,0.95,Full,5,Nikon D3,FL2,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,9174713739964249326,1,False,0.10428407356338798,16792676ff8e06a1e0269a46e2a82de2,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_5,0.9,0.95,Full,5,Nikon D3,FL11,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,1765737880563775489,1,False,0.2207201831219443,bfa8bddc03a3c18361e5bd4404c0ac3e,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_6,0.9,0.95,Full,6,Nikon D3,D65,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,15664582765517874040,1,False,0.22674360934030235,187dfe50772a6cf8b1ba092319fa8b77,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_6,0.9,0.95,Full,6,Nikon D3,A,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,13268901850350569652,1,False,-0.4653766665567438,a5fb08566cf12af65f3a5d5655307ede,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_6,0.9,0.95,Full,6,Nikon D3,FL2,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,6698318049826116881,1,False,0.0018611280292907262,d9c3d520d058440445cc3e88d7da1417,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_6,0.9,0.95,Full,6,Nikon D3,FL11,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,9054416478771571554,1,False,-0.22892932843435598,b12d29589777beb6578f33a9f0617109,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_7,0.9,0.95,Full,7,Nikon D3,D65,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,2762775588813612354,1,False,-0.47777275705935424,65e53241410afde2de81c2fd7214a1fb,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_7,0.9,0.95,Full,7,Nikon D3,A,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,5524601956144313482,1,False,-0.25686674249659414,2a2a4873a09bd41bb845af7961340198,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_7,0.9,0.95,Full,7,Nikon D3,FL2,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,13500292567556869922,1,False,0.012110813652442154,5f87c5d83df61c4a25a6fa6994e92706,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Full_7,0.9,0.95,Full,7,Nikon D3,FL11,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,16377959671710541930,1,False,0.08333301173687924,aa9fe8a9f051decedaf8be31918d4fc1,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_0,0.9,0.95,Mild,0,Nikon D3,D65,0.826324462890625,947ba4fc9d6cd98a65565dfdd64a78793616549d150ad1d9425cccfe3b093ee4,4981561644381585311,1,False,-0.351006529296867,e485e858ce29983f3fe19bc3c06e773b,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_0,0.9,0.95,Mild,0,Nikon D3,A,0.826324462890625,947ba4fc9d6cd98a65565dfdd64a78793616549d150ad1d9425cccfe3b093ee4,8869274424228839676,1,False,-0.3568559183401873,db7de6ecba1a2340aefa96bdacac08c8,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_0,0.9,0.95,Mild,0,Nikon D3,FL2,0.826324462890625,947ba4fc9d6cd98a65565dfdd64a78793616549d150ad1d9425cccfe3b093ee4,17476921046327184973,1,False,-0.05563630441379297,6e2dd9a81c9d05e1ed94e7f97df6d194,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_0,0.9,0.95,Mild,0,Nikon D3,FL11,0.826324462890625,947ba4fc9d6cd98a65565dfdd64a78793616549d150ad1d9425cccfe3b093ee4,5196053870278469320,1,False,-0.1874827359087718,9f5a794e50e91f5582a7dc5f7a3a4e13,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_1,0.9,0.95,Mild,1,Nikon D3,D65,0.859130859375,83f996e306e531fe04fadd135fb33acc9152a575e8d4d7108730483abfe2ae83,1514364723232824528,1,False,-0.1914305790898727,5eb67f863c47abf7efe2c1957a8df0a3,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_1,0.9,0.95,Mild,1,Nikon D3,A,0.859130859375,83f996e306e531fe04fadd135fb33acc9152a575e8d4d7108730483abfe2ae83,10506304146909663469,1,False,0.17832125809523935,5a9241f7786dc5dac036dea7ac9bf2e1,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_1,0.9,0.95,Mild,1,Nikon D3,FL2,0.859130859375,83f996e306e531fe04fadd135fb33acc9152a575e8d4d7108730483abfe2ae83,13963117830143834149,1,False,-0.18758621701084077,c541b1b2ec3c00f5b29ecf091944aa9d,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_1,0.9,0.95,Mild,1,Nikon D3,FL11,0.859130859375,83f996e306e531fe04fadd135fb33acc9152a575e8d4d7108730483abfe2ae83,11036016617754099639,1,False,-0.2626688115327267,868dceebeeaebc1750bac49940b745f0,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_2,0.9,0.95,Mild,2,Nikon D3,D65,0.8510589599609375,2045676439486e2be250ee7ab2ab52ef8f5c0ca4dedae6451a79a87dfbc0c322,17073887085468265731,1,False,0.2268955653851079,85f62ab0c398df2f34b8c2f3fa3f92cf,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_2,0.9,0.95,Mild,2,Nikon D3,A,0.8510589599609375,2045676439486e2be250ee7ab2ab52ef8f5c0ca4dedae6451a79a87dfbc0c322,2494626711698697564,1,False,-0.11736111937385457,3e0c9fe341ede67f93a1ab3581b59e5a,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_2,0.9,0.95,Mild,2,Nikon D3,FL2,0.8510589599609375,2045676439486e2be250ee7ab2ab52ef8f5c0ca4dedae6451a79a87dfbc0c322,715924839419681957,1,False,-0.21600954939937883,7d9f5fed96883e7f2a9171aa8147ae07,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_2,0.9,0.95,Mild,2,Nikon D3,FL11,0.8510589599609375,2045676439486e2be250ee7ab2ab52ef8f5c0ca4dedae6451a79a87dfbc0c322,8337528735397513542,1,False,0.10960388573253821,7df72254a5a3ac68c340d9696b410725,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_3,0.9,0.95,Mild,3,Nikon D3,D65,0.8431854248046875,02cfc27c3ad6099fb5eced868a9768829791081b439a4fafc7329eb36adeab80,10547502286633625393,1,False,-0.021642124224004133,bcb98a89ec45088e3bc3e409a1ec6c6d,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_3,0.9,0.95,Mild,3,Nikon D3,A,0.8431854248046875,02cfc27c3ad6099fb5eced868a9768829791081b439a4fafc7329eb36adeab80,6893903349523681081,1,False,-0.19778812756897618,36f7969f69b7c937255b30cf76382abd,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_3,0.9,0.95,Mild,3,Nikon D3,FL2,0.8431854248046875,02cfc27c3ad6099fb5eced868a9768829791081b439a4fafc7329eb36adeab80,18245357431377865604,1,False,-0.2516771236902088,502fd09cfe9625f02680c82c0acbbe03,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_3,0.9,0.95,Mild,3,Nikon D3,FL11,0.8431854248046875,02cfc27c3ad6099fb5eced868a9768829791081b439a4fafc7329eb36adeab80,4559236168381488244,1,False,-0.36066523864623273,c7b185c19b19b45d3c8fad2ada3be98c,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_4,0.9,0.95,Mild,4,Nikon D3,D65,0.7798614501953125,0e0a32f8d95c56dcfd4a85e28ca1df007002958d6fd766f9e4820bf929eef8f7,7642388861003983197,1,False,-0.18870796908419368,06bd136e79decd84d999fe75fb9233b7,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_4,0.9,0.95,Mild,4,Nikon D3,A,0.7798614501953125,0e0a32f8d95c56dcfd4a85e28ca1df007002958d6fd766f9e4820bf929eef8f7,6126995715294223765,1,False,-0.36711128070606736,e3776437280288c6d02fae3808e92964,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_4,0.9,0.95,Mild,4,Nikon D3,FL2,0.7798614501953125,0e0a32f8d95c56dcfd4a85e28ca1df007002958d6fd766f9e4820bf929eef8f7,5340365427016911202,1,False,-0.23092708267720513,4f17eff1ab387cf3510fe0d6c2357688,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_4,0.9,0.95,Mild,4,Nikon D3,FL11,0.7798614501953125,0e0a32f8d95c56dcfd4a85e28ca1df007002958d6fd766f9e4820bf929eef8f7,16006454146158211602,1,False,0.12680635147328534,e5f168b4a97c6c8049e8ad84efb40986,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_5,0.9,0.95,Mild,5,Nikon D3,D65,0.8403167724609375,f3de1064717ca8ad10d57960dac82280034e24ef698fc7274f49d7acca2883c7,7677012832231286176,1,False,-0.4268626015899065,313de7cd2c4c51560347bd4fbe59fcd0,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_5,0.9,0.95,Mild,5,Nikon D3,A,0.8403167724609375,f3de1064717ca8ad10d57960dac82280034e24ef698fc7274f49d7acca2883c7,3867470898074620784,1,False,-0.29586926383041257,17cd56fa690b1f0aeaf0ad9a9fd8c5b0,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_5,0.9,0.95,Mild,5,Nikon D3,FL2,0.8403167724609375,f3de1064717ca8ad10d57960dac82280034e24ef698fc7274f49d7acca2883c7,11225109926433646683,1,False,-0.36500272762016883,d18851e986dfe3d4bca5620b3df7ea1f,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_5,0.9,0.95,Mild,5,Nikon D3,FL11,0.8403167724609375,f3de1064717ca8ad10d57960dac82280034e24ef698fc7274f49d7acca2883c7,15055342367896588493,1,False,-0.035542981829872866,de79fb2ac713dcbc7de3489154bde88e,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_6,0.9,0.95,Mild,6,Nikon D3,D65,0.8811187744140625,cef8a9ed95a3cd7d1f40a52d348da37721a28c28918e40a242b8facc13583c81,1743328955203701112,1,False,-0.3528350461176154,6cae0124c3dd7699ccd2fb0d6fc9a9a2,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_6,0.9,0.95,Mild,6,Nikon D3,A,0.8811187744140625,cef8a9ed95a3cd7d1f40a52d348da37721a28c28918e40a242b8facc13583c81,13737816225995559180,1,False,-0.0921608423901823,549cd269649b68d80f427a93d9116d5b,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_6,0.9,0.95,Mild,6,Nikon D3,FL2,0.8811187744140625,cef8a9ed95a3cd7d1f40a52d348da37721a28c28918e40a242b8facc13583c81,10259163887455270997,1,False,-0.20359212529874288,320a533385fdbf2eeb00833d2c899a99,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_6,0.9,0.95,Mild,6,Nikon D3,FL11,0.8811187744140625,cef8a9ed95a3cd7d1f40a52d348da37721a28c28918e40a242b8facc13583c81,15084824058720277849,1,False,0.27727596839227875,6a17f5b6b3443c3419df75f55f10dfb1,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_7,0.9,0.95,Mild,7,Nikon D3,D65,0.83258056640625,84d23b210291de0662d353ce1bd05d8ff77a8619b9832ae144f0beb997d50956,15250167810592964306,1,False,-0.02518399819889089,1a6ee9c1b9830761d83762f768f0decf,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_7,0.9,0.95,Mild,7,Nikon D3,A,0.83258056640625,84d23b210291de0662d353ce1bd05d8ff77a8619b9832ae144f0beb997d50956,3851111787617095561,1,False,0.04954968966298068,f97f38edd986a606e09c07465ef3b688,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_7,0.9,0.95,Mild,7,Nikon D3,FL2,0.83258056640625,84d23b210291de0662d353ce1bd05d8ff77a8619b9832ae144f0beb997d50956,3074104343088719273,1,False,0.07672144245617019,7a950b3e1030c914bf81aa9edd071e98,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Mild_7,0.9,0.95,Mild,7,Nikon D3,FL11,0.83258056640625,84d23b210291de0662d353ce1bd05d8ff77a8619b9832ae144f0beb997d50956,12927169175110550802,1,False,-0.20720958005814916,90eca2557d598afb9a0958f8128212e8,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Strong_0,0.9,0.95,Strong,0,Nikon D3,D65,0.4319000244140625,0b9e6cdd02b2c6b8141398c1359094beb81f0008e95bafd803e95e9554b2f690,454076094434546609,1,False,-0.23160551984984484,f5c186582c0d1c774bc91a4a06f6c138,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Strong_0,0.9,0.95,Strong,0,Nikon D3,A,0.4319000244140625,0b9e6cdd02b2c6b8141398c1359094beb81f0008e95bafd803e95e9554b2f690,9821339106871258764,1,False,0.29384515126983357,3f3f4e7c1221094681f3ec753e756dec,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Strong_0,0.9,0.95,Strong,0,Nikon D3,FL2,0.4319000244140625,0b9e6cdd02b2c6b8141398c1359094beb81f0008e95bafd803e95e9554b2f690,13145497124228993980,1,False,-0.40461472600873516,24403ff32f21a9551fc541841f01254b,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
A,AM4_A_M0.90_H0.95_Strong_0,0.9,0.95,Strong,0,Nikon D3,FL11,0.4319000244140625,0b9e6cdd02b2c6b8141398c1359094beb81f0008e95bafd803e95e9554b2f690,14896770945423391847,1,False,-0.3896733101405363,8a87498d9b0a97729ec9510f45d5241b,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
