panel,latent_id,m_base,h_base,mask_category,replicate,light,camera,valid_skin_fraction,mask_hash,appearance_seed,attempt_count,exposure_ev,p_zero,high_clip_element_fraction,low_clip_element_fraction,nonfinite_count,all_zero,all_one,R_zero_fraction,R_one_fraction,G_zero_fraction,G_one_fraction,B_zero_fraction,B_one_fraction,retry_exhausted
A,AM3_M0.90_H0.50_Strong_7,0.9,0.5,Strong,7,FL11,Canon 300D,0.4333038330078125,1c8b0dfe1dc6c647f469627fc20c97bada668da5c1f16f925b754fced456dbb5,2128940739868940466,1,-0.2132557109614071,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_0,0.9,0.95,Full,0,D65,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,6258897438692051781,1,-0.22362113976527187,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_0,0.9,0.95,Full,0,A,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,16606947197356212401,1,-0.42499625507401245,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_0,0.9,0.95,Full,0,FL2,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,3811876452081625715,1,0.2302677200858586,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_0,0.9,0.95,Full,0,FL11,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,13598386571403860069,1,0.2179238390191507,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_1,0.9,0.95,Full,1,D65,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,6113782954828585591,1,-0.16602778427359294,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_1,0.9,0.95,Full,1,A,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,2947989506133509883,1,0.23015471582363445,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_1,0.9,0.95,Full,1,FL2,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,8366873018970699312,1,0.14865352159129264,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_1,0.9,0.95,Full,1,FL11,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,3640190174052844261,1,-0.21852856217236133,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_2,0.9,0.95,Full,2,D65,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,4874670235848329644,1,0.2666361454153898,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_2,0.9,0.95,Full,2,A,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,18228329040798270837,1,-0.0560927989612367,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_2,0.9,0.95,Full,2,FL2,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,16636739703376868533,1,-0.31671535255664696,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_2,0.9,0.95,Full,2,FL11,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,12297136936055608153,1,-0.22479150181598345,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_3,0.9,0.95,Full,3,D65,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,1242844196093046093,1,-0.24641523588218744,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_3,0.9,0.95,Full,3,A,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,15502383749672259159,1,-0.00020187570960233936,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_3,0.9,0.95,Full,3,FL2,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,4763862225138349668,1,-0.45912429046856496,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_3,0.9,0.95,Full,3,FL11,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,8504942750558552464,1,0.17749489135312024,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_4,0.9,0.95,Full,4,D65,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,4562535047067385503,1,-0.09169408880356122,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_4,0.9,0.95,Full,4,A,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,11822307022407865652,1,-0.006145251941330088,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_4,0.9,0.95,Full,4,FL2,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,10990358587900824865,1,-0.06782898399504278,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_4,0.9,0.95,Full,4,FL11,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,14635558760819196939,1,-0.16032974703094094,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_5,0.9,0.95,Full,5,D65,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,11511083616754742549,1,-0.3576841551911046,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_5,0.9,0.95,Full,5,A,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,3826257165315105048,1,-0.27694694856395985,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_5,0.9,0.95,Full,5,FL2,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,8652151575645761489,1,0.15597806239576406,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_5,0.9,0.95,Full,5,FL11,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,18008886665106952466,1,-0.13222682940533143,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_6,0.9,0.95,Full,6,D65,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,3419993526100421970,1,-0.07295725476683251,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_6,0.9,0.95,Full,6,A,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,6900068923657690114,1,-0.45391797277216966,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_6,0.9,0.95,Full,6,FL2,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,14137232175786133102,1,0.2122637109599177,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_6,0.9,0.95,Full,6,FL11,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,695607698812720465,1,-0.2729936054675443,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_7,0.9,0.95,Full,7,D65,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,308014710490452491,1,-0.060038161026416514,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_7,0.9,0.95,Full,7,A,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,6624652830785404120,1,-0.44864946106086173,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_7,0.9,0.95,Full,7,FL2,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,11329258685977483109,1,-0.44667082727370494,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Full_7,0.9,0.95,Full,7,FL11,Canon 300D,1.0,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff,13113515674275765196,1,-0.4384755438792824,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_0,0.9,0.95,Mild,0,D65,Canon 300D,0.8666839599609375,edbe0da6152354a839b9731b3632fee2bc6825beb327be46a131233c7f4dde01,14532063499646111998,1,-0.14556292616255245,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_0,0.9,0.95,Mild,0,A,Canon 300D,0.8666839599609375,edbe0da6152354a839b9731b3632fee2bc6825beb327be46a131233c7f4dde01,9243665200802047243,1,-0.30630020034940614,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_0,0.9,0.95,Mild,0,FL2,Canon 300D,0.8666839599609375,edbe0da6152354a839b9731b3632fee2bc6825beb327be46a131233c7f4dde01,10805065357726061834,1,0.08933189776386352,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_0,0.9,0.95,Mild,0,FL11,Canon 300D,0.8666839599609375,edbe0da6152354a839b9731b3632fee2bc6825beb327be46a131233c7f4dde01,17925851657790545929,1,-0.4269743882379953,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_1,0.9,0.95,Mild,1,D65,Canon 300D,0.743743896484375,3650b1866b61eefbd62b8b9346f8bcb82fd7a34ad7f1f2ffd2e6a897230fe06d,288883004694969147,1,0.024207529100340186,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_1,0.9,0.95,Mild,1,A,Canon 300D,0.743743896484375,3650b1866b61eefbd62b8b9346f8bcb82fd7a34ad7f1f2ffd2e6a897230fe06d,14322838104035692799,1,-0.3936169798627692,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_1,0.9,0.95,Mild,1,FL2,Canon 300D,0.743743896484375,3650b1866b61eefbd62b8b9346f8bcb82fd7a34ad7f1f2ffd2e6a897230fe06d,13342347477382170392,1,-0.3108435452499645,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_1,0.9,0.95,Mild,1,FL11,Canon 300D,0.743743896484375,3650b1866b61eefbd62b8b9346f8bcb82fd7a34ad7f1f2ffd2e6a897230fe06d,13669747660303996473,1,0.06488715213203988,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_2,0.9,0.95,Mild,2,D65,Canon 300D,0.80865478515625,3b23cd8bc011e5e8c8915e3e1885d1a96736d6004b04d49d9202524d30eca200,5811878946109958358,1,-0.3013823707986442,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_2,0.9,0.95,Mild,2,A,Canon 300D,0.80865478515625,3b23cd8bc011e5e8c8915e3e1885d1a96736d6004b04d49d9202524d30eca200,5941696344926387588,1,0.2934667575505754,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_2,0.9,0.95,Mild,2,FL2,Canon 300D,0.80865478515625,3b23cd8bc011e5e8c8915e3e1885d1a96736d6004b04d49d9202524d30eca200,9896410393030679580,1,0.18435769685751435,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_2,0.9,0.95,Mild,2,FL11,Canon 300D,0.80865478515625,3b23cd8bc011e5e8c8915e3e1885d1a96736d6004b04d49d9202524d30eca200,1281109878083347452,1,0.20898009735133916,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_3,0.9,0.95,Mild,3,D65,Canon 300D,0.7352142333984375,c8b35eb44deaa16a601c317931384bee9b467c51cb33412a9070a180b01a9046,10097141282082117363,1,0.026090873862508523,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_3,0.9,0.95,Mild,3,A,Canon 300D,0.7352142333984375,c8b35eb44deaa16a601c317931384bee9b467c51cb33412a9070a180b01a9046,2438564073059766649,1,-0.36678070858815204,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_3,0.9,0.95,Mild,3,FL2,Canon 300D,0.7352142333984375,c8b35eb44deaa16a601c317931384bee9b467c51cb33412a9070a180b01a9046,14516466598199120888,1,0.19420275607200432,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_3,0.9,0.95,Mild,3,FL11,Canon 300D,0.7352142333984375,c8b35eb44deaa16a601c317931384bee9b467c51cb33412a9070a180b01a9046,5879422905770699888,1,-0.348904177545148,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_4,0.9,0.95,Mild,4,D65,Canon 300D,0.8974609375,fba46f02d63d87335e4cdbdd374ad5796c3b75eefaaf34658015a218e000eec2,9269797891652129190,1,0.17756809528280915,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_4,0.9,0.95,Mild,4,A,Canon 300D,0.8974609375,fba46f02d63d87335e4cdbdd374ad5796c3b75eefaaf34658015a218e000eec2,6489437138486307037,1,-0.29162415792159596,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_4,0.9,0.95,Mild,4,FL2,Canon 300D,0.8974609375,fba46f02d63d87335e4cdbdd374ad5796c3b75eefaaf34658015a218e000eec2,17774996119009860038,1,-0.36712863494961967,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_4,0.9,0.95,Mild,4,FL11,Canon 300D,0.8974609375,fba46f02d63d87335e4cdbdd374ad5796c3b75eefaaf34658015a218e000eec2,13524590962008649347,1,0.2634880438447028,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_5,0.9,0.95,Mild,5,D65,Canon 300D,0.8624725341796875,33e5e6bdc5d194f462d60a08c243dca974a6ece2723f7874d2b2d7c5c2664b86,3653634926362607768,1,0.2629994250144546,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_5,0.9,0.95,Mild,5,A,Canon 300D,0.8624725341796875,33e5e6bdc5d194f462d60a08c243dca974a6ece2723f7874d2b2d7c5c2664b86,3509530853782087259,1,0.18944109996492275,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_5,0.9,0.95,Mild,5,FL2,Canon 300D,0.8624725341796875,33e5e6bdc5d194f462d60a08c243dca974a6ece2723f7874d2b2d7c5c2664b86,8284452661976449267,1,-0.04715439531235738,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_5,0.9,0.95,Mild,5,FL11,Canon 300D,0.8624725341796875,33e5e6bdc5d194f462d60a08c243dca974a6ece2723f7874d2b2d7c5c2664b86,11965040235822483103,1,0.22263545055241152,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_6,0.9,0.95,Mild,6,D65,Canon 300D,0.8277740478515625,bd0692fb8bac30a91765775d6d87db83f8f8334b99936aa9777b2ea7bf936784,4830553689756354782,1,-0.4999417990338349,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_6,0.9,0.95,Mild,6,A,Canon 300D,0.8277740478515625,bd0692fb8bac30a91765775d6d87db83f8f8334b99936aa9777b2ea7bf936784,2895484893481305290,1,-0.012637607932014905,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_6,0.9,0.95,Mild,6,FL2,Canon 300D,0.8277740478515625,bd0692fb8bac30a91765775d6d87db83f8f8334b99936aa9777b2ea7bf936784,5836803112574712713,1,0.10118122583301936,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_6,0.9,0.95,Mild,6,FL11,Canon 300D,0.8277740478515625,bd0692fb8bac30a91765775d6d87db83f8f8334b99936aa9777b2ea7bf936784,14451329426194360121,1,0.15353592968638974,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_7,0.9,0.95,Mild,7,D65,Canon 300D,0.90228271484375,de2faed81c7fdf6a0195a2fbee45dfe97edfbdb176f3893f4752e824fe3d15ea,15455067727820240328,1,-0.2786931449073544,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_7,0.9,0.95,Mild,7,A,Canon 300D,0.90228271484375,de2faed81c7fdf6a0195a2fbee45dfe97edfbdb176f3893f4752e824fe3d15ea,11822227543535397605,1,0.10980148138448576,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_7,0.9,0.95,Mild,7,FL2,Canon 300D,0.90228271484375,de2faed81c7fdf6a0195a2fbee45dfe97edfbdb176f3893f4752e824fe3d15ea,7886449223133282258,1,-0.37515914403790035,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Mild_7,0.9,0.95,Mild,7,FL11,Canon 300D,0.90228271484375,de2faed81c7fdf6a0195a2fbee45dfe97edfbdb176f3893f4752e824fe3d15ea,13048667349108716797,1,-0.04113229972397564,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_0,0.9,0.95,Strong,0,D65,Canon 300D,0.5537567138671875,349320d8ea4c9e3af301ab7043ed99adbcbdbc6cc6250a3657f0db62ad89a9ed,8194833430006664255,1,-0.42320698631327736,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_0,0.9,0.95,Strong,0,A,Canon 300D,0.5537567138671875,349320d8ea4c9e3af301ab7043ed99adbcbdbc6cc6250a3657f0db62ad89a9ed,2820809195160542457,1,-0.420508479510661,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_0,0.9,0.95,Strong,0,FL2,Canon 300D,0.5537567138671875,349320d8ea4c9e3af301ab7043ed99adbcbdbc6cc6250a3657f0db62ad89a9ed,2449933381652764174,1,0.04949586699724595,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_0,0.9,0.95,Strong,0,FL11,Canon 300D,0.5537567138671875,349320d8ea4c9e3af301ab7043ed99adbcbdbc6cc6250a3657f0db62ad89a9ed,8256410146835867452,1,-0.0014076081857034017,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_1,0.9,0.95,Strong,1,D65,Canon 300D,0.534912109375,b35a1b29646a84417946daae6a6d62f46d2ba071955bb9c6bf0d90f8f059c4e9,12454875245530764396,1,-0.35468926189652317,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_1,0.9,0.95,Strong,1,A,Canon 300D,0.534912109375,b35a1b29646a84417946daae6a6d62f46d2ba071955bb9c6bf0d90f8f059c4e9,10412082583226545182,1,0.23700734856018124,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_1,0.9,0.95,Strong,1,FL2,Canon 300D,0.534912109375,b35a1b29646a84417946daae6a6d62f46d2ba071955bb9c6bf0d90f8f059c4e9,10711754687910602485,1,-0.03937791524633677,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_1,0.9,0.95,Strong,1,FL11,Canon 300D,0.534912109375,b35a1b29646a84417946daae6a6d62f46d2ba071955bb9c6bf0d90f8f059c4e9,16049726798414408997,1,0.03831537895209658,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_2,0.9,0.95,Strong,2,D65,Canon 300D,0.4595794677734375,2804e7ffa9d9a669d78f49a52871e636360ae0a64190b78c721cbaf5898eee1a,2648466885702329482,1,0.24979655600318906,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_2,0.9,0.95,Strong,2,A,Canon 300D,0.4595794677734375,2804e7ffa9d9a669d78f49a52871e636360ae0a64190b78c721cbaf5898eee1a,1704308121584415509,1,0.1070421140457245,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_2,0.9,0.95,Strong,2,FL2,Canon 300D,0.4595794677734375,2804e7ffa9d9a669d78f49a52871e636360ae0a64190b78c721cbaf5898eee1a,3835592613522520166,1,0.2226261900758656,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_2,0.9,0.95,Strong,2,FL11,Canon 300D,0.4595794677734375,2804e7ffa9d9a669d78f49a52871e636360ae0a64190b78c721cbaf5898eee1a,17748917970006145572,1,-0.025866346196223522,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_3,0.9,0.95,Strong,3,D65,Canon 300D,0.6195068359375,41cda30f2ebc07346ccb7f1f7e7a0a87825419548ee8e2f5058c034b91bbf875,3563660822073287755,1,0.13665521602059372,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_3,0.9,0.95,Strong,3,A,Canon 300D,0.6195068359375,41cda30f2ebc07346ccb7f1f7e7a0a87825419548ee8e2f5058c034b91bbf875,16729001039909706239,1,-0.21339082087624756,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_3,0.9,0.95,Strong,3,FL2,Canon 300D,0.6195068359375,41cda30f2ebc07346ccb7f1f7e7a0a87825419548ee8e2f5058c034b91bbf875,1283692385177315788,1,0.29320658165545355,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_3,0.9,0.95,Strong,3,FL11,Canon 300D,0.6195068359375,41cda30f2ebc07346ccb7f1f7e7a0a87825419548ee8e2f5058c034b91bbf875,17006242529919508932,1,0.13832232675172662,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_4,0.9,0.95,Strong,4,D65,Canon 300D,0.6209716796875,ce9eeacf4a9daf272eed3366bd4152ef135b822b13d1d3661aa088f39ff765d2,9619731681138089422,1,-0.488449076079525,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_4,0.9,0.95,Strong,4,A,Canon 300D,0.6209716796875,ce9eeacf4a9daf272eed3366bd4152ef135b822b13d1d3661aa088f39ff765d2,18022797692234731990,1,0.30858937436833633,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_4,0.9,0.95,Strong,4,FL2,Canon 300D,0.6209716796875,ce9eeacf4a9daf272eed3366bd4152ef135b822b13d1d3661aa088f39ff765d2,1150552825642157798,1,-0.2220965607503781,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_4,0.9,0.95,Strong,4,FL11,Canon 300D,0.6209716796875,ce9eeacf4a9daf272eed3366bd4152ef135b822b13d1d3661aa088f39ff765d2,5407635225722011203,1,-0.3354161788145363,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_5,0.9,0.95,Strong,5,D65,Canon 300D,0.4959869384765625,07816b2e1905d0a289194a05bda8a97c1635974ec0156da4ebdb485ea7c10a7e,2274352245175759656,1,0.30903666487484116,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_5,0.9,0.95,Strong,5,A,Canon 300D,0.4959869384765625,07816b2e1905d0a289194a05bda8a97c1635974ec0156da4ebdb485ea7c10a7e,1832355763155033436,1,0.028089438904152608,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
A,AM3_M0.90_H0.95_Strong_5,0.9,0.95,Strong,5,FL2,Canon 300D,0.4959869384765625,07816b2e1905d0a289194a05bda8a97c1635974ec0156da4ebdb485ea7c10a7e,8554535704514715598,1,0.02672634695521814,False,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
