epoch,train_loss,inner_val_macro_auc
1,0.6318368166685104,0.809318377911993
2,0.3971386179327965,0.8679896462467644
3,0.31074718460440637,0.8559102674719585
4,0.2555098831653595,0.8628127696289905
5,0.22302619144320487,0.8239861949956859
6,0.23209846913814544,0.8619499568593616
7,0.22432434260845185,0.8645383951682485
8,0.20908423736691475,0.8861087144089732
9,0.19238222688436507,0.8662640207075064
10,0.19668576195836068,0.8740293356341673
11,0.20316443517804145,0.8688524590163934
12,0.2016809403896332,0.8403796376186368
13,0.19745734483003616,0.8990509059534081
14,0.19186515510082244,0.8748921484037964
15,0.19115149825811387,0.8679896462467644
16,0.18742950037121772,0.8679896462467644
17,0.18608505725860597,0.8671268334771355
18,0.190143171697855,0.8757549611734253
19,0.1886087626218796,0.8697152717860225
20,0.18934110328555107,0.8878343399482312
21,0.18609055429697036,0.8697152717860225
22,0.18516267761588096,0.8826574633304572
23,0.1997363530099392,0.8576358930112166
