epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.5796094328165055,0.6585611701011658,0.8369283865401208
2,0.3862054020166397,0.5503916680812836,0.8524590163934427
3,0.3122003935277462,0.5582948803901673,0.8377911993097499
4,0.24930038526654244,0.5508461475372315,0.8679896462467644
5,0.23081114366650582,0.5341765105724334,0.8714408973252803
6,0.2273059993982315,0.5200794994831085,0.8705780845556514
7,0.21675529703497887,0.4986835718154907,0.8774805867126834
8,0.20909816026687622,0.5372389316558838,0.8748921484037964
9,0.19424150809645652,0.5308818221092224,0.8679896462467644
10,0.20331088900566102,0.5490340948104858,0.8800690250215703
11,0.19897270575165749,0.5341865837574005,0.8886971527178602
12,0.1920055128633976,0.5702650368213653,0.8792062122519415
13,0.19770747274160386,0.5350223660469056,0.8835202761000863
14,0.1974526137113571,0.5347851812839508,0.8688524590163933
15,0.20761315673589706,0.5662096798419952,0.8731665228645383
16,0.2044982448220253,0.5813739717006683,0.8774805867126835
17,0.19446460753679276,0.5710321128368377,0.8766177739430543
18,0.1902254156768322,0.5226366400718689,0.8861087144089732
19,0.19476319029927253,0.5205717384815216,0.8645383951682484
20,0.19437068104743957,0.5544227838516236,0.8731665228645384
21,0.19862484484910964,0.5680225849151611,0.8714408973252805
