high_clip_element_fraction,low_clip_element_fraction,nonfinite_count,all_zero,all_one,R_zero_fraction,R_one_fraction,G_zero_fraction,G_one_fraction,B_zero_fraction,B_one_fraction,attempt,appearance_seed,exposure_ev,S_mean,P_mean,P_max
0.0,0.14892337807606265,0,False,False,0.0,0.0,0.0,0.0,0.4463926174496644,0.0,65,15197215664333831668,-0.18083352880615944,1.0,0.0003206931287422776,0.03316142410039902
0.0,0.14008668903803131,0,False,False,0.0,0.0,0.0,0.0,0.4196728187919463,0.0,66,16099451794005002822,-0.488105871243083,1.0,0.0003033999528270215,0.04734273999929428
0.0,0.16743568232662193,0,False,False,0.0,0.0,0.0,0.0,0.5019714765100671,0.0,67,2614265907767155008,0.29263593873369376,1.0,0.0,0.0
0.0,0.16746364653243848,0,False,False,0.0,0.0,0.0,0.0,0.5019714765100671,0.0,68,17195573906609060451,0.010959634767060411,1.0,0.0,0.0
0.0,0.16743568232662193,0,False,False,0.0,0.0,0.0,0.0,0.5019714765100671,0.0,69,9377985015511719414,0.22925472434423266,1.0,0.0,0.0
0.0,0.16743568232662193,0,False,False,0.0,0.0,0.0,0.0,0.5019714765100671,0.0,70,9184914236286816447,0.3075541038530294,1.0,0.0,0.0
0.0,0.16360458612975393,0,False,False,0.0,0.0,0.0,0.0,0.4902265100671141,0.0,71,8295100787788990855,-0.32390176504640544,1.0,0.00043080811155959964,0.06083632633090019
0.0,0.16749161073825503,0,False,False,0.0,0.0,0.0,0.0,0.5019714765100671,0.0,72,16919759791499385348,-0.386719347808774,0.9999999403953552,0.0,0.0
0.0,0.16750559284116331,0,False,False,0.0,0.0,0.0,0.0,0.5019714765100671,0.0,73,8970768597323828449,-0.25000805532446896,1.0,0.0003138763422612101,0.041542135179042816
0.0,0.14513422818791946,0,False,False,0.0,0.0,0.0,0.0,0.4348993288590604,0.0,74,9830676084311613326,-0.15119624664097875,1.0,0.0005257159937173128,0.056711096316576004
0.0,0.161996644295302,0,False,False,0.0,0.0,0.0,0.0,0.4856543624161074,0.0,75,7190731793767378834,0.2481574550224157,1.0,0.0001620659022592008,0.05110319331288338
0.0,0.11704418344519016,0,False,False,0.0,0.0,0.0,0.0,0.3508808724832215,0.0,76,7214181312970152197,-0.08705512024503681,1.0,0.0014425695408135653,0.06565332412719727
0.0,0.14256152125279642,0,False,False,0.0,0.0,0.0,0.0,0.42726510067114093,0.0,77,11560875062502663893,-0.00723859633802193,1.0,0.0004152350011281669,0.04085543006658554
