epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.6063870415091515,1.1871787667274476,0.7351164797238999
2,0.4017460264265537,0.9229345202445984,0.823986194995686
3,0.29654995948076246,1.0043750047683715,0.7989646246764452
4,0.26373237892985346,0.9296151876449585,0.819672131147541
5,0.27199097722768784,0.6663105249404907,0.8136324417601382
6,0.22438235431909562,0.5903946459293365,0.8291630716134599
7,0.22573495283722878,0.7529616594314575,0.7653149266609147
8,0.20741850063204764,0.620734715461731,0.8213977566867989
9,0.22068291753530503,0.7080189824104309,0.7937877480586712
10,0.18826508969068528,0.6870610177516937,0.7946505608283003
11,0.22234393656253815,0.6712566137313842,0.8239861949956859
12,0.19293868392705918,0.612886267900467,0.817083692838654
13,0.206232950091362,0.6024063348770141,0.8265746333045729
14,0.19106384962797165,0.6390266478061676,0.8144952545297671
15,0.19404069259762763,0.6542123317718506,0.8179465056082829
16,0.189048121124506,0.6622999489307404,0.8032786885245902
