epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.6566017135977745,0.44335301518440245,0.9387402933563417
2,0.39926680475473403,0.4685128390789032,0.9188955996548749
3,0.2953373149037361,0.4681038498878479,0.8964624676445212
4,0.2645083531737328,0.4412254452705383,0.9292493528904228
5,0.22580370604991912,0.6277350068092347,0.8619499568593615
6,0.22807733044028283,0.49058239459991454,0.9404659188955996
7,0.20619843676686286,0.5003551125526429,0.8766177739430543
8,0.20808772072196008,0.49983633756637574,0.8895599654874893
9,0.2140139564871788,0.545876806974411,0.9214840379637619
10,0.1932228423655033,0.5860078871250153,0.8878343399482312
11,0.19535221830010413,0.5646335482597351,0.9214840379637619
12,0.19393570274114608,0.507285088300705,0.916307161345988
13,0.19625531435012816,0.5812480032444001,0.9154443485763589
14,0.1973555475473404,0.4976711571216583,0.911130284728214
15,0.19758321568369866,0.5039239346981048,0.9137187230371009
16,0.20494019910693168,0.5434940397739411,0.903364969801553
