variant,fold,split_role,scale,feature,total_n,valid_n,missing_n,statistic_population,mean,std_ddof0,min,median,q1,q3,max,nonfinite,unavailable_filled_zero_n
o_raw,4,train,standardized_model_input,forehead_available,400,400,0,all_cases,0.97250000000000003,0.16353516441426291,0,1,1,1,1,0,0
o_raw,4,val,raw,cheek_mean_log2_y,100,100,0,all_cases,-2.0948956286930693,0.54928033986754132,-4.4573093916042916,-1.9973419121351648,-2.4241842864644929,-1.6911857037985674,-1.2852638829928016,0,0
o_raw,4,val,standardized_model_input,cheek_mean_log2_y,100,100,0,all_cases,-0.3740872334464615,1.3199742829958032,-6.0511981484122872,-0.13965612837878669,-1.1654000265555342,0.59606713031506553,1.5715368958989764,0,0
o_raw,4,val,raw,cheek_mean_log2_rg,100,100,0,all_cases,1.0028484107258244,0.1551890527438276,0.63540844710980604,1.0104538596815995,0.89289080684120958,1.1014946232361869,1.4927992180506124,0,0
o_raw,4,val,standardized_model_input,cheek_mean_log2_rg,100,100,0,all_cases,0.29664263118568801,1.071063827564726,-2.2393072111041303,0.34913293977960408,-0.46224860504672938,0.97746636248663521,3.6781220444143816,0,0
o_raw,4,val,raw,cheek_mean_log2_bg,100,100,0,all_cases,-0.58264095169359464,0.14540839302112921,-1.0548843422010488,-0.58912989810793148,-0.6810797250426377,-0.4668131243006875,-0.19672353384988661,0,0
o_raw,4,val,standardized_model_input,cheek_mean_log2_bg,100,100,0,all_cases,0.0345746182682947,1.0570404683611001,-3.3983797271517608,-0.0125965168668279,-0.68102208783548945,0.87658035378905108,2.8399857752910047,0,0
o_raw,4,val,raw,forehead_minus_cheek_log2_y,100,97,3,available_only,-0.043198865092541103,0.33687528161904517,-0.98184807544209163,-0.044761319774596103,-0.21118680399084311,0.116905006756836,0.83371671144765203,0,0
o_raw,4,val,standardized_model_input,forehead_minus_cheek_log2_y,100,97,0,available_only,-0.13233410258187531,1.0334607589936695,-3.0119075776510318,-0.13712737679852069,-0.6476848935370475,0.35883006988000882,2.5578538890958264,0,3
o_raw,4,val,raw,forehead_minus_cheek_log2_rg,100,97,3,available_only,-0.063481104052604903,0.12706876253055441,-0.34326477738955752,-0.054632883082886802,-0.15407026938061591,0.024473382845076101,0.2887594431356359,0,0
o_raw,4,val,standardized_model_input,forehead_minus_cheek_log2_rg,100,97,0,available_only,-0.1024176297735304,1.1164008618165979,-2.5605413087578199,-0.024678921066410599,-0.89831600974807047,0.67033298979433542,2.9922977244674067,0,3
o_raw,4,val,raw,forehead_minus_cheek_log2_bg,100,97,3,available_only,-0.1410107115672421,0.1191888526725797,-0.42536945525729192,-0.14034559319252771,-0.226353465516688,-0.0505096377034987,0.18026707555129051,0,0
o_raw,4,val,standardized_model_input,forehead_minus_cheek_log2_bg,100,97,0,available_only,-0.0038512577730559,1.0262020791321482,-2.4521467774535437,0.0018753336295468,-0.73864238612102495,0.77535240163117125,2.762312907140184,0,3
o_raw,4,val,raw,forehead_available,100,100,0,all_cases,0.96999999999999997,0.1705872210923198,0,1,1,1,1,0,0
o_raw,4,val,standardized_model_input,forehead_available,100,100,0,all_cases,0.96999999999999997,0.1705872210923198,0,1,1,1,1,0,0
o_stage2a,4,train,raw,calibrated_cheek_mean_log2_y,400,400,0,all_cases,-1.9392268665250461,0.31523562691020057,-3.1400615275414681,-1.9282277051349568,-2.1233096975855799,-1.7616947555181379,-0.85435215436210554,0,0
o_stage2a,4,train,standardized_model_input,calibrated_cheek_mean_log2_y,400,400,0,all_cases,-3.7303493627405253e-16,0.99999999999999978,-3.8093240690669039,0.034891872780680198,-0.58395313012311423,0.56317273763438047,3.4414724084215971,0,0
o_stage2a,4,train,raw,calibrated_cheek_mean_log2_rg,400,400,0,all_cases,0.95986713570525439,0.13412269420060641,0.43755785018048993,0.96573780453392877,0.87583063570463215,1.0502135962128607,1.3591804525069768,0,0
o_stage2a,4,train,standardized_model_input,calibrated_cheek_mean_log2_rg,400,400,0,all_cases,4.4408920985006258e-17,0.99999999999999978,-3.8942647896973344,0.043770883545582201,-0.62656435960740131,0.67361054030480172,2.9772240945627888,0,0
o_stage2a,4,train,raw,calibrated_cheek_mean_log2_bg,400,400,0,all_cases,-0.58739709853204691,0.131473475632646,-0.9871872237101984,-0.5847944570158683,-0.67602068333676535,-0.49451101832771782,-0.20993414010208411,0,0
o_stage2a,4,train,standardized_model_input,calibrated_cheek_mean_log2_bg,400,400,0,all_cases,-2.2648549702353194e-16,1,-3.0408424456292389,0.019795943658253001,-0.6740795767227179,0.70650052991574397,2.8710198510659537,0,0
