camera_name,illuminant_name,m,h,shading,specular,exposure,parameter_name,gradient_min,gradient_max,gradient_mean,gradient_abs_mean,all_finite,all_zero,gradcheck_status,dtype,status
Nokia N900,D65,0.8,0.8,1.0,0.03,1.0,specular,2.98550764755,2.98550764755,2.98550764755,2.98550764755,True,False,True,float64,PASS
Nokia N900,D65,0.8,0.8,1.0,0.03,1.0,exposure,0.355070646084,0.355070646084,0.355070646084,0.355070646084,True,False,True,float64,PASS
Nokia N900,D65,0.2,0.8,1.0,0.03,1.0,m,-2.12381290263,-2.12381290263,-2.12381290263,2.12381290263,True,False,True,float64,PASS
Nokia N900,D65,0.2,0.8,1.0,0.03,1.0,h,-0.149331548211,-0.149331548211,-0.149331548211,0.149331548211,True,False,True,float64,PASS
Nokia N900,D65,0.2,0.8,1.0,0.03,1.0,shading,0.914580039283,0.914580039283,0.914580039283,0.914580039283,True,False,True,float64,PASS
Nokia N900,D65,0.2,0.8,1.0,0.03,1.0,specular,2.98550764755,2.98550764755,2.98550764755,2.98550764755,True,False,True,float64,PASS
Nokia N900,D65,0.2,0.8,1.0,0.03,1.0,exposure,1.00414526871,1.00414526871,1.00414526871,1.00414526871,True,False,True,float64,PASS
Nokia N900,D65,0.8,0.2,1.0,0.03,1.0,m,-0.554315701326,-0.554315701326,-0.554315701326,0.554315701326,True,False,True,float64,PASS
Nokia N900,D65,0.8,0.2,1.0,0.03,1.0,h,-0.0517441668837,-0.0517441668837,-0.0517441668837,0.0517441668837,True,False,True,float64,PASS
Nokia N900,D65,0.8,0.2,1.0,0.03,1.0,shading,0.290264467109,0.290264467109,0.290264467109,0.290264467109,True,False,True,float64,PASS
Nokia N900,D65,0.8,0.2,1.0,0.03,1.0,specular,2.98550764755,2.98550764755,2.98550764755,2.98550764755,True,False,True,float64,PASS
Nokia N900,D65,0.8,0.2,1.0,0.03,1.0,exposure,0.379829696536,0.379829696536,0.379829696536,0.379829696536,True,False,True,float64,PASS
Nokia N900,A,0.2,0.2,1.0,0.03,1.0,m,-2.4910468931,-2.4910468931,-2.4910468931,2.4910468931,True,False,True,float64,PASS
Nokia N900,A,0.2,0.2,1.0,0.03,1.0,h,-0.220645999793,-0.220645999793,-0.220645999793,0.220645999793,True,False,True,float64,PASS
Nokia N900,A,0.2,0.2,1.0,0.03,1.0,shading,1.10039006543,1.10039006543,1.10039006543,1.10039006543,True,False,True,float64,PASS
Nokia N900,A,0.2,0.2,1.0,0.03,1.0,specular,2.98425037843,2.98425037843,2.98425037843,2.98425037843,True,False,True,float64,PASS
Nokia N900,A,0.2,0.2,1.0,0.03,1.0,exposure,1.18991757678,1.18991757678,1.18991757678,1.18991757678,True,False,True,float64,PASS
Nokia N900,A,0.5,0.5,1.0,0.03,1.0,m,-1.09287597218,-1.09287597218,-1.09287597218,1.09287597218,True,False,True,float64,PASS
Nokia N900,A,0.5,0.5,1.0,0.03,1.0,h,-0.0774037411762,-0.0774037411762,-0.0774037411762,0.0774037411762,True,False,True,float64,PASS
Nokia N900,A,0.5,0.5,1.0,0.03,1.0,shading,0.558374889008,0.558374889008,0.558374889008,0.558374889008,True,False,True,float64,PASS
Nokia N900,A,0.5,0.5,1.0,0.03,1.0,specular,2.98425037843,2.98425037843,2.98425037843,2.98425037843,True,False,True,float64,PASS
Nokia N900,A,0.5,0.5,1.0,0.03,1.0,exposure,0.647902400361,0.647902400361,0.647902400361,0.647902400361,True,False,True,float64,PASS
Nokia N900,A,0.8,0.8,1.0,0.03,1.0,m,-0.550080699241,-0.550080699241,-0.550080699241,0.550080699241,True,False,True,float64,PASS
Nokia N900,A,0.8,0.8,1.0,0.03,1.0,h,-0.0327637153313,-0.0327637153313,-0.0327637153313,0.0327637153313,True,False,True,float64,PASS
Nokia N900,A,0.8,0.8,1.0,0.03,1.0,shading,0.307829151772,0.307829151772,0.307829151772,0.307829151772,True,False,True,float64,PASS
Nokia N900,A,0.8,0.8,1.0,0.03,1.0,specular,2.98425037843,2.98425037843,2.98425037843,2.98425037843,True,False,True,float64,PASS
Nokia N900,A,0.8,0.8,1.0,0.03,1.0,exposure,0.397356663125,0.397356663125,0.397356663125,0.397356663125,True,False,True,float64,PASS
Nokia N900,A,0.2,0.8,1.0,0.03,1.0,m,-2.19407612348,-2.19407612348,-2.19407612348,2.19407612348,True,False,True,float64,PASS
Nokia N900,A,0.2,0.8,1.0,0.03,1.0,h,-0.139646629996,-0.139646629996,-0.139646629996,0.139646629996,True,False,True,float64,PASS
Nokia N900,A,0.2,0.8,1.0,0.03,1.0,shading,0.996319654352,0.996319654352,0.996319654352,0.996319654352,True,False,True,float64,PASS
Nokia N900,A,0.2,0.8,1.0,0.03,1.0,specular,2.98425037843,2.98425037843,2.98425037843,2.98425037843,True,False,True,float64,PASS
Nokia N900,A,0.2,0.8,1.0,0.03,1.0,exposure,1.08584716571,1.08584716571,1.08584716571,1.08584716571,True,False,True,float64,PASS
Nokia N900,A,0.8,0.2,1.0,0.03,1.0,m,-0.60184555382,-0.60184555382,-0.60184555382,0.60184555382,True,False,True,float64,PASS
Nokia N900,A,0.8,0.2,1.0,0.03,1.0,h,-0.0483426105878,-0.0483426105878,-0.0483426105878,0.0483426105878,True,False,True,float64,PASS
Nokia N900,A,0.8,0.2,1.0,0.03,1.0,shading,0.331443514308,0.331443514308,0.331443514308,0.331443514308,True,False,True,float64,PASS
Nokia N900,A,0.8,0.2,1.0,0.03,1.0,specular,2.98425037843,2.98425037843,2.98425037843,2.98425037843,True,False,True,float64,PASS
Nokia N900,A,0.8,0.2,1.0,0.03,1.0,exposure,0.420971025661,0.420971025661,0.420971025661,0.420971025661,True,False,True,float64,PASS
Nokia N900,FL2,0.2,0.2,1.0,0.03,1.0,m,-2.36836825998,-2.36836825998,-2.36836825998,2.36836825998,True,False,True,float64,PASS
Nokia N900,FL2,0.2,0.2,1.0,0.03,1.0,h,-0.270334752986,-0.270334752986,-0.270334752986,0.270334752986,True,False,True,float64,PASS
Nokia N900,FL2,0.2,0.2,1.0,0.03,1.0,shading,0.971213854397,0.971213854397,0.971213854397,0.971213854397,True,False,True,float64,PASS
Nokia N900,FL2,0.2,0.2,1.0,0.03,1.0,specular,2.99367657639,2.99367657639,2.99367657639,2.99367657639,True,False,True,float64,PASS
Nokia N900,FL2,0.2,0.2,1.0,0.03,1.0,exposure,1.06102415169,1.06102415169,1.06102415169,1.06102415169,True,False,True,float64,PASS
Nokia N900,FL2,0.5,0.5,1.0,0.03,1.0,m,-0.972811819491,-0.972811819491,-0.972811819491,0.972811819491,True,False,True,float64,PASS
Nokia N900,FL2,0.5,0.5,1.0,0.03,1.0,h,-0.0914701634076,-0.0914701634076,-0.0914701634076,0.0914701634076,True,False,True,float64,PASS
Nokia N900,FL2,0.5,0.5,1.0,0.03,1.0,shading,0.459564491668,0.459564491668,0.459564491668,0.459564491668,True,False,True,float64,PASS
Nokia N900,FL2,0.5,0.5,1.0,0.03,1.0,specular,2.99367657639,2.99367657639,2.99367657639,2.99367657639,True,False,True,float64,PASS
Nokia N900,FL2,0.5,0.5,1.0,0.03,1.0,exposure,0.54937478896,0.54937478896,0.54937478896,0.54937478896,True,False,True,float64,PASS
Nokia N900,FL2,0.8,0.8,1.0,0.03,1.0,m,-0.462292048116,-0.462292048116,-0.462292048116,0.462292048116,True,False,True,float64,PASS
Nokia N900,FL2,0.8,0.8,1.0,0.03,1.0,h,-0.0371505760825,-0.0371505760825,-0.0371505760825,0.0371505760825,True,False,True,float64,PASS
Nokia N900,FL2,0.8,0.8,1.0,0.03,1.0,shading,0.237631648791,0.237631648791,0.237631648791,0.237631648791,True,False,True,float64,PASS
Nokia N900,FL2,0.8,0.8,1.0,0.03,1.0,specular,2.99367657639,2.99367657639,2.99367657639,2.99367657639,True,False,True,float64,PASS
Nokia N900,FL2,0.8,0.8,1.0,0.03,1.0,exposure,0.327441946082,0.327441946082,0.327441946082,0.327441946082,True,False,True,float64,PASS
Nokia N900,FL2,0.2,0.8,1.0,0.03,1.0,m,-2.01330728598,-2.01330728598,-2.01330728598,2.01330728598,True,False,True,float64,PASS
Nokia N900,FL2,0.2,0.8,1.0,0.03,1.0,h,-0.161043013304,-0.161043013304,-0.161043013304,0.161043013304,True,False,True,float64,PASS
Nokia N900,FL2,0.2,0.8,1.0,0.03,1.0,shading,0.847484200474,0.847484200474,0.847484200474,0.847484200474,True,False,True,float64,PASS
Nokia N900,FL2,0.2,0.8,1.0,0.03,1.0,specular,2.99367657639,2.99367657639,2.99367657639,2.99367657639,True,False,True,float64,PASS
Nokia N900,FL2,0.2,0.8,1.0,0.03,1.0,exposure,0.937294497766,0.937294497766,0.937294497766,0.937294497766,True,False,True,float64,PASS
Nokia N900,FL2,0.8,0.2,1.0,0.03,1.0,m,-0.524356817163,-0.524356817163,-0.524356817163,0.524356817163,True,False,True,float64,PASS
Nokia N900,FL2,0.8,0.2,1.0,0.03,1.0,h,-0.059179487789,-0.059179487789,-0.059179487789,0.059179487789,True,False,True,float64,PASS
Nokia N900,FL2,0.8,0.2,1.0,0.03,1.0,shading,0.265450246566,0.265450246566,0.265450246566,0.265450246566,True,False,True,float64,PASS
Nokia N900,FL2,0.8,0.2,1.0,0.03,1.0,specular,2.99367657639,2.99367657639,2.99367657639,2.99367657639,True,False,True,float64,PASS
Nokia N900,FL2,0.8,0.2,1.0,0.03,1.0,exposure,0.355260543858,0.355260543858,0.355260543858,0.355260543858,True,False,True,float64,PASS
