epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.6714438870549202,0.625028258562088,0.8006902502157032
2,0.41431389302015303,0.5336971342563629,0.8740293356341674
3,0.29176604822278024,0.640519118309021,0.810181190681622
4,0.2559093482792377,0.5194931328296661,0.8679896462467643
5,0.21268356814980507,0.49892557263374326,0.916307161345988
6,0.20254820585250854,0.5365283787250519,0.8619499568593616
7,0.22023570612072946,0.5542479455471039,0.8602243313201035
8,0.2045705296099186,0.6078909873962403,0.8662640207075065
9,0.198250400274992,0.5579281270503997,0.8688524590163935
10,0.19556562528014182,0.5663825571537018,0.8567730802415876
11,0.18960470631718634,0.5398292601108551,0.8930112165660051
12,0.20200901105999947,0.5535598993301392,0.8878343399482312
13,0.18918823674321175,0.5663911521434783,0.8835202761000863
14,0.19099553003907205,0.5152216255664825,0.8921484037963762
15,0.19726269990205764,0.5836332201957702,0.8955996548748922
