epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.6191993072628975,0.7775182485580444,0.8576358930112166
2,0.36556284576654435,0.6066339194774628,0.8886971527178602
3,0.3146688662469387,0.5476418256759643,0.8576358930112166
4,0.27348352074623106,0.6010704517364502,0.8024158757549612
5,0.25597182363271714,0.7430662155151367,0.8360655737704917
6,0.2165038675069809,0.6483662962913513,0.8006902502157032
7,0.2085982546210289,0.6701061010360718,0.8352027610008628
8,0.1980447970330715,0.6943646311759949,0.8265746333045729
9,0.20738637298345566,0.5941440641880036,0.8524590163934426
10,0.19883923158049582,0.6210688829421998,0.8300258843830888
11,0.20173754692077636,0.6383253455162048,0.8421052631578948
12,0.18379248604178428,0.6450427055358887,0.8326143226919758
