epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.6468069359660149,0.4368841350078583,0.9490940465918896
2,0.38275807350873947,0.47857159972190855,0.905090595340811
3,0.2821605019271374,0.48135085105895997,0.899913718723037
4,0.2577294550836086,0.4821694016456604,0.8990509059534081
5,0.22516496554017068,0.51161789894104,0.8955996548748921
6,0.2343326009809971,0.4416055679321289,0.9413287316652286
7,0.20715996325016023,0.4859377324581146,0.9059534081104401
8,0.21366496086120607,0.47812374234199523,0.909404659188956
9,0.2157147452235222,0.4664699673652649,0.9327006039689387
10,0.1981538012623787,0.6663204550743103,0.8973252804141502
11,0.19593537896871566,0.5987428784370422,0.9154443485763589
