fold,split_role,target,representation,HONOR/BVL-AN00_valid_n,HONOR/BVL-AN00_mean,HONOR/BVL-AN00_median,HONOR/BVL-AN00_std,Xiaomi/M2006J10C_valid_n,Xiaomi/M2006J10C_mean,Xiaomi/M2006J10C_median,Xiaomi/M2006J10C_std,mean_difference_honor_minus_xiaomi,median_difference_honor_minus_xiaomi,pooled_std,standardized_mean_difference
2,train,forehead_minus_cheek_log2_rg,raw,205,-0.030621596099295399,-0.027906334808613101,0.10688784126304041,184,-0.091842272283358006,-0.085316869501605302,0.12352492463681029,0.061220676184062503,0.0574105346929921,0.11505521252521431,0.53209824083933654
2,train,forehead_minus_cheek_log2_rg,calibrated,205,-0.059283932505133301,-0.064486457564769395,0.1044317385489458,184,-0.059908690961636403,-0.053718482935835997,0.1232098235933318,0.000624758456503,-0.010767974628933299,0.11369848210777871,0.0054948706871108003
2,train,forehead_minus_cheek_log2_bg,raw,205,-0.1096078322394094,-0.0997520543830763,0.1129786227430125,184,-0.18115775780270441,-0.1845236659637142,0.1071984522252545,0.071549925563294994,0.084771611580637896,0.11028312763623351,0.6487839717359204
2,train,forehead_minus_cheek_log2_bg,calibrated,205,-0.1431062492236303,-0.12604046528664131,0.111553870789261,184,-0.14383615192354521,-0.14214871087586639,0.10519387265906389,0.00072990269991479999,0.016108245589225099,0.1085928636831225,0.0067214610164876998
2,val,cheek_mean_log2_y,raw,58,-1.6376201271617523,-1.6096228354654607,0.1479293338536328,42,-2.1775176687858213,-2.2140355464544896,0.443419680866806,0.539897541624069,0.60441271098902893,0.30820079516909388,1.7517720592766637
2,val,cheek_mean_log2_y,calibrated,58,-1.9153977239201287,-1.9155347478272629,0.1583130252160859,42,-1.888853914857864,-1.8971282631296795,0.41523597049361932,-0.026543809062264698,-0.018406484697583301,0.2944702811342842,-0.090140875880646898
2,val,cheek_mean_log2_rg,raw,58,0.86777961473457066,0.88510651397273654,0.1218014272876215,42,0.99315618811382123,0.97576127905272003,0.1563676641319113,-0.12537657337925051,-0.090654765079983393,0.13732551824187211,-0.9129881684365766
2,val,cheek_mean_log2_rg,calibrated,58,0.91966471711534425,0.93500870588178964,0.1221644769208694,42,0.93671463394669563,0.910626173107278,0.15649595817143239,-0.017049916831351399,0.0243825327745117,0.1375740049046966,-0.12393269239463291
2,val,cheek_mean_log2_bg,raw,58,-0.60309917159112392,-0.62949774741144893,0.14765739328790881,42,-0.58815241867762158,-0.57542586751730973,0.11009512265575171,-0.0149467529135022,-0.054071879894139099,0.13323726755085799,-0.112181472858537
2,val,cheek_mean_log2_bg,calibrated,58,-0.57432483704305215,-0.59684742408048685,0.14244480352384581,42,-0.61324050518148554,-0.59534025032208771,0.1202921542951963,0.038915668138433203,-0.0015071737583990999,0.1336244377124205,0.29123166992990851
2,val,forehead_minus_cheek_log2_y,raw,58,-0.021635191231528399,-0.024378589650611501,0.20719590098095339,39,0.00097106137093320001,-0.019459459267482101,0.34216328782974792,-0.022606252602461602,-0.0049191303831293996,0.26942229129262962,-0.083906392800691398
2,val,forehead_minus_cheek_log2_y,calibrated,58,0.0147206689429276,0.028006552888108199,0.21001648979972209,39,-0.029908825865037202,0.0044946302361405996,0.34796918375358682,0.044629494807964902,0.023511922651967498,0.2736734856165885,0.16307569842732231
2,val,forehead_minus_cheek_log2_rg,raw,58,3.3968203569501592e-05,0.0045850516509330997,0.077576678408781893,39,-0.080583074634445501,-0.058176221917863202,0.1233095788520619,0.080617042838015004,0.062761273568796294,0.098452960922629895,0.81883817492669075
2,val,forehead_minus_cheek_log2_rg,calibrated,58,-0.0315350822281045,-0.0389105062147201,0.078204126193900006,39,-0.048893768065501303,-0.039164371871465202,0.12672599832274911,0.0173586858373968,0.000253865656745,0.1004655297732004,0.17278250437322951
2,val,forehead_minus_cheek_log2_bg,raw,58,-0.1010524244157267,-0.086298491880689304,0.12462033612591369,39,-0.17162897131061439,-0.18151296468223951,0.1033179960774931,0.070576546894887598,0.095214472801550196,0.1165674921711408,0.6054565091892804
2,val,forehead_minus_cheek_log2_bg,calibrated,58,-0.1325919603188486,-0.11951220904668421,0.12680985037816139,39,-0.13373129747399171,-0.14118962336841101,0.10688339561112151,0.0011393371551431,0.0216774143217267,0.1192395362063456,0.0095550284024209006
3,train,cheek_mean_log2_y,raw,209,-1.704319502867585,-1.6764514142968945,0.21255315997991389,191,-2.2773612140775743,-2.2927970446649488,0.46673543329664058,0.57304171120998915,0.61634563036805434,0.3572197683070682,1.6041713310709027
3,train,cheek_mean_log2_y,calibrated,209,-1.975232294933992,-1.9539704840281331,0.1955794986661257,191,-1.9809173735441761,-1.9729775738602269,0.46099217697921691,0.0056850786101840002,0.0190070898320935,0.34848523020450622,0.0163136859684062
3,train,cheek_mean_log2_rg,raw,209,0.91764977753999355,0.92443244739223285,0.1182132653645749,191,1.030524902280096,1.0354959996190376,0.1558681531592416,-0.11287512474010231,-0.1110635522268047,0.1374818183745152,-0.82101856139710272
3,train,cheek_mean_log2_rg,calibrated,209,0.97101293522988763,0.97542138580813564,0.1181771432122725,191,0.97213275590738524,0.97871682115342762,0.1530519472016276,-0.0011198206774974001,-0.0032954353452918999,0.13594656850193079,-0.0082372117945851992
3,train,cheek_mean_log2_bg,raw,209,-0.60945207464828643,-0.60651429882719987,0.14068858089533401,191,-0.56781022210863352,-0.5651250915081929,0.13563296416044121,-0.041641852539652899,-0.041389207319006999,0.1382981517819015,-0.30110201765619249
3,train,cheek_mean_log2_bg,calibrated,209,-0.58976535670498975,-0.59333248118814164,0.13152343664250829,191,-0.58935223284239757,-0.59062955482274904,0.13523852853699869,-0.00041312386259210001,-0.0027029263653925001,0.13330988869313079,-0.0030989738768978999
3,train,forehead_minus_cheek_log2_y,raw,206,-0.0213617577004525,0.0079497444387993995,0.2500194805103883,181,0.026035796263048801,0.042269503928926602,0.3733067505393064,-0.047397553963501399,-0.034319759490127097,0.3137495246740919,-0.15106812994453389
3,train,forehead_minus_cheek_log2_y,calibrated,206,0.00058290980404550005,0.010670449902828699,0.24418320760981799,181,0.0010600973352775001,0.040125925105405601,0.36858442778767952,-0.00047718753123190001,-0.029455475202576901,0.30865027257769467,-0.0015460460386012001
3,train,forehead_minus_cheek_log2_rg,raw,206,-0.025674887171741899,-0.020038429630076699,0.10359477541765839,181,-0.091712651958460095,-0.091801483512014004,0.123529766439648,0.066037764786718106,0.071763053881937197,0.113352266249841,0.58258883542004891
3,train,forehead_minus_cheek_log2_rg,calibrated,206,-0.056245181973280302,-0.057483455153136201,0.10111573558314969,181,-0.056919940747869303,-0.058572656669021499,0.1227408051963369,0.00067475877458889999,0.0010892015158852999,0.1117482711828969,0.0060382032531365003
3,train,forehead_minus_cheek_log2_bg,raw,206,-0.1022503054892089,-0.087757220775416797,0.1152725223084837,181,-0.18076980386395011,-0.18651535595363941,0.1069310872462538,0.078519498374741106,0.0987581351782226,0.1114503673519275,0.70452435680897874
3,train,forehead_minus_cheek_log2_bg,calibrated,206,-0.13859703805471521,-0.1262684559866101,0.1142446390355704,181,-0.13940280436950639,-0.14714619726165309,0.1048895833466793,0.00080576631479120002,0.0208777412750429,0.1099699503518627,0.0073271499369883001
