fold,split_role,target,valid_n,representation,scope,camera_id,condition,spearman_rho
0,val,cheek_mean_log2_y,54,calibrated,camera_id,Xiaomi/M2006J10C,relative_optical_exposure,-0.0024289937937384
0,val,cheek_mean_log2_y,54,calibrated,camera_id,Xiaomi/M2006J10C,log2_iso_condition,0.1932483206417738
0,val,cheek_mean_log2_rg,100,raw,overall,ALL,relative_optical_exposure,0.2089885881516827
0,val,cheek_mean_log2_rg,100,raw,overall,ALL,log2_iso_condition,-0.17268483704081231
0,val,cheek_mean_log2_rg,46,raw,camera_id,HONOR/BVL-AN00,relative_optical_exposure,-0.073527375803416103
0,val,cheek_mean_log2_rg,46,raw,camera_id,HONOR/BVL-AN00,log2_iso_condition,-0.037011139868156497
0,val,cheek_mean_log2_rg,54,raw,camera_id,Xiaomi/M2006J10C,relative_optical_exposure,0.065253477340262003
0,val,cheek_mean_log2_rg,54,raw,camera_id,Xiaomi/M2006J10C,log2_iso_condition,-0.048569414183787699
0,val,cheek_mean_log2_rg,100,residual,overall,ALL,relative_optical_exposure,0.0278716419731318
0,val,cheek_mean_log2_rg,100,residual,overall,ALL,log2_iso_condition,0.062010674071051403
0,val,cheek_mean_log2_rg,46,residual,camera_id,HONOR/BVL-AN00,relative_optical_exposure,-0.094260943915084397
0,val,cheek_mean_log2_rg,46,residual,camera_id,HONOR/BVL-AN00,log2_iso_condition,-0.017234668146310701
0,val,cheek_mean_log2_rg,54,residual,camera_id,Xiaomi/M2006J10C,relative_optical_exposure,0.29703712240377927
0,val,cheek_mean_log2_rg,54,residual,camera_id,Xiaomi/M2006J10C,log2_iso_condition,0.1542860433295046
0,val,cheek_mean_log2_rg,100,calibrated,overall,ALL,relative_optical_exposure,0.0278716419731318
0,val,cheek_mean_log2_rg,100,calibrated,overall,ALL,log2_iso_condition,0.062010674071051403
0,val,cheek_mean_log2_rg,46,calibrated,camera_id,HONOR/BVL-AN00,relative_optical_exposure,-0.094260943915084397
0,val,cheek_mean_log2_rg,46,calibrated,camera_id,HONOR/BVL-AN00,log2_iso_condition,-0.017234668146310701
0,val,cheek_mean_log2_rg,54,calibrated,camera_id,Xiaomi/M2006J10C,relative_optical_exposure,0.29703712240377927
0,val,cheek_mean_log2_rg,54,calibrated,camera_id,Xiaomi/M2006J10C,log2_iso_condition,0.1542860433295046
0,val,cheek_mean_log2_bg,100,raw,overall,ALL,relative_optical_exposure,0.041911007084160803
0,val,cheek_mean_log2_bg,100,raw,overall,ALL,log2_iso_condition,-0.17536868399179609
0,val,cheek_mean_log2_bg,46,raw,camera_id,HONOR/BVL-AN00,relative_optical_exposure,-0.23977987566179321
0,val,cheek_mean_log2_bg,46,raw,camera_id,HONOR/BVL-AN00,log2_iso_condition,-0.3549225724375149
0,val,cheek_mean_log2_bg,54,raw,camera_id,Xiaomi/M2006J10C,relative_optical_exposure,-0.0294361112292033
0,val,cheek_mean_log2_bg,54,raw,camera_id,Xiaomi/M2006J10C,log2_iso_condition,0.1286288881131081
0,val,cheek_mean_log2_bg,100,residual,overall,ALL,relative_optical_exposure,0.051644154783694197
0,val,cheek_mean_log2_bg,100,residual,overall,ALL,log2_iso_condition,-0.046622084059035
0,val,cheek_mean_log2_bg,46,residual,camera_id,HONOR/BVL-AN00,relative_optical_exposure,0.021437485547558199
0,val,cheek_mean_log2_bg,46,residual,camera_id,HONOR/BVL-AN00,log2_iso_condition,-0.1522602336954649
0,val,cheek_mean_log2_bg,54,residual,camera_id,Xiaomi/M2006J10C,relative_optical_exposure,-0.054096573643598898
0,val,cheek_mean_log2_bg,54,residual,camera_id,Xiaomi/M2006J10C,log2_iso_condition,0.12916261793930359
0,val,cheek_mean_log2_bg,100,calibrated,overall,ALL,relative_optical_exposure,0.051644154783694197
0,val,cheek_mean_log2_bg,100,calibrated,overall,ALL,log2_iso_condition,-0.046622084059035
0,val,cheek_mean_log2_bg,46,calibrated,camera_id,HONOR/BVL-AN00,relative_optical_exposure,0.021437485547558199
0,val,cheek_mean_log2_bg,46,calibrated,camera_id,HONOR/BVL-AN00,log2_iso_condition,-0.1522602336954649
0,val,cheek_mean_log2_bg,54,calibrated,camera_id,Xiaomi/M2006J10C,relative_optical_exposure,-0.054096573643598898
0,val,cheek_mean_log2_bg,54,calibrated,camera_id,Xiaomi/M2006J10C,log2_iso_condition,0.12916261793930359
0,val,forehead_minus_cheek_log2_y,96,raw,overall,ALL,relative_optical_exposure,0.10243193911503221
0,val,forehead_minus_cheek_log2_y,96,raw,overall,ALL,log2_iso_condition,-0.37653006987172322
0,val,forehead_minus_cheek_log2_y,46,raw,camera_id,HONOR/BVL-AN00,relative_optical_exposure,0.010430776550005899
0,val,forehead_minus_cheek_log2_y,46,raw,camera_id,HONOR/BVL-AN00,log2_iso_condition,-0.39224368835146839
0,val,forehead_minus_cheek_log2_y,50,raw,camera_id,Xiaomi/M2006J10C,relative_optical_exposure,-0.15796595769241401
0,val,forehead_minus_cheek_log2_y,50,raw,camera_id,Xiaomi/M2006J10C,log2_iso_condition,-0.2331244179611234
0,val,forehead_minus_cheek_log2_y,96,residual,overall,ALL,relative_optical_exposure,0.034026906761286398
0,val,forehead_minus_cheek_log2_y,96,residual,overall,ALL,log2_iso_condition,-0.33034609140241761
0,val,forehead_minus_cheek_log2_y,46,residual,camera_id,HONOR/BVL-AN00,relative_optical_exposure,0.10053220834392231
0,val,forehead_minus_cheek_log2_y,46,residual,camera_id,HONOR/BVL-AN00,log2_iso_condition,-0.25089461146805642
0,val,forehead_minus_cheek_log2_y,50,residual,camera_id,Xiaomi/M2006J10C,relative_optical_exposure,-0.30839976375975942
0,val,forehead_minus_cheek_log2_y,50,residual,camera_id,Xiaomi/M2006J10C,log2_iso_condition,-0.34224239851482602
0,val,forehead_minus_cheek_log2_y,96,calibrated,overall,ALL,relative_optical_exposure,0.034026906761286398
0,val,forehead_minus_cheek_log2_y,96,calibrated,overall,ALL,log2_iso_condition,-0.33034609140241761
0,val,forehead_minus_cheek_log2_y,46,calibrated,camera_id,HONOR/BVL-AN00,relative_optical_exposure,0.10053220834392231
0,val,forehead_minus_cheek_log2_y,46,calibrated,camera_id,HONOR/BVL-AN00,log2_iso_condition,-0.25089461146805642
0,val,forehead_minus_cheek_log2_y,50,calibrated,camera_id,Xiaomi/M2006J10C,relative_optical_exposure,-0.30839976375975942
0,val,forehead_minus_cheek_log2_y,50,calibrated,camera_id,Xiaomi/M2006J10C,log2_iso_condition,-0.34224239851482602
0,val,forehead_minus_cheek_log2_rg,96,raw,overall,ALL,relative_optical_exposure,-0.19070493868317009
0,val,forehead_minus_cheek_log2_rg,96,raw,overall,ALL,log2_iso_condition,0.28529550373463641
0,val,forehead_minus_cheek_log2_rg,46,raw,camera_id,HONOR/BVL-AN00,relative_optical_exposure,-0.11000309748135099
0,val,forehead_minus_cheek_log2_rg,46,raw,camera_id,HONOR/BVL-AN00,log2_iso_condition,0.26750932752277318
0,val,forehead_minus_cheek_log2_rg,50,raw,camera_id,Xiaomi/M2006J10C,relative_optical_exposure,0.0226487614837136
0,val,forehead_minus_cheek_log2_rg,50,raw,camera_id,Xiaomi/M2006J10C,log2_iso_condition,0.18154311905501569
0,val,forehead_minus_cheek_log2_rg,96,residual,overall,ALL,relative_optical_exposure,-0.041450708722158003
0,val,forehead_minus_cheek_log2_rg,96,residual,overall,ALL,log2_iso_condition,0.13761536097312421
0,val,forehead_minus_cheek_log2_rg,46,residual,camera_id,HONOR/BVL-AN00,relative_optical_exposure,-0.22627745939154009
0,val,forehead_minus_cheek_log2_rg,46,residual,camera_id,HONOR/BVL-AN00,log2_iso_condition,0.1096075297938037
0,val,forehead_minus_cheek_log2_rg,50,residual,camera_id,Xiaomi/M2006J10C,relative_optical_exposure,0.031488578321467897
0,val,forehead_minus_cheek_log2_rg,50,residual,camera_id,Xiaomi/M2006J10C,log2_iso_condition,0.19220517525348491
0,val,forehead_minus_cheek_log2_rg,96,calibrated,overall,ALL,relative_optical_exposure,-0.041450708722158003
0,val,forehead_minus_cheek_log2_rg,96,calibrated,overall,ALL,log2_iso_condition,0.13761536097312421
0,val,forehead_minus_cheek_log2_rg,46,calibrated,camera_id,HONOR/BVL-AN00,relative_optical_exposure,-0.22627745939154009
0,val,forehead_minus_cheek_log2_rg,46,calibrated,camera_id,HONOR/BVL-AN00,log2_iso_condition,0.1096075297938037
0,val,forehead_minus_cheek_log2_rg,50,calibrated,camera_id,Xiaomi/M2006J10C,relative_optical_exposure,0.031488578321467897
0,val,forehead_minus_cheek_log2_rg,50,calibrated,camera_id,Xiaomi/M2006J10C,log2_iso_condition,0.19220517525348491
0,val,forehead_minus_cheek_log2_bg,96,raw,overall,ALL,relative_optical_exposure,-0.043847260746632297
0,val,forehead_minus_cheek_log2_bg,96,raw,overall,ALL,log2_iso_condition,0.078231112390255098
0,val,forehead_minus_cheek_log2_bg,46,raw,camera_id,HONOR/BVL-AN00,relative_optical_exposure,0.25884963892499419
0,val,forehead_minus_cheek_log2_bg,46,raw,camera_id,HONOR/BVL-AN00,log2_iso_condition,-0.234837852295774
0,val,forehead_minus_cheek_log2_bg,50,raw,camera_id,Xiaomi/M2006J10C,relative_optical_exposure,0.30097222535170548
0,val,forehead_minus_cheek_log2_bg,50,raw,camera_id,Xiaomi/M2006J10C,log2_iso_condition,0.23105924491367211
0,val,forehead_minus_cheek_log2_bg,96,residual,overall,ALL,relative_optical_exposure,0.18146306277269719
0,val,forehead_minus_cheek_log2_bg,96,residual,overall,ALL,log2_iso_condition,-0.0161525156145403
0,val,forehead_minus_cheek_log2_bg,46,residual,camera_id,HONOR/BVL-AN00,relative_optical_exposure,0.39694544134777238
0,val,forehead_minus_cheek_log2_bg,46,residual,camera_id,HONOR/BVL-AN00,log2_iso_condition,-0.098324401726794505
0,val,forehead_minus_cheek_log2_bg,50,residual,camera_id,Xiaomi/M2006J10C,relative_optical_exposure,0.1359971821192969
0,val,forehead_minus_cheek_log2_bg,50,residual,camera_id,Xiaomi/M2006J10C,log2_iso_condition,0.084816176786020506
0,val,forehead_minus_cheek_log2_bg,96,calibrated,overall,ALL,relative_optical_exposure,0.18146306277269719
0,val,forehead_minus_cheek_log2_bg,96,calibrated,overall,ALL,log2_iso_condition,-0.0161525156145403
0,val,forehead_minus_cheek_log2_bg,46,calibrated,camera_id,HONOR/BVL-AN00,relative_optical_exposure,0.39694544134777238
0,val,forehead_minus_cheek_log2_bg,46,calibrated,camera_id,HONOR/BVL-AN00,log2_iso_condition,-0.098324401726794505
0,val,forehead_minus_cheek_log2_bg,50,calibrated,camera_id,Xiaomi/M2006J10C,relative_optical_exposure,0.1359971821192969
0,val,forehead_minus_cheek_log2_bg,50,calibrated,camera_id,Xiaomi/M2006J10C,log2_iso_condition,0.084816176786020506
1,train,cheek_mean_log2_y,400,raw,overall,ALL,relative_optical_exposure,-0.47461822751318361
1,train,cheek_mean_log2_y,400,raw,overall,ALL,log2_iso_condition,0.28104347250404332
1,train,cheek_mean_log2_y,212,raw,camera_id,HONOR/BVL-AN00,relative_optical_exposure,0.094028657555913997
1,train,cheek_mean_log2_y,212,raw,camera_id,HONOR/BVL-AN00,log2_iso_condition,0.37277415702104888
1,train,cheek_mean_log2_y,188,raw,camera_id,Xiaomi/M2006J10C,relative_optical_exposure,-0.20620527505786401
1,train,cheek_mean_log2_y,188,raw,camera_id,Xiaomi/M2006J10C,log2_iso_condition,-0.27155427957200218
1,train,cheek_mean_log2_y,400,residual,overall,ALL,relative_optical_exposure,-0.0185998080352076
1,train,cheek_mean_log2_y,400,residual,overall,ALL,log2_iso_condition,-0.028217151681607999
1,train,cheek_mean_log2_y,212,residual,camera_id,HONOR/BVL-AN00,relative_optical_exposure,-0.036496387888000303
1,train,cheek_mean_log2_y,212,residual,camera_id,HONOR/BVL-AN00,log2_iso_condition,-0.055761348706936498
1,train,cheek_mean_log2_y,188,residual,camera_id,Xiaomi/M2006J10C,relative_optical_exposure,-0.011526054494734801
1,train,cheek_mean_log2_y,188,residual,camera_id,Xiaomi/M2006J10C,log2_iso_condition,-0.065302521414792494
1,train,cheek_mean_log2_y,400,calibrated,overall,ALL,relative_optical_exposure,-0.0185998080352076
1,train,cheek_mean_log2_y,400,calibrated,overall,ALL,log2_iso_condition,-0.028217151681607999
1,train,cheek_mean_log2_y,212,calibrated,camera_id,HONOR/BVL-AN00,relative_optical_exposure,-0.036496387888000303
1,train,cheek_mean_log2_y,212,calibrated,camera_id,HONOR/BVL-AN00,log2_iso_condition,-0.055761348706936498
1,train,cheek_mean_log2_y,188,calibrated,camera_id,Xiaomi/M2006J10C,relative_optical_exposure,-0.011526054494734801
1,train,cheek_mean_log2_y,188,calibrated,camera_id,Xiaomi/M2006J10C,log2_iso_condition,-0.065302521414792494
1,train,cheek_mean_log2_rg,400,raw,overall,ALL,relative_optical_exposure,0.2460685122411897
1,train,cheek_mean_log2_rg,400,raw,overall,ALL,log2_iso_condition,-0.1973141183906591
1,train,cheek_mean_log2_rg,212,raw,camera_id,HONOR/BVL-AN00,relative_optical_exposure,-0.0097834821429113004
