epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.5584842085838317,0.59017972946167,0.8084555651423639
2,0.3597190998494625,0.5921909093856812,0.8153580672993961
3,0.29857885986566546,0.5236878037452698,0.8567730802415876
4,0.2763657748699188,0.5927583992481231,0.8438308886971526
5,0.25108975246548654,0.6917221784591675,0.7653149266609145
6,0.21752969548106194,0.6948247075080871,0.8153580672993961
7,0.21192308589816095,0.6845508813858032,0.822260569456428
8,0.20148318484425545,0.724517560005188,0.805867126833477
9,0.20457368865609168,0.609504348039627,0.8360655737704918
10,0.21961142644286155,0.6871190190315246,0.81190681622088
11,0.20796762630343438,0.7119648694992066,0.7920621225194132
12,0.19696935191750525,0.7543651342391968,0.8075927523727351
13,0.1990870378911495,0.7029392302036286,0.8041415012942191
