camera_name,light_name,latent_id,exposure_ev,appearance_id
Canon 300D,FL11,HM02,0.5,appearance2
Canon 300D,D65,HM03,-0.5,appearance0
Canon 300D,A,HM03,-0.5,appearance0
Canon 300D,FL2,HM03,-0.5,appearance0
Canon 300D,FL11,HM03,-0.5,appearance0
Canon 300D,D65,HM03,0.0,appearance0
Canon 300D,A,HM03,0.0,appearance0
Canon 300D,FL2,HM03,0.0,appearance0
Canon 300D,FL11,HM03,0.0,appearance0
Canon 300D,D65,HM03,0.5,appearance0
Canon 300D,A,HM03,0.5,appearance0
Canon 300D,FL2,HM03,0.5,appearance0
Canon 300D,FL11,HM03,0.5,appearance0
Canon 300D,D65,HM03,-0.5,appearance2
Canon 300D,A,HM03,-0.5,appearance2
Canon 300D,FL2,HM03,-0.5,appearance2
Canon 300D,FL11,HM03,-0.5,appearance2
Canon 300D,D65,HM03,0.0,appearance2
Canon 300D,A,HM03,0.0,appearance2
Canon 300D,FL2,HM03,0.0,appearance2
Canon 300D,FL11,HM03,0.0,appearance2
Canon 300D,D65,HM03,0.5,appearance2
Canon 300D,A,HM03,0.5,appearance2
Canon 300D,FL2,HM03,0.5,appearance2
Canon 300D,FL11,HM03,0.5,appearance2
Canon 300D,D65,HM04,-0.5,appearance0
Canon 300D,A,HM04,-0.5,appearance0
Canon 300D,FL2,HM04,-0.5,appearance0
Canon 300D,FL11,HM04,-0.5,appearance0
Canon 300D,D65,HM04,0.0,appearance0
Canon 300D,A,HM04,0.0,appearance0
Canon 300D,FL2,HM04,0.0,appearance0
Canon 300D,FL11,HM04,0.0,appearance0
Canon 300D,D65,HM04,0.5,appearance0
Canon 300D,A,HM04,0.5,appearance0
Canon 300D,FL2,HM04,0.5,appearance0
Canon 300D,FL11,HM04,0.5,appearance0
Canon 300D,D65,HM04,-0.5,appearance2
Canon 300D,A,HM04,-0.5,appearance2
Canon 300D,FL2,HM04,-0.5,appearance2
Canon 300D,FL11,HM04,-0.5,appearance2
Canon 300D,D65,HM04,0.0,appearance2
Canon 300D,A,HM04,0.0,appearance2
Canon 300D,FL2,HM04,0.0,appearance2
Canon 300D,FL11,HM04,0.0,appearance2
Canon 300D,D65,HM04,0.5,appearance2
Canon 300D,A,HM04,0.5,appearance2
Canon 300D,FL2,HM04,0.5,appearance2
Canon 300D,FL11,HM04,0.5,appearance2
Canon 300D,D65,HM05,-0.5,appearance0
Canon 300D,A,HM05,-0.5,appearance0
Canon 300D,FL2,HM05,-0.5,appearance0
Canon 300D,FL11,HM05,-0.5,appearance0
Canon 300D,D65,HM05,0.0,appearance0
Canon 300D,A,HM05,0.0,appearance0
Canon 300D,FL2,HM05,0.0,appearance0
Canon 300D,FL11,HM05,0.0,appearance0
Canon 300D,D65,HM05,0.5,appearance0
Canon 300D,A,HM05,0.5,appearance0
Canon 300D,FL2,HM05,0.5,appearance0
Canon 300D,FL11,HM05,0.5,appearance0
Canon 300D,D65,HM05,-0.5,appearance2
Canon 300D,A,HM05,-0.5,appearance2
Canon 300D,FL2,HM05,-0.5,appearance2
Canon 300D,FL11,HM05,-0.5,appearance2
Canon 300D,D65,HM05,0.0,appearance2
Canon 300D,A,HM05,0.0,appearance2
Canon 300D,FL2,HM05,0.0,appearance2
Canon 300D,FL11,HM05,0.0,appearance2
Canon 300D,D65,HM05,0.5,appearance2
Canon 300D,A,HM05,0.5,appearance2
Canon 300D,FL2,HM05,0.5,appearance2
Canon 300D,FL11,HM05,0.5,appearance2
Canon 300D,D65,HM06,-0.5,appearance0
Canon 300D,A,HM06,-0.5,appearance0
Canon 300D,FL2,HM06,-0.5,appearance0
Canon 300D,FL11,HM06,-0.5,appearance0
Canon 300D,D65,HM06,0.0,appearance0
Canon 300D,A,HM06,0.0,appearance0
Canon 300D,FL2,HM06,0.0,appearance0
Canon 300D,FL11,HM06,0.0,appearance0
Canon 300D,D65,HM06,0.5,appearance0
Canon 300D,A,HM06,0.5,appearance0
Canon 300D,FL2,HM06,0.5,appearance0
Canon 300D,FL11,HM06,0.5,appearance0
Canon 300D,D65,HM06,-0.5,appearance2
Canon 300D,A,HM06,-0.5,appearance2
Canon 300D,FL2,HM06,-0.5,appearance2
Canon 300D,FL11,HM06,-0.5,appearance2
Canon 300D,D65,HM06,0.0,appearance2
Canon 300D,A,HM06,0.0,appearance2
Canon 300D,FL2,HM06,0.0,appearance2
Canon 300D,FL11,HM06,0.0,appearance2
Canon 300D,D65,HM06,0.5,appearance2
Canon 300D,A,HM06,0.5,appearance2
Canon 300D,FL2,HM06,0.5,appearance2
Canon 300D,FL11,HM06,0.5,appearance2
Canon 300D,D65,HM07,-0.5,appearance0
Canon 300D,A,HM07,-0.5,appearance0
Canon 300D,FL2,HM07,-0.5,appearance0
Canon 300D,FL11,HM07,-0.5,appearance0
Canon 300D,D65,HM07,0.0,appearance0
Canon 300D,A,HM07,0.0,appearance0
Canon 300D,FL2,HM07,0.0,appearance0
Canon 300D,FL11,HM07,0.0,appearance0
Canon 300D,D65,HM07,0.5,appearance0
Canon 300D,A,HM07,0.5,appearance0
Canon 300D,FL2,HM07,0.5,appearance0
Canon 300D,FL11,HM07,0.5,appearance0
Canon 300D,D65,HM07,-0.5,appearance2
Canon 300D,A,HM07,-0.5,appearance2
Canon 300D,FL2,HM07,-0.5,appearance2
Canon 300D,FL11,HM07,-0.5,appearance2
Canon 300D,D65,HM07,0.0,appearance2
Canon 300D,A,HM07,0.0,appearance2
Canon 300D,FL2,HM07,0.0,appearance2
Canon 300D,FL11,HM07,0.0,appearance2
Canon 300D,D65,HM07,0.5,appearance2
Canon 300D,A,HM07,0.5,appearance2
Canon 300D,FL2,HM07,0.5,appearance2
Canon 300D,FL11,HM07,0.5,appearance2
Canon 300D,D65,HM08,-0.5,appearance0
Canon 300D,A,HM08,-0.5,appearance0
Canon 300D,FL2,HM08,-0.5,appearance0
Canon 300D,FL11,HM08,-0.5,appearance0
Canon 300D,D65,HM08,0.0,appearance0
Canon 300D,A,HM08,0.0,appearance0
Canon 300D,FL2,HM08,0.0,appearance0
Canon 300D,FL11,HM08,0.0,appearance0
Canon 300D,D65,HM08,0.5,appearance0
Canon 300D,A,HM08,0.5,appearance0
Canon 300D,FL2,HM08,0.5,appearance0
Canon 300D,FL11,HM08,0.5,appearance0
Canon 300D,D65,HM08,-0.5,appearance2
Canon 300D,A,HM08,-0.5,appearance2
Canon 300D,FL2,HM08,-0.5,appearance2
Canon 300D,FL11,HM08,-0.5,appearance2
Canon 300D,D65,HM08,0.0,appearance2
Canon 300D,A,HM08,0.0,appearance2
Canon 300D,FL2,HM08,0.0,appearance2
Canon 300D,FL11,HM08,0.0,appearance2
Canon 300D,D65,HM08,0.5,appearance2
Canon 300D,A,HM08,0.5,appearance2
Canon 300D,FL2,HM08,0.5,appearance2
Canon 300D,FL11,HM08,0.5,appearance2
Canon 300D,D65,HM09,-0.5,appearance0
Canon 300D,A,HM09,-0.5,appearance0
Canon 300D,FL2,HM09,-0.5,appearance0
Canon 300D,FL11,HM09,-0.5,appearance0
Canon 300D,D65,HM09,0.0,appearance0
Canon 300D,A,HM09,0.0,appearance0
Canon 300D,FL2,HM09,0.0,appearance0
Canon 300D,FL11,HM09,0.0,appearance0
Canon 300D,D65,HM09,0.5,appearance0
Canon 300D,A,HM09,0.5,appearance0
Canon 300D,FL2,HM09,0.5,appearance0
Canon 300D,FL11,HM09,0.5,appearance0
Canon 300D,D65,HM09,-0.5,appearance2
Canon 300D,A,HM09,-0.5,appearance2
Canon 300D,FL2,HM09,-0.5,appearance2
Canon 300D,FL11,HM09,-0.5,appearance2
Canon 300D,D65,HM09,0.0,appearance2
Canon 300D,A,HM09,0.0,appearance2
Canon 300D,FL2,HM09,0.0,appearance2
Canon 300D,FL11,HM09,0.0,appearance2
Canon 300D,D65,HM09,0.5,appearance2
Canon 300D,A,HM09,0.5,appearance2
Canon 300D,FL2,HM09,0.5,appearance2
Canon 300D,FL11,HM09,0.5,appearance2
Canon 300D,D65,HM10,-0.5,appearance0
Canon 300D,A,HM10,-0.5,appearance0
Canon 300D,FL2,HM10,-0.5,appearance0
Canon 300D,FL11,HM10,-0.5,appearance0
Canon 300D,D65,HM10,0.0,appearance0
Canon 300D,A,HM10,0.0,appearance0
Canon 300D,FL2,HM10,0.0,appearance0
Canon 300D,FL11,HM10,0.0,appearance0
Canon 300D,D65,HM10,0.5,appearance0
Canon 300D,A,HM10,0.5,appearance0
Canon 300D,FL2,HM10,0.5,appearance0
Canon 300D,FL11,HM10,0.5,appearance0
Canon 300D,D65,HM10,-0.5,appearance2
Canon 300D,A,HM10,-0.5,appearance2
Canon 300D,FL2,HM10,-0.5,appearance2
Canon 300D,FL11,HM10,-0.5,appearance2
Canon 300D,D65,HM10,0.0,appearance2
Canon 300D,A,HM10,0.0,appearance2
Canon 300D,FL2,HM10,0.0,appearance2
Canon 300D,FL11,HM10,0.0,appearance2
Canon 300D,D65,HM10,0.5,appearance2
Canon 300D,A,HM10,0.5,appearance2
Canon 300D,FL2,HM10,0.5,appearance2
Canon 300D,FL11,HM10,0.5,appearance2
Canon 300D,D65,HM11,-0.5,appearance0
Canon 300D,A,HM11,-0.5,appearance0
Canon 300D,FL2,HM11,-0.5,appearance0
Canon 300D,FL11,HM11,-0.5,appearance0
Canon 300D,D65,HM11,0.0,appearance0
Canon 300D,A,HM11,0.0,appearance0
Canon 300D,FL2,HM11,0.0,appearance0
Canon 300D,FL11,HM11,0.0,appearance0
Canon 300D,D65,HM11,0.5,appearance0
Canon 300D,A,HM11,0.5,appearance0
Canon 300D,FL2,HM11,0.5,appearance0
Canon 300D,FL11,HM11,0.5,appearance0
Canon 300D,D65,HM11,-0.5,appearance2
Canon 300D,A,HM11,-0.5,appearance2
Canon 300D,FL2,HM11,-0.5,appearance2
Canon 300D,FL11,HM11,-0.5,appearance2
Canon 300D,D65,HM11,0.0,appearance2
Canon 300D,A,HM11,0.0,appearance2
Canon 300D,FL2,HM11,0.0,appearance2
Canon 300D,FL11,HM11,0.0,appearance2
Canon 300D,D65,HM11,0.5,appearance2
Canon 300D,A,HM11,0.5,appearance2
Canon 300D,FL2,HM11,0.5,appearance2
Canon 300D,FL11,HM11,0.5,appearance2
