camera_name,light_name,latent_id,exposure_ev,appearance_id,overall_low_clip_fraction,overall_high_clip_fraction,nonfinite_count,all_zero_fraction,all_one_fraction,m_base,h_base,channel,pre_min,pre_p01,pre_p05,pre_median,pre_p95,pre_max,pre_mean,pre_std,pre_negative_fraction,pre_le_minus_1e6_fraction,pre_gt_one_fraction,post_exact_zero_fraction,post_le_1e6_fraction,post_exact_one_fraction,post_ge_1me6_fraction,post_mean,post_std,post_min,post_max
Nikon D50,FL11,HM04,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.85,0.5,B,0.01416519470512867,0.015542170219123363,0.019976734649389982,0.032724952325224876,0.05362629983574152,0.23502479493618011,0.03526287153363228,0.017408190295100212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03526287153363228,0.017408190295100212,0.01416519470512867,0.23502479493618011
Nikon D50,D65,HM05,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.85,0.8125,R,0.36923134326934814,0.40471722185611725,0.4282347038388252,0.4791925698518753,0.5291287153959274,0.5665963888168335,0.4794536530971527,0.03115079365670681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4794536530971527,0.03115079365670681,0.36923134326934814,0.5665963888168335
Nikon D50,D65,HM05,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.85,0.8125,G,0.1697375625371933,0.18805776834487914,0.20134001225233078,0.23125562071800232,0.2610936313867569,0.36031582951545715,0.23161199688911438,0.018950672820210457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23161199688911438,0.018950672820210457,0.1697375625371933,0.36031582951545715
Nikon D50,D65,HM05,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.85,0.8125,B,0.02456934005022049,0.028502387553453447,0.03454001806676388,0.050701165571808815,0.06902667880058289,0.2822299897670746,0.05210298299789429,0.017165623605251312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05210298299789429,0.017165623605251312,0.02456934005022049,0.2822299897670746
Nikon D50,A,HM05,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.85,0.8125,R,0.40300819277763367,0.4414993703365326,0.4666530340909958,0.5215305685997009,0.574991911649704,0.615622878074646,0.5217262506484985,0.03348422050476074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5217262506484985,0.03348422050476074,0.40300819277763367,0.615622878074646
Nikon D50,A,HM05,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.85,0.8125,G,0.16997087001800537,0.188241159170866,0.2015158198773861,0.23128662258386612,0.26109595596790314,0.36024734377861023,0.23166687786579132,0.018898293375968933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23166687786579132,0.018898293375968933,0.16997087001800537,0.36024734377861023
Nikon D50,A,HM05,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.85,0.8125,B,0.05288713425397873,0.06187275368720293,0.06879830546677113,0.08713237196207047,0.10652687214314938,0.29041436314582825,0.0880492702126503,0.015890121459960938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0880492702126503,0.015890121459960938,0.05288713425397873,0.29041436314582825
Nikon D50,FL2,HM05,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.85,0.8125,R,0.3335736393928528,0.36593319922685624,0.3876861706376076,0.43465273082256317,0.48091971129179,0.5150489211082458,0.4349507689476013,0.028769539669156075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4349507689476013,0.028769539669156075,0.3335736393928528,0.5150489211082458
Nikon D50,FL2,HM05,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.85,0.8125,G,0.1893087774515152,0.20917998999357224,0.2235613949596882,0.25497226417064667,0.28652068972587585,0.37480854988098145,0.2553795576095581,0.019797932356595993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2553795576095581,0.019797932356595993,0.1893087774515152,0.37480854988098145
Nikon D50,FL2,HM05,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.85,0.8125,B,0.006205389741808176,0.01058912742882967,0.014282648684456944,0.025189600884914398,0.04264401365071535,0.2773345112800598,0.02764834091067314,0.01779189519584179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02764834091067314,0.01779189519584179,0.006205389741808176,0.2773345112800598
