camera_name,light_name,latent_id,m_base,h_base,AUDIT_ONLY
Nikon D40,FL2,HM00,0.75,0.1875,True
Nikon D40,FL11,HM00,0.75,0.1875,True
Nikon D40,D65,HM01,0.75,0.5,True
Nikon D40,A,HM01,0.75,0.5,True
Nikon D40,FL2,HM01,0.75,0.5,True
Nikon D40,FL11,HM01,0.75,0.5,True
Nikon D40,D65,HM02,0.75,0.8125,True
Nikon D40,A,HM02,0.75,0.8125,True
Nikon D40,FL2,HM02,0.75,0.8125,True
Nikon D40,FL11,HM02,0.75,0.8125,True
Nikon D40,D65,HM03,0.85,0.1875,True
Nikon D40,A,HM03,0.85,0.1875,True
Nikon D40,FL2,HM03,0.85,0.1875,True
Nikon D40,FL11,HM03,0.85,0.1875,True
Nikon D40,D65,HM04,0.85,0.5,True
Nikon D40,A,HM04,0.85,0.5,True
Nikon D40,FL2,HM04,0.85,0.5,True
Nikon D40,FL11,HM04,0.85,0.5,True
Nikon D40,D65,HM05,0.85,0.8125,True
Nikon D40,A,HM05,0.85,0.8125,True
Nikon D40,FL2,HM05,0.85,0.8125,True
Nikon D40,FL11,HM05,0.85,0.8125,True
Nikon D40,D65,HM06,0.9375,0.1875,True
Nikon D40,A,HM06,0.9375,0.1875,True
Nikon D40,FL2,HM06,0.9375,0.1875,True
Nikon D40,FL11,HM06,0.9375,0.1875,True
Nikon D40,D65,HM07,0.9375,0.5,True
Nikon D40,A,HM07,0.9375,0.5,True
Nikon D40,FL2,HM07,0.9375,0.5,True
Nikon D40,FL11,HM07,0.9375,0.5,True
Nikon D40,D65,HM08,0.9375,0.8125,True
Nikon D40,A,HM08,0.9375,0.8125,True
Nikon D40,FL2,HM08,0.9375,0.8125,True
Nikon D40,FL11,HM08,0.9375,0.8125,True
Nikon D40,D65,HM09,0.9791666667,0.1875,True
Nikon D40,A,HM09,0.9791666667,0.1875,True
Nikon D40,FL2,HM09,0.9791666667,0.1875,True
Nikon D40,FL11,HM09,0.9791666667,0.1875,True
Nikon D40,D65,HM10,0.9791666667,0.5,True
Nikon D40,A,HM10,0.9791666667,0.5,True
Nikon D40,FL2,HM10,0.9791666667,0.5,True
Nikon D40,FL11,HM10,0.9791666667,0.5,True
Nikon D40,D65,HM11,0.9791666667,0.8125,True
Nikon D40,A,HM11,0.9791666667,0.8125,True
Nikon D40,FL2,HM11,0.9791666667,0.8125,True
Nikon D40,FL11,HM11,0.9791666667,0.8125,True
Nikon D50,D65,HM00,0.75,0.1875,True
Nikon D50,A,HM00,0.75,0.1875,True
Nikon D50,FL2,HM00,0.75,0.1875,True
Nikon D50,FL11,HM00,0.75,0.1875,True
Nikon D50,D65,HM01,0.75,0.5,True
Nikon D50,A,HM01,0.75,0.5,True
Nikon D50,FL2,HM01,0.75,0.5,True
Nikon D50,FL11,HM01,0.75,0.5,True
Nikon D50,D65,HM02,0.75,0.8125,True
Nikon D50,A,HM02,0.75,0.8125,True
Nikon D50,FL2,HM02,0.75,0.8125,True
Nikon D50,FL11,HM02,0.75,0.8125,True
Nikon D50,D65,HM03,0.85,0.1875,True
Nikon D50,A,HM03,0.85,0.1875,True
Nikon D50,FL2,HM03,0.85,0.1875,True
Nikon D50,FL11,HM03,0.85,0.1875,True
Nikon D50,D65,HM04,0.85,0.5,True
Nikon D50,A,HM04,0.85,0.5,True
Nikon D50,FL2,HM04,0.85,0.5,True
Nikon D50,FL11,HM04,0.85,0.5,True
Nikon D50,D65,HM05,0.85,0.8125,True
Nikon D50,A,HM05,0.85,0.8125,True
Nikon D50,FL2,HM05,0.85,0.8125,True
Nikon D50,FL11,HM05,0.85,0.8125,True
Nikon D50,D65,HM06,0.9375,0.1875,True
Nikon D50,A,HM06,0.9375,0.1875,True
Nikon D50,FL2,HM06,0.9375,0.1875,True
Nikon D50,FL11,HM06,0.9375,0.1875,True
Nikon D50,D65,HM07,0.9375,0.5,True
Nikon D50,A,HM07,0.9375,0.5,True
Nikon D50,FL2,HM07,0.9375,0.5,True
Nikon D50,FL11,HM07,0.9375,0.5,True
Nikon D50,D65,HM08,0.9375,0.8125,True
Nikon D50,A,HM08,0.9375,0.8125,True
Nikon D50,FL2,HM08,0.9375,0.8125,True
Nikon D50,FL11,HM08,0.9375,0.8125,True
Nikon D50,D65,HM09,0.9791666667,0.1875,True
Nikon D50,A,HM09,0.9791666667,0.1875,True
Nikon D50,FL2,HM09,0.9791666667,0.1875,True
Nikon D50,FL11,HM09,0.9791666667,0.1875,True
Nikon D50,D65,HM10,0.9791666667,0.5,True
Nikon D50,A,HM10,0.9791666667,0.5,True
Nikon D50,FL2,HM10,0.9791666667,0.5,True
Nikon D50,FL11,HM10,0.9791666667,0.5,True
Nikon D50,D65,HM11,0.9791666667,0.8125,True
Nikon D50,A,HM11,0.9791666667,0.8125,True
Nikon D50,FL2,HM11,0.9791666667,0.8125,True
Nikon D50,FL11,HM11,0.9791666667,0.8125,True
Nikon D700,D65,HM00,0.75,0.1875,True
Nikon D700,A,HM00,0.75,0.1875,True
Nikon D700,FL2,HM00,0.75,0.1875,True
Nikon D700,FL11,HM00,0.75,0.1875,True
Nikon D700,D65,HM01,0.75,0.5,True
Nikon D700,A,HM01,0.75,0.5,True
Nikon D700,FL2,HM01,0.75,0.5,True
Nikon D700,FL11,HM01,0.75,0.5,True
Nikon D700,D65,HM02,0.75,0.8125,True
Nikon D700,A,HM02,0.75,0.8125,True
Nikon D700,FL2,HM02,0.75,0.8125,True
Nikon D700,FL11,HM02,0.75,0.8125,True
Nikon D700,D65,HM03,0.85,0.1875,True
Nikon D700,A,HM03,0.85,0.1875,True
Nikon D700,FL2,HM03,0.85,0.1875,True
Nikon D700,FL11,HM03,0.85,0.1875,True
Nikon D700,D65,HM04,0.85,0.5,True
Nikon D700,A,HM04,0.85,0.5,True
Nikon D700,FL2,HM04,0.85,0.5,True
Nikon D700,FL11,HM04,0.85,0.5,True
Nikon D700,D65,HM05,0.85,0.8125,True
Nikon D700,A,HM05,0.85,0.8125,True
Nikon D700,FL2,HM05,0.85,0.8125,True
Nikon D700,FL11,HM05,0.85,0.8125,True
Nikon D700,D65,HM06,0.9375,0.1875,True
Nikon D700,A,HM06,0.9375,0.1875,True
Nikon D700,FL2,HM06,0.9375,0.1875,True
Nikon D700,FL11,HM06,0.9375,0.1875,True
Nikon D700,D65,HM07,0.9375,0.5,True
Nikon D700,A,HM07,0.9375,0.5,True
Nikon D700,FL2,HM07,0.9375,0.5,True
Nikon D700,FL11,HM07,0.9375,0.5,True
Nikon D700,D65,HM08,0.9375,0.8125,True
Nikon D700,A,HM08,0.9375,0.8125,True
Nikon D700,FL2,HM08,0.9375,0.8125,True
Nikon D700,FL11,HM08,0.9375,0.8125,True
Nikon D700,D65,HM09,0.9791666667,0.1875,True
Nikon D700,A,HM09,0.9791666667,0.1875,True
Nikon D700,FL2,HM09,0.9791666667,0.1875,True
Nikon D700,FL11,HM09,0.9791666667,0.1875,True
Nikon D700,D65,HM10,0.9791666667,0.5,True
Nikon D700,A,HM10,0.9791666667,0.5,True
Nikon D700,FL2,HM10,0.9791666667,0.5,True
Nikon D700,FL11,HM10,0.9791666667,0.5,True
Nikon D700,D65,HM11,0.9791666667,0.8125,True
Nikon D700,A,HM11,0.9791666667,0.8125,True
Nikon D700,FL2,HM11,0.9791666667,0.8125,True
Nikon D700,FL11,HM11,0.9791666667,0.8125,True
Nikon D90,D65,HM00,0.75,0.1875,True
Nikon D90,A,HM00,0.75,0.1875,True
Nikon D90,FL2,HM00,0.75,0.1875,True
Nikon D90,FL11,HM00,0.75,0.1875,True
Nikon D90,D65,HM01,0.75,0.5,True
Nikon D90,A,HM01,0.75,0.5,True
Nikon D90,FL2,HM01,0.75,0.5,True
Nikon D90,FL11,HM01,0.75,0.5,True
Nikon D90,D65,HM02,0.75,0.8125,True
Nikon D90,A,HM02,0.75,0.8125,True
Nikon D90,FL2,HM02,0.75,0.8125,True
Nikon D90,FL11,HM02,0.75,0.8125,True
Nikon D90,D65,HM03,0.85,0.1875,True
Nikon D90,A,HM03,0.85,0.1875,True
Nikon D90,FL2,HM03,0.85,0.1875,True
Nikon D90,FL11,HM03,0.85,0.1875,True
Nikon D90,D65,HM04,0.85,0.5,True
Nikon D90,A,HM04,0.85,0.5,True
Nikon D90,FL2,HM04,0.85,0.5,True
Nikon D90,FL11,HM04,0.85,0.5,True
Nikon D90,D65,HM05,0.85,0.8125,True
Nikon D90,A,HM05,0.85,0.8125,True
Nikon D90,FL2,HM05,0.85,0.8125,True
Nikon D90,FL11,HM05,0.85,0.8125,True
Nikon D90,D65,HM06,0.9375,0.1875,True
Nikon D90,A,HM06,0.9375,0.1875,True
Nikon D90,FL2,HM06,0.9375,0.1875,True
Nikon D90,FL11,HM06,0.9375,0.1875,True
Nikon D90,D65,HM07,0.9375,0.5,True
Nikon D90,A,HM07,0.9375,0.5,True
Nikon D90,FL2,HM07,0.9375,0.5,True
Nikon D90,FL11,HM07,0.9375,0.5,True
Nikon D90,D65,HM08,0.9375,0.8125,True
Nikon D90,A,HM08,0.9375,0.8125,True
Nikon D90,FL2,HM08,0.9375,0.8125,True
Nikon D90,FL11,HM08,0.9375,0.8125,True
Nikon D90,D65,HM09,0.9791666667,0.1875,True
Nikon D90,A,HM09,0.9791666667,0.1875,True
Nikon D90,FL2,HM09,0.9791666667,0.1875,True
Nikon D90,FL11,HM09,0.9791666667,0.1875,True
Nikon D90,D65,HM10,0.9791666667,0.5,True
Nikon D90,A,HM10,0.9791666667,0.5,True
Nikon D90,FL2,HM10,0.9791666667,0.5,True
Nikon D90,FL11,HM10,0.9791666667,0.5,True
Nikon D90,D65,HM11,0.9791666667,0.8125,True
Nikon D90,A,HM11,0.9791666667,0.8125,True
Nikon D90,FL2,HM11,0.9791666667,0.8125,True
Nikon D90,FL11,HM11,0.9791666667,0.8125,True
Pentax K-5,D65,HM00,0.75,0.1875,True
Pentax K-5,A,HM00,0.75,0.1875,True
Pentax K-5,FL2,HM00,0.75,0.1875,True
Pentax K-5,FL11,HM00,0.75,0.1875,True
Pentax K-5,D65,HM01,0.75,0.5,True
Pentax K-5,A,HM01,0.75,0.5,True
Pentax K-5,FL2,HM01,0.75,0.5,True
Pentax K-5,FL11,HM01,0.75,0.5,True
Pentax K-5,D65,HM02,0.75,0.8125,True
Pentax K-5,A,HM02,0.75,0.8125,True
Pentax K-5,FL2,HM02,0.75,0.8125,True
Pentax K-5,FL11,HM02,0.75,0.8125,True
Pentax K-5,D65,HM03,0.85,0.1875,True
Pentax K-5,A,HM03,0.85,0.1875,True
Pentax K-5,FL2,HM03,0.85,0.1875,True
Pentax K-5,FL11,HM03,0.85,0.1875,True
Pentax K-5,D65,HM04,0.85,0.5,True
Pentax K-5,A,HM04,0.85,0.5,True
Pentax K-5,FL2,HM04,0.85,0.5,True
Pentax K-5,FL11,HM04,0.85,0.5,True
Pentax K-5,D65,HM05,0.85,0.8125,True
Pentax K-5,A,HM05,0.85,0.8125,True
Pentax K-5,FL2,HM05,0.85,0.8125,True
Pentax K-5,FL11,HM05,0.85,0.8125,True
Pentax K-5,D65,HM06,0.9375,0.1875,True
Pentax K-5,A,HM06,0.9375,0.1875,True
Pentax K-5,FL2,HM06,0.9375,0.1875,True
Pentax K-5,FL11,HM06,0.9375,0.1875,True
Pentax K-5,D65,HM07,0.9375,0.5,True
Pentax K-5,A,HM07,0.9375,0.5,True
Pentax K-5,FL2,HM07,0.9375,0.5,True
Pentax K-5,FL11,HM07,0.9375,0.5,True
Pentax K-5,D65,HM08,0.9375,0.8125,True
Pentax K-5,A,HM08,0.9375,0.8125,True
Pentax K-5,FL2,HM08,0.9375,0.8125,True
Pentax K-5,FL11,HM08,0.9375,0.8125,True
Pentax K-5,D65,HM09,0.9791666667,0.1875,True
Pentax K-5,A,HM09,0.9791666667,0.1875,True
Pentax K-5,FL2,HM09,0.9791666667,0.1875,True
Pentax K-5,FL11,HM09,0.9791666667,0.1875,True
Pentax K-5,D65,HM10,0.9791666667,0.5,True
Pentax K-5,A,HM10,0.9791666667,0.5,True
Pentax K-5,FL2,HM10,0.9791666667,0.5,True
Pentax K-5,FL11,HM10,0.9791666667,0.5,True
Pentax K-5,D65,HM11,0.9791666667,0.8125,True
Pentax K-5,A,HM11,0.9791666667,0.8125,True
Pentax K-5,FL2,HM11,0.9791666667,0.8125,True
Pentax K-5,FL11,HM11,0.9791666667,0.8125,True
