camera_name,light_name,latent_id,exposure_ev,appearance_id,overall_low_clip_fraction,overall_high_clip_fraction,nonfinite_count,all_zero_fraction,all_one_fraction,original_sample_id,variable_isolation,channel,pre_min,pre_p01,pre_p05,pre_median,pre_p95,pre_max,pre_mean,pre_std,pre_negative_fraction,pre_le_minus_1e6_fraction,pre_gt_one_fraction,post_exact_zero_fraction,post_le_1e6_fraction,post_exact_one_fraction,post_ge_1me6_fraction,post_mean,post_std,post_min,post_max
Nikon D3X,FL2,L039,-0.1801577790011309,appearance1,0.0,0.0,0,0.0,0.0,L039_A3,camera_only,G,0.18673697113990784,0.1950599154829979,0.21066037714481353,0.23668597638607025,0.26797724068164824,0.34253498911857605,0.23790811002254486,0.018747525289654732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23790811002254486,0.018747525289654732,0.18673697113990784,0.34253498911857605
Nikon D3X,FL2,L039,-0.1801577790011309,appearance1,0.0,0.0,0,0.0,0.0,L039_A3,camera_only,B,0.007410088088363409,0.008442554380744696,0.010276952292770147,0.015262158587574959,0.04232741035521019,0.2572556138038635,0.02090401016175747,0.026924846693873405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02090401016175747,0.026924846693873405,0.007410088088363409,0.2572556138038635
Canon 20D,FL2,L039,-0.1801577790011309,appearance1,0.0,0.0,0,0.0,0.0,L039_A3,camera_only,R,0.316055566072464,0.3341098076105118,0.35545108318328855,0.3954370617866516,0.43906018435955046,0.45746833086013794,0.3956451416015625,0.025243200361728668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3956451416015625,0.025243200361728668,0.316055566072464,0.45746833086013794
Canon 20D,FL2,L039,-0.1801577790011309,appearance1,0.0,0.0,0,0.0,0.0,L039_A3,camera_only,G,0.18592476844787598,0.19413926750421523,0.20971685349941255,0.23564596474170685,0.2668394714593887,0.3420376181602478,0.23688143491744995,0.01872807741165161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23688143491744995,0.01872807741165161,0.18592476844787598,0.3420376181602478
Canon 20D,FL2,L039,-0.1801577790011309,appearance1,0.0,0.0,0,0.0,0.0,L039_A3,camera_only,B,0.02250203862786293,0.025731178261339666,0.029833608865737916,0.03978780657052994,0.06170751340687271,0.260600745677948,0.044568464159965515,0.02434646710753441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044568464159965515,0.02434646710753441,0.02250203862786293,0.260600745677948
Canon 300D,FL2,L039,-0.1801577790011309,appearance1,0.0,0.0,0,0.0,0.0,L039_A3,camera_only,R,0.31315362453460693,0.3308777242898941,0.35215755105018615,0.3917331099510193,0.43511644899845126,0.45336320996284485,0.3919670879840851,0.025059940293431282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3919670879840851,0.025059940293431282,0.31315362453460693,0.45336320996284485
Canon 300D,FL2,L039,-0.1801577790011309,appearance1,0.0,0.0,0,0.0,0.0,L039_A3,camera_only,G,0.18834252655506134,0.19678018510341644,0.21248735934495927,0.23870989680290222,0.27018546462059023,0.34342464804649353,0.23991140723228455,0.018788229674100876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23991140723228455,0.018788229674100876,0.18834252655506134,0.34342464804649353
Canon 300D,FL2,L039,-0.1801577790011309,appearance1,0.0,0.0,0,0.0,0.0,L039_A3,camera_only,B,0.008449423126876354,0.00973996901884675,0.011726770363748074,0.017106495797634125,0.04425476528704164,0.2593035101890564,0.022715017199516296,0.026945341378450394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022715017199516296,0.026945341378450394,0.008449423126876354,0.2593035101890564
Nikon D3X,FL2,L047,-0.4759500340349091,appearance0,0.0,0.0,0,0.0,0.0,L047_A0,camera_only,R,0.2940964102745056,0.2996425068378448,0.3135520935058594,0.3441646099090576,0.3706644058227539,0.39256009459495544,0.3431396484375,0.01675654761493206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3431396484375,0.01675654761493206,0.2940964102745056,0.39256009459495544
Nikon D3X,FL2,L047,-0.4759500340349091,appearance0,0.0,0.0,0,0.0,0.0,L047_A0,camera_only,G,0.15819813311100006,0.16198040187358856,0.17041717767715453,0.18909622728824615,0.20514458417892456,0.2303617149591446,0.1885775774717331,0.010228335857391357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1885775774717331,0.010228335857391357,0.15819813311100006,0.2303617149591446
Nikon D3X,FL2,L047,-0.4759500340349091,appearance0,0.0,0.0,0,0.0,0.0,L047_A0,camera_only,B,0.01333666406571865,0.014185744822025299,0.015911413729190825,0.01952262781560421,0.023131668940186496,0.14782224595546722,0.020321771502494812,0.007915511727333069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020321771502494812,0.007915511727333069,0.01333666406571865,0.14782224595546722
Canon 20D,FL2,L047,-0.4759500340349091,appearance0,0.0,0.0,0,0.0,0.0,L047_A0,camera_only,R,0.29406487941741943,0.2995946228504181,0.3134990453720093,0.34412258863449097,0.37064141035079956,0.3924901783466339,0.3430950343608856,0.016758708283305168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430950343608856,0.016758708283305168,0.29406487941741943,0.3924901783466339
Canon 20D,FL2,L047,-0.4759500340349091,appearance0,0.0,0.0,0,0.0,0.0,L047_A0,camera_only,G,0.15704777836799622,0.16080621421337127,0.16921163201332093,0.1877828687429428,0.2037441462278366,0.22954249382019043,0.18727223575115204,0.010177365504205227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18727223575115204,0.010177365504205227,0.15704777836799622,0.22954249382019043
Canon 20D,FL2,L047,-0.4759500340349091,appearance0,0.0,0.0,0,0.0,0.0,L047_A0,camera_only,B,0.028587156906723976,0.03042817808687687,0.03297175318002701,0.04020366817712784,0.04646668136119842,0.15314218401908875,0.04068809002637863,0.007527725305408239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04068809002637863,0.007527725305408239,0.028587156906723976,0.15314218401908875
Canon 300D,FL2,L047,-0.4759500340349091,appearance0,0.0,0.0,0,0.0,0.0,L047_A0,camera_only,R,0.2901998460292816,0.2956719172000885,0.3094419360160828,0.3397091329097748,0.36591785550117495,0.38754066824913025,0.33869272470474243,0.01656675897538662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33869272470474243,0.01656675897538662,0.2901998460292816,0.38754066824913025
Canon 300D,FL2,L047,-0.4759500340349091,appearance0,0.0,0.0,0,0.0,0.0,L047_A0,camera_only,G,0.16019678115844727,0.1640097314119339,0.17253388464450836,0.19138240814208984,0.20757494866847992,0.23173834383487701,0.19085128605365753,0.010315998457372189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19085128605365753,0.010315998457372189,0.16019678115844727,0.23173834383487701
Canon 300D,FL2,L047,-0.4759500340349091,appearance0,0.0,0.0,0,0.0,0.0,L047_A0,camera_only,B,0.015093828551471233,0.01587052546441555,0.017670883610844613,0.021647343412041664,0.025567558035254477,0.14950436353683472,0.02243519388139248,0.007925623096525669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02243519388139248,0.007925623096525669,0.015093828551471233,0.14950436353683472
Nikon D3X,FL2,L047,-0.0838528759636813,appearance1,0.0,0.0,0,0.0,0.0,L047_A3,camera_only,R,0.3509368300437927,0.35749502301216124,0.37040799856185913,0.3939245641231537,0.4103251099586487,0.4340815544128418,0.39257141947746277,0.013121597468852997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39257141947746277,0.013121597468852997,0.3509368300437927,0.4340815544128418
Nikon D3X,FL2,L047,-0.0838528759636813,appearance1,0.0,0.0,0,0.0,0.0,L047_A3,camera_only,G,0.19080588221549988,0.19552366077899933,0.2048863112926483,0.21938298642635345,0.23150662779808043,0.2829025387763977,0.21946007013320923,0.01025382336229086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21946007013320923,0.01025382336229086,0.19080588221549988,0.2829025387763977
