camera_name,light_name,latent_id,exposure_ev,appearance_id,overall_low_clip_fraction,overall_high_clip_fraction,nonfinite_count,all_zero_fraction,all_one_fraction,channel,pre_min,pre_p01,pre_p05,pre_median,pre_p95,pre_max,pre_mean,pre_std,pre_negative_fraction,pre_le_minus_1e6_fraction,pre_gt_one_fraction,post_exact_zero_fraction,post_le_1e6_fraction,post_exact_one_fraction,post_ge_1me6_fraction,post_mean,post_std,post_min,post_max
Canon 5DMarkII,D65,HM03,0.0,appearance0,0.0,0.0,0,0.0,0.0,R,0.41827401518821716,0.43847431242465973,0.4473208487033844,0.48871910572052,0.5334477722644806,0.5766137838363647,0.488920658826828,0.02542698010802269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488920658826828,0.02542698010802269,0.41827401518821716,0.5766137838363647
Canon 5DMarkII,D65,HM03,0.0,appearance0,0.0,0.0,0,0.0,0.0,G,0.21680255234241486,0.23160095363855362,0.23775391653180122,0.2650008648633957,0.2968990355730057,0.3948511481285095,0.26586419343948364,0.018892040476202965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26586419343948364,0.018892040476202965,0.21680255234241486,0.3948511481285095
Canon 5DMarkII,D65,HM03,0.0,appearance0,0.0,0.0,0,0.0,0.0,B,0.04780152812600136,0.051609597727656366,0.056162946857512,0.07159936800599098,0.09325202368199825,0.29248541593551636,0.0748056024312973,0.022366749122738838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0748056024312973,0.022366749122738838,0.04780152812600136,0.29248541593551636
Canon 5DMarkII,A,HM03,0.0,appearance0,0.0,0.0,0,0.0,0.0,R,0.45391276478767395,0.4747847616672516,0.484427310526371,0.5284792184829712,0.5757556110620499,0.6128540635108948,0.528697669506073,0.02697010524570942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528697669506073,0.02697010524570942,0.45391276478767395,0.6128540635108948
Canon 5DMarkII,A,HM03,0.0,appearance0,0.0,0.0,0,0.0,0.0,G,0.2168227583169937,0.23181772753596305,0.23788819834589958,0.26519671082496643,0.2970653846859932,0.3952096402645111,0.2660500407218933,0.018898410722613335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2660500407218933,0.018898410722613335,0.2168227583169937,0.3952096402645111
Canon 5DMarkII,A,HM03,0.0,appearance0,0.0,0.0,0,0.0,0.0,B,0.0761592835187912,0.08151740208268166,0.08570585213601589,0.10200821980834007,0.12473159469664097,0.3012613356113434,0.10474783182144165,0.020145781338214874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10474783182144165,0.020145781338214874,0.0761592835187912,0.3012613356113434
Canon 5DMarkII,FL2,HM03,0.0,appearance0,0.0,0.0,0,0.0,0.0,R,0.38353607058525085,0.4030345484614372,0.4113271236419678,0.4501884877681732,0.4926084205508232,0.5429533123970032,0.45045948028564453,0.024032365530729294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45045948028564453,0.024032365530729294,0.38353607058525085,0.5429533123970032
Canon 5DMarkII,FL2,HM03,0.0,appearance0,0.0,0.0,0,0.0,0.0,G,0.23808835446834564,0.253979928791523,0.26003291457891464,0.28864504396915436,0.3216257691383362,0.4120141267776489,0.28942233324050903,0.01927684247493744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28942233324050903,0.01927684247493744,0.23808835446834564,0.4120141267776489
Canon 5DMarkII,FL2,HM03,0.0,appearance0,0.0,0.0,0,0.0,0.0,B,0.02298557385802269,0.027843336947262286,0.032270356081426144,0.04734717309474945,0.07157674059271812,0.28614291548728943,0.05119963735342026,0.024613572284579277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05119963735342026,0.024613572284579277,0.02298557385802269,0.28614291548728943
Canon 5DMarkII,FL11,HM03,0.0,appearance0,0.0,0.0,0,0.0,0.0,R,0.4188694357872009,0.43926198333501815,0.4480955973267555,0.4896433800458908,0.5345894396305084,0.5782127976417542,0.4898921847343445,0.025522451847791672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4898921847343445,0.025522451847791672,0.4188694357872009,0.5782127976417542
