camera_name,light_name,latent_id,exposure_ev,appearance_id,overall_low_clip_fraction,overall_high_clip_fraction,nonfinite_count,all_zero_fraction,all_one_fraction,channel,pre_min,pre_p01,pre_p05,pre_median,pre_p95,pre_max,pre_mean,pre_std,pre_negative_fraction,pre_le_minus_1e6_fraction,pre_gt_one_fraction,post_exact_zero_fraction,post_le_1e6_fraction,post_exact_one_fraction,post_ge_1me6_fraction,post_mean,post_std,post_min,post_max
Nikon D3X,D65,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,R,0.35114189982414246,0.3865847259759903,0.4017840698361397,0.4458395689725876,0.4961455166339874,0.5283141136169434,0.447013795375824,0.028455112129449844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.447013795375824,0.028455112129449844,0.35114189982414246,0.5283141136169434
Nikon D3X,D65,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,G,0.1874275803565979,0.21294396594166756,0.2218783125281334,0.2502497136592865,0.2886136695742607,0.32074233889579773,0.2517293095588684,0.020706942304968834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2517293095588684,0.020706942304968834,0.1874275803565979,0.32074233889579773
Nikon D3X,D65,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,B,0.046204712241888046,0.05207706782966852,0.0599074000492692,0.07960780709981918,0.109438955783844,0.19965972006320953,0.08220469951629639,0.017649441957473755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08220469951629639,0.017649441957473755,0.046204712241888046,0.19965972006320953
Nikon D3X,A,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,R,0.3779761493206024,0.41505155265331267,0.4312989190220833,0.4782146066427231,0.5309911817312241,0.5652521252632141,0.4793229103088379,0.03001786768436432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4793229103088379,0.03001786768436432,0.3779761493206024,0.5652521252632141
Nikon D3X,A,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,G,0.18915581703186035,0.2149995021522045,0.22382061928510666,0.25224027037620544,0.2904593497514725,0.322447270154953,0.2536665201187134,0.020638324320316315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2536665201187134,0.020638324320316315,0.18915581703186035,0.322447270154953
Nikon D3X,A,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,B,0.06716275960206985,0.07632111757993698,0.08312946371734142,0.10329446941614151,0.13350006192922592,0.21101956069469452,0.10567449033260345,0.01723538152873516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567449033260345,0.01723538152873516,0.06716275960206985,0.21101956069469452
Nikon D3X,FL2,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,R,0.3246438801288605,0.3586378633975983,0.37286385148763657,0.4140680581331253,0.4622665196657181,0.4923967719078064,0.4153369963169098,0.027034388855099678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4153369963169098,0.027034388855099678,0.3246438801288605,0.4923967719078064
Nikon D3X,FL2,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,G,0.20499129593372345,0.23216447830200196,0.24135705828666687,0.2710596174001694,0.310264490544796,0.33933305740356445,0.2724733352661133,0.021216392517089844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2724733352661133,0.021216392517089844,0.20499129593372345,0.33933305740356445
Nikon D3X,FL2,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,B,0.02313299849629402,0.02926618270576,0.037704200483858585,0.058070968836545944,0.08837072737514973,0.19049127399921417,0.06085551902651787,0.018561530858278275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06085551902651787,0.018561530858278275,0.02313299849629402,0.19049127399921417
Nikon D3X,FL11,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,R,0.3529227375984192,0.3884632274508476,0.4038352444767952,0.44815772771835327,0.4990444928407669,0.5316992402076721,0.4494168162345886,0.028725173324346542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4494168162345886,0.028725173324346542,0.3529227375984192,0.5316992402076721
