model_id,model_display_name,input_view,backbone,input_width,input_height,source_config,source_experiment_dir,loss,label_smoothing_alpha,trainability_strategy,fold,protocol,selected_epoch,inner_best_macro_auc,macro_auc,balanced_accuracy,macro_f1,sensitivity,specificity
lip_roi_resnet34,Lip ROI ResNet34,lip_roi,resnet34,224,224,config\train\R3DPR\nested-direct\r3dpr_resnet34_binary_224x224_manual_shift_lip_roi_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet34_ControlVsPatient_Binary_224x224_manual_shift_lip_roi_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,4,outer_5fold_inner_holdout_direct_test,3,0.7946505608283003,0.725014116318464,0.5894974590626765,0.592074592074592,0.8311688311688312,0.3478260869565217
lip_roi_resnet50,Lip ROI ResNet50,lip_roi,resnet50,224,224,config\train\R3DPR\nested-direct\r3dpr_resnet50_binary_224x224_manual_shift_lip_roi_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet50_ControlVsPatient_Binary_224x224_manual_shift_lip_roi_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,0,outer_5fold_inner_holdout_direct_test,10,0.7817083692838653,0.6962168266516092,0.65527950310559,0.5793334052421529,0.5714285714285714,0.7391304347826086
lip_roi_resnet50,Lip ROI ResNet50,lip_roi,resnet50,224,224,config\train\R3DPR\nested-direct\r3dpr_resnet50_binary_224x224_manual_shift_lip_roi_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet50_ControlVsPatient_Binary_224x224_manual_shift_lip_roi_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,1,outer_5fold_inner_holdout_direct_test,4,0.7687661777394306,0.7312252964426879,0.6832298136645962,0.6428571428571428,0.7142857142857143,0.6521739130434783
lip_roi_resnet50,Lip ROI ResNet50,lip_roi,resnet50,224,224,config\train\R3DPR\nested-direct\r3dpr_resnet50_binary_224x224_manual_shift_lip_roi_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet50_ControlVsPatient_Binary_224x224_manual_shift_lip_roi_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,2,outer_5fold_inner_holdout_direct_test,6,0.7868852459016393,0.8435911914172783,0.7569169960474309,0.7304582210242587,0.8181818181818182,0.6956521739130435
lip_roi_resnet50,Lip ROI ResNet50,lip_roi,resnet50,224,224,config\train\R3DPR\nested-direct\r3dpr_resnet50_binary_224x224_manual_shift_lip_roi_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet50_ControlVsPatient_Binary_224x224_manual_shift_lip_roi_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,3,outer_5fold_inner_holdout_direct_test,8,0.8421052631578947,0.8176171654432524,0.7312252964426877,0.6483516483516483,0.6363636363636364,0.8260869565217391
lip_roi_resnet50,Lip ROI ResNet50,lip_roi,resnet50,224,224,config\train\R3DPR\nested-direct\r3dpr_resnet50_binary_224x224_manual_shift_lip_roi_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet50_ControlVsPatient_Binary_224x224_manual_shift_lip_roi_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,4,outer_5fold_inner_holdout_direct_test,18,0.8688524590163933,0.7543760587238848,0.6352343308865048,0.6266666666666667,0.7922077922077922,0.4782608695652174
whole_face_sh93_resnet18,Whole-face SH93 ResNet18,whole_face_sh93,resnet18,256,320,config\train\R3DPR\nested-direct\r3dpr_resnet18_binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet18_ControlVsPatient_Binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,0,outer_5fold_inner_holdout_direct_test,9,0.8446937014667817,0.7786561264822135,0.6962168266516093,0.6600291403593979,0.7402597402597403,0.6521739130434783
whole_face_sh93_resnet18,Whole-face SH93 ResNet18,whole_face_sh93,resnet18,256,320,config\train\R3DPR\nested-direct\r3dpr_resnet18_binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet18_ControlVsPatient_Binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,1,outer_5fold_inner_holdout_direct_test,5,0.8697152717860225,0.8159232072275551,0.720214568040655,0.6640018537828757,0.7012987012987013,0.7391304347826086
whole_face_sh93_resnet18,Whole-face SH93 ResNet18,whole_face_sh93,resnet18,256,320,config\train\R3DPR\nested-direct\r3dpr_resnet18_binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet18_ControlVsPatient_Binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,2,outer_5fold_inner_holdout_direct_test,10,0.823123382226057,0.8865047995482779,0.7893845285149632,0.7807017543859649,0.8831168831168831,0.6956521739130435
whole_face_sh93_resnet18,Whole-face SH93 ResNet18,whole_face_sh93,resnet18,256,320,config\train\R3DPR\nested-direct\r3dpr_resnet18_binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet18_ControlVsPatient_Binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,3,outer_5fold_inner_holdout_direct_test,1,0.8050043140638482,0.7961603613777527,0.7659514398644833,0.6791680495630048,0.6623376623376623,0.8695652173913043
whole_face_sh93_resnet18,Whole-face SH93 ResNet18,whole_face_sh93,resnet18,256,320,config\train\R3DPR\nested-direct\r3dpr_resnet18_binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet18_ControlVsPatient_Binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,4,outer_5fold_inner_holdout_direct_test,9,0.9404659188955996,0.8272162619988707,0.7464709203839639,0.6527777777777778,0.6233766233766234,0.8695652173913043
whole_face_sh93_resnet34,Whole-face SH93 ResNet34,whole_face_sh93,resnet34,256,320,config\train\R3DPR\nested-direct\r3dpr_resnet34_binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet34_ControlVsPatient_Binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,0,outer_5fold_inner_holdout_direct_test,7,0.8800690250215704,0.7453416149068324,0.7244494635798984,0.6843127731908694,0.7532467532467533,0.6956521739130435
whole_face_sh93_resnet34,Whole-face SH93 ResNet34,whole_face_sh93,resnet34,256,320,config\train\R3DPR\nested-direct\r3dpr_resnet34_binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet34_ControlVsPatient_Binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,1,outer_5fold_inner_holdout_direct_test,1,0.7998274374460743,0.7831733483907397,0.7507058159232072,0.6745595331612613,0.6753246753246753,0.8260869565217391
whole_face_sh93_resnet34,Whole-face SH93 ResNet34,whole_face_sh93,resnet34,256,320,config\train\R3DPR\nested-direct\r3dpr_resnet34_binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet34_ControlVsPatient_Binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,2,outer_5fold_inner_holdout_direct_test,8,0.8464193270060396,0.7848673066064371,0.6067193675889329,0.6186370419499254,0.9090909090909092,0.3043478260869565
whole_face_sh93_resnet34,Whole-face SH93 ResNet34,whole_face_sh93,resnet34,256,320,config\train\R3DPR\nested-direct\r3dpr_resnet34_binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet34_ControlVsPatient_Binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,3,outer_5fold_inner_holdout_direct_test,3,0.7368421052631579,0.8074534161490683,0.7854319593450028,0.7060153776571687,0.7012987012987013,0.8695652173913043
whole_face_sh93_resnet34,Whole-face SH93 ResNet34,whole_face_sh93,resnet34,256,320,config\train\R3DPR\nested-direct\r3dpr_resnet34_binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet34_ControlVsPatient_Binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,4,outer_5fold_inner_holdout_direct_test,16,0.8774805867126835,0.8153585544889893,0.7874082439299831,0.7423629002576371,0.7922077922077922,0.782608695652174
whole_face_sh93_resnet50,Whole-face SH93 ResNet50,whole_face_sh93,resnet50,256,320,config\train\R3DPR\nested-direct\r3dpr_resnet50_binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet50_ControlVsPatient_Binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,0,outer_5fold_inner_holdout_direct_test,3,0.8265746333045729,0.7933370976849238,0.6219649915302089,0.6336996336996337,0.8961038961038961,0.3478260869565217
whole_face_sh93_resnet50,Whole-face SH93 ResNet50,whole_face_sh93,resnet50,256,320,config\train\R3DPR\nested-direct\r3dpr_resnet50_binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet50_ControlVsPatient_Binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,1,outer_5fold_inner_holdout_direct_test,1,0.817946505608283,0.8351214003387917,0.5609824957651044,0.5609849207864096,0.948051948051948,0.1739130434782608
whole_face_sh93_resnet50,Whole-face SH93 ResNet50,whole_face_sh93,resnet50,256,320,config\train\R3DPR\nested-direct\r3dpr_resnet50_binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet50_ControlVsPatient_Binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,2,outer_5fold_inner_holdout_direct_test,2,0.8205349439171699,0.9503105590062112,0.8698475437605873,0.8331408034912078,0.8701298701298701,0.8695652173913043
whole_face_sh93_resnet50,Whole-face SH93 ResNet50,whole_face_sh93,resnet50,256,320,config\train\R3DPR\nested-direct\r3dpr_resnet50_binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet50_ControlVsPatient_Binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,3,outer_5fold_inner_holdout_direct_test,8,0.7773943054357204,0.8176171654432522,0.7744212309429701,0.7235244620747686,0.7662337662337663,0.782608695652174
whole_face_sh93_resnet50,Whole-face SH93 ResNet50,whole_face_sh93,resnet50,256,320,config\train\R3DPR\nested-direct\r3dpr_resnet50_binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold.yaml,experiments\500Data\nested-direct\R3DPR_ResNet50_ControlVsPatient_Binary_256x320_relight_neutral_front_fullbaseline_ls005_nested_direct_5fold,weighted_ce_label_smoothing,0.05,full_finetune,4,outer_5fold_inner_holdout_direct_test,3,0.8550474547023296,0.8051948051948051,0.7439299830604178,0.7115987460815048,0.7922077922077922,0.6956521739130435
