base_candidate,subject_id,outer_fold,setting,value,f_mel,f_blood,s,logrmse,delta_f_mel,delta_f_blood,delta_s,logrmse_change,boundary_any,converged,prediction_above_one_count
V2R-PSG,p004,1,scattering_amplitude_multiplier,1.05,0.1097529617698068,0.058763363476010466,0.8144948855885619,0.052656076659588553,0.003953252393917903,0.0002912538377988841,0.07693821486625507,-0.00045259655122786846,False,True,0
V2R-PSG,p004,1,delta_bs_shift,-0.1,0.10327527694851611,0.06410161482805479,0.6892746378799561,0.053797629724633686,-0.002524432427372783,0.0056295051898432105,-0.048282032842350664,0.000688956513817264,False,True,0
V2R-PSG,p004,1,delta_bs_shift,0.0,0.10579970940976659,0.058472108105817114,0.7375566394213502,0.05310867321081655,3.387769231810722e-11,-1.5323944682621438e-09,-3.130095660441867e-08,1.249000902703301e-16,False,True,0
V2R-PSG,p004,1,bandwidth_420_680,260.0,0.10579970940976659,0.058472108105817114,0.7375566394213502,0.05310867321081655,3.387769231810722e-11,-1.5323944682621438e-09,-3.130095660441867e-08,1.249000902703301e-16,False,True,0
V2R-PSG,p004,1,bandwidth_430_670,240.0,0.10794797152281901,0.0523036350824248,0.8025556610401944,0.04587891133120324,0.002148262146930119,-0.006168474555786785,0.06499899031788758,-0.007229761879613182,False,True,0
V2R-PSG,p004,1,bandwidth_440_660,220.0,0.1083762458963359,0.05043198318845541,0.7657892881530383,0.04603305618128014,0.002576536520447009,-0.008040126449756171,0.028232617430731466,-0.0070756170295362825,False,True,0
V2R-PSG,p005,4,diameter_um,0.0,0.12167327696135714,0.09132058038805052,0.8377129135176761,0.056479119708948505,-0.0008672591538091134,-0.008679419611949471,-0.048694758042351016,0.0014653578189276414,False,True,0
V2R-PSG,p005,4,diameter_um,7.5,0.12177569521522673,0.098793877441073,0.8662042837901,0.055691261961152566,-0.0007648408999395284,-0.001206122558926992,-0.02020338776992714,0.0006775000711317022,False,True,0
V2R-PSG,p005,4,diameter_um,15.0,0.12254053610360768,0.09999999999999999,0.886407669632405,0.055013761890020926,-1.1558573542735928e-11,0.0,-1.927622061970169e-09,6.245004513516506e-17,True,True,0
V2R-PSG,p005,4,diameter_um,30.0,0.12421267576908877,0.09999999999999999,0.9213587797575729,0.054387114210187965,0.0016721396539225164,0.0,0.034951108197545766,-0.0006266476798328993,True,True,0
V2R-PSG,p005,4,epidermis_thickness_mm,0.05,0.12908187142001215,0.09999999999999999,0.5989206204643074,0.05777365245536534,0.006541335304845894,0.0,-0.2874870510957197,0.0027598905653444736,True,True,0
V2R-PSG,p005,4,epidermis_thickness_mm,0.06,0.12254053610360768,0.09999999999999999,0.886407669632405,0.055013761890020926,-1.1558573542735928e-11,0.0,-1.927622061970169e-09,6.245004513516506e-17,True,True,0
V2R-PSG,p005,4,epidermis_thickness_mm,0.07,0.11614768753167937,0.09999999999999888,0.9999999999999999,0.057360782245424555,-0.00639284858348689,-1.1102230246251565e-15,0.1135923284399728,0.002347020355403691,True,True,0
V2R-PSG,p005,4,whole_blood_hb_g_l,100.0,0.1261331426594724,0.09999999999999999,0.8363647932465589,0.061252764253227926,0.00359260654430614,0.0,-0.05004287831346821,0.006239002363207062,True,True,0
V2R-PSG,p005,4,whole_blood_hb_g_l,150.0,0.12254053610360768,0.09999999999999999,0.886407669632405,0.055013761890020926,-1.1558573542735928e-11,0.0,-1.927622061970169e-09,6.245004513516506e-17,True,True,0
V2R-PSG,p005,4,whole_blood_hb_g_l,200.0,0.12187707560372914,0.08415901256008429,0.9086825719039876,0.05880745945806594,-0.0006634605114371195,-0.015840987439915702,0.022274900343960513,0.003793697568045075,False,True,0
V2R-PSG,p005,4,scattering_amplitude_multiplier,0.9,0.11207585631874212,0.09999999999999999,0.7491770460716443,0.056024004604953895,-0.01046467979642414,0.0,-0.13723062548838283,0.001010242714933031,True,True,0
V2R-PSG,p005,4,scattering_amplitude_multiplier,1.0,0.12254053610360768,0.09999999999999999,0.886407669632405,0.055013761890020926,-1.1558573542735928e-11,0.0,-1.927622061970169e-09,6.245004513516506e-17,True,True,0
V2R-PSG,p005,4,scattering_amplitude_multiplier,1.05,0.1277486363334374,0.09999999999999999,0.9555007210397001,0.054757264554044,0.0052081002182711306,0.0,0.06909304947967299,-0.00025649733597686575,True,True,0
V2R-PSG,p005,4,delta_bs_shift,-0.1,0.12054088331386639,0.09999999999999999,0.8360401878680117,0.055788524520970384,-0.0019996528012998643,0.0,-0.05036748369201538,0.0007747626309495201,True,True,0
V2R-PSG,p005,4,delta_bs_shift,0.0,0.12254053610360768,0.09999999999999999,0.886407669632405,0.055013761890020926,-1.1558573542735928e-11,0.0,-1.927622061970169e-09,6.245004513516506e-17,True,True,0
V2R-PSG,p005,4,bandwidth_420_680,260.0,0.12254053610360768,0.09999999999999999,0.886407669632405,0.055013761890020926,-1.1558573542735928e-11,0.0,-1.927622061970169e-09,6.245004513516506e-17,True,True,0
V2R-PSG,p005,4,bandwidth_430_670,240.0,0.12473140146956804,0.09284281965419505,0.9405829869388459,0.04591542855380067,0.002190865354401786,-0.007157180345804939,0.05417531537881881,-0.00909833333622019,False,True,0
V2R-PSG,p005,4,bandwidth_440_660,220.0,0.12540565437561585,0.0881498290977681,0.9173089473400966,0.04602548513719435,0.0028651182604495923,-0.011850170902231894,0.030901275780069515,-0.008988276752826513,False,True,0
V2R-PSG,p006,1,diameter_um,0.0,0.11886568633359429,0.06825929367855708,0.5014669037783005,0.05425367942236832,-4.3135905078151016e-05,-0.01292165894348657,-0.10556803436138218,0.001039291824698689,False,True,0
V2R-PSG,p006,1,diameter_um,7.5,0.11890559471776753,0.07444739550405204,0.5567112467052241,0.05370928224284686,-3.2275209049109632e-06,-0.006733557117991618,-0.050323691434458584,0.0004948946451772268,False,True,0
V2R-PSG,p006,1,diameter_um,15.0,0.11890881931975086,0.08118098086133453,0.607035102631733,0.053214387597669666,-2.918921576666733e-09,2.823929087791832e-08,1.644920503141023e-07,3.469446951953614e-17,False,True,0
V2R-PSG,p006,1,diameter_um,30.0,0.11884133157307399,0.09593814579061222,0.6911793500522312,0.05235633768048255,-6.749066559845474e-05,0.014757193168568564,0.08414441191254851,-0.0008580499171870828,False,True,0
V2R-PSG,p006,1,epidermis_thickness_mm,0.05,0.12451562109409732,0.09245403397069638,0.3244319731569404,0.056060295941075845,0.00560679885542488,0.011273081348652722,-0.2826029649827423,0.0028459083434062143,False,True,0
V2R-PSG,p006,1,epidermis_thickness_mm,0.06,0.11890881931975086,0.08118098086133453,0.607035102631733,0.053214387597669666,-2.918921576666733e-09,2.823929087791832e-08,1.644920503141023e-07,3.469446951953614e-17,False,True,0
V2R-PSG,p006,1,epidermis_thickness_mm,0.07,0.11490501295585792,0.07391317823471397,0.9098790983927391,0.05363252734402114,-0.004003809282814519,-0.007267774387329687,0.3028441602530564,0.0004181397463515063,False,True,0
V2R-PSG,p006,1,whole_blood_hb_g_l,100.0,0.12036797006705144,0.09999999999999999,0.5290199111940562,0.06354735208615918,0.0014591478283789983,0.01881904737795634,-0.07801502694562645,0.010332964488489547,True,True,0
V2R-PSG,p006,1,whole_blood_hb_g_l,150.0,0.11890881931975086,0.08118098086133453,0.607035102631733,0.053214387597669666,-2.918921576666733e-09,2.823929087791832e-08,1.644920503141023e-07,3.469446951953614e-17,False,True,0
V2R-PSG,p006,1,whole_blood_hb_g_l,200.0,0.11888081534275911,0.06446256000629187,0.6404730765071132,0.058164998235288895,-2.8006895913326724e-05,-0.01671839261575178,0.03343813836743048,0.004950610637619264,False,True,0
V2R-PSG,p006,1,scattering_amplitude_multiplier,0.9,0.10958410934990623,0.0791410358804573,0.4470531968258429,0.05441615296293648,-0.009324712888766212,-0.0020399167415863506,-0.1599817413138398,0.001201765365266852,False,True,0
V2R-PSG,p006,1,scattering_amplitude_multiplier,1.0,0.11890881931975086,0.08118098086133453,0.607035102631733,0.053214387597669666,-2.918921576666733e-09,2.823929087791832e-08,1.644920503141023e-07,3.469446951953614e-17,False,True,0
V2R-PSG,p006,1,scattering_amplitude_multiplier,1.05,0.12358516999368818,0.08208106371993772,0.6907898215163979,0.05303184518218387,0.004676347755015742,0.000900111097894063,0.08375488337671522,-0.00018254241548575773,False,True,0
V2R-PSG,p006,1,delta_bs_shift,-0.1,0.11592181619565108,0.09035625771637468,0.5690724251000139,0.053775474966169155,-0.0029870060430213646,0.009175305094331024,-0.0379625130396688,0.0005610873684995243,False,True,0
V2R-PSG,p006,1,delta_bs_shift,0.0,0.11890881931975086,0.08118098086133453,0.607035102631733,0.053214387597669666,-2.918921576666733e-09,2.823929087791832e-08,1.644920503141023e-07,3.469446951953614e-17,False,True,0
V2R-PSG,p006,1,bandwidth_420_680,260.0,0.11890881931975086,0.08118098086133453,0.607035102631733,0.053214387597669666,-2.918921576666733e-09,2.823929087791832e-08,1.644920503141023e-07,3.469446951953614e-17,False,True,0
V2R-PSG,p006,1,bandwidth_430_670,240.0,0.12201101958489291,0.06874275898384852,0.6485739776925438,0.043610290060198044,0.00310219734622047,-0.012438193638195136,0.04153903955286109,-0.009604097537471587,False,True,0
V2R-PSG,p006,1,bandwidth_440_660,220.0,0.12303221291695463,0.06387273455352653,0.5888043121776878,0.04191383019302772,0.004123390678282185,-0.017308218068517123,-0.018230625961994873,-0.011300557404641913,False,True,0
V2R-PSG,p007,5,diameter_um,0.0,0.13919884779551558,0.0683987416800558,0.4594646748001394,0.06748328627803633,0.0001226817853830775,-0.013874991720829483,-0.11176272799100306,0.000985067498976533,False,True,0
V2R-PSG,p007,5,diameter_um,7.5,0.13915454774262118,0.07500953207616017,0.5178293475144226,0.06696795918139949,7.838173248866931e-05,-0.00726420132472512,-0.053398055276719925,0.0004697404023396856,False,True,0
V2R-PSG,p007,5,diameter_um,15.0,0.1390761660101325,0.08227373340088528,0.5712274027911425,0.0664982187790598,0.0,0.0,0.0,0.0,False,True,0
V2R-PSG,p007,5,diameter_um,30.0,0.13888341723449402,0.09820627945360377,0.6608354681772814,0.06570574180073083,-0.00019274877563849047,0.015932546052718488,0.08960806538613897,-0.0007924769783289737,False,True,0
V2R-PSG,p007,5,epidermis_thickness_mm,0.05,0.14449360811122264,0.09999999999999999,0.23488816388601136,0.07248299222576024,0.005417442101090131,0.017726266599114707,-0.3363392389051311,0.005984773446700439,True,True,0
V2R-PSG,p007,5,epidermis_thickness_mm,0.06,0.1390761660101325,0.08227373340088528,0.5712274027911425,0.0664982187790598,0.0,0.0,0.0,0.0,False,True,0
V2R-PSG,p007,5,epidermis_thickness_mm,0.07,0.13537275150939806,0.0682192063499976,0.9441933085627134,0.06376395387780073,-0.003703414500734442,-0.01405452705088768,0.37296590577157096,-0.0027342649012590675,False,True,0
V2R-PSG,p007,5,whole_blood_hb_g_l,100.0,0.14059303614785848,0.09999999999999999,0.4826617704894523,0.07372462612019,0.001516870137725973,0.017726266599114707,-0.08856563230169018,0.007226407341130198,True,True,0
V2R-PSG,p007,5,whole_blood_hb_g_l,150.0,0.1390761660101325,0.08227373340088528,0.5712274027911425,0.0664982187790598,0.0,0.0,0.0,0.0,False,True,0
