check,candidate_count,subject_rows,maximum_abs_delta_f_mel,maximum_abs_delta_f_blood,maximum_abs_delta_logrmse,tolerance,pass
baseline_oof_reproduction_vs_r_c0r,2,88,5.414296525008133e-09,3.0135464172686977e-08,2.4980018054066022e-14,1e-06,True
