base_candidate,subject_id,outer_fold,f_mel,f_blood,s,logrmse,rmse,sam_deg,converged,prediction_above_one_count
V2R-PSG,p034,4,0.06828047700172067,0.05242034417190438,0.927094534178847,0.04270892189608575,0.016655570626121444,2.3669821189829467,True,0
V2R-PSG,p037,2,0.09127769144916408,0.045226087306894903,0.6584524055623211,0.03916028317398347,0.012030762184427685,2.0470397217638747,True,0
V2R-PSG,p038,2,0.12471417313812522,0.09125244240604982,0.5965959155067491,0.06084343771809011,0.012813495710644275,2.8733810680173075,True,0
V2R-PSG,p040,5,0.08070012078600018,0.0915716690677496,0.9667993503834271,0.04024505050821977,0.0139481068844142,2.2023455648923584,True,0
V2R-PSG,p041,2,0.10832582204442714,0.04731843654259994,0.9999999999999999,0.05390835863757497,0.01703591980273752,3.0813526220015137,True,0
V2R-PSG,p042,5,0.08266008574027678,0.04807229349931927,0.8310200355163943,0.049677663503859604,0.019376239295525132,2.99777977490621,True,0
V2R-PSG,p043,3,0.10430661389828697,0.033247711274284955,0.927703396249063,0.051392622489226984,0.019698881645850416,3.0759899943392943,True,0
V2R-PSG,p044,1,0.1472205950475005,0.09999999999999999,0.7017692483740823,0.05895512213383622,0.0130227073520575,3.3494700788632716,True,0
V2R-PSG,p045,5,0.1161935530965106,0.07585250261986352,0.9802044721346859,0.05337289264256779,0.01526445412671301,2.9760367753123824,True,0
V2R-PSG,p046,3,0.1655119531641346,0.09999999999999999,2.829901496636544e-16,0.09161902072661782,0.018270877768879232,4.894572546510226,True,0
V2R-PSG,p047,5,0.126200176972162,0.09999999999999999,0.21875763985183933,0.06587048059657341,0.015226313337725185,3.5600812540791082,True,0
V2R-PSG,p048,4,0.10271394372172761,0.09999999999999999,2.2394406803744295e-16,0.06729628714522783,0.017147932195997737,3.6306091620027896,True,0
V2R-PSG,p049,1,0.12765832241531885,0.09999999999999999,0.6609732581745289,0.06431421931919967,0.01348021364629435,3.107266749331164,True,0
V2R-PSG,p050,1,0.09567120658714995,0.09999999999999999,0.4636412607747844,0.04776613389932018,0.012184155696417743,2.3906691780531215,True,0
V2R-PSG,p051,1,0.10069148111620499,0.09999999999999999,0.47181659915897534,0.047271372016073225,0.011763759571417601,2.3742503857318904,True,0
