base_candidate,subject_count,median_logrmse,base_median_logrmse,median_logrmse_change,p90_logrmse,median_rmse,median_sam_deg,median_s,median_f_mel,median_f_blood,all_converged,prediction_above_one_count
V2R-PS,44,0.05614282914146314,0.06147829157480556,-0.005335462433342424,0.10025549267530295,0.015865461801949646,3.148939910417215,0.67723938267706,0.09370291260220731,0.09705228383380374,True,0
V2R-PSG,44,0.05394246323419716,0.058819069815380445,-0.004876606581183288,0.09718859514808409,0.015602841508502194,3.0861909982359195,0.6142037397153959,0.1035102788100073,0.09999999999999998,True,0
