camera_name,light_name,latent_id,exposure_ev,appearance_id,overall_low_clip_fraction,overall_high_clip_fraction,nonfinite_count,all_zero_fraction,all_one_fraction,m_base,h_base,AUDIT_ONLY,channel,pre_min,pre_p01,pre_p05,pre_median,pre_p95,pre_max,pre_mean,pre_std,pre_negative_fraction,pre_le_minus_1e6_fraction,pre_gt_one_fraction,post_exact_zero_fraction,post_le_1e6_fraction,post_exact_one_fraction,post_ge_1me6_fraction,post_mean,post_std,post_min,post_max
Canon 20D,D65,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,R,0.38582709431648254,0.3919898971915245,0.39944710582494736,0.4476775825023651,0.4989142417907715,0.5364328622817993,0.44767460227012634,0.02977210469543934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44767460227012634,0.02977210469543934,0.38582709431648254,0.5364328622817993
Canon 20D,D65,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,G,0.20168432593345642,0.20749262273311614,0.21594418212771416,0.2499188482761383,0.28872591257095337,0.32683244347572327,0.25085726380348206,0.02185538224875927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25085726380348206,0.02185538224875927,0.20168432593345642,0.32683244347572327
Canon 20D,D65,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,B,0.06468480825424194,0.06848354041576385,0.07536762580275536,0.09890032187104225,0.130573607981205,0.25476935505867004,0.1011873185634613,0.01893319934606552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1011873185634613,0.01893319934606552,0.06468480825424194,0.25476935505867004
Canon 20D,A,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,R,0.4166923761367798,0.4224764421582222,0.43022389709949493,0.4812634438276291,0.5355831831693649,0.574043869972229,0.48125505447387695,0.031453438103199005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48125505447387695,0.031453438103199005,0.4166923761367798,0.574043869972229
Canon 20D,A,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,G,0.20369204878807068,0.20959791988134385,0.2179938293993473,0.25196149945259094,0.2906284034252167,0.32802093029022217,0.2528389096260071,0.021815935149788857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2528389096260071,0.021815935149788857,0.20369204878807068,0.32802093029022217
Canon 20D,A,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,B,0.08382165431976318,0.0875101238489151,0.09446096047759056,0.11866406723856926,0.15120815113186836,0.26079028844833374,0.12087015062570572,0.01869169808924198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12087015062570572,0.01869169808924198,0.08382165431976318,0.26079028844833374
Canon 20D,FL2,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,R,0.35507363080978394,0.36136588603258135,0.3690742254257202,0.4146938920021057,0.46327610313892365,0.5003194808959961,0.41473811864852905,0.028279073536396027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41473811864852905,0.028279073536396027,0.35507363080978394,0.5003194808959961
Canon 20D,FL2,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,G,0.22182723879814148,0.22795295417308808,0.23623266071081161,0.27120988070964813,0.310707725584507,0.3434087038040161,0.2719516158103943,0.022364206612110138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2719516158103943,0.022364206612110138,0.22182723879814148,0.3434087038040161
Canon 20D,FL2,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,B,0.04469103366136551,0.04888219553977251,0.05570649541914463,0.07861277833580971,0.10971139557659626,0.24910804629325867,0.08104676008224487,0.019522951915860176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08104676008224487,0.019522951915860176,0.04469103366136551,0.24910804629325867
Canon 20D,FL11,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,R,0.38703709840774536,0.3932277634739876,0.4011121094226837,0.44971971213817596,0.5016172975301743,0.5401621460914612,0.4497722387313843,0.030116112902760506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4497722387313843,0.030116112902760506,0.38703709840774536,0.5401621460914612
Canon 20D,FL11,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,G,0.2071770578622818,0.21312495619058608,0.22138747572898865,0.2553895264863968,0.293972946703434,0.33034831285476685,0.25622472167015076,0.0218071099370718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25622472167015076,0.0218071099370718,0.2071770578622818,0.33034831285476685
Canon 20D,FL11,HM00,-0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,B,0.04412349686026573,0.0483448876067996,0.055366589687764645,0.07874364778399467,0.11011521331965923,0.2493802160024643,0.08112868666648865,0.01967470720410347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08112868666648865,0.01967470720410347,0.04412349686026573,0.2493802160024643
Canon 20D,D65,HM00,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,R,0.4543107748031616,0.46143098175525665,0.470046691596508,0.5257699191570282,0.5849663317203522,0.6283135414123535,0.5257664918899536,0.03439728170633316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5257664918899536,0.03439728170633316,0.4543107748031616,0.6283135414123535
Canon 20D,D65,HM00,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,G,0.2415609359741211,0.24827156364917755,0.2580360993742943,0.29728882014751434,0.34212467074394226,0.38615113496780396,0.2983730137348175,0.025250675156712532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2983730137348175,0.025250675156712532,0.2415609359741211,0.38615113496780396
Canon 20D,D65,HM00,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,B,0.08327816426753998,0.0876670427620411,0.09562059119343758,0.12280915305018425,0.1594029664993286,0.30289286375045776,0.1254514455795288,0.021874522790312767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1254514455795288,0.021874522790312767,0.08327816426753998,0.30289286375045776
Canon 20D,A,HM00,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,R,0.4899710714817047,0.49665368497371676,0.5056047588586807,0.5645734071731567,0.6273318529129028,0.67176753282547,0.5645636916160583,0.03633981570601463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5645636916160583,0.03633981570601463,0.4899710714817047,0.67176753282547
Canon 20D,A,HM00,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,G,0.24388055503368378,0.2507039248943329,0.26040414720773697,0.29964879155158997,0.34432271867990494,0.38752424716949463,0.30066248774528503,0.02520509995520115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30066248774528503,0.02520509995520115,0.24388055503368378,0.38752424716949463
Canon 20D,A,HM00,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,B,0.10538797080516815,0.10964945517480373,0.1176801286637783,0.14564324170351028,0.18324315175414085,0.30984917283058167,0.14819204807281494,0.021595502272248268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14819204807281494,0.021595502272248268,0.10538797080516815,0.30984917283058167
Canon 20D,FL2,HM00,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,R,0.4187796711921692,0.42604944854974747,0.43495530635118484,0.48766210675239563,0.5437916815280914,0.5865898728370667,0.48771315813064575,0.03267230466008186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48771315813064575,0.03267230466008186,0.4187796711921692,0.5865898728370667
Canon 20D,FL2,HM00,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,G,0.26483309268951416,0.2719104588031769,0.2814764305949211,0.32188746333122253,0.36752141267061234,0.40530258417129517,0.3227444291114807,0.025838546454906464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3227444291114807,0.025838546454906464,0.26483309268951416,0.40530258417129517
Canon 20D,FL2,HM00,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,B,0.060178302228450775,0.06502057798206806,0.0729050487279892,0.09936987981200218,0.13529974967241287,0.2963520586490631,0.10218200087547302,0.022555895149707794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10218200087547302,0.022555895149707794,0.060178302228450775,0.2963520586490631
Canon 20D,FL11,HM00,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,R,0.45570874214172363,0.4628611534833908,0.471970371901989,0.5281292498111725,0.588089257478714,0.6326221823692322,0.528190016746521,0.03479473292827606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528190016746521,0.03479473292827606,0.45570874214172363,0.6326221823692322
Canon 20D,FL11,HM00,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,G,0.24790696799755096,0.25477888584136965,0.26432500034570694,0.30360937118530273,0.34818684309720993,0.3902132213115692,0.3045743405818939,0.02519490383565426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3045743405818939,0.02519490383565426,0.24790696799755096,0.3902132213115692
Canon 20D,FL11,HM00,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,B,0.0595226027071476,0.06439979709684848,0.07251233607530594,0.09952108189463615,0.13576630875468254,0.2966665029525757,0.10227665305137634,0.022731225937604904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10227665305137634,0.022731225937604904,0.0595226027071476,0.2966665029525757
Canon 20D,D65,HM00,0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,R,0.5334335565567017,0.5416599452495575,0.5516141057014465,0.6159940659999847,0.684386819601059,0.7344681024551392,0.6159901022911072,0.03974099084734917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6159901022911072,0.03974099084734917,0.5334335565567017,0.7344681024551392
Canon 20D,D65,HM00,0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,G,0.28763246536254883,0.2953856199979782,0.30666709691286087,0.3520178347826004,0.4038190469145775,0.45468515157699585,0.3532704710960388,0.029173435643315315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3532704710960388,0.029173435643315315,0.28763246536254883,0.45468515157699585
Canon 20D,D65,HM00,0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,B,0.1047600507736206,0.10983075238764287,0.11901990324258804,0.1504322811961174,0.19271104037761688,0.3584924638271332,0.15348505973815918,0.025272788479924202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15348505973815918,0.025272788479924202,0.1047600507736206,0.3584924638271332
Canon 20D,A,HM00,0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,R,0.574633777141571,0.5823545932769776,0.5926962196826935,0.6608258187770844,0.7333339750766754,0.7846728563308716,0.6608145833015442,0.04198530316352844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6608145833015442,0.04198530316352844,0.574633777141571,0.7846728563308716
Canon 20D,A,HM00,0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,G,0.2903124690055847,0.2981958448886871,0.30940303206443787,0.35474444925785065,0.40635858476161957,0.45627158880233765,0.3559156060218811,0.029120780527591705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3559156060218811,0.029120780527591705,0.2903124690055847,0.45627158880233765
Canon 20D,A,HM00,0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,B,0.13030467927455902,0.13522819355130195,0.14450645074248314,0.17681371420621872,0.22025486826896667,0.3665294647216797,0.1797584891319275,0.02495042234659195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1797584891319275,0.02495042234659195,0.13030467927455902,0.3665294647216797
Canon 20D,FL2,HM00,0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,R,0.49238264560699463,0.5007817894220352,0.511071190237999,0.571966141462326,0.6368156224489212,0.6862625479698181,0.5720251202583313,0.037748031318187714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5720251202583313,0.037748031318187714,0.49238264560699463,0.6862625479698181
Canon 20D,FL2,HM00,0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,G,0.3145200312137604,0.32269688695669174,0.3337489664554596,0.3804379403591156,0.43316125124692917,0.47681182622909546,0.381428062915802,0.02985263429582119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381428062915802,0.02985263429582119,0.3145200312137604,0.47681182622909546
Canon 20D,FL2,HM00,0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,B,0.07807156443595886,0.0836660958826542,0.09277543798089027,0.12335165962576866,0.16486333683133125,0.35093554854393005,0.12660063803195953,0.026060013100504875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12660063803195953,0.026060013100504875,0.07807156443595886,0.35093554854393005
Canon 20D,FL11,HM00,0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,R,0.5350487232208252,0.543312281370163,0.5538366585969925,0.6187199652194977,0.6879949271678925,0.7394461631774902,0.6187900900840759,0.040200188755989075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6187900900840759,0.040200188755989075,0.5350487232208252,0.7394461631774902
Canon 20D,FL11,HM00,0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,G,0.29496437311172485,0.30290388464927676,0.31393301486968994,0.3593203127384186,0.4108229950070381,0.45937827229499817,0.3604351878166199,0.02910899929702282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3604351878166199,0.02910899929702282,0.29496437311172485,0.45937827229499817
Canon 20D,FL11,HM00,0.5,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,B,0.07731399685144424,0.08294887579977513,0.09232172183692455,0.12352634593844414,0.1654023677110672,0.35129883885383606,0.12670999765396118,0.02626258321106434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12670999765396118,0.02626258321106434,0.07731399685144424,0.35129883885383606
Canon 20D,D65,HM00,-0.5,appearance2,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,R,0.35072988271713257,0.3661762401461601,0.38382792472839355,0.4474637061357498,0.501465693116188,0.5326788425445557,0.4464479684829712,0.03546435013413429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4464479684829712,0.03546435013413429,0.35072988271713257,0.5326788425445557
Canon 20D,D65,HM00,-0.5,appearance2,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,G,0.189617320895195,0.20072005912661553,0.20911015197634697,0.2493608519434929,0.2879437282681465,0.3147538900375366,0.2493824064731598,0.02388337068259716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2493824064731598,0.02388337068259716,0.189617320895195,0.3147538900375366
Canon 20D,D65,HM00,-0.5,appearance2,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,B,0.05758408084511757,0.06761414483189583,0.07397568598389626,0.09820613637566566,0.12699195742607117,0.14698489010334015,0.09894795715808868,0.015535281971096992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09894795715808868,0.015535281971096992,0.05758408084511757,0.14698489010334015
Canon 20D,A,HM00,-0.5,appearance2,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,R,0.377691388130188,0.3938018620014191,0.4133063405752182,0.4811919629573822,0.5382689535617828,0.5707405209541321,0.4800286293029785,0.03764340654015541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4800286293029785,0.03764340654015541,0.377691388130188,0.5707405209541321
Canon 20D,A,HM00,-0.5,appearance2,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,G,0.19172342121601105,0.20254575833678246,0.21102596074342728,0.2514195293188095,0.28987643867731094,0.316346675157547,0.25137072801589966,0.023912156000733376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25137072801589966,0.023912156000733376,0.19172342121601105,0.316346675157547
Canon 20D,A,HM00,-0.5,appearance2,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,B,0.07577655464410782,0.08577007502317428,0.0921755600720644,0.11803114786744118,0.14809731766581535,0.1693411022424698,0.11881416290998459,0.01644228957593441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11881416290998459,0.01644228957593441,0.07577655464410782,0.1693411022424698
Canon 20D,FL2,HM00,-0.5,appearance2,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,R,0.3244715631008148,0.33913576453924177,0.35479310154914856,0.4143165946006775,0.4656050354242325,0.4960097074508667,0.41349655389785767,0.03342670202255249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41349655389785767,0.03342670202255249,0.3244715631008148,0.4960097074508667
Canon 20D,FL2,HM00,-0.5,appearance2,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,G,0.2095232903957367,0.2189960204064846,0.2281949184834957,0.27070797979831696,0.3103979453444481,0.33706870675086975,0.27053067088127136,0.024902597069740295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27053067088127136,0.024902597069740295,0.2095232903957367,0.33706870675086975
Canon 20D,FL2,HM00,-0.5,appearance2,0.0,0.0,0,0.0,0.0,0.75,0.1875,True,B,0.03897370770573616,0.04803431890904904,0.054948209784924984,0.07793958112597466,0.10570166632533073,0.12475650012493134,0.0785977691411972,0.014788169413805008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0785977691411972,0.014788169413805008,0.03897370770573616,0.12475650012493134
