camera_name,light_name,latent_id,m_base,h_base,exposure_ev,appearance_id,AUDIT_ONLY
Nikon D80,FL2,HM02,0.75,0.8125,0.5,appearance2,True
Nikon D80,FL11,HM02,0.75,0.8125,0.5,appearance2,True
Nikon D80,D65,HM03,0.85,0.1875,-0.5,appearance0,True
Nikon D80,A,HM03,0.85,0.1875,-0.5,appearance0,True
Nikon D80,FL2,HM03,0.85,0.1875,-0.5,appearance0,True
Nikon D80,FL11,HM03,0.85,0.1875,-0.5,appearance0,True
Nikon D80,D65,HM03,0.85,0.1875,0.0,appearance0,True
Nikon D80,A,HM03,0.85,0.1875,0.0,appearance0,True
Nikon D80,FL2,HM03,0.85,0.1875,0.0,appearance0,True
Nikon D80,FL11,HM03,0.85,0.1875,0.0,appearance0,True
Nikon D80,D65,HM03,0.85,0.1875,0.5,appearance0,True
Nikon D80,A,HM03,0.85,0.1875,0.5,appearance0,True
Nikon D80,FL2,HM03,0.85,0.1875,0.5,appearance0,True
Nikon D80,FL11,HM03,0.85,0.1875,0.5,appearance0,True
Nikon D80,D65,HM03,0.85,0.1875,-0.5,appearance2,True
Nikon D80,A,HM03,0.85,0.1875,-0.5,appearance2,True
Nikon D80,FL2,HM03,0.85,0.1875,-0.5,appearance2,True
Nikon D80,FL11,HM03,0.85,0.1875,-0.5,appearance2,True
Nikon D80,D65,HM03,0.85,0.1875,0.0,appearance2,True
Nikon D80,A,HM03,0.85,0.1875,0.0,appearance2,True
Nikon D80,FL2,HM03,0.85,0.1875,0.0,appearance2,True
Nikon D80,FL11,HM03,0.85,0.1875,0.0,appearance2,True
Nikon D80,D65,HM03,0.85,0.1875,0.5,appearance2,True
Nikon D80,A,HM03,0.85,0.1875,0.5,appearance2,True
Nikon D80,FL2,HM03,0.85,0.1875,0.5,appearance2,True
Nikon D80,FL11,HM03,0.85,0.1875,0.5,appearance2,True
Nikon D80,D65,HM04,0.85,0.5,-0.5,appearance0,True
Nikon D80,A,HM04,0.85,0.5,-0.5,appearance0,True
Nikon D80,FL2,HM04,0.85,0.5,-0.5,appearance0,True
Nikon D80,FL11,HM04,0.85,0.5,-0.5,appearance0,True
Nikon D80,D65,HM04,0.85,0.5,0.0,appearance0,True
Nikon D80,A,HM04,0.85,0.5,0.0,appearance0,True
Nikon D80,FL2,HM04,0.85,0.5,0.0,appearance0,True
Nikon D80,FL11,HM04,0.85,0.5,0.0,appearance0,True
Nikon D80,D65,HM04,0.85,0.5,0.5,appearance0,True
Nikon D80,A,HM04,0.85,0.5,0.5,appearance0,True
Nikon D80,FL2,HM04,0.85,0.5,0.5,appearance0,True
Nikon D80,FL11,HM04,0.85,0.5,0.5,appearance0,True
Nikon D80,D65,HM04,0.85,0.5,-0.5,appearance2,True
Nikon D80,A,HM04,0.85,0.5,-0.5,appearance2,True
Nikon D80,FL2,HM04,0.85,0.5,-0.5,appearance2,True
Nikon D80,FL11,HM04,0.85,0.5,-0.5,appearance2,True
Nikon D80,D65,HM04,0.85,0.5,0.0,appearance2,True
Nikon D80,A,HM04,0.85,0.5,0.0,appearance2,True
Nikon D80,FL2,HM04,0.85,0.5,0.0,appearance2,True
Nikon D80,FL11,HM04,0.85,0.5,0.0,appearance2,True
Nikon D80,D65,HM04,0.85,0.5,0.5,appearance2,True
Nikon D80,A,HM04,0.85,0.5,0.5,appearance2,True
Nikon D80,FL2,HM04,0.85,0.5,0.5,appearance2,True
Nikon D80,FL11,HM04,0.85,0.5,0.5,appearance2,True
Nikon D80,D65,HM05,0.85,0.8125,-0.5,appearance0,True
Nikon D80,A,HM05,0.85,0.8125,-0.5,appearance0,True
Nikon D80,FL2,HM05,0.85,0.8125,-0.5,appearance0,True
Nikon D80,FL11,HM05,0.85,0.8125,-0.5,appearance0,True
Nikon D80,D65,HM05,0.85,0.8125,0.0,appearance0,True
Nikon D80,A,HM05,0.85,0.8125,0.0,appearance0,True
Nikon D80,FL2,HM05,0.85,0.8125,0.0,appearance0,True
Nikon D80,FL11,HM05,0.85,0.8125,0.0,appearance0,True
Nikon D80,D65,HM05,0.85,0.8125,0.5,appearance0,True
Nikon D80,A,HM05,0.85,0.8125,0.5,appearance0,True
Nikon D80,FL2,HM05,0.85,0.8125,0.5,appearance0,True
Nikon D80,FL11,HM05,0.85,0.8125,0.5,appearance0,True
Nikon D80,D65,HM05,0.85,0.8125,-0.5,appearance2,True
Nikon D80,A,HM05,0.85,0.8125,-0.5,appearance2,True
Nikon D80,FL2,HM05,0.85,0.8125,-0.5,appearance2,True
Nikon D80,FL11,HM05,0.85,0.8125,-0.5,appearance2,True
Nikon D80,D65,HM05,0.85,0.8125,0.0,appearance2,True
Nikon D80,A,HM05,0.85,0.8125,0.0,appearance2,True
Nikon D80,FL2,HM05,0.85,0.8125,0.0,appearance2,True
Nikon D80,FL11,HM05,0.85,0.8125,0.0,appearance2,True
Nikon D80,D65,HM05,0.85,0.8125,0.5,appearance2,True
Nikon D80,A,HM05,0.85,0.8125,0.5,appearance2,True
Nikon D80,FL2,HM05,0.85,0.8125,0.5,appearance2,True
Nikon D80,FL11,HM05,0.85,0.8125,0.5,appearance2,True
Nikon D80,D65,HM06,0.9375,0.1875,-0.5,appearance0,True
Nikon D80,A,HM06,0.9375,0.1875,-0.5,appearance0,True
Nikon D80,FL2,HM06,0.9375,0.1875,-0.5,appearance0,True
Nikon D80,FL11,HM06,0.9375,0.1875,-0.5,appearance0,True
Nikon D80,D65,HM06,0.9375,0.1875,0.0,appearance0,True
Nikon D80,A,HM06,0.9375,0.1875,0.0,appearance0,True
Nikon D80,FL2,HM06,0.9375,0.1875,0.0,appearance0,True
Nikon D80,FL11,HM06,0.9375,0.1875,0.0,appearance0,True
Nikon D80,D65,HM06,0.9375,0.1875,0.5,appearance0,True
Nikon D80,A,HM06,0.9375,0.1875,0.5,appearance0,True
Nikon D80,FL2,HM06,0.9375,0.1875,0.5,appearance0,True
Nikon D80,FL11,HM06,0.9375,0.1875,0.5,appearance0,True
Nikon D80,D65,HM06,0.9375,0.1875,-0.5,appearance2,True
Nikon D80,A,HM06,0.9375,0.1875,-0.5,appearance2,True
Nikon D80,FL2,HM06,0.9375,0.1875,-0.5,appearance2,True
Nikon D80,FL11,HM06,0.9375,0.1875,-0.5,appearance2,True
Nikon D80,D65,HM06,0.9375,0.1875,0.0,appearance2,True
Nikon D80,A,HM06,0.9375,0.1875,0.0,appearance2,True
Nikon D80,FL2,HM06,0.9375,0.1875,0.0,appearance2,True
Nikon D80,FL11,HM06,0.9375,0.1875,0.0,appearance2,True
Nikon D80,D65,HM06,0.9375,0.1875,0.5,appearance2,True
Nikon D80,A,HM06,0.9375,0.1875,0.5,appearance2,True
Nikon D80,FL2,HM06,0.9375,0.1875,0.5,appearance2,True
Nikon D80,FL11,HM06,0.9375,0.1875,0.5,appearance2,True
Nikon D80,D65,HM07,0.9375,0.5,-0.5,appearance0,True
Nikon D80,A,HM07,0.9375,0.5,-0.5,appearance0,True
Nikon D80,FL2,HM07,0.9375,0.5,-0.5,appearance0,True
Nikon D80,FL11,HM07,0.9375,0.5,-0.5,appearance0,True
Nikon D80,D65,HM07,0.9375,0.5,0.0,appearance0,True
Nikon D80,A,HM07,0.9375,0.5,0.0,appearance0,True
Nikon D80,FL2,HM07,0.9375,0.5,0.0,appearance0,True
Nikon D80,FL11,HM07,0.9375,0.5,0.0,appearance0,True
Nikon D80,D65,HM07,0.9375,0.5,0.5,appearance0,True
Nikon D80,A,HM07,0.9375,0.5,0.5,appearance0,True
Nikon D80,FL2,HM07,0.9375,0.5,0.5,appearance0,True
Nikon D80,FL11,HM07,0.9375,0.5,0.5,appearance0,True
Nikon D80,D65,HM07,0.9375,0.5,-0.5,appearance2,True
Nikon D80,A,HM07,0.9375,0.5,-0.5,appearance2,True
Nikon D80,FL2,HM07,0.9375,0.5,-0.5,appearance2,True
Nikon D80,FL11,HM07,0.9375,0.5,-0.5,appearance2,True
Nikon D80,D65,HM07,0.9375,0.5,0.0,appearance2,True
Nikon D80,A,HM07,0.9375,0.5,0.0,appearance2,True
Nikon D80,FL2,HM07,0.9375,0.5,0.0,appearance2,True
Nikon D80,FL11,HM07,0.9375,0.5,0.0,appearance2,True
Nikon D80,D65,HM07,0.9375,0.5,0.5,appearance2,True
Nikon D80,A,HM07,0.9375,0.5,0.5,appearance2,True
Nikon D80,FL2,HM07,0.9375,0.5,0.5,appearance2,True
Nikon D80,FL11,HM07,0.9375,0.5,0.5,appearance2,True
Nikon D80,D65,HM08,0.9375,0.8125,-0.5,appearance0,True
Nikon D80,A,HM08,0.9375,0.8125,-0.5,appearance0,True
Nikon D80,FL2,HM08,0.9375,0.8125,-0.5,appearance0,True
Nikon D80,FL11,HM08,0.9375,0.8125,-0.5,appearance0,True
Nikon D80,D65,HM08,0.9375,0.8125,0.0,appearance0,True
Nikon D80,A,HM08,0.9375,0.8125,0.0,appearance0,True
Nikon D80,FL2,HM08,0.9375,0.8125,0.0,appearance0,True
Nikon D80,FL11,HM08,0.9375,0.8125,0.0,appearance0,True
Nikon D80,D65,HM08,0.9375,0.8125,0.5,appearance0,True
Nikon D80,A,HM08,0.9375,0.8125,0.5,appearance0,True
Nikon D80,FL2,HM08,0.9375,0.8125,0.5,appearance0,True
Nikon D80,FL11,HM08,0.9375,0.8125,0.5,appearance0,True
Nikon D80,D65,HM08,0.9375,0.8125,-0.5,appearance2,True
Nikon D80,A,HM08,0.9375,0.8125,-0.5,appearance2,True
Nikon D80,FL2,HM08,0.9375,0.8125,-0.5,appearance2,True
Nikon D80,FL11,HM08,0.9375,0.8125,-0.5,appearance2,True
Nikon D80,D65,HM08,0.9375,0.8125,0.0,appearance2,True
Nikon D80,A,HM08,0.9375,0.8125,0.0,appearance2,True
Nikon D80,FL2,HM08,0.9375,0.8125,0.0,appearance2,True
Nikon D80,FL11,HM08,0.9375,0.8125,0.0,appearance2,True
Nikon D80,D65,HM08,0.9375,0.8125,0.5,appearance2,True
Nikon D80,A,HM08,0.9375,0.8125,0.5,appearance2,True
Nikon D80,FL2,HM08,0.9375,0.8125,0.5,appearance2,True
Nikon D80,FL11,HM08,0.9375,0.8125,0.5,appearance2,True
Nikon D80,D65,HM09,0.9791666667,0.1875,-0.5,appearance0,True
Nikon D80,A,HM09,0.9791666667,0.1875,-0.5,appearance0,True
Nikon D80,FL2,HM09,0.9791666667,0.1875,-0.5,appearance0,True
Nikon D80,FL11,HM09,0.9791666667,0.1875,-0.5,appearance0,True
Nikon D80,D65,HM09,0.9791666667,0.1875,0.0,appearance0,True
Nikon D80,A,HM09,0.9791666667,0.1875,0.0,appearance0,True
Nikon D80,FL2,HM09,0.9791666667,0.1875,0.0,appearance0,True
Nikon D80,FL11,HM09,0.9791666667,0.1875,0.0,appearance0,True
Nikon D80,D65,HM09,0.9791666667,0.1875,0.5,appearance0,True
Nikon D80,A,HM09,0.9791666667,0.1875,0.5,appearance0,True
Nikon D80,FL2,HM09,0.9791666667,0.1875,0.5,appearance0,True
Nikon D80,FL11,HM09,0.9791666667,0.1875,0.5,appearance0,True
Nikon D80,D65,HM09,0.9791666667,0.1875,-0.5,appearance2,True
Nikon D80,A,HM09,0.9791666667,0.1875,-0.5,appearance2,True
Nikon D80,FL2,HM09,0.9791666667,0.1875,-0.5,appearance2,True
Nikon D80,FL11,HM09,0.9791666667,0.1875,-0.5,appearance2,True
Nikon D80,D65,HM09,0.9791666667,0.1875,0.0,appearance2,True
Nikon D80,A,HM09,0.9791666667,0.1875,0.0,appearance2,True
Nikon D80,FL2,HM09,0.9791666667,0.1875,0.0,appearance2,True
Nikon D80,FL11,HM09,0.9791666667,0.1875,0.0,appearance2,True
Nikon D80,D65,HM09,0.9791666667,0.1875,0.5,appearance2,True
Nikon D80,A,HM09,0.9791666667,0.1875,0.5,appearance2,True
Nikon D80,FL2,HM09,0.9791666667,0.1875,0.5,appearance2,True
Nikon D80,FL11,HM09,0.9791666667,0.1875,0.5,appearance2,True
Nikon D80,D65,HM10,0.9791666667,0.5,-0.5,appearance0,True
Nikon D80,A,HM10,0.9791666667,0.5,-0.5,appearance0,True
Nikon D80,FL2,HM10,0.9791666667,0.5,-0.5,appearance0,True
Nikon D80,FL11,HM10,0.9791666667,0.5,-0.5,appearance0,True
Nikon D80,D65,HM10,0.9791666667,0.5,0.0,appearance0,True
Nikon D80,A,HM10,0.9791666667,0.5,0.0,appearance0,True
Nikon D80,FL2,HM10,0.9791666667,0.5,0.0,appearance0,True
Nikon D80,FL11,HM10,0.9791666667,0.5,0.0,appearance0,True
Nikon D80,D65,HM10,0.9791666667,0.5,0.5,appearance0,True
Nikon D80,A,HM10,0.9791666667,0.5,0.5,appearance0,True
Nikon D80,FL2,HM10,0.9791666667,0.5,0.5,appearance0,True
Nikon D80,FL11,HM10,0.9791666667,0.5,0.5,appearance0,True
Nikon D80,D65,HM10,0.9791666667,0.5,-0.5,appearance2,True
Nikon D80,A,HM10,0.9791666667,0.5,-0.5,appearance2,True
Nikon D80,FL2,HM10,0.9791666667,0.5,-0.5,appearance2,True
Nikon D80,FL11,HM10,0.9791666667,0.5,-0.5,appearance2,True
Nikon D80,D65,HM10,0.9791666667,0.5,0.0,appearance2,True
Nikon D80,A,HM10,0.9791666667,0.5,0.0,appearance2,True
Nikon D80,FL2,HM10,0.9791666667,0.5,0.0,appearance2,True
Nikon D80,FL11,HM10,0.9791666667,0.5,0.0,appearance2,True
Nikon D80,D65,HM10,0.9791666667,0.5,0.5,appearance2,True
Nikon D80,A,HM10,0.9791666667,0.5,0.5,appearance2,True
Nikon D80,FL2,HM10,0.9791666667,0.5,0.5,appearance2,True
Nikon D80,FL11,HM10,0.9791666667,0.5,0.5,appearance2,True
Nikon D80,D65,HM11,0.9791666667,0.8125,-0.5,appearance0,True
Nikon D80,A,HM11,0.9791666667,0.8125,-0.5,appearance0,True
Nikon D80,FL2,HM11,0.9791666667,0.8125,-0.5,appearance0,True
Nikon D80,FL11,HM11,0.9791666667,0.8125,-0.5,appearance0,True
Nikon D80,D65,HM11,0.9791666667,0.8125,0.0,appearance0,True
Nikon D80,A,HM11,0.9791666667,0.8125,0.0,appearance0,True
Nikon D80,FL2,HM11,0.9791666667,0.8125,0.0,appearance0,True
Nikon D80,FL11,HM11,0.9791666667,0.8125,0.0,appearance0,True
Nikon D80,D65,HM11,0.9791666667,0.8125,0.5,appearance0,True
Nikon D80,A,HM11,0.9791666667,0.8125,0.5,appearance0,True
Nikon D80,FL2,HM11,0.9791666667,0.8125,0.5,appearance0,True
Nikon D80,FL11,HM11,0.9791666667,0.8125,0.5,appearance0,True
Nikon D80,D65,HM11,0.9791666667,0.8125,-0.5,appearance2,True
Nikon D80,A,HM11,0.9791666667,0.8125,-0.5,appearance2,True
Nikon D80,FL2,HM11,0.9791666667,0.8125,-0.5,appearance2,True
Nikon D80,FL11,HM11,0.9791666667,0.8125,-0.5,appearance2,True
Nikon D80,D65,HM11,0.9791666667,0.8125,0.0,appearance2,True
Nikon D80,A,HM11,0.9791666667,0.8125,0.0,appearance2,True
Nikon D80,FL2,HM11,0.9791666667,0.8125,0.0,appearance2,True
Nikon D80,FL11,HM11,0.9791666667,0.8125,0.0,appearance2,True
Nikon D80,D65,HM11,0.9791666667,0.8125,0.5,appearance2,True
Nikon D80,A,HM11,0.9791666667,0.8125,0.5,appearance2,True
Nikon D80,FL2,HM11,0.9791666667,0.8125,0.5,appearance2,True
Nikon D80,FL11,HM11,0.9791666667,0.8125,0.5,appearance2,True
Olympus E-PL2,D65,HM00,0.75,0.1875,-0.5,appearance0,True
Olympus E-PL2,A,HM00,0.75,0.1875,-0.5,appearance0,True
Olympus E-PL2,FL2,HM00,0.75,0.1875,-0.5,appearance0,True
Olympus E-PL2,FL11,HM00,0.75,0.1875,-0.5,appearance0,True
Olympus E-PL2,D65,HM00,0.75,0.1875,0.0,appearance0,True
Olympus E-PL2,A,HM00,0.75,0.1875,0.0,appearance0,True
Olympus E-PL2,FL2,HM00,0.75,0.1875,0.0,appearance0,True
Olympus E-PL2,FL11,HM00,0.75,0.1875,0.0,appearance0,True
Olympus E-PL2,D65,HM00,0.75,0.1875,0.5,appearance0,True
Olympus E-PL2,A,HM00,0.75,0.1875,0.5,appearance0,True
Olympus E-PL2,FL2,HM00,0.75,0.1875,0.5,appearance0,True
Olympus E-PL2,FL11,HM00,0.75,0.1875,0.5,appearance0,True
Olympus E-PL2,D65,HM00,0.75,0.1875,-0.5,appearance2,True
Olympus E-PL2,A,HM00,0.75,0.1875,-0.5,appearance2,True
Olympus E-PL2,FL2,HM00,0.75,0.1875,-0.5,appearance2,True
Olympus E-PL2,FL11,HM00,0.75,0.1875,-0.5,appearance2,True
Olympus E-PL2,D65,HM00,0.75,0.1875,0.0,appearance2,True
Olympus E-PL2,A,HM00,0.75,0.1875,0.0,appearance2,True
Olympus E-PL2,FL2,HM00,0.75,0.1875,0.0,appearance2,True
Olympus E-PL2,FL11,HM00,0.75,0.1875,0.0,appearance2,True
Olympus E-PL2,D65,HM00,0.75,0.1875,0.5,appearance2,True
Olympus E-PL2,A,HM00,0.75,0.1875,0.5,appearance2,True
Olympus E-PL2,FL2,HM00,0.75,0.1875,0.5,appearance2,True
Olympus E-PL2,FL11,HM00,0.75,0.1875,0.5,appearance2,True
Olympus E-PL2,D65,HM01,0.75,0.5,-0.5,appearance0,True
Olympus E-PL2,A,HM01,0.75,0.5,-0.5,appearance0,True
Olympus E-PL2,FL2,HM01,0.75,0.5,-0.5,appearance0,True
Olympus E-PL2,FL11,HM01,0.75,0.5,-0.5,appearance0,True
Olympus E-PL2,D65,HM01,0.75,0.5,0.0,appearance0,True
Olympus E-PL2,A,HM01,0.75,0.5,0.0,appearance0,True
Olympus E-PL2,FL2,HM01,0.75,0.5,0.0,appearance0,True
Olympus E-PL2,FL11,HM01,0.75,0.5,0.0,appearance0,True
Olympus E-PL2,D65,HM01,0.75,0.5,0.5,appearance0,True
Olympus E-PL2,A,HM01,0.75,0.5,0.5,appearance0,True
Olympus E-PL2,FL2,HM01,0.75,0.5,0.5,appearance0,True
Olympus E-PL2,FL11,HM01,0.75,0.5,0.5,appearance0,True
Olympus E-PL2,D65,HM01,0.75,0.5,-0.5,appearance2,True
Olympus E-PL2,A,HM01,0.75,0.5,-0.5,appearance2,True
Olympus E-PL2,FL2,HM01,0.75,0.5,-0.5,appearance2,True
Olympus E-PL2,FL11,HM01,0.75,0.5,-0.5,appearance2,True
Olympus E-PL2,D65,HM01,0.75,0.5,0.0,appearance2,True
Olympus E-PL2,A,HM01,0.75,0.5,0.0,appearance2,True
Olympus E-PL2,FL2,HM01,0.75,0.5,0.0,appearance2,True
Olympus E-PL2,FL11,HM01,0.75,0.5,0.0,appearance2,True
Olympus E-PL2,D65,HM01,0.75,0.5,0.5,appearance2,True
Olympus E-PL2,A,HM01,0.75,0.5,0.5,appearance2,True
Olympus E-PL2,FL2,HM01,0.75,0.5,0.5,appearance2,True
Olympus E-PL2,FL11,HM01,0.75,0.5,0.5,appearance2,True
Olympus E-PL2,D65,HM02,0.75,0.8125,-0.5,appearance0,True
Olympus E-PL2,A,HM02,0.75,0.8125,-0.5,appearance0,True
Olympus E-PL2,FL2,HM02,0.75,0.8125,-0.5,appearance0,True
Olympus E-PL2,FL11,HM02,0.75,0.8125,-0.5,appearance0,True
Olympus E-PL2,D65,HM02,0.75,0.8125,0.0,appearance0,True
Olympus E-PL2,A,HM02,0.75,0.8125,0.0,appearance0,True
Olympus E-PL2,FL2,HM02,0.75,0.8125,0.0,appearance0,True
Olympus E-PL2,FL11,HM02,0.75,0.8125,0.0,appearance0,True
Olympus E-PL2,D65,HM02,0.75,0.8125,0.5,appearance0,True
Olympus E-PL2,A,HM02,0.75,0.8125,0.5,appearance0,True
Olympus E-PL2,FL2,HM02,0.75,0.8125,0.5,appearance0,True
Olympus E-PL2,FL11,HM02,0.75,0.8125,0.5,appearance0,True
Olympus E-PL2,D65,HM02,0.75,0.8125,-0.5,appearance2,True
Olympus E-PL2,A,HM02,0.75,0.8125,-0.5,appearance2,True
Olympus E-PL2,FL2,HM02,0.75,0.8125,-0.5,appearance2,True
Olympus E-PL2,FL11,HM02,0.75,0.8125,-0.5,appearance2,True
Olympus E-PL2,D65,HM02,0.75,0.8125,0.0,appearance2,True
Olympus E-PL2,A,HM02,0.75,0.8125,0.0,appearance2,True
Olympus E-PL2,FL2,HM02,0.75,0.8125,0.0,appearance2,True
Olympus E-PL2,FL11,HM02,0.75,0.8125,0.0,appearance2,True
Olympus E-PL2,D65,HM02,0.75,0.8125,0.5,appearance2,True
Olympus E-PL2,A,HM02,0.75,0.8125,0.5,appearance2,True
Olympus E-PL2,FL2,HM02,0.75,0.8125,0.5,appearance2,True
Olympus E-PL2,FL11,HM02,0.75,0.8125,0.5,appearance2,True
Olympus E-PL2,D65,HM03,0.85,0.1875,-0.5,appearance0,True
Olympus E-PL2,A,HM03,0.85,0.1875,-0.5,appearance0,True
Olympus E-PL2,FL2,HM03,0.85,0.1875,-0.5,appearance0,True
Olympus E-PL2,FL11,HM03,0.85,0.1875,-0.5,appearance0,True
Olympus E-PL2,D65,HM03,0.85,0.1875,0.0,appearance0,True
Olympus E-PL2,A,HM03,0.85,0.1875,0.0,appearance0,True
Olympus E-PL2,FL2,HM03,0.85,0.1875,0.0,appearance0,True
Olympus E-PL2,FL11,HM03,0.85,0.1875,0.0,appearance0,True
Olympus E-PL2,D65,HM03,0.85,0.1875,0.5,appearance0,True
Olympus E-PL2,A,HM03,0.85,0.1875,0.5,appearance0,True
Olympus E-PL2,FL2,HM03,0.85,0.1875,0.5,appearance0,True
Olympus E-PL2,FL11,HM03,0.85,0.1875,0.5,appearance0,True
Olympus E-PL2,D65,HM03,0.85,0.1875,-0.5,appearance2,True
Olympus E-PL2,A,HM03,0.85,0.1875,-0.5,appearance2,True
Olympus E-PL2,FL2,HM03,0.85,0.1875,-0.5,appearance2,True
Olympus E-PL2,FL11,HM03,0.85,0.1875,-0.5,appearance2,True
Olympus E-PL2,D65,HM03,0.85,0.1875,0.0,appearance2,True
Olympus E-PL2,A,HM03,0.85,0.1875,0.0,appearance2,True
Olympus E-PL2,FL2,HM03,0.85,0.1875,0.0,appearance2,True
Olympus E-PL2,FL11,HM03,0.85,0.1875,0.0,appearance2,True
Olympus E-PL2,D65,HM03,0.85,0.1875,0.5,appearance2,True
Olympus E-PL2,A,HM03,0.85,0.1875,0.5,appearance2,True
Olympus E-PL2,FL2,HM03,0.85,0.1875,0.5,appearance2,True
Olympus E-PL2,FL11,HM03,0.85,0.1875,0.5,appearance2,True
Olympus E-PL2,D65,HM04,0.85,0.5,-0.5,appearance0,True
Olympus E-PL2,A,HM04,0.85,0.5,-0.5,appearance0,True
Olympus E-PL2,FL2,HM04,0.85,0.5,-0.5,appearance0,True
Olympus E-PL2,FL11,HM04,0.85,0.5,-0.5,appearance0,True
Olympus E-PL2,D65,HM04,0.85,0.5,0.0,appearance0,True
Olympus E-PL2,A,HM04,0.85,0.5,0.0,appearance0,True
Olympus E-PL2,FL2,HM04,0.85,0.5,0.0,appearance0,True
Olympus E-PL2,FL11,HM04,0.85,0.5,0.0,appearance0,True
Olympus E-PL2,D65,HM04,0.85,0.5,0.5,appearance0,True
Olympus E-PL2,A,HM04,0.85,0.5,0.5,appearance0,True
Olympus E-PL2,FL2,HM04,0.85,0.5,0.5,appearance0,True
Olympus E-PL2,FL11,HM04,0.85,0.5,0.5,appearance0,True
Olympus E-PL2,D65,HM04,0.85,0.5,-0.5,appearance2,True
Olympus E-PL2,A,HM04,0.85,0.5,-0.5,appearance2,True
Olympus E-PL2,FL2,HM04,0.85,0.5,-0.5,appearance2,True
Olympus E-PL2,FL11,HM04,0.85,0.5,-0.5,appearance2,True
Olympus E-PL2,D65,HM04,0.85,0.5,0.0,appearance2,True
Olympus E-PL2,A,HM04,0.85,0.5,0.0,appearance2,True
Olympus E-PL2,FL2,HM04,0.85,0.5,0.0,appearance2,True
Olympus E-PL2,FL11,HM04,0.85,0.5,0.0,appearance2,True
Olympus E-PL2,D65,HM04,0.85,0.5,0.5,appearance2,True
Olympus E-PL2,A,HM04,0.85,0.5,0.5,appearance2,True
Olympus E-PL2,FL2,HM04,0.85,0.5,0.5,appearance2,True
Olympus E-PL2,FL11,HM04,0.85,0.5,0.5,appearance2,True
Olympus E-PL2,D65,HM05,0.85,0.8125,-0.5,appearance0,True
Olympus E-PL2,A,HM05,0.85,0.8125,-0.5,appearance0,True
Olympus E-PL2,FL2,HM05,0.85,0.8125,-0.5,appearance0,True
Olympus E-PL2,FL11,HM05,0.85,0.8125,-0.5,appearance0,True
Olympus E-PL2,D65,HM05,0.85,0.8125,0.0,appearance0,True
Olympus E-PL2,A,HM05,0.85,0.8125,0.0,appearance0,True
Olympus E-PL2,FL2,HM05,0.85,0.8125,0.0,appearance0,True
Olympus E-PL2,FL11,HM05,0.85,0.8125,0.0,appearance0,True
Olympus E-PL2,D65,HM05,0.85,0.8125,0.5,appearance0,True
Olympus E-PL2,A,HM05,0.85,0.8125,0.5,appearance0,True
Olympus E-PL2,FL2,HM05,0.85,0.8125,0.5,appearance0,True
Olympus E-PL2,FL11,HM05,0.85,0.8125,0.5,appearance0,True
Olympus E-PL2,D65,HM05,0.85,0.8125,-0.5,appearance2,True
Olympus E-PL2,A,HM05,0.85,0.8125,-0.5,appearance2,True
Olympus E-PL2,FL2,HM05,0.85,0.8125,-0.5,appearance2,True
Olympus E-PL2,FL11,HM05,0.85,0.8125,-0.5,appearance2,True
Olympus E-PL2,D65,HM05,0.85,0.8125,0.0,appearance2,True
Olympus E-PL2,A,HM05,0.85,0.8125,0.0,appearance2,True
Olympus E-PL2,FL2,HM05,0.85,0.8125,0.0,appearance2,True
Olympus E-PL2,FL11,HM05,0.85,0.8125,0.0,appearance2,True
Olympus E-PL2,D65,HM05,0.85,0.8125,0.5,appearance2,True
Olympus E-PL2,A,HM05,0.85,0.8125,0.5,appearance2,True
Olympus E-PL2,FL2,HM05,0.85,0.8125,0.5,appearance2,True
Olympus E-PL2,FL11,HM05,0.85,0.8125,0.5,appearance2,True
Olympus E-PL2,D65,HM06,0.9375,0.1875,-0.5,appearance0,True
Olympus E-PL2,A,HM06,0.9375,0.1875,-0.5,appearance0,True
Olympus E-PL2,FL2,HM06,0.9375,0.1875,-0.5,appearance0,True
Olympus E-PL2,FL11,HM06,0.9375,0.1875,-0.5,appearance0,True
Olympus E-PL2,D65,HM06,0.9375,0.1875,0.0,appearance0,True
Olympus E-PL2,A,HM06,0.9375,0.1875,0.0,appearance0,True
Olympus E-PL2,FL2,HM06,0.9375,0.1875,0.0,appearance0,True
Olympus E-PL2,FL11,HM06,0.9375,0.1875,0.0,appearance0,True
Olympus E-PL2,D65,HM06,0.9375,0.1875,0.5,appearance0,True
Olympus E-PL2,A,HM06,0.9375,0.1875,0.5,appearance0,True
Olympus E-PL2,FL2,HM06,0.9375,0.1875,0.5,appearance0,True
Olympus E-PL2,FL11,HM06,0.9375,0.1875,0.5,appearance0,True
Olympus E-PL2,D65,HM06,0.9375,0.1875,-0.5,appearance2,True
Olympus E-PL2,A,HM06,0.9375,0.1875,-0.5,appearance2,True
Olympus E-PL2,FL2,HM06,0.9375,0.1875,-0.5,appearance2,True
Olympus E-PL2,FL11,HM06,0.9375,0.1875,-0.5,appearance2,True
Olympus E-PL2,D65,HM06,0.9375,0.1875,0.0,appearance2,True
Olympus E-PL2,A,HM06,0.9375,0.1875,0.0,appearance2,True
Olympus E-PL2,FL2,HM06,0.9375,0.1875,0.0,appearance2,True
Olympus E-PL2,FL11,HM06,0.9375,0.1875,0.0,appearance2,True
Olympus E-PL2,D65,HM06,0.9375,0.1875,0.5,appearance2,True
