case_id,source_mask_shape,source_mask_binary_0_255,source_mask_matches_x1_mask,x1_mask_valid_fraction,source_mask_valid_fraction,rgb_source_shape,b1_source_shape,b2_source_shape,output_rgb_shape,output_b1mh_shape,output_b2mh_shape
A002005558,"[1220, 979]",True,False,0.5827399989952946,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002006943,"[1220, 979]",True,False,0.6090381620589762,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002006943-1,"[1220, 979]",True,False,0.6500033490179005,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002007995,"[1220, 979]",True,False,0.5994566218456437,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002011029,"[1220, 979]",True,False,0.625537936000268,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002011740,"[1220, 979]",True,False,0.6620506036604765,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002012347,"[1220, 979]",True,False,0.5343441785696345,0.9900316482191597,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002021001,"[1220, 979]",True,False,0.5907366164872151,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002021058-1,"[1220, 979]",True,False,0.5049891994172709,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002021647,"[1220, 979]",True,False,0.6473484150772786,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002031804,"[1220, 979]",True,False,0.6585190642843985,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002037682,"[1220, 979]",True,False,0.6428088213131499,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002038079,"[1220, 979]",True,False,0.6834014300306435,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002041601,"[1220, 979]",True,False,0.62214035734021,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002042791,"[1220, 979]",True,False,0.6795241045563388,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002053206,"[1220, 979]",True,False,0.6779542524154791,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002053811,"[1220, 979]",True,False,0.6583306820274955,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002064146,"[1220, 979]",True,False,0.5749242284700011,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002071372,"[1220, 979]",True,False,0.6747132403422696,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002073554,"[1220, 979]",True,False,0.6189336727004806,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002073697,"[1220, 979]",True,False,0.6133156951723907,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002076747,"[1220, 979]",True,False,0.6107076474823758,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002081031,"[1220, 979]",True,False,0.6325809206450208,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002081031-1,"[1220, 979]",True,False,0.6340997002628979,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002087867,"[1220, 979]",True,False,0.6641161104506104,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002087867-1,"[1220, 979]",True,False,0.6745976992247024,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002095165,"[1220, 979]",True,False,0.6226385237529095,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002097551,"[1220, 979]",True,False,0.564682094475795,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002110702,"[1220, 979]",True,False,0.6536797334181751,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002116268,"[1220, 979]",True,False,0.65076943686264,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002122236,"[1220, 979]",True,False,0.635698856310387,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002123222,"[1220, 979]",True,False,0.6137803714060852,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002123282,"[1220, 979]",True,False,0.6267033942296422,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002123282-1,"[1220, 979]",True,False,0.616642107202063,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002128820,"[1220, 979]",True,False,0.6847661548250975,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002133927,"[1220, 979]",True,False,0.6805472295249418,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002138914,"[1220, 979]",True,False,0.6367127714797636,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002140468,"[1220, 979]",True,False,0.6611413453004906,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002145202-1,"[1220, 979]",True,False,0.6230395686464945,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002147070-1,"[1220, 979]",True,False,0.6550754366282088,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002152807,"[1220, 979]",True,False,0.6831536027060064,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002156070,"[1220, 979]",True,False,0.6464366449538673,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002156410,"[1220, 979]",True,False,0.6189713491518612,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002158881,"[1220, 979]",True,False,0.6064175555518344,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002215062,"[1220, 979]",True,False,0.6257799025435791,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002236665,"[1220, 979]",True,False,0.5841114218255496,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002270781,"[1220, 979]",True,False,0.5851152899412247,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002326614,"[1220, 979]",True,False,0.6634747735226645,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002326614-1,"[1220, 979]",True,False,0.6340620238115173,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002327722,"[1220, 979]",True,False,0.6067616671411109,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002329169,"[1220, 979]",True,False,0.6256643614260118,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002331084,"[1220, 979]",True,False,0.6179138967497781,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002336513,"[1220, 979]",True,False,0.6755329124734172,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002336585,"[1220, 979]",True,False,0.6681106515514326,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002337238,"[1220, 979]",True,False,0.679959476883404,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002338365,"[1220, 979]",True,False,0.6354016309717175,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002342514,"[1220, 979]",True,False,0.6233987508163231,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002342998,"[1220, 979]",True,False,0.6202531857532778,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002343275,"[1220, 979]",True,False,0.6051156248430147,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002343275-1,"[1220, 979]",True,False,0.6050662268289824,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002345714,"[1220, 979]",True,False,0.6584998074314707,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002350335,"[1220, 979]",True,False,0.6180369731576215,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002352380,"[1220, 979]",True,False,0.6145774376664044,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002352466,"[1220, 979]",True,False,0.6582076056196521,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002352679,"[1220, 979]",True,False,0.6827584185937474,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002355690,"[1220, 979]",True,False,0.636655838175455,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002356134,"[1220, 979]",True,False,0.5658400174148931,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002358957,"[1220, 979]",True,False,0.7100788693715568,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002360612,"[1220, 979]",True,False,0.6148152179373398,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002361812,"[1220, 979]",True,False,0.602515112443276,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002364485,"[1220, 979]",True,False,0.6251201460171805,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002366013,"[1220, 979]",True,False,0.6564703025837673,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
