case_id,source_mask_shape,source_mask_binary_0_255,source_mask_matches_x1_mask,x1_mask_valid_fraction,source_mask_valid_fraction,rgb_source_shape,b1_source_shape,b2_source_shape,output_rgb_shape,output_b1mh_shape,output_b2mh_shape
9301127865,"[1220, 979]",True,False,0.6005132369932518,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
9301133685,"[1220, 979]",True,False,0.49018570304258274,0.9987441182873122,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
9301147034,"[1220, 979]",True,False,0.6067340377434317,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
9301159257,"[1220, 979]",True,False,0.5953189102295752,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
9301197860,"[1220, 979]",True,False,0.6113732647901003,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000010548,"[1220, 979]",True,False,0.6021442087107955,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000104693,"[1220, 979]",True,False,0.6248614343843668,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000119489,"[1220, 979]",True,False,0.6475845208392639,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000137479,"[1220, 979]",True,False,0.6074373315025369,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000181243-1,"[1220, 979]",True,False,0.6149374570907081,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000184787,"[1220, 979]",True,False,0.6348515547815603,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000222758,"[1220, 979]",True,False,0.6232572548100269,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000247949,"[1220, 979]",True,False,0.6210201108524925,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000267871,"[1220, 979]",True,False,0.6320986620673488,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000275458,"[1220, 979]",True,False,0.5776344212059813,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000289791,"[1220, 979]",True,False,0.6374395083641722,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000314982,"[1220, 979]",True,False,0.6686833336124182,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000327597,"[1220, 979]",True,False,0.7004378840904905,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000330769,"[1220, 979]",True,False,0.6304978315109094,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000441933,"[1220, 979]",True,False,0.6419096100068655,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000454833,"[1220, 979]",True,False,0.6229457961452805,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000463768,"[1220, 979]",True,False,0.6288300205964601,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000477213,"[1220, 979]",True,False,0.6459250824695658,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000487005,"[1220, 979]",True,False,0.6396130209815971,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000502944,"[1220, 979]",True,False,0.6496776570270768,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000523219,"[1220, 979]",True,False,0.6189554413168339,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000542034,"[1220, 979]",True,False,0.5929352467388939,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000590309,"[1220, 979]",True,False,0.6416442003382508,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000733898,"[1220, 979]",True,False,0.6327600931026977,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000808977,"[1220, 979]",True,False,0.5765376178435674,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000822630,"[1220, 979]",True,False,0.6423441450794555,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000827083,"[1220, 979]",True,False,0.6218782966894958,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000829808,"[1220, 979]",True,False,0.6451045730839431,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A000913952,"[1220, 979]",True,False,0.654408144811534,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001027349,"[1220, 979]",True,False,0.6783804149433179,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001047729,"[1220, 979]",True,False,0.5904636715283244,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001074268,"[1220, 979]",True,False,0.6183902945461244,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001083428,"[1220, 979]",True,False,0.6881561981948794,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001092475,"[1220, 979]",True,False,0.6091746345384216,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001093486,"[1220, 979]",True,False,0.6241640014065876,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001109618,"[1220, 979]",True,False,0.6329250322342973,0.999685192317353,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001126672,"[1220, 979]",True,False,0.6130184698337212,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001162446,"[1220, 979]",True,False,0.5204507778094074,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001168424,"[1220, 979]",True,False,0.6699559604146084,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001189410,"[1220, 979]",True,False,0.6038739764564042,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001199299,"[1220, 979]",True,False,0.6349612351178017,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001238999,"[1220, 979]",True,False,0.5948852124114603,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001250372,"[1220, 979]",True,False,0.49589410405398615,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001259001,"[1220, 979]",True,False,0.6177003968586212,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001262064,"[1220, 979]",True,False,0.6573184413670691,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001266125,"[1220, 979]",True,False,0.7102103183241515,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001332832-1,"[1220, 979]",True,False,0.6155210234598704,0.9907466635409167,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001344516,"[1220, 979]",True,False,0.6656281920326864,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001367900,"[1220, 979]",True,False,0.5612434903464559,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001370375,"[1220, 979]",True,False,0.6418987256986889,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001393665,"[1220, 979]",True,False,0.6625102563673203,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001397014,"[1220, 979]",True,False,0.6117835194829117,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001397960,"[1220, 979]",True,False,0.6400986285771697,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001409228,"[1220, 979]",True,False,0.6204792444615617,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001427321,"[1220, 979]",True,False,0.6472295249418109,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001438120,"[1220, 979]",True,False,0.5860103149751336,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001471135,"[1220, 979]",True,False,0.5732832096987558,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001478803,"[1220, 979]",True,False,0.6792419497982217,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001506620,"[1220, 979]",True,False,0.6451782514777541,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001516623,"[1220, 979]",True,False,0.6850357507660878,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001521653,"[1220, 979]",True,False,0.5411669652874295,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001525457,"[1220, 979]",True,False,0.6791264086806544,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001529896,"[1220, 979]",True,False,0.61866240225054,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001534217,"[1220, 979]",True,False,0.5898801051591621,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001544142,"[1220, 979]",True,False,0.5973835797652338,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001545475,"[1220, 979]",True,False,0.5091428188683669,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001560256,"[1220, 979]",True,False,0.6504655134881696,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001570399,"[1220, 979]",True,False,0.6318742778680152,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001572675,"[1220, 979]",True,False,0.6307230529647181,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001575759,"[1220, 979]",True,False,0.6143463554312698,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001581917,"[1220, 979]",True,False,0.6377509670289188,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001583377,"[1220, 979]",True,False,0.631431370250674,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001588715,"[1220, 979]",True,False,0.5803496374688123,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001590165,"[1220, 979]",True,False,0.6514936619836234,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001598566,"[1220, 979]",True,False,0.6459702942112225,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001601034,"[1220, 979]",True,False,0.6391977427619351,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001601356,"[1220, 979]",True,False,0.6541151057452402,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001602118,"[1220, 979]",True,False,0.6828480048225858,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001603586,"[1220, 979]",True,False,0.7082570036336844,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001603641,"[1220, 979]",True,False,0.6928406369832046,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001604205,"[1220, 979]",True,False,0.6623796446692007,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001604824,"[1220, 979]",True,False,0.59421373432241,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001605283,"[1220, 979]",True,False,0.6544600545889918,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001606059,"[1220, 979]",True,False,0.6320718699241448,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001608600,"[1220, 979]",True,False,0.5961210000167451,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001608618,"[1220, 979]",True,False,0.665330966694017,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001608742,"[1220, 979]",True,False,0.6592198462800783,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001609883,"[1220, 979]",True,False,0.6108893317034779,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001610296,"[1220, 979]",True,False,0.6491108357474171,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001610534,"[1220, 979]",True,False,0.6229600294713575,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001611227,"[1220, 979]",True,False,0.6465798154691137,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001611579,"[1220, 979]",True,False,0.5639762889532645,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001612244,"[1220, 979]",True,False,0.6498785981011068,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001613143,"[1220, 979]",True,False,0.5698228369530635,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001613193,"[1220, 979]",True,False,0.6247458932667995,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001613235,"[1220, 979]",True,False,0.6386392940270266,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001613297,"[1220, 979]",True,False,0.6385564058339892,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001613504,"[1220, 979]",True,False,0.6516644618965488,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001614262,"[1220, 979]",True,False,0.7086781426346724,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001614685,"[1220, 979]",True,False,0.62561831242988,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001616193,"[1220, 979]",True,False,0.6859851973408798,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001616219,"[1220, 979]",True,False,0.5924194979822167,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001616847,"[1220, 979]",True,False,0.5774535742393543,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001617295,"[1220, 979]",True,False,0.6514584972956681,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001619585,"[1220, 979]",True,False,0.6897026072104355,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001620289,"[1220, 979]",True,False,0.6248765049649191,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001620979,"[1220, 979]",True,False,0.6421130628443209,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001621788,"[1220, 979]",True,False,0.5960456471139838,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001622343,"[1220, 979]",True,False,0.6546375525377183,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001623863,"[1220, 979]",True,False,0.6222885513823071,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001623880,"[1220, 979]",True,False,0.45669384952862574,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001623896,"[1220, 979]",True,False,0.5822996031413787,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001627437,"[1220, 979]",True,False,0.5900843952510926,0.9911895711582578,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001627943,"[1220, 979]",True,False,0.6352886016175756,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001628261,"[1220, 979]",True,False,0.5466518193539744,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001628911,"[1220, 979]",True,False,0.5989785495403472,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001629085,"[1220, 979]",True,False,0.6409400693246705,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001629318,"[1220, 979]",True,False,0.6094032050101308,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001630235,"[1220, 979]",True,False,0.5674659656055862,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001630396,"[1220, 979]",True,False,0.6469021584420369,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001630535,"[1220, 979]",True,False,0.6238115172725598,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001632964,"[1220, 979]",True,False,0.6178000301411611,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001633030,"[1220, 979]",True,False,0.634809692057804,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001633088,"[1220, 979]",True,False,0.6312429879937709,0.9985967614996902,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001633684,"[1220, 979]",True,False,0.6795810378606474,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001635014,"[1220, 979]",True,False,0.6045596878715317,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001635193,"[1220, 979]",True,False,0.637016694854234,0.9941191245667208,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001635405,"[1220, 979]",True,False,0.6216539124901622,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001636454,"[1220, 979]",True,False,0.6759741455818081,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001636890,"[1220, 979]",True,False,0.5694670038011354,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001637359,"[1220, 979]",True,False,0.5325055677422595,0.9899228051373935,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001637369,"[1220, 979]",True,False,0.6872502888527939,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001638334,"[1220, 979]",True,False,0.6664989366868166,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001638543,"[1220, 979]",True,False,0.6139494968100605,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001639778,"[1220, 979]",True,False,0.5840310453959376,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001641354,"[1220, 979]",True,False,0.5957634923558667,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001641732,"[1220, 979]",True,False,0.5901965873507594,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001642726,"[1220, 979]",True,False,0.6329869890654566,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001643763,"[1220, 979]",True,False,0.5895259465161842,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
