epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.6024098336696625,0.7085752844810486,0.8136324417601379
2,0.39497201293706896,0.49314942955970764,0.8757549611734253
3,0.33630382269620895,0.5125004470348358,0.8731665228645384
4,0.27113857865333557,0.5803750514984131,0.8257118205349439
5,0.22397326827049255,0.5242283761501312,0.8921484037963762
6,0.23933082222938537,0.6325974643230439,0.8464193270060396
7,0.20356113091111183,0.4860746681690216,0.9025021570319242
8,0.24102100282907485,0.6035620450973511,0.89732528041415
9,0.2089911736547947,0.5753432273864746,0.8800690250215703
10,0.2018064849078655,0.556766128540039,0.8912855910267472
11,0.2062668703496456,0.5512502014636993,0.8861087144089733
12,0.19772222712635995,0.585767388343811,0.902502157031924
13,0.2015058398246765,0.4956982433795929,0.906816220880069
14,0.202693223208189,0.5202640295028687,0.907679033649698
15,0.2084144487977028,0.5269972324371338,0.9007765314926661
16,0.20898737832903863,0.5790185749530792,0.8817946505608283
17,0.195907174795866,0.5430287301540375,0.8843830888697153
18,0.19016416370868683,0.525963944196701,0.8912855910267472
19,0.197578776627779,0.6278371393680573,0.8835202761000862
20,0.1989212490618229,0.5470705091953277,0.908541846419327
21,0.18830899000167847,0.5505992591381073,0.9007765314926661
22,0.18908276855945588,0.5231586456298828,0.899913718723037
23,0.20295302644371987,0.4752751588821411,0.8999137187230372
24,0.19145991802215576,0.5243747591972351,0.9016393442622951
25,0.18731005862355232,0.5174043774604797,0.8964624676445212
26,0.18974214196205139,0.5324838757514954,0.9137187230371009
27,0.19529954493045806,0.5490725338459015,0.91458153580673
28,0.1800797127187252,0.5135276734828949,0.8938740293356341
29,0.19367205798625947,0.5300888895988465,0.899050905953408
30,0.18841054514050484,0.4910861313343048,0.8999137187230369
31,0.18139786571264266,0.514943253993988,0.907679033649698
32,0.197330304980278,0.6479249477386475,0.8981880931837791
33,0.19806360080838203,0.5308370232582093,0.9042277825711821
34,0.1869185671210289,0.5461073160171509,0.9016393442622951
35,0.19121255427598954,0.5696080088615417,0.8904227782571182
36,0.1828886315226555,0.49771260023117064,0.907679033649698
37,0.1868228830397129,0.5201702356338501,0.904227782571182
