epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.558331997692585,0.6227268815040589,0.8317515099223469
2,0.4082014814019203,0.5462111175060272,0.8550474547023295
3,0.30320199206471443,0.48616865277290344,0.911993097497843
4,0.2632980145514011,0.6322386384010314,0.8153580672993961
5,0.24868671968579292,0.5622077584266663,0.8481449525452976
6,0.21775393709540367,0.5130002439022064,0.8792062122519413
7,0.225925699621439,0.5403097093105316,0.8671268334771355
8,0.21910436674952508,0.596639883518219,0.8490077653149266
9,0.22971807047724724,0.6694300055503846,0.8602243313201036
10,0.20117416456341744,0.5603916645050049,0.8628127696289905
11,0.18900352716445923,0.558533352613449,0.8671268334771355
12,0.19720931947231293,0.5433259606361389,0.8662640207075065
13,0.1954891078174114,0.5574338674545288,0.8671268334771356
