epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.5708043485879898,0.715531325340271,0.7506471095772217
2,0.4015119388699532,1.155143630504608,0.6971527178602243
3,0.2933440007269382,1.2083200812339783,0.7023295944779984
4,0.24434155821800232,0.7987336158752442,0.7653149266609145
5,0.23682152777910231,0.6940245270729065,0.7739430543572045
6,0.24214093387126923,0.7828111946582794,0.731665228645384
7,0.2031433291733265,0.8419091463088989,0.7575496117342537
8,0.23064681142568588,0.8934006571769715,0.6962899050905953
9,0.2123762473464012,0.8796470046043396,0.7385677308024158
10,0.22069473043084145,0.7017682611942291,0.7489214840379637
11,0.1927526205778122,0.7328263878822326,0.7860224331320104
12,0.20898526534438133,0.7499911904335022,0.7592752372735116
13,0.21780503913760185,0.6527482748031617,0.8188093183779119
14,0.188477248698473,0.7119585633277893,0.7756686798964625
15,0.18839461877942085,0.7540187358856201,0.7696289905090595
16,0.18669320568442344,0.7901483297348022,0.7532355478861088
17,0.19218651354312896,0.8937315106391907,0.7394305435720449
18,0.19319522008299828,0.7334174931049346,0.7808455565142364
19,0.18923465982079507,0.7071864604949951,0.7610008628127697
20,0.19515786170959473,0.7937541246414185,0.7713546160483176
21,0.1977519065141678,0.7861776351928711,0.7446074201898188
22,0.18684754148125648,0.7375683307647705,0.7635893011216567
23,0.1823536552488804,0.6661107838153839,0.7851596203623814
