candidate,subject_id,capture_id,outer_fold,solver_converged,selected_start_index,selected_nfev,selected_status,selected_optimality,f_mel,f_blood,c_tHb_eq_g_l,logrmse,rmse,sam_deg,centered_logrmse,mean_log_residual,reference_logrmse,model_to_reference_error_ratio,model_better_than_reference,f_mel_at_lower,f_mel_at_upper,f_blood_at_lower,f_blood_at_upper,diameter_um,scattering_amplitude,delta_bs,g0
V2R-PSG,p026,p026_neutral_front,4,True,21,13,1,3.0184663059965063e-09,0.11972228490371804,0.09999999999999998,14.999999999999996,0.05765276975414145,0.015899039045774454,3.2837157045505503,0.05764059402595491,-0.001184812499553847,0.13291356377868016,0.4337613717900262,True,False,False,False,True,15.0,1.4970349624431978,0.4999999999999999,1.0591382593474812
V2R-PSG,p027,p027_neutral_front,4,True,9,10,2,1.2787767385803409e-08,0.1195604268679566,0.06485869387173387,9.728804080760082,0.05310009469983484,0.01509989167102925,3.100479236447386,0.05307770317266089,-0.0015419088968980632,0.10488889580578718,0.5062508694738789,True,False,False,False,False,15.0,1.4970349624431978,0.4999999999999999,1.0591382593474812
V2R-PSG,p029,p029_neutral_front,4,True,7,14,1,8.716451496636887e-09,0.11531236927271368,0.07818299881997333,11.727449822995998,0.05502633218025872,0.014454330242292642,3.0102069898372292,0.05501972802322864,-0.0008525030569601016,0.08665319273132167,0.6350179427418708,True,False,False,False,False,15.0,1.4970349624431978,0.4999999999999999,1.0591382593474812
V2R-PSG,p031,p031_neutral_front,4,True,12,8,2,1.995393372967786e-08,0.08782599192391452,0.08255194346998024,12.382791520497035,0.0460839236319306,0.01561527765026443,2.572312038176014,0.046034516907700725,-0.0021333706635808802,0.1111794200646268,0.4145004858376016,True,False,False,False,False,15.0,1.4970349624431978,0.4999999999999999,1.0591382593474812
V2R-PSG,p034,p034_neutral_front,4,True,13,9,1,9.7669263764194e-09,0.06768497845632704,0.047661107015107854,7.149166052266178,0.04804242158684051,0.020825748769514003,2.789028083673245,0.04786759569690015,-0.004094820402145322,0.3058002406024518,0.1571039365181432,True,False,False,False,False,15.0,1.4970349624431978,0.4999999999999999,1.0591382593474812
V2R-PSG,p048,p048_neutral_front,4,True,9,10,2,2.8012293644350887e-08,0.10889241471867846,0.09999999999999999,14.999999999999998,0.09192408775975863,0.02635235878312906,5.12866256786183,0.09184022815443184,0.003925608615961835,0.08452821904465835,1.08749585403181,False,False,False,False,True,15.0,1.4970349624431978,0.4999999999999999,1.0591382593474812
V2R-PSG,p007,p007_neutral_front,5,True,13,12,2,1.5076835962762596e-08,0.1389812888479508,0.09316657679134238,13.974986518701357,0.06717394591396919,0.01528499875084664,3.63404223666735,0.06714794833231728,-0.0018687012637941176,0.22317993423397947,0.30098559776231826,True,False,False,False,False,15.0,1.5153930249673337,0.4999999999999999,1.0744771748095174
V2R-PSG,p009,p009_neutral_front,5,True,1,8,2,2.0398878059267055e-08,0.1544864781056672,0.09999999999999999,14.999999999999998,0.10063111773940536,0.021411365591000993,5.506318696816288,0.10060535780635049,-0.0022768043697821583,0.3132877392838114,0.321209881910643,True,False,False,False,True,15.0,1.5153930249673337,0.4999999999999999,1.0744771748095174
V2R-PSG,p017,p017_neutral_front,5,True,26,11,2,8.414933851585977e-08,0.08229581514938643,0.037396210770667314,5.609431615600097,0.07113899384447743,0.031123812598313094,4.195069193463577,0.07076048160476549,-0.007328757620923276,0.2346034856449402,0.30323076253070885,True,False,False,False,False,15.0,1.5153930249673337,0.4999999999999999,1.0744771748095174
V2R-PSG,p024,p024_neutral_front,5,True,28,15,1,1.286671272187612e-09,0.12045974394786249,0.09999999999999987,14.99999999999998,0.06152118032265103,0.01834446866041996,3.625296747317584,0.06151300510838929,-0.0010029111762356695,0.13018393302235823,0.4725712220730432,True,False,False,False,True,15.0,1.5153930249673337,0.4999999999999999,1.0744771748095174
V2R-PSG,p040,p040_neutral_front,5,True,26,11,2,4.840993588946042e-08,0.08026298219847312,0.07431714178703547,11.14757126805532,0.052358501255875205,0.02144928879207297,3.1022636260438308,0.052231173632138035,-0.0036492677033801353,0.18414069462273758,0.2843396532371395,True,False,False,False,False,15.0,1.5153930249673337,0.4999999999999999,1.0744771748095174
V2R-PSG,p042,p042_neutral_front,5,True,28,11,1,3.5919575467787177e-09,0.0822966764027048,0.04562527381780905,6.843791072671357,0.050875957152538065,0.020584121074045725,3.1172357465524247,0.050851744692352846,-0.0015694196158622191,0.21314144996902937,0.23869574482077804,True,False,False,False,False,15.0,1.5153930249673337,0.4999999999999999,1.0744771748095174
V2R-PSG,p045,p045_neutral_front,5,True,27,9,2,2.8984580184916808e-08,0.115221612579984,0.06165716600635249,9.248574900952873,0.06060342347906616,0.019014613914988203,3.4992953478275672,0.060517150929131375,-0.0032325502012746973,0.07831358278563605,0.7738558411374558,True,False,False,False,False,15.0,1.5153930249673337,0.4999999999999999,1.0744771748095174
V2R-PSG,p047,p047_neutral_front,5,True,16,11,1,7.731251093059427e-09,0.13123544210185933,0.09999999999999999,14.999999999999998,0.0774100672800692,0.018983490219713687,4.238582988125394,0.07740924259157425,0.00035732016966227853,0.18502561320030544,0.4183748722198069,True,False,False,False,True,15.0,1.5153930249673337,0.4999999999999999,1.0744771748095174
