candidate,subject_id,outer_fold,wavelength_nm,signed_residual,log_residual,band_role
V2R-PS,p006,1,490,0.004189492121066313,0.021039336087793847,fit
V2R-PS,p006,1,500,0.002990525980965608,0.014730432474859612,fit
V2R-PS,p006,1,510,0.00796423077262351,0.03920734508831192,fit
V2R-PS,p006,1,520,0.006113970166234162,0.029954730603438007,fit
V2R-PS,p006,1,530,0.006931423152182398,0.03482630654470387,fit
V2R-PS,p006,1,540,0.005172776773134269,0.02630198582725307,fit
V2R-PS,p006,1,550,-0.01335448760937169,-0.06388031672735561,fit
V2R-PS,p006,1,560,-0.0022303300833406148,-0.010685897052210347,fit
V2R-PS,p006,1,570,-0.0159019381725497,-0.07463758438522095,fit
V2R-PS,p006,1,580,-0.015289227134226174,-0.07193230969798226,fit
