candidate,subject_id,outer_fold,start_index,selected,success,valid,logrmse,cost,nfev,status,optimality,initial_theta,final_theta
V2R-PS,p028,3,3,False,True,True,0.05184127988456099,0.03628149705093674,10,1,3.2162325308628206e-09,"[0.2504829591233283,0.06858890978619457]","[0.0862471223043084,0.07482432048851388]"
V2R-PS,p028,3,4,False,True,True,0.05184127988456122,0.036281497050937056,11,2,1.7935862218599267e-08,"[0.3157215673476458,0.022387364972382785]","[0.08624712313073653,0.07482431625240309]"
V2R-PS,p028,3,5,False,True,True,0.05184127988456085,0.03628149705093654,9,1,3.106898780929988e-09,"[0.1629156466666609,0.05683801556006074]","[0.08624712178623425,0.07482432332644821]"
V2R-PS,p028,3,6,False,True,True,0.051841279884560935,0.03628149705093666,9,1,2.0792874537174247e-09,"[0.037777934754267335,0.04740942707285285]","[0.08624712132758391,0.07482432603355975]"
V2R-PS,p028,3,7,False,True,True,0.051841279884560824,0.0362814970509365,11,1,1.1732186364859551e-09,"[0.3451138111203909,0.08186136363074184]","[0.08624712168614462,0.07482432386711231]"
V2R-PS,p028,3,8,False,True,True,0.05184127988456095,0.03628149705093668,12,1,8.39106017677345e-09,"[0.3710037117637694,0.01104581207036972]","[0.08624712122711978,0.07482432651158523]"
V2R-PS,p028,3,9,False,True,True,0.05184127988456092,0.03628149705093664,7,1,2.0410212563201968e-09,"[0.013301813593134284,0.07052068673074245]","[0.08624712196797846,0.07482432233086665]"
V2R-PS,p028,3,10,True,True,True,0.051841279884560776,0.03628149705093643,10,1,5.557382200689167e-09,"[0.19050819768570362,0.03607033882290125]","[0.08624712129161835,0.074824326239942]"
V2R-PS,p028,3,11,False,True,True,0.051841279884560894,0.03628149705093661,10,1,4.292399342585182e-09,"[0.2861768595315516,0.09554688092321158]","[0.08624712191622919,0.07482432242973978]"
V2R-PS,p028,3,12,False,True,True,0.051841279884560956,0.03628149705093669,10,1,4.10611182562271e-09,"[0.22261790837161244,0.038379284739494327]","[0.08624712223466782,0.07482432088470406]"
V2R-PS,p028,3,13,False,True,True,0.051841279884561005,0.036281497050936765,8,2,1.220873941857485e-08,"[0.16042453547939658,0.07912394814193249]","[0.08624712265753386,0.0748243188110038]"
V2R-PS,p028,3,14,False,True,True,0.05184127988456091,0.03628149705093662,10,1,7.441820662248507e-10,"[0.06888257270678878,0.013406055606901647]","[0.08624712204418378,0.07482432178085072]"
V2R-PS,p028,3,15,False,True,True,0.05184127988456098,0.036281497050936716,11,1,9.452080448922681e-09,"[0.4065459642838687,0.054149430058896546]","[0.08624712244399992,0.07482431985921599]"
V2R-PS,p028,3,16,False,True,True,0.05184127988456094,0.03628149705093667,12,1,1.7574867430863788e-09,"[0.41954921203665435,0.017450813204050064]","[0.08624712218028914,0.07482432104766301]"
V2R-PS,p028,3,17,False,True,True,0.051841279884560956,0.036281497050936695,8,1,6.947020610485227e-09,"[0.058448097836226225,0.05171206332743168]","[0.08624712208655709,0.0748243215233158]"
V2R-PS,p028,3,18,False,True,True,0.05184127988456094,0.03628149705093667,9,1,8.069349545273145e-09,"[0.14159491656348108,0.04247649777680636]","[0.08624712220660388,0.07482432120910452]"
V2R-PS,p028,3,19,False,True,True,0.0518412798845609,0.03628149705093661,10,1,6.395368913585129e-10,"[0.24066348644904792,0.0767394183203578]","[0.08624712142101941,0.07482432545565608]"
V2R-PS,p028,3,20,False,True,True,0.05184127988456084,0.03628149705093653,11,1,9.037705179321395e-10,"[0.27157347979024055,0.03229115530848503]","[0.0862471217629376,0.0748243233776296]"
V2R-PS,p028,3,21,False,True,True,0.05184127988456096,0.036281497050936695,9,1,1.4790160048337888e-09,"[0.20600716001354158,0.09780998714268208]","[0.0862471221339312,0.07482432133800022]"
V2R-PS,p028,3,22,False,True,True,0.05184127988456086,0.036281497050936556,11,1,5.121012472182397e-10,"[0.020399044966325164,0.007317552156746388]","[0.08624712192122985,0.07482432253717973]"
V2R-PS,p028,3,23,False,True,True,0.0518412798845609,0.03628149705093661,11,1,7.910121122684882e-09,"[0.3614361266978085,0.0728350980207324]","[0.086247121555993,0.074824324551744]"
V2R-PS,p028,3,24,False,True,True,0.051841279884560935,0.03628149705093666,11,1,3.4278366805959494e-09,"[0.33379110947251317,0.04673371138051152]","[0.08624712191923438,0.07482432252939594]"
V2R-PS,p028,3,25,False,True,True,0.051841279884560894,0.0362814970509366,7,1,8.234558940183512e-09,"[0.04989128977991641,0.0872771472670138]","[0.0862471212227914,0.07482432643672952]"
V2R-PS,p028,3,26,False,True,True,0.05184127988456124,0.036281497050937084,10,2,1.4968789190345018e-08,"[0.18006479636766015,0.021756856795400382]","[0.0862471231258421,0.07482431616575229]"
V2R-PS,p028,3,27,False,True,True,0.05184127988456084,0.036281497050936536,11,1,7.840805986964312e-09,"[0.295997134745121,0.062298625241965055]","[0.08624712189194207,0.07482432256192348]"
V2R-PS,p028,3,28,False,True,True,0.051841279884560915,0.036281497050936626,12,1,4.0539436148650854e-09,"[0.2667668080795556,0.0037683722563087944]","[0.08624712118429516,0.0748243268071228]"
V2R-PS,p028,3,29,False,True,True,0.051841279884560935,0.03628149705093665,8,2,1.1338819174130831e-08,"[0.11733221638947725,0.06305422643199564]","[0.08624712127417902,0.07482432619841364]"
V2R-PS,p028,3,30,False,True,True,0.051841279884560935,0.03628149705093667,9,2,1.263579061463485e-08,"[0.08626063112169505,0.02879079943522811]","[0.08624712142801517,0.07482432525201921]"
V2R-PS,p028,3,31,False,True,True,0.05184127988456089,0.03628149705093659,11,1,7.773908251172813e-09,"[0.39022448648698627,0.08807794256135822]","[0.08624712195885849,0.07482432217561054]"
V2R-PS,p028,3,32,False,True,True,0.051841279884560894,0.03628149705093659,10,1,2.6256348246359872e-09,"[0.215,0.05]","[0.08624712184156638,0.07482432295110895]"
V2R-PS,p033,3,0,False,True,True,0.03704222447724502,0.01852370632200524,7,1,9.107934139417009e-09,"[0.07741584842093288,0.09949831990525126]","[0.07522859814657087,0.05211796302342623]"
V2R-PS,p033,3,1,False,True,True,0.03704222447724493,0.01852370632200515,12,1,1.1351204967600285e-09,"[0.32091598727740345,0.003551020473241806]","[0.07522859844672676,0.05211796170598881]"
V2R-PS,p033,3,2,False,True,True,0.03704222447724506,0.018523706322005278,10,1,2.5155097411768164e-09,"[0.34451233034953477,0.06711170114576817]","[0.07522859886835512,0.05211795978882673]"
V2R-PS,p033,3,3,False,True,True,0.037042224477245006,0.01852370632200523,9,1,4.025609567671419e-09,"[0.15454815538600086,0.03610588004812598]","[0.07522859894632922,0.052117959360207744]"
V2R-PS,p033,3,4,False,True,True,0.0370422244772449,0.018523706322005125,9,1,2.6850173576160867e-09,"[0.16135208788327873,0.05631362395361066]","[0.07522859840276437,0.05211796186896053]"
V2R-PS,p033,3,5,True,True,True,0.03704222447724487,0.018523706322005083,11,1,1.4873253970239781e-09,"[0.4049621313717216,0.04044451843947172]","[0.07522859845000415,0.05211796170283328]"
V2R-PS,p033,3,6,False,True,True,0.0370422244772453,0.01852370632200552,9,1,5.3542840479053445e-09,"[0.22006224002689123,0.07707649040967227]","[0.07522859934623818,0.052117957709126875]"
V2R-PS,p033,3,7,False,True,True,0.03704222447724494,0.018523706322005156,9,1,1.8543632060337883e-09,"[0.030417924225330354,0.01989871943369508]","[0.07522859839824621,0.05211796194468998]"
V2R-PS,p033,3,8,False,True,True,0.03704222447724489,0.0185237063220051,8,1,8.025592041631099e-10,"[0.026016065906733273,0.072076575178653]","[0.075228598371836,0.05211796202704824]"
V2R-PS,p033,3,9,False,True,True,0.03704222447724503,0.018523706322005243,11,1,8.256739624087521e-09,"[0.26605595329776405,0.030914407037198544]","[0.07522859841543765,0.052117961800071735]"
V2R-PS,p033,3,10,False,True,True,0.037042224477245186,0.0185237063220054,10,1,8.740917144726458e-09,"[0.3971480938512832,0.09296484980732203]","[0.07522859911073634,0.05211795863987945]"
V2R-PS,p033,3,11,False,True,True,0.03704222447724562,0.018523706322005836,10,1,9.406010252521452e-09,"[0.2106523719523102,0.010298894438892604]","[0.07522859991727635,0.05211795511483918]"
V2R-PS,p033,3,12,False,True,True,0.037042224477245055,0.01852370632200527,7,1,5.143156897819298e-09,"[0.10983902398496866,0.08363428665325046]","[0.07522859776236519,0.05211796479369886]"
V2R-PS,p033,3,13,False,True,True,0.0370422244772449,0.018523706322005125,12,1,1.0996874902853874e-09,"[0.3501889286190271,0.01317535936832428]","[0.07522859816570236,0.05211796298561179]"
V2R-PS,p033,3,14,False,True,True,0.037042224477245075,0.018523706322005284,10,1,4.736043096187202e-09,"[0.27279488171450794,0.051324438676238066]","[0.07522859911237229,0.052117958615468266]"
V2R-PS,p033,3,15,False,True,True,0.03704222447724496,0.018523706322005173,7,1,3.036118282963992e-09,"[0.08639922252856194,0.04561148649081588]","[0.07522859831752153,0.05211796230077406]"
V2R-PS,p033,3,16,False,True,True,0.037042224477245,0.018523706322005215,7,1,4.135406047450422e-09,"[0.09641097464598715,0.05497870873659849]","[0.07522859882161219,0.05211795997185378]"
V2R-PS,p033,3,17,False,True,True,0.037042224477245395,0.018523706322005618,10,1,6.153913779927802e-09,"[0.2830116641987115,0.04809390800073743]","[0.07522859964428526,0.052117956314455496]"
V2R-PS,p033,3,18,False,True,True,0.037042224477245034,0.01852370632200524,10,1,1.8528228281507964e-09,"[0.36686682196334003,0.0850703456439078]","[0.07522859883253957,0.05211795993781172]"
V2R-PS,p033,3,19,False,True,True,0.037042224477245034,0.01852370632200525,9,1,4.632275100970317e-09,"[0.1267219669185579,0.01812702286988497]","[0.0752285991058583,0.05211795876309137]"
V2R-PS,p033,3,20,False,True,True,0.03704222447724494,0.018523706322005153,9,1,2.9543598026426866e-09,"[0.20069989561103285,0.08833057209849358]","[0.07522859828332924,0.05211796250576933]"
V2R-PS,p033,3,21,False,True,True,0.037042224477244944,0.01852370632200516,12,1,1.7616439719593649e-09,"[0.3869905615132302,0.008398965280503035]","[0.07522859862012876,0.052117960943598364]"
V2R-PS,p033,3,22,False,True,True,0.03704222447724495,0.018523706322005166,10,1,9.102698156753245e-10,"[0.24933190673589706,0.0716205238364637]","[0.07522859833736638,0.052117962203982196]"
V2R-PS,p033,3,23,False,True,True,0.03704222447724557,0.01852370632200579,8,1,8.338808269282454e-09,"[0.009086995385587215,0.025380251184105876]","[0.07522859991031913,0.05211795505397587]"
V2R-PS,p033,3,24,False,True,True,0.037042224477245,0.018523706322005222,8,1,7.061202958742216e-09,"[0.04040517726913095,0.07912288904190064]","[0.07522859823504098,0.05211796264838841]"
V2R-PS,p033,3,25,False,True,True,0.03704222447724565,0.01852370632200586,10,2,1.0165304002780241e-08,"[0.2302643589489162,0.023898222576826812]","[0.07522859989667857,0.052117955141423346]"
V2R-PS,p033,3,26,False,True,True,0.0370422244772449,0.01852370632200512,11,1,1.4846597914320883e-09,"[0.4216153141949326,0.06248255437240005]","[0.07522859839574207,0.05211796191074252]"
V2R-PS,p033,3,27,False,True,True,0.0370422244772454,0.01852370632200562,9,1,8.40792146136385e-09,"[0.17822016862221063,0.04075410030782223]","[0.07522859972036273,0.052117955969056384]"
V2R-PS,p033,3,28,False,True,True,0.03704222447724543,0.018523706322005652,8,1,6.802807458060295e-09,"[0.14460705555975437,0.0640921613201499]","[0.07522859966636956,0.05211795614639911]"
V2R-PS,p033,3,29,False,True,True,0.03704222447724498,0.018523706322005187,11,1,2.554382541068817e-09,"[0.3343563390150666,0.032695735711604355]","[0.07522859864278056,0.05211796078623172]"
V2R-PS,p033,3,30,False,True,True,0.03704222447724489,0.01852370632200511,10,1,1.9136419688928017e-09,"[0.3042035286780447,0.09430253067985178]","[0.07522859820146229,0.05211796281470872]"
V2R-PS,p033,3,31,False,True,True,0.03704222447724511,0.018523706322005326,9,1,3.950354000065035e-09,"[0.060488517535850404,0.0026520797982811928]","[0.0752285989749025,0.052117959331494504]"
V2R-PS,p033,3,32,False,True,True,0.037042224477245006,0.018523706322005222,10,1,1.967522792692875e-09,"[0.215,0.05]","[0.07522859846061362,0.052117961652308045]"
V2R-PS,p043,3,0,False,True,True,0.06512761345208667,0.05726168145851968,10,2,1.0033039431354667e-07,"[0.2597219395916909,0.024950763024389744]","[0.07956023735955314,0.027765440661817978]"
V2R-PS,p043,3,1,False,True,True,0.06512761345205424,0.057261681458462645,10,2,5.165255492100018e-08,"[0.10830500016920268,0.0971919140778482]","[0.07956024402466895,0.02776541957175115]"
V2R-PS,p043,3,2,False,True,True,0.06512761345204901,0.05726168145845347,9,2,9.983184941014521e-08,"[0.0598597083799541,0.03744752900674939]","[0.07956025628050797,0.027765380773666155]"
V2R-PS,p043,3,3,True,True,True,0.06512761345204524,0.05726168145844682,11,2,6.402781488025328e-08,"[0.4190399860404432,0.059688704460859304]","[0.0795602544393549,0.02776538659341979]"
V2R-PS,p043,3,4,False,True,True,0.06512761345204611,0.05726168145844836,11,2,7.552523010737209e-08,"[0.3579733026213944,0.04907689038664103]","[0.07956025493165786,0.02776538502149852]"
V2R-PS,p043,3,5,False,True,True,0.0651276134520558,0.05726168145846538,9,2,5.4380754152184964e-08,"[0.026486570183187723,0.07292946493253112]","[0.07956024354032246,0.027765421091237148]"
V2R-PS,p043,3,6,False,True,True,0.06512761345212562,0.05726168145858816,10,2,1.3915915255740205e-07,"[0.18159860513173043,0.011573984194546938]","[0.07956023226069418,0.027765456852428896]"
V2R-PS,p043,3,7,False,True,True,0.06512761345212101,0.05726168145858006,10,2,1.3402714136363344e-07,"[0.30701486065052447,0.08542658314108849]","[0.07956023278437568,0.027765455146326053]"
V2R-PS,p043,3,8,False,True,True,0.06512761345209109,0.057261681458527454,10,2,1.0562900812579873e-07,"[0.28688214379362764,0.030595661234110595]","[0.07956023671065694,0.027765442800888707]"
V2R-PS,p043,3,9,False,True,True,0.06512761345205711,0.0572616814584677,10,2,1.4741038142253778e-07,"[0.18823806072585283,0.05361808594316245]","[0.07956025894182521,0.027765372422114368]"
V2R-PS,p043,3,10,False,True,True,0.06512761345204608,0.0572616814584483,9,2,2.812786506764752e-08,"[0.033230596166104076,0.018092415109276772]","[0.07956024715090822,0.02776540961986751]"
V2R-PS,p043,3,11,False,True,True,0.06512761345204726,0.05726168145845039,11,2,8.787781077043144e-08,"[0.3377360153757036,0.09111481690779329]","[0.07956025552726423,0.02776538317340395]"
V2R-PS,p043,3,12,False,True,True,0.06512761345204737,0.05726168145845056,11,2,3.157232126458534e-08,"[0.38542261319234966,0.0047600786201655865]","[0.07956024652334803,0.02776541159699189]"
V2R-PS,p043,3,13,False,True,True,0.0651276134520989,0.057261681458541186,9,2,2.976578485246825e-07,"[0.10697036812081932,0.07939392682164909]","[0.07956026654626146,0.02776534825308438]"
V2R-PS,p043,3,14,False,True,True,0.06512761345204866,0.05726168145845285,10,2,9.80990813590383e-08,"[0.15531108952127398,0.042257255688309674]","[0.07956025620108378,0.027765381060952967]"
V2R-PS,p043,3,15,False,True,True,0.06512761345204757,0.057261681458450925,10,2,9.050274594294245e-08,"[0.22620913713239132,0.06689108097925782]","[0.0795602556795382,0.02776538262827151]"
V2R-PS,p043,3,16,False,True,True,0.06512761345208173,0.05726168145851099,10,2,9.438704797689552e-08,"[0.23665444668382407,0.039029481913894416]","[0.07956023815603129,0.027765438204547296]"
V2R-PS,p043,3,17,False,True,True,0.06512761345205344,0.05726168145846124,10,2,4.906500248159075e-08,"[0.14486598420888186,0.0644444840028882]","[0.07956024427365359,0.027765418823452487]"
V2R-PS,p043,3,18,False,True,True,0.06512761345205774,0.05726168145846883,9,2,5.813020824141483e-08,"[0.09054201123304664,0.0015266165137290955]","[0.0795602430225151,0.027765422753546834]"
V2R-PS,p043,3,19,False,True,True,0.06512761345205716,0.05726168145846777,11,2,1.5157836160647937e-07,"[0.40185076584108176,0.07694159718230367]","[0.07956025893292458,0.027765372314320955]"
V2R-PS,p043,3,20,False,True,True,0.06512761345204722,0.057261681458450314,12,2,8.531305790827545e-08,"[0.3281306777242571,0.01312084784731269]","[0.07956025552209445,0.02776538316685806]"
V2R-PS,p043,3,21,False,True,True,0.06512761345210277,0.05726168145854799,9,2,3.104408773726267e-07,"[0.04283572957850992,0.09004961717873812]","[0.07956026708490248,0.027765346596340557]"
V2R-PS,p043,3,22,False,True,True,0.06512761345209543,0.057261681458535094,10,2,1.1044636932444869e-07,"[0.20550618447363375,0.025617642700672152]","[0.07956023603081623,0.027765444836311378]"
V2R-PS,p043,3,23,False,True,True,0.06512761345204639,0.05726168145844885,10,2,2.9443869145043464e-08,"[0.2696142242848873,0.052546390611678366]","[0.07956024706093771,0.027765409944065428]"
V2R-PS,p043,3,24,False,True,True,0.06512761345204918,0.057261681458453735,12,2,1.0103398983703411e-07,"[0.3167251787707209,0.007188100926578045]","[0.07956025635437074,0.027765380498499265]"
V2R-PS,p043,3,25,False,True,True,0.06512761345206641,0.05726168145848406,10,2,7.372465559485034e-08,"[0.1718884912505746,0.08338432935997844]","[0.07956024098891468,0.027765429176614287]"
V2R-PS,p043,3,26,False,True,True,0.06512761345208629,0.057261681458518995,9,2,1.0057662884198236e-07,"[0.009323426904156804,0.0446852476336062]","[0.07956023742889294,0.027765440483742816]"
V2R-PS,p043,3,27,False,True,True,0.06512761345205587,0.05726168145846552,11,2,1.507629952343586e-07,"[0.3751362416613847,0.07088150195777417]","[0.07956025855784901,0.02776537348088487]"
V2R-PS,p043,3,28,False,True,True,0.06512761345206264,0.057261681458477424,11,2,6.863406472099214e-08,"[0.4084896960202605,0.03129038643091917]","[0.0795602418223767,0.027765426565493464]"
V2R-PS,p043,3,29,False,True,True,0.06512761345207722,0.057261681458503064,7,2,8.842472636655516e-08,"[0.07040979416109622,0.05900038210675121]","[0.07956023891571903,0.027765435768483476]"
V2R-PS,p043,3,30,False,True,True,0.06512761345211941,0.057261681458577254,9,2,1.3212979035140717e-07,"[0.12462837658822536,0.018787098024040463]","[0.07956023294034442,0.02776545456298429]"
V2R-PS,p043,3,31,False,True,True,0.06512761345204952,0.05726168145845435,10,2,1.0479111752641322e-07,"[0.24339876741170882,0.09649711959064007]","[0.07956025646729353,0.02776538014254364]"
V2R-PS,p043,3,32,False,True,True,0.06512761345205625,0.05726168145846619,10,2,1.463575298922901e-07,"[0.215,0.05]","[0.07956025869279222,0.027765373089552955]"
V2R-PS,p046,3,0,False,True,True,0.1123881125540141,0.17051968588662547,8,2,3.591659089179318e-07,"[0.399280064702034,0.06905445829033852]","[0.13765053192841015,0.09999999999999999]"
V2R-PS,p046,3,1,False,True,True,0.11238811255401274,0.17051968588662136,10,2,5.956275822163934e-08,"[0.02555942946113646,0.009548457711935044]","[0.13765052950095577,0.09999999999999999]"
V2R-PS,p046,3,2,False,True,True,0.11238811255401289,0.17051968588662184,8,2,1.8110697922220344e-07,"[0.18801008470356464,0.07694680467247964]","[0.1376505304070039,0.09999999999999999]"
V2R-PS,p046,3,3,False,True,True,0.11238811255401256,0.1705196858866208,8,1,7.125823223512834e-09,"[0.23755106047727167,0.04230643138289452]","[0.13765052885992027,0.09999999999999999]"
V2R-PS,p046,3,4,False,True,True,0.11238811255401261,0.17051968588662098,9,2,3.279494402754738e-08,"[0.29063750905916097,0.0928510251455009]","[0.1376505291590667,0.09999999999999999]"
V2R-PS,p046,3,5,False,True,True,0.11238811255401272,0.17051968588662128,8,2,4.6092308837923656e-08,"[0.13357035945169626,0.026960681658238173]","[0.13765052931445462,0.09999999999999999]"
V2R-PS,p046,3,6,False,True,True,0.11238811255401265,0.17051968588662114,8,2,8.462307552418245e-08,"[0.0795513922534883,0.059983092825859785]","[0.13765052957531568,0.09999999999999999]"
V2R-PS,p046,3,7,False,True,True,0.11238811255401271,0.17051968588662125,10,2,1.2571747690254622e-08,"[0.3457982541900128,0.0192271220497787]","[0.13765052903431105,0.09999999999999999]"
V2R-PS,p046,3,8,False,True,True,0.11238811255401264,0.1705196858866211,9,2,6.065655309465426e-08,"[0.3557795150205493,0.08356307595968247]","[0.13765052941757963,0.09999999999999999]"
V2R-PS,p046,3,9,False,True,True,0.11238811255401279,0.17051968588662156,8,2,1.506369576720749e-07,"[0.08284666542895139,0.0489712655544281]","[0.13765053010202455,0.09999999999999999]"
V2R-PS,p046,3,10,False,True,True,0.1123881125540126,0.17051968588662095,7,2,3.7323394550676067e-08,"[0.13697062510997057,0.06321979612112046]","[0.13765052922369517,0.09999999999999999]"
V2R-PS,p046,3,11,False,True,True,0.11238811255401294,0.17051968588662203,10,2,1.545825741801137e-07,"[0.3007237639743835,0.0036645114421844484]","[0.13765053025275215,0.09999999999999999]"
V2R-PS,p046,3,12,False,True,True,0.11238811255401525,0.17051968588662897,7,2,4.993219474095663e-07,"[0.24755852157250047,0.05336720598861575]","[0.13765053311599493,0.09999999999999998]"
V2R-PS,p046,3,13,False,True,True,0.1123881125540126,0.170519685886621,9,1,8.458388504238037e-09,"[0.19127915761433542,0.012561903428286315]","[0.13765052899360847,0.09999999999999999]"
V2R-PS,p046,3,14,False,True,True,0.11238811255401265,0.17051968588662111,8,2,4.768990704244529e-08,"[0.028933494854718446,0.09868607176467777]","[0.13765052876745423,0.09999999999999999]"
V2R-PS,p046,3,15,False,True,True,0.112388112554013,0.17051968588662225,9,2,1.7803447255329453e-07,"[0.4093925198819488,0.032844243478029965]","[0.13765053043575878,0.09999999999999999]"
V2R-PS,p046,3,16,False,True,True,0.11238811255401264,0.17051968588662106,9,2,3.384085057054407e-08,"[0.4257065461575985,0.09560945751145483]","[0.1376505291864684,0.09999999999999999]"
V2R-PS,p046,3,17,False,True,True,0.11238811255401258,0.1705196858866209,9,2,3.213038858581426e-08,"[0.05366559841670096,0.036115598399192095]","[0.1376505291206835,0.09999999999999999]"
V2R-PS,p046,3,18,False,True,True,0.11238811255401264,0.1705196858866211,8,2,4.463847178206816e-08,"[0.21359670959413052,0.050388724822551016]","[0.13765052927325358,0.09999999999999999]"
V2R-PS,p046,3,19,False,True,True,0.11238811255401288,0.1705196858866218,9,2,1.56502197854463e-07,"[0.2648173728678375,0.01573626967146993]","[0.13765053019110665,0.09999999999999999]"
V2R-PS,p046,3,20,False,True,True,0.11238811255401267,0.1705196858866212,8,2,5.440064044917156e-08,"[0.3187436780147254,0.06629602666944266]","[0.13765052939195252,0.09999999999999999]"
V2R-PS,p046,3,21,False,True,True,0.11238811255401254,0.17051968588662084,9,2,6.334880413661335e-08,"[0.15999684090726077,0.00039354171603918077]","[0.1376505293557486,0.09999999999999999]"
V2R-PS,p046,3,22,False,True,True,0.11238811255401275,0.17051968588662142,7,2,7.740841206872893e-08,"[0.10681770464405417,0.08654117342084647]","[0.1376505295795812,0.09999999999999999]"
V2R-PS,p046,3,23,False,True,True,0.11238811255401258,0.17051968588662092,9,1,3.5118623396396607e-09,"[0.37138487908057866,0.04579728450626135]","[0.1376505289202096,0.09999999999999999]"
V2R-PS,p046,3,24,True,True,True,0.11238811255401253,0.17051968588662075,8,2,6.893687972554541e-08,"[0.32767212864011525,0.05700530605390668]","[0.137650528590222,0.09999999999999999]"
V2R-PS,p046,3,25,False,True,True,0.1123881125540126,0.17051968588662092,9,2,9.918461665760232e-08,"[0.056418966548517344,0.022401175368577244]","[0.13765052963820748,0.09999999999999999]"
V2R-PS,p046,3,26,False,True,True,0.1123881125540126,0.17051968588662095,7,2,4.034152641952706e-08,"[0.10970306966453791,0.08977453308179975]","[0.137650529219477,0.09999999999999999]"
V2R-PS,p046,3,27,False,True,True,0.11238811255401261,0.17051968588662103,9,2,3.140366663735558e-08,"[0.27513589602895083,0.03023153292015195]","[0.13765052919424933,0.09999999999999999]"
V2R-PS,p046,3,28,False,True,True,0.11238811255401338,0.1705196858866233,8,2,2.8434076878209744e-07,"[0.22113082269206644,0.0799249766394496]","[0.13765053127202112,0.09999999999999999]"
V2R-PS,p046,3,29,False,True,True,0.11238811255401307,0.1705196858866224,6,2,1.8422205666233867e-07,"[0.1631717712339014,0.03913199435919523]","[0.13765053048044606,0.09999999999999999]"
V2R-PS,p046,3,30,False,True,True,0.11238811255401264,0.17051968588662106,9,1,8.693654496133499e-09,"[0.003345626909285784,0.07213133554905653]","[0.13765052904374514,0.09999999999999999]"
V2R-PS,p046,3,31,False,True,True,0.11238811255401318,0.1705196858866227,10,2,2.3576946245248532e-07,"[0.38212496443651617,0.006277222745120526]","[0.13765053086838597,0.09999999999999999]"
V2R-PS,p046,3,32,False,True,True,0.11238811255401264,0.1705196858866211,8,2,3.118671030495412e-08,"[0.215,0.05]","[0.13765052916828108,0.09999999999999999]"
V2R-PS,p005,4,0,False,True,True,0.060194150953096846,0.04891503342101684,10,2,2.612255579664519e-07,"[0.03223096860572695,0.04923676839098334]","[0.11276691625463837,0.08503552795287227]"
V2R-PS,p005,4,1,False,True,True,0.060194150953082,0.0489150334209927,11,2,1.4431640535746084e-07,"[0.2833426575921476,0.07870506811887026]","[0.11276691101763432,0.08503556513509956]"
V2R-PS,p005,4,2,False,True,True,0.06019415095309097,0.04891503342100728,12,2,2.0879763324280587e-07,"[0.32360158609226347,0.02048080759122968]","[0.11276691451948058,0.08503554020961562]"
V2R-PS,p005,4,3,False,True,True,0.06019415095309333,0.04891503342101111,10,2,8.626714656357794e-08,"[0.2068617189861834,0.051211004704236986]","[0.11276689322448091,0.08503569129906502]"
V2R-PS,p005,4,4,False,True,True,0.06019415095309555,0.04891503342101471,11,2,2.1783641033753217e-07,"[0.13129706519655884,0.0014702889136970045]","[0.11276691597097825,0.08503553043502873]"
V2R-PS,p005,4,5,False,True,True,0.060194150953086056,0.0489150334209993,12,2,1.9303131234949956e-07,"[0.41264312918297946,0.07058787476271391]","[0.11276691272268288,0.08503555286236092]"
V2R-PS,p005,4,6,False,True,True,0.06019415095309066,0.04891503342100677,11,2,7.912338472176767e-08,"[0.26495296916924416,0.028769029024988416]","[0.112766894058897,0.0850356853470423]"
V2R-PS,p005,4,7,False,True,True,0.06019415095307628,0.0489150334209834,9,2,5.429732398646094e-08,"[0.06422872706316411,0.09953915812075138]","[0.11276690704616966,0.085035593259888]"
V2R-PS,p005,4,8,False,True,True,0.060194150953077334,0.048915033420985125,11,2,7.813731237565255e-08,"[0.08744812656193972,0.015577343199402094]","[0.11276690809483607,0.08503558585208143]"
V2R-PS,p005,4,9,False,True,True,0.06019415095308932,0.04891503342100462,10,2,7.323788421308759e-08,"[0.24113794054836035,0.05648067705333233]","[0.11276689448891465,0.08503568221268135]"
V2R-PS,p005,4,10,False,True,True,0.06019415095309568,0.04891503342101493,12,2,2.562768448014696e-07,"[0.3890067800879478,0.04278149111196399]","[0.11276691591091803,0.08503553022007299]"
V2R-PS,p005,4,11,False,True,True,0.06019415095307658,0.0489150334209839,9,2,5.535184885794887e-08,"[0.15468878798186778,0.08552655335515738]","[0.11276690743240465,0.08503559067355222]"
V2R-PS,p005,4,12,False,True,True,0.060194150953077986,0.04891503342098618,10,2,3.226287012522282e-08,"[0.1765066206920892,0.035218214709311725]","[0.11276689990783781,0.08503564390699273]"
V2R-PS,p005,4,13,False,True,True,0.06019415095309001,0.04891503342100573,11,2,2.2119795297231527e-07,"[0.3537120596785098,0.09272376447916031]","[0.11276691417617528,0.08503554253105822]"
V2R-PS,p005,4,14,False,True,True,0.06019415095311321,0.04891503342104343,12,2,1.2133580698468872e-07,"[0.3132808078918606,0.006367637868970633]","[0.11276688829501866,0.08503572610246779]"
V2R-PS,p005,4,15,False,True,True,0.060194150953098935,0.04891503342102022,9,2,9.119277260069566e-08,"[0.001697190785780549,0.06532431785017252]","[0.1127668916062825,0.0850357024785693]"
V2R-PS,p005,4,16,False,True,True,0.060194150953095237,0.04891503342101421,12,2,2.4051273422885967e-07,"[0.022046848349273205,0.009488988295197488]","[0.11276691582576077,0.08503553110316248]"
