sample_id,decision,camera_fail_count,camera_specific,acquisition_global,ev0_high_clip,p0_high_clip,ev0_p0_high_clip
L024_A1,UNRESOLVED,0,False,False,0.0,0.0067138671875,0.0
L024_A2,EXPOSURE_DRIVEN,0,False,False,0.0013631184895833333,0.055511474609375,0.0013631184895833333
L040_A4,EXPOSURE_DRIVEN,6,False,True,0.0027313232421875,0.150146484375,0.0027313232421875
L048_A2,UNRESOLVED,0,False,False,0.0007069905598958334,0.0005594889322916666,0.0007069905598958334
