AUDIT_ONLY,TRAINING_FORBIDDEN,ATTRIBUTION_ONLY,NOT_PART_OF_FORMAL_DATASET,latent_id,acquisition_id,sample_id,split,acquisition_role,camera,light,camera_role,light_role,M_base,H_base,M_mean_valid,H_mean_valid,mask_category,valid_skin_fraction,appearance_id,appearance_seed,shading_seed,specular_seed,exposure_ev,source_file,source_hash,S_mean,S_std,S_min,S_max,S_p95,S_p99,P_mean,P_std,P_min,P_max,P_p95,P_p99,preclip_rgb_mean,preclip_rgb_std,preclip_rgb_min,preclip_rgb_max,postclip_rgb_mean,postclip_rgb_std,postclip_rgb_min,postclip_rgb_max,valid_pixel_count,high_clip_element_fraction,high_clip_pixel_any_fraction,high_clip_pixel_all_fraction,low_clip_element_fraction,low_clip_pixel_any_fraction,low_clip_pixel_all_fraction,R_high_clip_fraction,R_low_clip_fraction,G_high_clip_fraction,G_low_clip_fraction,B_high_clip_fraction,B_low_clip_fraction,finite,nonfinite_count
True,True,True,True,L024,A1,L024_A1,validation_like_id,camera_only,Nikon D80,D65,seen,seen,0.0625,0.0625,0.06256523728370667,0.06253810971975327,Full,1.0,appearance1,9757097181539771478,9757097181539771478,9757097181539771478,0.23844806080941439,AM2-Lite deterministic reconstruction,88aee04840828cdfc070f20e34a319a7d98eb7c25d6251e6f8ecbb659121f236,1.0,0.15079595148563385,0.584407389163971,1.5044382810592651,1.233152985572815,1.3612737655639648,0.0,0.0,0.0,0.0,0.0,0.0,0.789741039276123,0.09546580165624619,0.5558112859725952,1.07106614112854,0.5988010764122009,0.1620652973651886,0.2693835496902466,1.0,65536,0.0067138671875,0.0201416015625,0.0,0.0,0.0,0.0,0.0201416015625,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L024,A2,L024_A2,validation_like_id,light_only,Canon 5DMarkII,A,seen,seen,0.0625,0.0625,0.06256523728370667,0.06253810971975327,Full,1.0,appearance2,11196435568747740365,11196435568747740365,11196435568747740365,0.3028134892998191,AM2-Lite deterministic reconstruction,88aee04840828cdfc070f20e34a319a7d98eb7c25d6251e6f8ecbb659121f236,1.0,0.15929998457431793,0.5677433013916016,1.4459184408187866,1.2777690887451172,1.3905556201934814,0.0003350512415636331,0.0029804303776472807,0.0,0.058777954429388046,1.842431265686173e-05,0.011042707599699497,0.8186079859733582,0.10546905547380447,0.5621541738510132,1.107051134109497,0.6469602584838867,0.18126903474330902,0.2761460542678833,1.0,65536,0.055511474609375,0.166534423828125,0.0,0.0,0.0,0.0,0.166534423828125,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L040,A4,L040_A4,camera_ood,joint,Canon 1DMarkIII,A,unseen,seen,0.0625,0.0625,0.06249423325061798,0.06226900964975357,Full,1.0,appearance2,16722695200166636480,16722695200166636480,16722695200166636480,0.467814299193375,AM2-Lite deterministic reconstruction,88aee04840828cdfc070f20e34a319a7d98eb7c25d6251e6f8ecbb659121f236,1.0,0.15420301258563995,0.4452989101409912,1.4460667371749878,1.2563800811767578,1.3812252283096313,0.00045963190495967865,0.0035912247840315104,0.0,0.061664726585149765,0.00014777817705180496,0.01605643890798092,0.8632810711860657,0.1111803948879242,0.5342531204223633,1.1693644523620605,0.7162960171699524,0.18345803022384644,0.24712610244750977,1.0,65536,0.15100606282552084,0.4530181884765625,0.0,0.0,0.0,0.0,0.4530181884765625,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L048,A2,L048_A2,light_ood,light_only,Canon 5DMarkII,FL11,seen,unseen,0.0625,0.0625,0.06230452284216881,0.06245453655719757,Full,1.0,appearance2,9856302397867634584,9856302397867634584,9856302397867634584,-0.003953918544967738,AM2-Lite deterministic reconstruction,88aee04840828cdfc070f20e34a319a7d98eb7c25d6251e6f8ecbb659121f236,1.0,0.16854679584503174,0.5343424677848816,1.444139003753662,1.2797675132751465,1.369573950767517,0.00016537675401195884,0.0012349827447906137,0.0,0.01876499317586422,6.384529115166515e-05,0.006049290299415588,0.7266437411308289,0.10669442266225815,0.4613179564476013,1.008368968963623,0.5021716952323914,0.16515959799289703,0.17996805906295776,1.0,65536,0.0005645751953125,0.0016937255859375,0.0,0.0,0.0,0.0,0.0016937255859375,0.0,0.0,0.0,0.0,0.0,True,0
