epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.6031884878873826,0.7380892992019653,0.8809318377911994
2,0.372789616137743,0.5388107657432556,0.8817946505608283
3,0.31263085156679155,0.5392610788345337,0.8688524590163935
4,0.2752391144633293,0.5156092584133148,0.9033649698015531
5,0.26544255912303927,0.6756231307983398,0.8869715271786023
6,0.21569428518414496,0.5964476644992829,0.8654012079378774
7,0.22578911408782004,0.5785438418388367,0.8619499568593615
8,0.2110377237200737,0.5886254966259002,0.8481449525452976
9,0.21450946033000945,0.6578598976135254,0.8377911993097498
10,0.22006314471364022,0.5903989553451539,0.8559102674719586
11,0.20482681766152383,0.5994573712348938,0.8541846419327006
12,0.19746840968728066,0.6567937731742859,0.8446937014667817
13,0.19924938157200814,0.5674993872642518,0.8731665228645383
14,0.18414311930537225,0.5699784219264984,0.8593615185504745
