epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.6316768944263458,0.5765632629394531,0.8421052631578948
2,0.41162903755903246,0.5515681266784668,0.8438308886971526
3,0.31055922284722326,0.5402895450592041,0.8472821397756687
4,0.2550287410616875,0.7469850301742553,0.8050043140638482
5,0.24884987324476243,0.6089333057403564,0.8317515099223469
6,0.22577782049775125,0.6944988548755646,0.7825711820534944
7,0.21922455132007598,0.7081985592842102,0.8352027610008629
8,0.2125626415014267,0.6179163813591003,0.8162208800690249
9,0.22859233915805816,0.719905036687851,0.7972389991371872
10,0.21560536399483682,0.7117284536361694,0.8239861949956859
11,0.2057726964354515,0.6320952653884888,0.8093183779119931
12,0.2069928340613842,0.6501329064369201,0.8395168248490077
13,0.2009585477411747,0.6647254943847656,0.8446937014667817
