variant,fold,feature,train_valid_n,val_valid_n,train_availability_ratio,val_availability_ratio,train_mean,train_std,train_median,train_min,train_max,val_mean,val_std,val_median,val_min,val_max,standardized_mean_difference,train_unavailable_n,val_unavailable_n,forehead_feature
global_stage2a,2,calibrated_forehead_minus_cheek_log2_y,389.0,97.0,0.9725,0.97,-0.0077056604830092,0.3363513209831054,0.0056850872591034,-1.6430733200202037,1.208498175913718,-0.0032231485571819,0.2717199808035231,0.0086139141264774,-0.6739073613800157,0.6668256837458179,0.0133268747472897,11.0,3.0,True
global_stage2a,2,calibrated_forehead_minus_cheek_log2_rg,389.0,97.0,0.9725,0.97,-0.0595794480732479,0.1134062504104288,-0.0590463782039496,-0.4697424810381063,0.377719668568016,-0.0385143476678825,0.0997880436567871,-0.0391643718714652,-0.3554953091692243,0.2477666849457464,0.1857490246712906,11.0,3.0,True
global_stage2a,2,calibrated_forehead_minus_cheek_log2_bg,389.0,97.0,0.9725,0.97,-0.1434514988297597,0.1083139579494873,-0.1393778082510985,-0.508366136688504,0.1353280260620694,-0.1330500443296793,0.1180051822818294,-0.129903302520693,-0.4399018587346201,0.1762922105989725,0.0960306011985189,11.0,3.0,True
global_stage2a,3,calibrated_cheek_mean_log2_y,400.0,100.0,0.9675,0.99,-1.977946919970355,0.3476245238184083,-1.9585379946587824,-4.165739242040681,-0.9551499897606892,-1.9773313091693836,0.3172736734168239,-2.0153431452836585,-3.06742838392492,-1.0402264746240233,0.0017709072829775,13.0,1.0,False
global_stage2a,3,calibrated_cheek_mean_log2_rg,400.0,100.0,0.9675,0.99,0.9715476496033928,0.1356074297550237,0.9755562405796836,0.4416153915108105,1.4307550380523009,0.9624910597798804,0.1356543129392842,0.9662584572806217,0.5643060743764882,1.2942822072286593,-0.066785351214703,13.0,1.0,False
global_stage2a,3,calibrated_cheek_mean_log2_bg,400.0,100.0,0.9675,0.99,-0.5895680900606021,0.132976356442366,-0.5908594590512819,-1.0635093817950678,-0.2104467362695735,-0.5695191462453376,0.1339152765269062,-0.5601746159332418,-0.9311239565274728,-0.2830186399170345,0.1507707411426479,13.0,1.0,False
global_stage2a,3,calibrated_forehead_minus_cheek_log2_y,387.0,99.0,0.9675,0.99,0.000806090535707,0.307851785634018,0.0189714059105407,-1.623140807898267,0.8513876185855666,-0.0432340650238281,0.380958308941353,-0.0566976988796353,-1.3804295901761352,1.2403539375971848,-0.1430563589840314,13.0,1.0,True
global_stage2a,3,calibrated_forehead_minus_cheek_log2_rg,387.0,99.0,0.9675,0.99,-0.0565607668265119,0.1114596504047683,-0.0582037049411108,-0.4345979650871619,0.3762157102131548,-0.0481390559171739,0.1092532196717991,-0.0461288696254285,-0.2992566478334201,0.2121349722390726,0.0755583825963412,13.0,1.0,True
global_stage2a,3,calibrated_forehead_minus_cheek_log2_bg,387.0,99.0,0.9675,0.99,-0.1389738951683514,0.109686159010338,-0.130896488780991,-0.510070728634447,0.1709347632370816,-0.1501575502421082,0.1126587997837389,-0.1416681197078644,-0.4545638102198107,0.0884959589491958,-0.1019604950584768,13.0,1.0,True
global_stage2a,4,calibrated_cheek_mean_log2_y,400.0,100.0,0.9725,0.97,-1.939226866525046,0.3152356269102007,-1.9282277051349568,-3.140061527541468,-0.8543521543621055,-2.0554284517440387,0.4241845699135337,-1.9672008884196448,-4.189493305430825,-0.994109882666054,-0.3686181868399483,11.0,3.0,False
global_stage2a,4,calibrated_cheek_mean_log2_rg,400.0,100.0,0.9725,0.97,0.9598671357052544,0.1341226942006064,0.965737804533929,0.43755785018049,1.3591804525069768,0.9989710792170085,0.1384372449598084,1.0025489546376427,0.6229833923015842,1.4452015586928617,0.2915535192967889,11.0,3.0,False
global_stage2a,4,calibrated_cheek_mean_log2_bg,400.0,100.0,0.9725,0.97,-0.5873970985320469,0.131473475632646,-0.5847944570158683,-0.9871872237101984,-0.2099341401020842,-0.5890013108198785,0.1403928435323647,-0.5942299624818139,-1.0837294271401847,-0.2332694943287367,-0.0122017941650372,11.0,3.0,False
global_stage2a,4,calibrated_forehead_minus_cheek_log2_y,389.0,97.0,0.9725,0.97,-6.216378374385856e-05,0.3214820252651013,0.0225918329444906,-1.639813700578128,1.232323370824464,-0.0552352356687671,0.3314126328604235,-0.075150130632952,-1.0648714990773986,0.8278986582523827,-0.171621016259078,11.0,3.0,True
global_stage2a,4,calibrated_forehead_minus_cheek_log2_rg,389.0,97.0,0.9725,0.97,-0.05182392792372,0.1081337735518336,-0.0494858902478403,-0.44562373640357,0.3768648077827268,-0.0571824843712609,0.1214184620515365,-0.0633508954407073,-0.3521305374047446,0.2646755728345242,-0.0495548825452969,11.0,3.0,True
global_stage2a,4,calibrated_forehead_minus_cheek_log2_bg,389.0,97.0,0.9725,0.97,-0.1405634049356816,0.1103082536353484,-0.1320377304201629,-0.5065457984192389,0.172616423867566,-0.1393446711485222,0.1103753535853704,-0.1330837035032227,-0.4340257601209961,0.1394848240379576,0.0110484369663602,11.0,3.0,True
global_stage2b,0,calibrated_nn_cheek_mean_log2_y,400.0,100.0,0.975,0.96,-1.9717615451900417,0.3286658713937627,-1.9592110504724345,-3.954850681106248,-0.9751585830602688,-1.930719802797236,0.3510919010604841,-1.9420801055338424,-3.131390213716908,-1.0161132233256578,0.1248737577125406,10.0,4.0,False
global_stage2b,0,calibrated_nn_cheek_mean_log2_rg,400.0,100.0,0.975,0.96,0.9633770707302144,0.1337776936369772,0.9676517631815598,0.4805219041218584,1.384586743500218,0.9758511184452938,0.131633145604192,0.9860411535110958,0.5431003382035785,1.2476326845314665,0.0932446013677678,10.0,4.0,False
global_stage2b,0,calibrated_nn_cheek_mean_log2_bg,400.0,100.0,0.975,0.96,-0.5879166497795278,0.1288938951595635,-0.5855127504774387,-1.092613839913949,-0.2078198709639008,-0.5841762389345218,0.138607856603396,-0.5777558959220571,-0.8880638284845537,-0.2926732054394161,0.0290193018092569,10.0,4.0,False
global_stage2b,0,calibrated_nn_forehead_minus_cheek_log2_y,390.0,96.0,0.975,0.96,-0.0264870405869947,0.3322239220488713,-0.0068335699176958,-1.6245335277125246,1.2075629153807497,0.0716047522406551,0.2770805577280614,0.0408546745902437,-0.8531302930558039,0.8006843433180936,0.2952580663749442,10.0,4.0,True
