epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.6204254865646363,0.7292418003082275,0.8041415012942192
2,0.3632841929793358,0.6055176794528961,0.7972389991371872
3,0.27781919836997987,0.5907400488853455,0.7963761863675582
4,0.2520791985094547,0.7607889413833618,0.7670405522001725
5,0.2625640906393528,0.6797919392585754,0.8300258843830888
6,0.2456634521484375,0.6072170436382294,0.8041415012942191
7,0.20073504969477654,0.6728845655918121,0.8024158757549611
8,0.22332479655742646,0.655671501159668,0.7791199309749783
9,0.20261693224310875,0.6261423051357269,0.8110440034512509
10,0.1964476838707924,0.6877951860427857,0.7963761863675582
11,0.20019227117300034,0.6281337320804596,0.7946505608283003
12,0.19229001700878143,0.6591860175132751,0.7955133735979292
13,0.19309093579649925,0.6388706684112548,0.7963761863675582
14,0.20898139327764512,0.6132415533065796,0.8213977566867989
15,0.19013915061950684,0.6372530460357666,0.7955133735979292
