cohort,level,variable,camera_id,total_n,n,missing_or_invalid_n,unique_n,min,p1,p5,p25,median,p75,p95,p99,max,mean,std,iqr,mad,mode,mode_proportion
all_exif_522,patient_group_median,EV100,Xiaomi/M2006J10C,236,236,0,8,6.158440902041554,6.480340148509297,6.480340148509297,6.895377647788141,7.480340148509297,7.480340148509297,8.48023197342491,8.480340148509297,8.715772987412716,7.265021660314246,0.529119585521703,0.5849625007211561,0.5849625007211561,7.480340148509297,0.4533898305084746
all_exif_522,patient_group_median,relative_optical_exposure,Xiaomi/M2006J10C,236,236,0,8,-8.715772987412716,-8.480340148509297,-8.48023197342491,-7.480340148509297,-7.480340148509297,-6.895377647788141,-6.480340148509297,-6.480340148509297,-6.158440902041554,-7.265021660314246,0.529119585521703,0.5849625007211561,0.5849625007211561,-7.480340148509297,0.4533898305084746
all_exif_522,patient_group_median,combined_exposure_gain,Xiaomi/M2006J10C,236,236,0,190,-9.715772987412716,-9.256915527484082,-8.488950784429685,-7.058228890111536,-6.329795108628154,-5.470640896742431,-4.285033578878573,-3.460866222657543,-2.6794690970086115,-6.316274624529141,1.285449003210132,1.5875879933691053,0.8294698315132405,-7.766644333665939,0.01694915254237288
all_exif_522,patient_group_median,sensitivity_value,Xiaomi/M2006J10C,236,236,0,167,4.0,4.223280387579368,4.599294117931935,5.4329594072761065,5.941106310946432,6.424736751045709,7.231863275717406,8.019473925851754,8.478971805032943,5.9487470357851056,0.8271326067496629,0.9917773437696029,0.5081469036703252,4.7136958148433585,0.01694915254237288
all_exif_522,patient_group_median,brightness_apex_pred,Xiaomi/M2006J10C,236,236,0,190,-2.320530902991389,-1.5391337773424552,-0.7149664211214273,0.4706408967424318,1.3297951086281539,2.058228890111536,3.488950784429685,4.256915527484082,4.715772987412716,1.316274624529141,1.2854490032101318,1.5875879933691044,0.82946983151324,2.7666443336659388,0.01694915254237288
all_exif_522,patient_group_median,brightness_residual,Xiaomi/M2006J10C,236,236,0,215,3.1995098512188385,3.704073529843758,5.790221449114297,6.046041103486268,6.161535175668165,6.300131504230999,6.483319342456792,6.640458489258308,6.908693675880719,6.11423385004713,0.43777988325735007,0.25409040074473044,0.1293739824535809,6.133355666334062,0.012711864406779662
all_exif_522,patient_group_median,device_centered_brightness,Xiaomi/M2006J10C,236,236,0,58,-2.1176470588235285,-1.6794117647058815,-1.2352941176470584,-0.47058823529411775,0.0,0.5294117647058822,1.26470588235294,1.8029411764705872,2.0588235294117636,0.017946161515453432,0.7643113827736514,1.0,0.47058823529411775,-0.11764705882352944,0.05508474576271186
formal_global_meanbg_500,image,ExposureTime,HONOR/BVL-AN00,267,267,0,28,0.0022222222222222222,0.0037527472527472527,0.0058823529411764705,0.01,0.016666666666666666,0.02,0.030303030303030304,0.04,0.04,0.01622946498682178,0.008176891872396416,0.01,0.006666666666666666,0.01,0.3895131086142322
formal_global_meanbg_500,image,FNumber,HONOR/BVL-AN00,267,267,0,2,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2.0,2.0,1.904494382022472,0.020756984654055562,0.0,0.0,1.9,0.9550561797752809
formal_global_meanbg_500,image,ISOSpeedRatings,HONOR/BVL-AN00,267,267,0,16,50.0,50.0,68.80000000000001,200.0,320.0,500.0,1000.0,1250.0,1600.0,387.6367041198502,281.0816898912195,300.0,160.0,400.0,0.13857677902621723
formal_global_meanbg_500,image,BrightnessValue,HONOR/BVL-AN00,267,267,0,214,-2.67,-2.3772,-1.75,-0.62,0.56,1.55,3.3569999999999998,4.364199999999997,5.43,0.5655805243445693,1.5880124062254803,2.17,1.0699999999999998,-1.43,0.011235955056179775
formal_global_meanbg_500,image,log2_exposure_time,HONOR/BVL-AN00,267,267,0,28,-8.813781191217037,-8.05871898236007,-7.409390936137702,-6.643856189774724,-5.906890595608519,-5.643856189774724,-5.044394119358453,-4.643856189774724,-4.643856189774724,-6.13622944599718,0.7699866636589809,1.0,0.7369655941662057,-6.643856189774724,0.3895131086142322
formal_global_meanbg_500,image,log2_iso_gain,HONOR/BVL-AN00,267,267,0,16,-1.0,-1.0,-0.5472777613085158,1.0,1.6780719051126378,2.321928094887362,3.321928094887362,3.643856189774725,4.0,1.5788817906451413,1.0943719054790864,1.3219280948873622,0.6780719051126378,2.0,0.13857677902621723
formal_global_meanbg_500,image,log2_fnumber,HONOR/BVL-AN00,267,267,0,2,0.925999418556223,0.925999418556223,0.925999418556223,0.925999418556223,0.925999418556223,0.925999418556223,0.925999418556223,1.0,1.0,0.9293252873851571,0.015360289334196694,0.0,0.0,0.925999418556223,0.9550561797752809
formal_global_meanbg_500,image,aperture_value_from_f,HONOR/BVL-AN00,267,267,0,2,1.851998837112446,1.851998837112446,1.851998837112446,1.851998837112446,1.851998837112446,1.851998837112446,1.851998837112446,2.0,2.0,1.8586505747703141,0.030720578668393388,0.0,0.0,1.851998837112446,0.9550561797752809
formal_global_meanbg_500,image,time_value_from_t,HONOR/BVL-AN00,267,267,0,28,4.643856189774724,4.643856189774724,5.044394119358453,5.643856189774724,5.906890595608519,6.643856189774724,7.409390936137702,8.058718982360066,8.813781191217037,6.13622944599718,0.7699866636589809,1.0,0.7369655941662057,6.643856189774724,0.3895131086142322
formal_global_meanbg_500,image,EV100,HONOR/BVL-AN00,267,267,0,30,6.643856189774724,6.643856189774724,6.8963929564708994,7.49585502688717,7.758889432720965,8.49585502688717,9.261389773250148,9.910717819472511,10.665780028329483,7.994880020767494,0.7601994923413037,1.0,0.7369655941662057,8.49585502688717,0.3895131086142322
formal_global_meanbg_500,image,relative_optical_exposure,HONOR/BVL-AN00,267,267,0,30,-10.665780028329483,-9.910717819472515,-9.261389773250148,-8.49585502688717,-7.758889432720965,-7.49585502688717,-6.8963929564708994,-6.643856189774724,-6.643856189774724,-7.994880020767494,0.7601994923413037,1.0,0.7369655941662057,-8.49585502688717,0.3895131086142322
