cohort,level,variable,SEX,sex_name,total_n,n,missing_or_invalid_n,unique_n,min,p1,p5,p25,median,p75,p95,p99,max,mean,std,iqr,mad,mode,mode_proportion
formal_global_meanbg_500,image,log2_fnumber,1,male,282,282,0,3,0.9183862344463479,0.9183862344463479,0.9183862344463479,0.9183862344463479,0.925999418556223,0.925999418556223,0.925999418556223,1.0,1.0,0.9250480527659193,0.013352995023645264,0.007613184109875104,0.0,0.925999418556223,0.5709219858156028
formal_global_meanbg_500,image,aperture_value_from_f,1,male,282,282,0,3,1.8367724688926959,1.8367724688926959,1.8367724688926959,1.8367724688926959,1.851998837112446,1.851998837112446,1.851998837112446,2.0,2.0,1.8500961055318386,0.026705990047290528,0.015226368219750208,0.0,1.851998837112446,0.5709219858156028
formal_global_meanbg_500,image,time_value_from_t,1,male,282,282,0,28,4.643567679616601,4.643567679616601,5.044394119358453,5.643567679616601,5.643856189774724,6.643856189774724,7.12393725674914,7.8683459553507396,8.679480099505446,5.932537730867598,0.7617426325504589,1.0002885101581231,0.5852510108792792,6.643856189774724,0.25177304964539005
formal_global_meanbg_500,image,EV100,1,male,282,282,0,30,6.480340148509297,6.480340148509297,6.895377647788141,7.480340148509297,7.49585502688717,8.49585502688717,8.975936093861586,9.720344792463186,10.53147893661789,7.7826338363994365,0.76019901310004,1.0155148783778731,0.6004773790990292,8.49585502688717,0.25177304964539005
formal_global_meanbg_500,image,relative_optical_exposure,1,male,282,282,0,30,-10.53147893661789,-9.720344792463186,-8.975936093861586,-8.49585502688717,-7.49585502688717,-7.480340148509297,-6.895377647788141,-6.480340148509297,-6.480340148509297,-7.7826338363994365,0.76019901310004,1.0155148783778731,0.6004773790990292,-8.49585502688717,0.25177304964539005
formal_global_meanbg_500,image,combined_exposure_gain,1,male,282,282,0,154,-10.261389773250148,-9.820055770749564,-9.139711216661896,-7.49585502688717,-6.49585502688717,-5.5975333503524975,-4.221970314996313,-3.6542663571267435,-3.2525367666961746,-6.594671438266141,1.4309764258257092,1.8983216765346729,1.0,-7.49585502688717,0.06382978723404255
formal_global_meanbg_500,image,sensitivity_value,1,male,282,282,0,105,4.0,4.0,4.356143810225276,5.622930350920177,6.070389327891398,7.0,8.0,8.643856189774725,9.0,6.187962398133295,1.052198323342993,1.3770696490798233,0.6321062985155375,6.0,0.09219858156028368
formal_global_meanbg_500,image,brightness_apex_pred,1,male,282,282,0,154,-1.7474632333038258,-1.345733642873256,-0.778029685003687,0.5975333503524964,1.4958550268871704,2.4958550268871704,4.139711216661895,4.820055770749563,5.261389773250148,1.594671438266141,1.4309764258257103,1.898321676534674,1.0,2.4958550268871704,0.06382978723404255
formal_global_meanbg_500,image,brightness_residual,1,male,282,282,0,242,-1.418889432720965,-1.3301929564708996,-1.047686717030165,-0.9319089557216484,-0.777783121774533,6.1436385404723985,6.39502075835268,6.535110228188658,6.908693675880719,1.932668987265774,3.453282969053751,7.075547496194047,0.254839859737903,-0.8577831217745331,0.01773049645390071
formal_global_meanbg_500,image,device_centered_brightness,1,male,282,282,0,193,-1.4884792626728112,-1.4117647058823524,-1.004377880184332,-0.39516129032258074,0.09216589861751151,0.540187042558959,1.410300894551368,1.8992165898617508,2.2442396313364052,0.1189659116906885,0.7392810116043914,0.9353483328815397,0.48617511520737333,0.11764705882352892,0.024822695035460994
formal_global_meanbg_500,patient_group_median,ExposureTime,0,female,209,209,0,24,0.0022222222222222222,0.0059450980392156865,0.01,0.02,0.020004,0.030006,0.040008,0.040008,0.050009,0.02225176756671366,0.009069185306566828,0.010006000000000001,0.010002,0.020004,0.23444976076555024
formal_global_meanbg_500,patient_group_median,FNumber,0,female,209,209,0,5,1.89,1.89,1.89,1.89,1.89,1.9,1.9,1.9959999999999993,2.0,1.895956937799043,0.014041253169779517,0.010000000000000009,0.0,1.89,0.569377990430622
formal_global_meanbg_500,patient_group_median,ISOSpeedRatings,0,female,209,209,0,121,50.0,64.24,80.0,167.0,260.0,400.0,800.0,1250.0,1250.0,329.32296650717706,243.7022186872343,233.0,115.0,400.0,0.07177033492822966
formal_global_meanbg_500,patient_group_median,BrightnessValue,0,female,209,209,0,133,-2.66,-2.1064000000000003,-1.472,0.41,5.8,7.4,8.9,10.075999999999995,10.4,4.2365311004784685,3.7698678244325188,6.99,2.8999999999999995,7.2,0.03827751196172249
formal_global_meanbg_500,patient_group_median,log2_exposure_time,0,female,209,209,0,24,-8.813781191217037,-7.403288621358813,-6.643856189774724,-5.643856189774724,-5.643567679616601,-5.058605178895445,-4.643567679616601,-4.643567679616601,-4.321668433148858,-5.634651306862531,0.6909313637807263,0.5852510108792792,0.5849625007211561,-5.643567679616601,0.23444976076555024
formal_global_meanbg_500,patient_group_median,log2_iso_gain,0,female,209,209,0,122,-1.0,-0.6385690545381029,-0.3219280948873623,0.7398481026993274,1.3448284969974411,2.0,3.0,3.643856189774725,3.643856189774725,1.3838542726588967,0.9881407487099925,1.2601518973006725,0.6551715030025589,2.0,0.07177033492822966
formal_global_meanbg_500,patient_group_median,log2_fnumber,0,female,209,209,0,5,0.9183862344463479,0.9183862344463479,0.9183862344463479,0.9183862344463479,0.9183862344463479,0.925999418556223,0.925999418556223,0.9970399767422484,1.0,0.9228856699147071,0.010442777437178469,0.007613184109875104,0.0,0.9183862344463479,0.569377990430622
formal_global_meanbg_500,patient_group_median,aperture_value_from_f,0,female,209,209,0,5,1.8367724688926959,1.8367724688926959,1.8367724688926959,1.8367724688926959,1.8367724688926959,1.851998837112446,1.851998837112446,1.9940799534844968,2.0,1.8457713398294142,0.020885554874356938,0.015226368219750208,0.0,1.8367724688926959,0.569377990430622
formal_global_meanbg_500,patient_group_median,time_value_from_t,0,female,209,209,0,24,4.321668433148858,4.643567679616601,4.643567679616601,5.058605178895445,5.643567679616601,5.643856189774724,6.643856189774724,7.403288621358811,8.813781191217037,5.634651306862531,0.6909313637807263,0.5852510108792792,0.5849625007211561,5.058605178895445,0.23444976076555024
formal_global_meanbg_500,patient_group_median,EV100,0,female,209,209,0,25,6.158440902041554,6.480340148509297,6.480340148509297,6.895377647788141,7.480340148509297,7.49585502688717,8.49585502688717,9.255287458471258,10.665780028329483,7.480422646691945,0.691970009401266,0.6004773790990292,0.5849625007211561,6.895377647788141,0.23444976076555024
formal_global_meanbg_500,patient_group_median,relative_optical_exposure,0,female,209,209,0,25,-10.665780028329483,-9.255287458471258,-8.49585502688717,-7.49585502688717,-7.480340148509297,-6.895377647788141,-6.480340148509297,-6.480340148509297,-6.158440902041554,-7.480422646691945,0.691970009401266,0.6004773790990292,0.5849625007211561,-7.480340148509297,0.23444976076555024
formal_global_meanbg_500,patient_group_median,combined_exposure_gain,0,female,209,209,0,145,-9.626872482823785,-9.133171352479376,-8.587333215077933,-6.86680849559137,-6.063500406596468,-5.173926931999809,-4.218321051358261,-3.2782910142871677,-2.6794690970086115,-6.0965683740330485,1.3280029874068935,1.6928815635915617,0.8895734745966593,-5.49585502688717,0.0430622009569378
formal_global_meanbg_500,patient_group_median,sensitivity_value,0,female,209,209,0,122,4.0,4.361430945461898,4.678071905112637,5.7398481026993275,6.344828496997441,7.0,8.0,8.643856189774725,8.643856189774725,6.383854272658897,0.9881407487099925,1.2601518973006725,0.6551715030025589,7.0,0.07177033492822966
formal_global_meanbg_500,patient_group_median,brightness_apex_pred,0,female,209,209,0,146,-2.320530902991389,-1.7217089857128367,-0.7816789486417379,0.1739269319998078,1.063500406596468,1.8668084955913704,3.587333215077933,4.1331713524793745,4.626872482823785,1.0965683740330483,1.3280029874068933,1.6928815635915626,0.8895734745966601,0.4958550268871704,0.0430622009569378
formal_global_meanbg_500,patient_group_median,brightness_residual,0,female,209,209,0,192,-1.527783121774533,-1.0634354271817859,-1.0044648615835374,-0.8477831217745331,5.973649117721489,6.160766162437134,6.411710131508276,6.63522209817056,6.6552837612214235,3.1399627264454204,3.453330604851726,7.008549284211667,0.38799648099782935,6.150843093062903,0.014354066985645933
formal_global_meanbg_500,patient_group_median,device_centered_brightness,0,female,209,209,0,133,-2.1176470588235285,-1.4753917050691245,-1.1410680401192734,-0.6682027649769586,-0.11764705882352944,0.33640552995391704,1.0626728110599077,1.6363675792897796,1.7926267281105992,-0.11693888853581266,0.7199659872872323,1.0046082949308757,0.5294117647058817,-0.11764705882352944,0.03827751196172249
formal_global_meanbg_500,patient_group_median,ExposureTime,1,male,274,274,0,33,0.0024390243902439024,0.004253913043478261,0.007854072398190045,0.01,0.02,0.020004,0.030303030303030304,0.040008,0.040008,0.01864469141000571,0.008747227507870768,0.010004,0.01,0.01,0.24452554744525548
formal_global_meanbg_500,patient_group_median,FNumber,1,male,274,274,0,4,1.89,1.89,1.89,1.89,1.9,1.9,1.9,2.0,2.0,1.898850364963504,0.018233614749303566,0.010000000000000009,0.0,1.9,0.5620437956204379
formal_global_meanbg_500,patient_group_median,ISOSpeedRatings,1,male,274,274,0,109,50.0,50.0,69.2,154.5,213.5,400.0,800.0,1250.0,1600.0,297.60766423357666,242.06967463303178,245.5,97.5,200.0,0.08394160583941605
formal_global_meanbg_500,patient_group_median,BrightnessValue,1,male,274,274,0,193,-2.67,-2.0905,-1.4369999999999998,0.54,2.3200000000000003,7.3,9.134999999999996,10.426999999999998,10.9,3.5693430656934306,3.7068879465361757,6.76,3.165,7.6,0.029197080291970802
formal_global_meanbg_500,patient_group_median,log2_exposure_time,1,male,274,274,0,33,-8.679480099505446,-7.877969494048157,-7.02385732550317,-6.643856189774724,-5.643856189774724,-5.643567679616601,-5.044394119358453,-4.643567679616601,-4.643567679616601,-5.926343753870261,0.7573376980233284,1.0002885101581231,0.5852510108792792,-6.643856189774724,0.24452554744525548
formal_global_meanbg_500,patient_group_median,log2_iso_gain,1,male,274,274,0,109,-1.0,-1.0,-0.5334049388372216,0.6275842704620134,1.070389327891398,1.9569416910187225,3.0,3.643856189774725,4.0,1.1860995465039499,1.0355828400911533,1.3293574205567091,0.6172326268185115,1.0,0.08394160583941605
formal_global_meanbg_500,patient_group_median,log2_fnumber,1,male,274,274,0,4,0.9183862344463479,0.9183862344463479,0.9183862344463479,0.9183862344463479,0.925999418556223,0.925999418556223,0.925999418556223,1.0,1.0,0.9250619536777528,0.013535464180711878,0.007613184109875104,0.0,0.925999418556223,0.5620437956204379
formal_global_meanbg_500,patient_group_median,aperture_value_from_f,1,male,274,274,0,4,1.8367724688926959,1.8367724688926959,1.8367724688926959,1.8367724688926959,1.851998837112446,1.851998837112446,1.851998837112446,2.0,2.0,1.8501239073555056,0.027070928361423757,0.015226368219750208,0.0,1.851998837112446,0.5620437956204379
formal_global_meanbg_500,patient_group_median,time_value_from_t,1,male,274,274,0,33,4.643567679616601,4.643567679616601,5.044394119358453,5.643567679616601,5.643856189774724,6.643856189774724,7.02385732550317,7.877969494048155,8.679480099505446,5.926343753870261,0.7573376980233284,1.0002885101581231,0.5852510108792792,6.643856189774724,0.24452554744525548
formal_global_meanbg_500,patient_group_median,EV100,1,male,274,274,0,35,6.480340148509297,6.480340148509297,6.895377647788141,7.480340148509297,7.49585502688717,8.49585502688717,8.875856162615616,9.7299683311606,10.53147893661789,7.776467661225767,0.7556912733454865,1.0155148783778731,0.6004773790990292,8.49585502688717,0.24452554744525548
formal_global_meanbg_500,patient_group_median,relative_optical_exposure,1,male,274,274,0,35,-10.53147893661789,-9.729968331160602,-8.875856162615616,-8.49585502688717,-7.49585502688717,-7.480340148509297,-6.895377647788141,-6.480340148509297,-6.480340148509297,-7.776467661225767,0.7556912733454865,1.0155148783778731,0.6004773790990292,-8.49585502688717,0.24452554744525548
formal_global_meanbg_500,patient_group_median,combined_exposure_gain,1,male,274,274,0,156,-10.261389773250148,-9.606617085589788,-9.139711216661896,-7.49585502688717,-6.502670760527992,-5.656590788201025,-4.2657614786529265,-3.646384727937293,-3.2525367666961746,-6.590368114721816,1.399699920876761,1.8392642386861455,0.9931842663591786,-7.49585502688717,0.05474452554744526
formal_global_meanbg_500,patient_group_median,sensitivity_value,1,male,274,274,0,109,4.0,4.0,4.466595061162779,5.627584270462013,6.070389327891398,6.956941691018723,8.0,8.643856189774725,9.0,6.186099546503951,1.0355828400911533,1.3293574205567094,0.6172326268185113,6.0,0.08394160583941605
formal_global_meanbg_500,patient_group_median,brightness_apex_pred,1,male,274,274,0,156,-1.7474632333038258,-1.3536152720627086,-0.734238521347076,0.6565907882010249,1.5026707605279923,2.4958550268871704,4.139711216661895,4.606617085589786,5.261389773250148,1.5903681147218154,1.3996999208767602,1.8392642386861455,0.9931842663591781,2.4958550268871704,0.05474452554744526
formal_global_meanbg_500,patient_group_median,brightness_residual,1,male,274,274,0,240,-1.3463929564708994,-1.2888334812321314,-1.0465298600977473,-0.9239828378616969,-0.7768190743308517,6.14522812563229,6.389560466629171,6.535848991074802,6.908693675880719,1.9789749509716152,3.4536492936954013,7.069210963493987,0.25610843911273296,-0.8577831217745331,0.01824817518248175
formal_global_meanbg_500,patient_group_median,device_centered_brightness,1,male,274,274,0,193,-1.4884792626728112,-1.4117647058823524,-1.0191244239631336,-0.37164543236649505,0.10599078341013823,0.5294117647058822,1.3927351585795598,1.90917050691244,2.2442396313364052,0.11900985965377425,0.7311206904051412,0.9010571970723773,0.45893195988072655,0.11764705882352892,0.025547445255474453
