cohort,level,variable,camera_id,label_3class,label_3class_name,total_n,n,missing_or_invalid_n,unique_n,min,p1,p5,p25,median,p75,p95,p99,max,mean,std,iqr,mad,mode,mode_proportion
all_exif_522,image,relative_optical_exposure,HONOR/BVL-AN00,1.0,mild,175,175,0,25,-9.981281854057414,-9.902164603159193,-9.367252687042503,-8.49585502688717,-7.49585502688717,-7.49585502688717,-6.8963929564708994,-6.643856189774724,-6.643856189774724,-7.952838957661854,0.7766977666754581,1.0,0.599462070416271,-8.49585502688717,0.36
all_exif_522,image,combined_exposure_gain,HONOR/BVL-AN00,1.0,mild,175,175,0,53,-9.758889432720965,-9.514156252138934,-8.918633806665058,-7.49585502688717,-6.173926931999808,-5.255676298141248,-4.218321051358261,-3.490763556912826,-3.2525367666961746,-6.352643439288493,1.4915835174381533,2.2401787287459225,1.0,-5.49585502688717,0.09714285714285714
all_exif_522,image,sensitivity_value,HONOR/BVL-AN00,1.0,mild,175,175,0,15,4.0,4.0,4.678071905112637,6.0,6.678071905112637,7.321928094887363,8.321928094887362,8.643856189774725,8.643856189774725,6.600195518373361,1.0689922536852707,1.3219280948873626,0.6780719051126374,7.0,0.15428571428571428
all_exif_522,image,brightness_apex_pred,HONOR/BVL-AN00,1.0,mild,175,175,0,53,-1.7474632333038258,-1.5092364430871767,-0.7816789486417379,0.2556762981412475,1.1739269319998078,2.4958550268871704,3.9186338066650546,4.514156252138934,4.758889432720965,1.3526434392884943,1.4915835174381533,2.240178728745923,1.0,0.4958550268871704,0.09714285714285714
all_exif_522,image,brightness_residual,HONOR/BVL-AN00,1.0,mild,175,175,0,136,-1.527783121774533,-1.3652420402959164,-1.0709759312632687,-0.9890161340100785,-0.9032099489447769,-0.8008550268871705,-0.7347831217745332,0.58911818289618,2.9341449731128293,-0.8620720107170656,0.38294668157817496,0.188161107122908,0.09264507794239352,-0.8939269319998078,0.02857142857142857
all_exif_522,image,device_centered_brightness,HONOR/BVL-AN00,1.0,mild,175,175,0,152,-1.4884792626728112,-1.4054377880184334,-1.0516129032258066,-0.5437788018433181,-0.09677419354838714,0.45622119815668205,1.2032258064516124,1.680092165898616,2.2442396313364052,-0.03199473337722188,0.7184515681396517,1.0,0.5253456221198157,0.3317972350230415,0.022857142857142857
all_exif_522,image,ExposureTime,HONOR/BVL-AN00,2.0,severe,108,108,0,15,0.0022222222222222222,0.0025482926829268294,0.00615686274509804,0.01,0.01,0.02,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.015021267408099092,0.006829072359079032,0.01,0.005081734186211798,0.01,0.42592592592592593
all_exif_522,image,FNumber,HONOR/BVL-AN00,2.0,severe,108,108,0,2,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2.0,1.9009259259259257,0.009622504486493773,0.0,0.0,1.9,0.9907407407407407
all_exif_522,image,ISOSpeedRatings,HONOR/BVL-AN00,2.0,severe,108,108,0,15,50.0,50.0,64.0,200.0,320.0,500.0,800.0,1000.0,1600.0,375.3796296296296,271.2560509714881,300.0,140.0,320.0,0.16666666666666666
all_exif_522,image,BrightnessValue,HONOR/BVL-AN00,2.0,severe,108,108,0,99,-2.35,-2.0353,-1.68,-0.6025,0.72,1.56,3.650999999999999,4.302499999999998,4.63,0.7074074074074075,1.5994434606668195,2.1625,1.07,1.55,0.027777777777777776
all_exif_522,image,log2_exposure_time,HONOR/BVL-AN00,2.0,severe,108,108,0,15,-8.813781191217037,-8.62952139246641,-7.346190650163064,-6.643856189774724,-6.643856189774724,-5.643856189774724,-5.044394119358453,-5.044394119358453,-5.044394119358453,-6.220550477273541,0.7282816768248724,1.0,0.7655347463629774,-6.643856189774724,0.42592592592592593
all_exif_522,image,log2_iso_gain,HONOR/BVL-AN00,2.0,severe,108,108,0,15,-1.0,-1.0,-0.6438561897747247,1.0,1.6780719051126378,2.321928094887362,3.0,3.321928094887362,4.0,1.5237170194653031,1.1195019197339018,1.3219280948873622,0.6780719051126378,1.6780719051126378,0.16666666666666666
all_exif_522,image,log2_fnumber,HONOR/BVL-AN00,2.0,severe,108,108,0,2,0.925999418556223,0.925999418556223,0.925999418556223,0.925999418556223,0.925999418556223,0.925999418556223,0.925999418556223,0.925999418556223,1.0,0.9266846091251468,0.007120709269458908,0.0,0.0,0.925999418556223,0.9907407407407407
all_exif_522,image,aperture_value_from_f,HONOR/BVL-AN00,2.0,severe,108,108,0,2,1.851998837112446,1.851998837112446,1.851998837112446,1.851998837112446,1.851998837112446,1.851998837112446,1.851998837112446,1.851998837112446,2.0,1.8533692182502937,0.014241418538917815,0.0,0.0,1.851998837112446,0.9907407407407407
all_exif_522,image,time_value_from_t,HONOR/BVL-AN00,2.0,severe,108,108,0,15,5.044394119358453,5.044394119358453,5.044394119358453,5.643856189774724,6.643856189774724,6.643856189774724,7.346190650163063,8.629521392466405,8.813781191217037,6.220550477273541,0.7282816768248724,1.0,0.7655347463629774,6.643856189774724,0.42592592592592593
all_exif_522,image,EV100,HONOR/BVL-AN00,2.0,severe,108,108,0,16,6.8963929564708994,6.8963929564708994,6.8963929564708994,7.49585502688717,8.49585502688717,8.49585502688717,9.198189487275508,10.48152022957885,10.665780028329483,8.073919695523834,0.7273250064855171,1.0,0.7655347463629774,8.49585502688717,0.42592592592592593
all_exif_522,image,relative_optical_exposure,HONOR/BVL-AN00,2.0,severe,108,108,0,16,-10.665780028329483,-10.481520229578855,-9.19818948727551,-8.49585502688717,-8.49585502688717,-7.49585502688717,-6.8963929564708994,-6.8963929564708994,-6.8963929564708994,-8.073919695523834,0.7273250064855171,1.0,0.7655347463629774,-8.49585502688717,0.42592592592592593
all_exif_522,image,combined_exposure_gain,HONOR/BVL-AN00,2.0,severe,108,108,0,33,-10.261389773250148,-10.201050733367145,-9.245985392645766,-7.49585502688717,-6.49585502688717,-5.173926931999809,-4.218321051358261,-3.8963929564708994,-3.5744648615835373,-6.55020267605853,1.5561380425489968,2.3219280948873617,1.0,-6.49585502688717,0.12037037037037036
all_exif_522,image,sensitivity_value,HONOR/BVL-AN00,2.0,severe,108,108,0,15,4.0,4.0,4.356143810225276,6.0,6.678071905112637,7.321928094887363,8.0,8.321928094887362,9.0,6.523717019465303,1.1195019197339011,1.3219280948873626,0.6780719051126374,6.678071905112637,0.16666666666666666
all_exif_522,image,brightness_apex_pred,HONOR/BVL-AN00,2.0,severe,108,108,0,33,-1.4255351384164623,-1.1036070435291006,-0.7816789486417379,0.1739269319998078,1.4958550268871704,2.4958550268871704,4.245985392645766,5.201050733367144,5.261389773250148,1.550202676058531,1.5561380425489963,2.3219280948873626,1.0,1.4958550268871704,0.12037037037037036
all_exif_522,image,brightness_residual,HONOR/BVL-AN00,2.0,severe,108,108,0,86,-1.3508175276083265,-1.2704550268871704,-1.0371082885639562,-0.9648909794434891,-0.8877831217745327,-0.7928730031653296,-0.6249777219350332,0.39228412612718383,0.6960730680001923,-0.8427952686511234,0.2680683023568545,0.1720179762781595,0.08807190511263774,-0.9839269319998079,0.037037037037037035
all_exif_522,image,device_centered_brightness,HONOR/BVL-AN00,2.0,severe,108,108,0,99,-1.3410138248847927,-1.1959907834101382,-1.0322580645161292,-0.5357142857142858,0.07373271889400917,0.4608294930875576,1.4244239631336402,1.7246543778801837,1.8755760368663597,0.06792968083290664,0.7370707192012992,0.9965437788018434,0.49308755760368667,0.45622119815668205,0.027777777777777776
all_exif_522,image,ExposureTime,Xiaomi/M2006J10C,0.0,normal,115,115,0,7,0.009036,0.010002,0.0100027,0.020004,0.020004,0.030006,0.040008,0.040008,0.050009,0.023474591304347835,0.007857436900624288,0.010002,0.0,0.020004,0.5478260869565217
all_exif_522,image,FNumber,Xiaomi/M2006J10C,0.0,normal,115,115,0,1,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,5.35239260126032e-15,0.0,0.0,1.89,1.0
all_exif_522,image,ISOSpeedRatings,Xiaomi/M2006J10C,0.0,normal,115,115,0,92,50.0,57.7,73.4,128.0,176.0,235.0,456.0,602.28,1115.0,207.36521739130436,137.51620832282796,107.0,55.0,128.0,0.02608695652173913
all_exif_522,image,BrightnessValue,Xiaomi/M2006J10C,0.0,normal,115,115,0,46,4.3,5.014,5.61,6.85,7.7,8.350000000000001,9.559999999999999,10.486,10.8,7.58086956521739,1.2344396876666965,1.5000000000000018,0.7999999999999998,7.2,0.05217391304347826
all_exif_522,image,log2_exposure_time,Xiaomi/M2006J10C,0.0,normal,115,115,0,7,-6.79010001393109,-6.643567679616601,-6.643466716204508,-5.643567679616601,-5.643567679616601,-5.058605178895445,-4.643567679616601,-4.643567679616601,-4.321668433148858,-5.496655609160431,0.5089397722419061,0.5849625007211561,0.0,-5.643567679616601,0.5478260869565217
all_exif_522,image,log2_iso_gain,Xiaomi/M2006J10C,0.0,normal,115,115,0,92,-1.0,-0.7939832941388845,-0.44626133340176616,0.35614381022527536,0.8155754288625726,1.2326476946978981,2.189033824390017,2.5844495122764806,3.4789718050329426,0.8290493715852636,0.7814535503138975,0.8765038844726227,0.42931163026096175,0.35614381022527536,0.02608695652173913
all_exif_522,image,log2_fnumber,Xiaomi/M2006J10C,0.0,normal,115,115,0,1,0.9183862344463479,0.9183862344463479,0.9183862344463479,0.9183862344463479,0.9183862344463479,0.9183862344463479,0.9183862344463479,0.9183862344463479,0.9183862344463479,0.918386234446348,2.0071472254726204e-15,0.0,0.0,0.9183862344463479,1.0
all_exif_522,image,aperture_value_from_f,Xiaomi/M2006J10C,0.0,normal,115,115,0,1,1.8367724688926959,1.8367724688926959,1.8367724688926959,1.8367724688926959,1.8367724688926959,1.8367724688926959,1.8367724688926959,1.8367724688926959,1.8367724688926959,1.836772468892696,4.014294450945241e-15,0.0,0.0,1.8367724688926959,1.0
all_exif_522,image,time_value_from_t,Xiaomi/M2006J10C,0.0,normal,115,115,0,7,4.321668433148858,4.643567679616601,4.643567679616601,5.058605178895445,5.643567679616601,5.643567679616601,6.643466716204508,6.643567679616601,6.79010001393109,5.496655609160431,0.5089397722419061,0.5849625007211561,0.0,5.643567679616601,0.5478260869565217
all_exif_522,image,EV100,Xiaomi/M2006J10C,0.0,normal,115,115,0,7,6.158440902041554,6.480340148509297,6.480340148509297,6.895377647788141,7.480340148509297,7.480340148509297,8.480239185097204,8.480340148509297,8.626872482823785,7.333428078053127,0.5089397722419058,0.5849625007211561,0.0,7.480340148509297,0.5478260869565217
all_exif_522,image,relative_optical_exposure,Xiaomi/M2006J10C,0.0,normal,115,115,0,7,-8.626872482823785,-8.480340148509297,-8.480239185097204,-7.480340148509297,-7.480340148509297,-6.895377647788141,-6.480340148509297,-6.480340148509297,-6.158440902041554,-7.333428078053127,0.5089397722419058,0.5849625007211561,0.0,-7.480340148509297,0.5478260869565217
all_exif_522,image,combined_exposure_gain,Xiaomi/M2006J10C,0.0,normal,115,115,0,100,-9.626872482823785,-9.274179209202334,-8.530638048028909,-7.223342158825791,-6.539233837562866,-5.797782602655216,-4.3136247035428745,-3.899321331124028,-2.6794690970086115,-6.504378706467864,1.2179704923981838,1.4255595561705752,0.7023194513593154,-7.124196338284022,0.02608695652173913
