subject_id,capture_id,roi,mean_log_residual,centered_logrmse,sam_deg,centered_log_residual_400nm,centered_log_residual_410nm,centered_log_residual_420nm,centered_log_residual_430nm,centered_log_residual_440nm,centered_log_residual_450nm,centered_log_residual_460nm,centered_log_residual_470nm,centered_log_residual_480nm,centered_log_residual_490nm,centered_log_residual_500nm,centered_log_residual_510nm,centered_log_residual_520nm,centered_log_residual_530nm,centered_log_residual_540nm,centered_log_residual_550nm,centered_log_residual_560nm,centered_log_residual_570nm,centered_log_residual_580nm,centered_log_residual_590nm,centered_log_residual_600nm,centered_log_residual_610nm,centered_log_residual_620nm,centered_log_residual_630nm,centered_log_residual_640nm,centered_log_residual_650nm,centered_log_residual_660nm,centered_log_residual_670nm,centered_log_residual_680nm,centered_log_residual_690nm,centered_log_residual_700nm
p017,p017_neutral_front,right_cheek,-0.0018682159869602654,0.1742593630914649,8.669591115158042,-0.573357758471066,-0.4247008548469993,-0.14857866652975285,-0.04745738552833204,0.060060801516354366,0.10081642680283351,0.1523356121104464,0.21920530263562152,0.22156064263383032,0.23857029280436512,0.21844966296078613,0.17780298640399936,0.1335158512876242,0.060468379058291576,-0.03471988403154928,-0.09917163791163144,-0.1014894210251556,-0.15917318781929327,-0.19263433224544782,-0.02372253728641097,0.020193360029621323,-0.040295410962904045,0.04511785099339157,6.376021544537524e-05,0.03196158657094469,-7.998846151960792e-05,0.07486615859138954,-0.02800530344102251,0.13093589690368865,-0.04512692265823152,0.03258871970068252
p018,p018_neutral_front,left_cheek,-0.0010483373360565997,0.20539589974961647,10.034238011153175,-0.7518008650242999,-0.5403198544289438,-0.27455137432343757,-0.18201537478352822,-0.03862326708083461,0.014447257890626303,0.08824579463932315,0.20747756780535645,0.26304756276750374,0.25298654738237714,0.21195212507387542,0.1778960194795707,0.14268630359492554,0.15576900824549547,0.09556455215237893,-0.04352430880581879,-0.0014496924659448227,0.019005071475581854,-0.03673865950783537,0.04437464378933933,0.10831634207969955,0.03256829892079718,0.049505925410256134,0.013974414372366812,0.036809603144782675,-0.04347100195373219,0.014283643244186645,-0.011879469827186333,0.027863616414015153,-0.025925627219384944,-0.006474802461511535
p018,p018_neutral_front,right_cheek,0.01730019990314999,0.31997640694501717,19.377597220145834,-1.1289577631632286,-0.8654672579973791,-0.5399182449662493,-0.4183255583248243,-0.1998028613573529,-0.16058731056484618,-0.09427585311149386,0.026106582630664923,0.06580328317010711,0.13807469812161224,0.1604267907435745,0.15377069487284536,0.1615062071054764,0.17802658161453402,0.13339889245601713,0.053893660124854664,0.03991817193696848,0.03208737200013104,0.03905382972382268,0.11351749874471531,0.13714006150591343,0.10184977047587532,0.2058921195184186,0.17405614810102046,0.2136321571654475,0.1837818303822593,0.25039408675526065,0.1632018237204053,0.31685871371441554,0.1459268988133127,0.21901697608772255
p019,p019_neutral_front,left_cheek,-0.0012092297352739026,0.16369158471819117,7.628567712450377,-0.5813436068860162,-0.43342194897793657,-0.18201055458917018,-0.08580086230842501,0.05151674906564027,0.07325828102729634,0.09108668603281009,0.18124453984887887,0.22790659335898253,0.22864995311189748,0.170307642301702,0.13998238962896778,0.09698614444087036,0.08973276894232926,0.02467570495071067,-0.01189487032943884,-0.013116618285893306,-0.03933088818004385,-0.10686187894155189,0.07055868586773892,0.12466159273403907,0.01342066801065353,0.03359481247364923,-0.018219221703536986,0.0041256564521543184,-0.07185761100131885,-0.0032580688303341107,-0.035675343019257816,0.018678324282731612,-0.04241937189090919,-0.015176347587219446
p019,p019_neutral_front,right_cheek,0.01754654921805872,0.262770322521356,15.047263902272233,-0.9463556012548998,-0.7403077223323457,-0.4361137270228053,-0.3111253278221518,-0.13585781417161807,-0.09535243670975808,-0.006636056713309538,0.0960816294833055,0.1326454564074519,0.18639172034399215,0.1839860128144623,0.16262314215178802,0.15750253759133076,0.15731714296703053,0.1182524663763344,0.049458397818728336,0.015075773231198505,0.01531483901615964,0.040897337978779744,0.1076322608729207,0.07899317579829994,0.016384416485393835,0.11295294617464761,0.0752863755087098,0.11507689528503444,0.0964159467283338,0.17472395185954354,0.08598428067939216,0.25089348944724416,0.08154183544931874,0.16031665555748825
p020,p020_neutral_front,left_cheek,0.015550529946694197,0.18041897202175666,9.512048622383963,-0.3536862483248247,-0.37416308377285207,-0.33091181264289554,-0.41207088363668937,-0.3082812784578713,-0.14204441760360814,0.08426951953461465,0.19799454609962946,0.31192852801293086,0.2723436552072738,0.1901182501553414,0.12128526709455184,0.04890492897249794,0.080874921003183,0.06637834574961748,-0.02122402863623101,-0.0321018606852183,-0.10842784476177053,-0.012923070144225274,0.07820819187279021,0.07241712985768384,0.06462917355661973,0.07729675713266287,0.0603439659182386,0.059402627165897455,0.028347089451209513,0.0568011361723117,-0.010986498041122556,0.09850971869393915,0.03515449051403203,0.10161278454228334
p020,p020_neutral_front,right_cheek,0.05241722970392852,0.26117625478907397,15.254026658030218,-0.6051579584406466,-0.5533644584118921,-0.4547865316626239,-0.5442015402657102,-0.44877580673373335,-0.27835060878695544,-0.07447499043933452,0.05571507076219091,0.12628314795068846,0.15129895395079668,0.1058227392849151,0.05989896916311439,0.014884587114260842,0.044959387971531276,0.05155419610548391,-0.02308783849616329,-0.010175471865766991,-0.12552769163084837,0.012267423826325355,0.10855041706182873,0.10986355090520279,0.1506896924847489,0.21338082386931362,0.21260349810698914,0.22369594455775038,0.2391279360770004,0.2424582670946856,0.15696779792937515,0.3523435547998725,0.185184569285113,0.3003523684324872
p021,p021_neutral_front,left_cheek,0.00299598476734631,0.15015592029421126,7.39237236830509,-0.25688963825028854,-0.2739743647194611,-0.22246129240817258,-0.29943147261652225,-0.19743307923850728,-0.014942997698309873,0.11262696995483323,0.2129888637962879,0.31466173476099635,0.2739698001542177,0.19477707525694143,0.11315153352006757,0.027862222380991446,0.01843006447607653,-0.02413582665056036,-0.09505690627071928,-0.05072287764804429,-0.1612745941348913,-0.08853414509030444,0.11566659442978489,0.11934944638417422,0.08363637317280181,0.06560827196593466,0.03473319912414096,0.02979222164545591,-0.014023109648091841,0.015267418537294181,-0.06829512959931522,0.036828485545394356,-0.0331747571656077,0.030999916033402845
p021,p021_neutral_front,right_cheek,0.042992727384053755,0.2351005524746348,13.434390202755232,-0.5402582716429233,-0.49644239149184816,-0.40268617656311473,-0.4938653235271802,-0.4155950931511034,-0.23615720288413894,-0.020314179300912685,0.10311892423573203,0.16809287148670665,0.18017368528883676,0.1151594722958456,0.06428019334374584,-0.003272323562220028,0.017422756036372264,0.024081909975969526,-0.04759724905141223,-0.03675149137454321,-0.1380593782550154,0.015270903321040794,0.11142581997405303,0.10293162219803124,0.13212655531768164,0.19501017079929844,0.1876213044101555,0.18503923555777474,0.19849346984583965,0.20524848934250778,0.11358690174182377,0.3101416211760812,0.13634750068928309,0.2654256737676329
p022,p022_neutral_front,left_cheek,0.006733953199739856,0.1484129791742629,7.596482326088584,-0.2520611171448655,-0.27227985521504044,-0.21631252618218672,-0.31339476952085016,-0.23697669393084425,-0.0670470675696499,0.12748150464831792,0.2285353151268062,0.30043041499688977,0.2550176043713121,0.1530871463879389,0.08642197989372319,-0.012538676514007146,0.017699397398394816,-0.011049132207276718,-0.11062998748435388,-0.07116594422035644,-0.14178885554390147,-0.05454147337223265,0.08399604531906962,0.10074319507472523,0.08265956906147837,0.06609803325836433,0.04552552193510156,0.043795443798593174,0.010756605850589957,0.03427751878736978,-0.02644629870191268,0.06251705752755005,0.014107423463406593,0.07308262070784649
p022,p022_neutral_front,right_cheek,0.05740605209990487,0.27161005976094493,15.90428681113862,-0.6141771569973323,-0.5790312851981017,-0.4718254258290962,-0.5507471056699251,-0.4618843377825432,-0.29017123649303417,-0.11380882045850213,0.029011187521608174,0.10261994046552816,0.10702820518289327,0.059745864609811274,0.03079983560237224,-0.01307759273535055,0.02920309504066635,0.028696167231688365,-0.049037777479357524,0.008995817845995714,-0.08398301450093723,0.04038690056926234,0.14481269355002316,0.15855575198961705,0.17649887048858795,0.24210347376666788,0.24167817699297936,0.24093559931612088,0.2565116093242534,0.267121078892622,0.1688697137016595,0.36092270065524684,0.20660970088750966,0.32663736950906624
