epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.6288654208183289,0.5688974380493164,0.8412424503882657
2,0.3789687305688858,0.6791155815124512,0.82053494391717
3,0.303579057008028,0.5806283473968505,0.8498705780845557
4,0.25098579451441766,0.6448909759521484,0.8481449525452976
5,0.21430691182613373,0.539172500371933,0.8904227782571182
6,0.2381763018667698,0.6638823986053467,0.8377911993097498
7,0.20711672976613044,0.5139197051525116,0.8817946505608283
8,0.23906072601675987,0.598843801021576,0.8507333908541846
9,0.2061168372631073,0.5197089076042175,0.8740293356341674
10,0.2080332025885582,0.478506475687027,0.905090595340811
11,0.20722544342279434,0.5521145284175872,0.917169974115617
12,0.199733454734087,0.4934601664543152,0.91458153580673
13,0.20268823802471161,0.48922722935676577,0.8990509059534081
14,0.20517198517918586,0.5029053151607513,0.91458153580673
15,0.20910492464900016,0.5299145638942718,0.8766177739430544
16,0.21431165039539338,0.5046306431293488,0.8930112165660051
17,0.19796276614069938,0.5312629103660583,0.8930112165660051
18,0.19310420155525207,0.5115529596805573,0.905090595340811
19,0.1985839031636715,0.5891569793224335,0.90595340811044
20,0.19650488570332528,0.5529830574989318,0.8990509059534082
21,0.1884344182908535,0.4957158207893372,0.913718723037101
