epoch,lambda_pair,train_total_loss,train_supervised_loss,train_pair_loss,validation_masked_smooth_l1,learning_rate,val_masked_smooth_l1_M,val_masked_smooth_l1_H,val_mae_M,val_mae_H,val_rmse_M,val_rmse_H,val_mean_predictor_mae_M,val_mean_predictor_mae_H,val_prediction_mean_M,val_prediction_mean_H,val_target_mean_M,val_target_mean_H,val_prediction_variance_M,val_prediction_variance_H,val_target_variance_M,val_target_variance_H,val_variance_ratio_M,val_variance_ratio_H,val_zero_saturation_fraction_M,val_zero_saturation_fraction_H,val_one_saturation_fraction_M,val_one_saturation_fraction_H,val_pearson_M,val_pearson_H,val_spearman_M,val_spearman_H
16,0.5,0.0490414229455404,0.03811577194584533,0.02185130205526948,0.04023173013498397,0.00028782324386324637,0.002070056250230213,0.07839340401973773,0.015531597081959217,0.11598459155832154,0.02040171492453104,0.18390509202741648,0.2528877486005862,0.2503388421722539,0.4982402319969241,0.5492568833006958,0.4971985955571778,0.49812037766567546,0.08377367195866775,0.052137538454265,0.08505253101984322,0.08396739866040759,0.9849638917755767,0.6209259699127604,0.0,0.0,0.0,0.0,0.9982326030731201,0.7970484495162964,0.9983440325229723,0.7893900005628912
17,0.5,0.046859581730980426,0.03600218250453472,0.021714798468584196,0.035291506801630526,0.00023285451590799116,0.0023340547702093207,0.06824895883305174,0.017074347800274312,0.10489794247362273,0.021639487778641785,0.16570502386267547,0.2528877486005862,0.2503388421722539,0.4979737502576183,0.5261485547374544,0.4971985955571778,0.49812037766567546,0.081860242746085,0.05456924864595608,0.08505253101984322,0.08396739866040759,0.9624668632963616,0.6498861405323807,0.0,0.0,0.0,0.0,0.9980373382568359,0.8311758637428284,0.998094617409316,0.8241766463517314
18,0.5,0.04528133255615831,0.034421611935831604,0.021719441237743012,0.032781934756775793,0.00018210671712052954,0.0019179117351980784,0.06364595777835351,0.014950746904407662,0.10028366249353181,0.019626519665313952,0.15254314388090837,0.2528877486005862,0.2503388421722539,0.4982822423365194,0.5012866489128192,0.4971985955571778,0.49812037766567546,0.08517179622677701,0.05860724801231132,0.08505253101984322,0.08396739866040759,1.0014022534721037,0.6979762258604527,0.0,0.0,0.0,0.0,0.9983722567558289,0.854560911655426,0.998431776088601,0.8461930750604965
19,0.5,0.04388175347475335,0.033008003156026824,0.02174750052820891,0.03246242109202174,0.0001363801706030051,0.002090142502650483,0.062834699681393,0.015792815817514714,0.09794936039982821,0.020468282911905212,0.1626941273877656,0.2528877486005862,0.2503388421722539,0.5017546423198269,0.5305279720521016,0.4971985955571778,0.49812037766567546,0.08424787414328616,0.06374447528734595,0.08505253101984322,0.08396739866040759,0.9905392953400842,0.7591574385333771,0.0,1.8395148389983033e-08,0.0,0.0,0.998295247554779,0.8403411507606506,0.9983915096116227,0.8351417629138129
20,0.5,0.0420549701529555,0.03133473588908091,0.021440468439948745,0.031823817096219606,9.639601130971386e-05,0.0021858406131312355,0.06146179357930797,0.015828157563274912,0.09746806842597981,0.020934881733360115,0.15189356446877397,0.2528877486005862,0.2503388421722539,0.49350124311430793,0.49724584903704155,0.4971985955571778,0.49812037766567546,0.08113808436013048,0.06182595618978465,0.08505253101984322,0.08396739866040759,0.9539761296603921,0.7363090577550178,0.0,0.0,0.0,0.0,0.9983905553817749,0.854491651058197,0.9984888622543234,0.84530033219627
21,0.5,0.04036986481295898,0.030123491336777806,0.02049274694302585,0.029751661088226317,6.278481331809018e-05,0.0020401794577777402,0.05746314271867489,0.015744663148127114,0.09279089642425879,0.020223880793912997,0.14585535254282447,0.2528877486005862,0.2503388421722539,0.5023777566994527,0.514239055017486,0.4971985955571778,0.49812037766567546,0.08383323035184681,0.05905313113000854,0.08505253101984322,0.08396739866040759,0.9856641459886485,0.7032864191594081,0.0,3.6790296779966063e-09,0.0,0.0,0.9983733892440796,0.8697138428688049,0.9985363626229887,0.8614827901518258
22,0.5,0.039701211051177236,0.029174024771992116,0.02105437254991848,0.029468605526814327,3.607664529881847e-05,0.00185352490137165,0.057083686152257,0.014756473743315606,0.09220501642257052,0.019281004963950864,0.1471650335929759,0.2528877486005862,0.2503388421722539,0.4954632207201894,0.5117096352830144,0.4971985955571778,0.49812037766567546,0.0846324825283846,0.060367182799935026,0.08505253101984322,0.08396739866040759,0.9950613052142959,0.7189359651843,0.0,5.88644748479457e-08,0.0,0.0,0.9984428882598877,0.8660285472869873,0.9985496912699199,0.8581315611291059
23,0.5,0.03878190464181826,0.02883393584722653,0.01989593761006836,0.02833768812333127,1.669271101624884e-05,0.0017613291265739513,0.054914047120088585,0.014398823270378424,0.08940404604529545,0.01879635828623396,0.14323030640266293,0.2528877486005862,0.2503388421722539,0.4976760034540513,0.5110148347559221,0.4971985955571778,0.49812037766567546,0.08387263414488524,0.062476255491893784,0.08505253101984322,0.08396739866040759,0.9861274337070263,0.744053721904245,0.0,1.1037089033989819e-07,0.0,0.0,0.9985538721084595,0.8743560314178467,0.9986126317586836,0.8664209767998019
24,0.5,0.03850590949663892,0.02835107972435653,0.02030965953185223,0.02866483168833859,4.938706693418358e-06,0.0017571117135867567,0.05557255166309042,0.014341600132735294,0.09036191474430612,0.018774101709531674,0.14359892575925043,0.2528877486005862,0.2503388421722539,0.49596853267102237,0.5108942859880614,0.4971985955571778,0.49812037766567546,0.08423027633990321,0.06123955723741514,0.08505253101984322,0.08396739866040759,0.9903323902289495,0.7293254074130427,0.0,1.2876603872988123e-07,0.0,0.0,0.9985551238059998,0.873253583908081,0.998617053520983,0.8654790722892173
25,0.5,0.0378096289427951,0.027936902637546883,0.019745452654559632,0.028112986482674022,1e-06,0.0017603721607031874,0.054465600804644854,0.014414523562987247,0.08890506736710764,0.018790368460600806,0.1426020174404959,0.2528877486005862,0.2503388421722539,0.4986852941269186,0.511072207578247,0.4971985955571778,0.49812037766567546,0.08449623196384473,0.06309601567681772,0.08505253101984322,0.08396739866040759,0.993459347425314,0.751434683977757,0.0,2.4281595874777604e-07,0.0,0.0,0.9985514879226685,0.8751790523529053,0.9986251784852079,0.8677565407743275
