camera_name,illuminant_name,camera_light_qualified,m,h,observation_space,sigma_max,sigma_min,sigma_ratio,condition_number,numerical_rank,finite,status
Canon 300D,D65,True,0.35,0.65,camera_rgb_wb,0.830881840051,0.0103214490832,0.0124222826709,80.5005027249,2,True,PASS
Canon 300D,D65,True,0.35,0.65,linear_srgb_unclipped,0.860042935497,0.0229850734917,0.0267254953712,37.4174542364,2,True,PASS
Canon 300D,D65,True,0.35,0.65,chromaticity,0.477416258087,0.0175642386723,0.0367901980185,27.1811529663,2,True,PASS
Canon 300D,D65,True,0.35,0.8,camera_rgb_wb,0.804472069224,0.00914403046118,0.0113664983671,87.9778422261,2,True,PASS
Canon 300D,D65,True,0.35,0.8,linear_srgb_unclipped,0.836610403492,0.0202773439662,0.0242374991771,41.2583820093,2,True,PASS
Canon 300D,D65,True,0.35,0.8,chromaticity,0.47693368216,0.0159876521167,0.0335217509576,29.8313772829,2,True,PASS
Canon 300D,D65,True,0.5,0.2,camera_rgb_wb,0.628265380616,0.0114500011718,0.0182247845021,54.8703333028,2,True,PASS
Canon 300D,D65,True,0.5,0.2,linear_srgb_unclipped,0.677499606751,0.0262324257414,0.0387194700631,25.8267997565,2,True,PASS
Canon 300D,D65,True,0.5,0.2,chromaticity,0.426930975928,0.0246297537927,0.0576902477951,17.3339522401,2,True,PASS
Canon 300D,D65,True,0.5,0.35,camera_rgb_wb,0.603488739103,0.00952378023939,0.0157812062136,63.3665124492,2,True,PASS
Canon 300D,D65,True,0.5,0.35,linear_srgb_unclipped,0.655315042383,0.0217669607128,0.0332160248201,30.1059505288,2,True,PASS
Canon 300D,D65,True,0.5,0.35,chromaticity,0.4256568246,0.021316406668,0.0500788556323,19.9685074145,2,True,PASS
Canon 300D,D65,True,0.5,0.5,camera_rgb_wb,0.582252992595,0.00812216463757,0.0139495455427,71.6869232005,2,True,PASS
Canon 300D,D65,True,0.5,0.5,linear_srgb_unclipped,0.636258151654,0.0185208145001,0.0291089622223,34.3536809166,2,True,PASS
Canon 300D,D65,True,0.5,0.5,chromaticity,0.424559233703,0.0188372338661,0.0443689180938,22.5383003004,2,True,PASS
