epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.6232734739780426,0.662274980545044,0.7635893011216565
2,0.42372758537530897,0.6053139269351959,0.8239861949956858
3,0.2941015876829624,0.5664917409420014,0.8283002588438308
4,0.27294141948223116,0.6237175703048706,0.7998274374460741
5,0.25242721363902093,0.7830363988876343,0.6928386540120793
6,0.23845846056938172,0.7819263100624084,0.7687661777394306
7,0.23982541710138322,0.7979510188102722,0.8170836928386541
8,0.21752751842141152,0.6960458159446716,0.8050043140638482
9,0.2117023676633835,0.600636750459671,0.8291630716134599
10,0.1973223052918911,0.6771519541740417,0.819672131147541
11,0.1971469208598137,0.6558730781078339,0.7946505608283002
12,0.19595421999692916,0.5896402955055237,0.816220880069025
13,0.1907718449831009,0.6473955094814301,0.8196721311475409
14,0.20137082189321517,0.7046424269676208,0.813632441760138
15,0.19392943978309632,0.6345516741275787,0.8024158757549612
16,0.1961224265396595,0.6572351574897766,0.8196721311475409
17,0.21193152964115142,0.6119502902030944,0.8093183779119931
18,0.20242400467395782,0.7260574698448181,0.8041415012942191
19,0.20734335482120514,0.6144454777240753,0.811044003451251
