m,h,shading,specular,illuminant_name,deltae00
0.1,0.3,0.5,0.1,D65,0.0373679945745
0.1,0.3,0.5,0.1,A,0.0204196531048
0.1,0.3,0.5,0.1,FL2,0.0128225959337
0.1,0.3,0.5,0.1,FL11,0.0781233685987
0.1,0.3,1.0,0.0,D65,0.0532568506997
0.1,0.3,1.0,0.0,A,0.0297621639325
0.1,0.3,1.0,0.0,FL2,0.0173231865969
0.1,0.3,1.0,0.0,FL11,0.100066331721
0.1,0.3,1.0,0.03,D65,0.0517988893309
0.1,0.3,1.0,0.03,A,0.0286745569919
0.1,0.3,1.0,0.03,FL2,0.016951918671
0.1,0.3,1.0,0.03,FL11,0.0981813510605
0.1,0.3,1.0,0.1,D65,0.048633109247
0.1,0.3,1.0,0.1,A,0.0265531763617
0.1,0.3,1.0,0.1,FL2,0.0161537813783
0.1,0.3,1.0,0.1,FL11,0.094495902428
0.1,0.3,1.5,0.0,D65,0.0567446821302
0.1,0.3,1.5,0.0,A,0.0322668477908
0.1,0.3,1.5,0.0,FL2,0.0183098588705
0.1,0.3,1.5,0.0,FL11,0.107260139339
0.1,0.3,1.5,0.03,D65,0.0558045761518
0.1,0.3,1.5,0.03,A,0.0314667977251
0.1,0.3,1.5,0.03,FL2,0.0180200689756
0.1,0.3,1.5,0.03,FL11,0.105485503052
0.1,0.3,1.5,0.1,D65,0.0538245617915
0.1,0.3,1.5,0.1,A,0.0298621953103
0.1,0.3,1.5,0.1,FL2,0.0174719746472
0.1,0.3,1.5,0.1,FL11,0.102087863701
0.1,0.4,0.5,0.0,D65,0.0479338493659
0.1,0.4,0.5,0.0,A,0.0259436483695
0.1,0.4,0.5,0.0,FL2,0.016491923624
0.1,0.4,0.5,0.0,FL11,0.0929649653025
0.1,0.4,0.5,0.03,D65,0.0444858385379
0.1,0.4,0.5,0.03,A,0.0238951293516
0.1,0.4,0.5,0.03,FL2,0.0155048879289
0.1,0.4,0.5,0.03,FL11,0.0889647373853
0.1,0.4,0.5,0.1,D65,0.0382683991311
0.1,0.4,0.5,0.1,A,0.0205061659111
0.1,0.4,0.5,0.1,FL2,0.0135210983826
0.1,0.4,0.5,0.1,FL11,0.0799322230631
0.1,0.4,1.0,0.0,D65,0.0547728989225
0.1,0.4,1.0,0.0,A,0.0299907309169
0.1,0.4,1.0,0.0,FL2,0.0182823742664
0.1,0.4,1.0,0.0,FL11,0.102872185352
0.1,0.4,1.0,0.03,D65,0.0532092331941
0.1,0.4,1.0,0.03,A,0.0288361307269
0.1,0.4,1.0,0.03,FL2,0.017894191705
0.1,0.4,1.0,0.03,FL11,0.100695917484
0.1,0.4,1.0,0.1,D65,0.0498589541584
0.1,0.4,1.0,0.1,A,0.0266256367616
0.1,0.4,1.0,0.1,FL2,0.0170587590603
0.1,0.4,1.0,0.1,FL11,0.0965866513978
0.1,0.4,1.5,0.0,D65,0.0584253598877
0.1,0.4,1.5,0.0,A,0.0325770019646
0.1,0.4,1.5,0.0,FL2,0.0193407753084
0.1,0.4,1.5,0.0,FL11,0.11066259399
0.1,0.4,1.5,0.03,D65,0.0573852394255
0.1,0.4,1.5,0.03,A,0.03171298841
0.1,0.4,1.5,0.03,FL2,0.0190286199138
0.1,0.4,1.5,0.03,FL11,0.108650268038
0.1,0.4,1.5,0.1,D65,0.0552325220395
0.1,0.4,1.5,0.1,A,0.0299974953329
0.1,0.4,1.5,0.1,FL2,0.0184467660234
0.1,0.4,1.5,0.1,FL11,0.104777736156
0.1,0.5,0.5,0.0,D65,0.0489704008551
0.1,0.5,0.5,0.0,A,0.0260161317737
0.1,0.5,0.5,0.0,FL2,0.0172059692209
0.1,0.5,0.5,0.0,FL11,0.0946366379489
0.1,0.5,0.5,0.03,D65,0.0453597694254
0.1,0.5,0.5,0.03,A,0.0239115480158
0.1,0.5,0.5,0.03,FL2,0.0161733016956
0.1,0.5,0.5,0.03,FL11,0.0904687373023
0.1,0.5,0.5,0.1,D65,0.0389107067077
0.1,0.5,0.5,0.1,A,0.0204866473686
0.1,0.5,0.5,0.1,FL2,0.0140817265297
0.1,0.5,0.5,0.1,FL11,0.0812076947151
0.1,0.5,1.0,0.0,D65,0.0559165125399
0.1,0.5,1.0,0.0,A,0.0300647758242
0.1,0.5,1.0,0.0,FL2,0.0190609206412
0.1,0.5,1.0,0.0,FL11,0.105056189008
0.1,0.5,1.0,0.03,D65,0.054252690492
0.1,0.5,1.0,0.03,A,0.0288490683792
0.1,0.5,1.0,0.03,FL2,0.0186558044809
0.1,0.5,1.0,0.03,FL11,0.102600076409
0.1,0.5,1.0,0.1,D65,0.0507378519487
0.1,0.5,1.0,0.1,A,0.0265611365156
0.1,0.5,1.0,0.1,FL2,0.0177863050997
0.1,0.5,1.0,0.1,FL11,0.0980745289135
0.1,0.5,1.5,0.0,D65,0.0597179761167
0.1,0.5,1.5,0.0,A,0.0327115355683
0.1,0.5,1.5,0.0,FL2,0.0201848995385
0.1,0.5,1.5,0.0,FL11,0.113344650431
0.1,0.5,1.5,0.03,D65,0.0585795181747
0.1,0.5,1.5,0.03,A,0.0317916350592
0.1,0.5,1.5,0.03,FL2,0.0198502494957
0.1,0.5,1.5,0.03,FL11,0.111119310132
0.1,0.5,1.5,0.1,D65,0.0562605549589
0.1,0.5,1.5,0.1,A,0.0299793081333
0.1,0.5,1.5,0.1,FL2,0.0192344983611
0.1,0.5,1.5,0.1,FL11,0.10681551797
0.1,0.6,0.5,0.0,D65,0.0497471555436
0.1,0.6,0.5,0.0,A,0.0259900340001
0.1,0.6,0.5,0.0,FL2,0.0177844695087
0.1,0.6,0.5,0.0,FL11,0.0958628412677
0.1,0.6,0.5,0.03,D65,0.0459940953285
0.1,0.6,0.5,0.03,A,0.0238396586053
0.1,0.6,0.5,0.03,FL2,0.0167132243239
0.1,0.6,0.5,0.03,FL11,0.0915350840584
0.1,0.6,0.5,0.1,D65,0.0393535386206
0.1,0.6,0.5,0.1,A,0.0203950372184
0.1,0.6,0.5,0.1,FL2,0.0145310532344
0.1,0.6,0.5,0.1,FL11,0.0820870115451
0.1,0.6,1.0,0.0,D65,0.0567710502465
0.1,0.6,1.0,0.0,A,0.0300309012953
0.1,0.6,1.0,0.0,FL2,0.0196917476059
0.1,0.6,1.0,0.0,FL11,0.106768200037
0.1,0.6,1.0,0.03,D65,0.0550114692603
0.1,0.6,1.0,0.03,A,0.0287597081191
0.1,0.6,1.0,0.03,FL2,0.0192698036787
0.1,0.6,1.0,0.03,FL11,0.104047652281
0.1,0.6,1.0,0.1,D65,0.0513482706355
0.1,0.6,1.0,0.1,A,0.0264041352126
0.1,0.6,1.0,0.1,FL2,0.0183692966651
0.1,0.6,1.0,0.1,FL11,0.0991195787299
0.1,0.6,1.5,0.0,D65,0.0607085529821
0.1,0.6,1.5,0.0,A,0.0327183391735
0.1,0.6,1.5,0.0,FL2,0.0208752679847
0.1,0.6,1.5,0.0,FL11,0.115467065783
0.1,0.6,1.5,0.03,D65,0.0594738837149
0.1,0.6,1.5,0.03,A,0.031750174434
0.1,0.6,1.5,0.03,FL2,0.0205183329462
0.1,0.6,1.5,0.03,FL11,0.113051455667
0.1,0.6,1.5,0.1,D65,0.0569948260043
0.1,0.6,1.5,0.1,A,0.0298544869996
0.1,0.6,1.5,0.1,FL2,0.019869099407
0.1,0.6,1.5,0.1,FL11,0.108359108301
0.1,0.7,0.5,0.0,D65,0.0503176013115
0.1,0.7,0.5,0.0,A,0.0258940843583
0.1,0.7,0.5,0.0,FL2,0.0182514045323
0.1,0.7,0.5,0.0,FL11,0.0967515566763
0.1,0.7,0.5,0.03,D65,0.0464392536669
0.1,0.7,0.5,0.03,A,0.0237067985207
0.1,0.7,0.5,0.03,FL2,0.0171478585607
0.1,0.7,0.5,0.03,FL11,0.0922705616683
0.1,0.7,0.5,0.1,D65,0.0396405219279
0.1,0.7,0.5,0.1,A,0.0202544065238
0.1,0.7,0.5,0.1,FL2,0.0148900594441
0.1,0.7,0.5,0.1,FL11,0.082666973491
0.1,0.7,1.0,0.0,D65,0.0573984892659
0.1,0.7,1.0,0.0,A,0.0299203568333
0.1,0.7,1.0,0.0,FL2,0.0202010681764
0.1,0.7,1.0,0.0,FL11,0.10811209838
0.1,0.7,1.0,0.03,D65,0.0555467834755
0.1,0.7,1.0,0.03,A,0.0285991020469
0.1,0.7,1.0,0.03,FL2,0.0197625429889
0.1,0.7,1.0,0.03,FL11,0.105144521635
0.1,0.7,1.0,0.1,D65,0.0517486369539
0.1,0.7,1.0,0.1,A,0.0261844816009
0.1,0.7,1.0,0.1,FL2,0.0188339600643
0.1,0.7,1.0,0.1,FL11,0.0998321870072
0.1,0.7,1.5,0.0,D65,0.0614606582062
0.1,0.7,1.5,0.0,A,0.0326305179352
0.1,0.7,1.5,0.0,FL2,0.0214383019962
0.1,0.7,1.5,0.0,FL11,0.117145240746
0.1,0.7,1.5,0.03,D65,0.0601323174026
0.1,0.7,1.5,0.03,A,0.0316210097475
0.1,0.7,1.5,0.03,FL2,0.0210595601815
0.1,0.7,1.5,0.03,FL11,0.11455973975
0.1,0.7,1.5,0.1,D65,0.0574992317294
0.1,0.7,1.5,0.1,A,0.0296544783942
0.1,0.7,1.5,0.1,FL2,0.0203777044184
0.1,0.7,1.5,0.1,FL11,0.109518825539
0.1,0.8,0.5,0.0,D65,0.0507226196624
0.1,0.8,0.5,0.0,A,0.0257480647273
0.1,0.8,0.5,0.0,FL2,0.0186259998892
0.1,0.8,0.5,0.0,FL11,0.0973803611083
0.1,0.8,0.5,0.03,D65,0.0467337214759
0.1,0.8,0.5,0.03,A,0.0235319766793
0.1,0.8,0.5,0.03,FL2,0.0174957901901
0.1,0.8,0.5,0.03,FL11,0.0927521162702
0.1,0.8,0.5,0.1,D65,0.0398047616714
0.1,0.8,0.5,0.1,A,0.0200807544021
0.1,0.8,0.5,0.1,FL2,0.0151754149042
0.1,0.8,0.5,0.1,FL11,0.0830176435542
0.1,0.8,1.0,0.0,D65,0.0578457457673
0.1,0.8,1.0,0.0,A,0.0297547029026
0.1,0.8,1.0,0.0,FL2,0.0206098983782
0.1,0.8,1.0,0.0,FL11,0.10916265997
0.1,0.8,1.0,0.03,D65,0.0559050545901
0.1,0.8,1.0,0.03,A,0.0283885745876
0.1,0.8,1.0,0.03,FL2,0.0201551676314
0.1,0.8,1.0,0.03,FL11,0.105966094076
0.1,0.8,1.0,0.1,D65,0.0519832730851
0.1,0.8,1.0,0.1,A,0.0259226408918
0.1,0.8,1.0,0.1,FL2,0.0192013216765
0.1,0.8,1.0,0.1,FL11,0.100290654251
0.1,0.8,1.5,0.0,D65,0.0620221734944
0.1,0.8,1.5,0.0,A,0.0324718323137
0.1,0.8,1.5,0.0,FL2,0.0218952887048
0.1,0.8,1.5,0.0,FL11,0.11846494423
0.1,0.8,1.5,0.03,D65,0.0606030506886
0.1,0.8,1.5,0.03,A,0.0314270952544
0.1,0.8,1.5,0.03,FL2,0.0214954211385
0.1,0.8,1.5,0.03,FL11,0.115727542379
0.1,0.8,1.5,0.1,D65,0.057822030234
0.1,0.8,1.5,0.1,A,0.0294010472089
0.1,0.8,1.5,0.1,FL2,0.0207821411736
0.1,0.8,1.5,0.1,FL11,0.110374564234
0.1,0.9,0.5,0.0,D65,0.0509939843819
0.1,0.9,0.5,0.0,A,0.0255658581066
0.1,0.9,0.5,0.0,FL2,0.018923787252
0.1,0.9,0.5,0.0,FL11,0.0978064280945
0.1,0.9,0.5,0.03,D65,0.0469073054996
0.1,0.9,0.5,0.03,A,0.0233286091847
0.1,0.9,0.5,0.03,FL2,0.0177720028919
0.1,0.9,0.5,0.03,FL11,0.0930363402763
0.1,0.9,0.5,0.1,D65,0.0398717722504
0.1,0.9,0.5,0.1,A,0.0198853565431
0.1,0.9,0.5,0.1,FL2,0.0154004595664
0.1,0.9,0.5,0.1,FL11,0.0831908050961
0.1,0.9,1.0,0.0,D65,0.0581488676466
0.1,0.9,1.0,0.0,A,0.0295492215491
0.1,0.9,1.0,0.0,FL2,0.0209352149567
0.1,0.9,1.0,0.0,FL11,0.109975461342
0.1,0.9,1.0,0.03,D65,0.0561220193571
0.1,0.9,1.0,0.03,A,0.028143104853
0.1,0.9,1.0,0.03,FL2,0.0204647628003
0.1,0.9,1.0,0.03,FL11,0.106567701087
0.1,0.9,1.0,0.1,D65,0.052086316299
0.1,0.9,1.0,0.1,A,0.0256328990729
0.1,0.9,1.0,0.1,FL2,0.0194883455573
0.1,0.9,1.0,0.1,FL11,0.100551867814
0.1,0.9,1.5,0.0,D65,0.0624297646426
0.1,0.9,1.5,0.0,A,0.0322598638503
0.1,0.9,1.5,0.0,FL2,0.0222635121926
0.1,0.9,1.5,0.0,FL11,0.119491681447
0.1,0.9,1.5,0.03,D65,0.0609230236076
0.1,0.9,1.5,0.03,A,0.0311852006012
0.1,0.9,1.5,0.03,FL2,0.0218433470733
0.1,0.9,1.5,0.03,FL11,0.1166181456
0.1,0.9,1.5,0.1,D65,0.0580002289924
0.1,0.9,1.5,0.1,A,0.0291096804407
0.1,0.9,1.5,0.1,FL2,0.0211000854514
0.1,0.9,1.5,0.1,FL11,0.11098593216
0.1,1.0,0.5,0.0,D65,0.0511567418838
0.1,1.0,0.5,0.0,A,0.0253574264431
0.1,1.0,0.5,0.0,FL2,0.0191574123427
0.1,1.0,0.5,0.0,FL11,0.0980727584108
0.1,1.0,0.5,0.03,D65,0.0469833869724
0.1,1.0,0.5,0.03,A,0.0231062703852
0.1,1.0,0.5,0.03,FL2,0.0179886553567
0.1,1.0,0.5,0.03,FL11,0.0931655773455
0.1,1.0,0.5,0.1,D65,0.0398614681203
0.1,1.0,0.5,0.1,A,0.0196762625624
0.1,1.0,0.5,0.1,FL2,0.0155759461437
0.1,1.0,0.5,0.1,FL11,0.0832254017478
0.1,1.0,1.0,0.0,D65,0.0583359023357
0.1,1.0,1.0,0.0,A,0.0293150182606
0.1,1.0,1.0,0.0,FL2,0.0211908341693
0.1,1.0,1.0,0.0,FL11,0.11059293506
0.1,1.0,1.0,0.03,D65,0.0562255371355
0.1,1.0,1.0,0.03,A,0.0278734365881
0.1,1.0,1.0,0.03,FL2,0.0207052308895
0.1,1.0,1.0,0.03,FL11,0.106991003595
0.1,1.0,1.0,0.1,D65,0.0520843919078
0.1,1.0,1.0,0.1,A,0.0253253830016
0.1,1.0,1.0,0.1,FL2,0.0197088086998
0.1,1.0,1.0,0.1,FL11,0.100658028423
0.1,1.0,1.5,0.0,D65,0.0627119178634
0.1,1.0,1.5,0.0,A,0.032007935093
0.1,1.0,1.5,0.0,FL2,0.0225571124561
0.1,1.0,1.5,0.0,FL11,0.120276569749
0.1,1.0,1.5,0.03,D65,0.0611209200432
0.1,1.0,1.5,0.03,A,0.0309078875204
0.1,1.0,1.5,0.03,FL2,0.0221175802016
0.1,1.0,1.5,0.03,FL11,0.117280681458
0.1,1.0,1.5,0.1,D65,0.0580625769793
0.1,1.0,1.5,0.1,A,0.0287916676906
0.1,1.0,1.5,0.1,FL2,0.021345947793
0.1,1.0,1.5,0.1,FL11,0.111398506899
0.2,0.0,0.5,0.0,D65,0.0271772451619
0.2,0.0,0.5,0.0,A,0.0158902451412
0.2,0.0,0.5,0.0,FL2,0.0030255024044
0.2,0.0,0.5,0.0,FL11,0.0541503623961
0.2,0.0,0.5,0.03,D65,0.0255728750395
0.2,0.0,0.5,0.03,A,0.0146819923371
0.2,0.0,0.5,0.03,FL2,0.0027447887248
0.2,0.0,0.5,0.03,FL11,0.0532001520699
0.2,0.0,0.5,0.1,D65,0.0223418190684
0.2,0.0,0.5,0.1,A,0.0126007014935
0.2,0.0,0.5,0.1,FL2,0.00234279114708
0.2,0.0,0.5,0.1,FL11,0.0496721201419
0.2,0.0,1.0,0.0,D65,0.0300140937753
0.2,0.0,1.0,0.0,A,0.0178458533634
0.2,0.0,1.0,0.0,FL2,0.00331587002547
0.2,0.0,1.0,0.0,FL11,0.0601863330045
0.2,0.0,1.0,0.03,D65,0.0291066148473
0.2,0.0,1.0,0.03,A,0.0171101897302
0.2,0.0,1.0,0.03,FL2,0.00313861712492
0.2,0.0,1.0,0.03,FL11,0.0588653083993
0.2,0.0,1.0,0.1,D65,0.0275842655285
0.2,0.0,1.0,0.1,A,0.0158574598082
0.2,0.0,1.0,0.1,FL2,0.00285645087488
0.2,0.0,1.0,0.1,FL11,0.0568794441094
0.2,0.0,1.5,0.0,D65,0.0321895036698
0.2,0.0,1.5,0.0,A,0.0192965117977
0.2,0.0,1.5,0.0,FL2,0.00350534988123
0.2,0.0,1.5,0.0,FL11,0.0653812736115
0.2,0.0,1.5,0.03,D65,0.031379537536
0.2,0.0,1.5,0.03,A,0.0186966617471
0.2,0.0,1.5,0.03,FL2,0.00337484150048
0.2,0.0,1.5,0.03,FL11,0.0641256646873
0.2,0.0,1.5,0.1,D65,0.0299368854088
0.2,0.0,1.5,0.1,A,0.0175825616323
0.2,0.0,1.5,0.1,FL2,0.00313742937099
0.2,0.0,1.5,0.1,FL11,0.061693677958
0.2,0.1,0.5,0.0,D65,0.029374103423
0.2,0.1,0.5,0.0,A,0.0168907756418
0.2,0.1,0.5,0.0,FL2,0.00279385283045
0.2,0.1,0.5,0.0,FL11,0.0597955286402
0.2,0.1,0.5,0.03,D65,0.0275529110729
0.2,0.1,0.5,0.03,A,0.0155367681168
0.2,0.1,0.5,0.03,FL2,0.00240729860838
0.2,0.1,0.5,0.03,FL11,0.0585415258689
0.2,0.1,0.5,0.1,D65,0.0239471047743
0.2,0.1,0.5,0.1,A,0.0132723501701
0.2,0.1,0.5,0.1,FL2,0.0018940483191
0.2,0.1,0.5,0.1,FL11,0.0544137901048
0.2,0.1,1.0,0.0,D65,0.0325387789773
0.2,0.1,1.0,0.0,A,0.0190547824258
0.2,0.1,1.0,0.0,FL2,0.00308338383603
0.2,0.1,1.0,0.0,FL11,0.0668994206434
0.2,0.1,1.0,0.03,D65,0.0314772324203
0.2,0.1,1.0,0.03,A,0.0181972284542
0.2,0.1,1.0,0.03,FL2,0.00285406497633
0.2,0.1,1.0,0.03,FL11,0.0652471842197
0.2,0.1,1.0,0.1,D65,0.02972118267
0.2,0.1,1.0,0.1,A,0.016758386574
0.2,0.1,1.0,0.1,FL2,0.00247550740398
0.2,0.1,1.0,0.1,FL11,0.0626924541367
0.2,0.1,1.5,0.0,D65,0.0349805449764
0.2,0.1,1.5,0.0,A,0.0206581069798
0.2,0.1,1.5,0.0,FL2,0.0032466046489
0.2,0.1,1.5,0.0,FL11,0.0728032697315
0.2,0.1,1.5,0.03,D65,0.0340375356696
0.2,0.1,1.5,0.03,A,0.0199659170542
0.2,0.1,1.5,0.03,FL2,0.00308418705565
0.2,0.1,1.5,0.03,FL11,0.0713009154764
0.2,0.1,1.5,0.1,D65,0.0323656020331
0.2,0.1,1.5,0.1,A,0.0186833806371
0.2,0.1,1.5,0.1,FL2,0.00278829673983
0.2,0.1,1.5,0.1,FL11,0.0683660048324
0.2,0.2,0.5,0.0,D65,0.031089621857
0.2,0.2,0.5,0.0,A,0.0175783435934
0.2,0.2,0.5,0.0,FL2,0.00314898541033
0.2,0.2,0.5,0.0,FL11,0.0641453647239
0.2,0.2,0.5,0.03,D65,0.0290710927347
0.2,0.2,0.5,0.03,A,0.0161035320114
0.2,0.2,0.5,0.03,FL2,0.00275687818002
0.2,0.2,0.5,0.03,FL11,0.0625861742937
0.2,0.2,0.5,0.1,D65,0.0251479252534
0.2,0.2,0.5,0.1,A,0.0137012719535
0.2,0.2,0.5,0.1,FL2,0.00221357728607
0.2,0.2,0.5,0.1,FL11,0.0579326261378
0.2,0.2,1.0,0.0,D65,0.0345411633825
0.2,0.2,1.0,0.0,A,0.0199134003586
0.2,0.2,1.0,0.0,FL2,0.00349047672096
0.2,0.2,1.0,0.0,FL11,0.072175630357
0.2,0.2,1.0,0.03,D65,0.0333306506382
0.2,0.2,1.0,0.03,A,0.0189466344572
0.2,0.2,1.0,0.03,FL2,0.0032436219168
0.2,0.2,1.0,0.03,FL11,0.0702136056577
0.2,0.2,1.0,0.1,D65,0.0313538021246
0.2,0.2,1.0,0.1,A,0.0173443695323
0.2,0.2,1.0,0.1,FL2,0.00285270990995
0.2,0.2,1.0,0.1,FL11,0.067114530963
0.2,0.2,1.5,0.0,D65,0.0372110972738
0.2,0.2,1.5,0.0,A,0.0216300431307
0.2,0.2,1.5,0.0,FL2,0.00370508411058
0.2,0.2,1.5,0.0,FL11,0.0786458649504
0.2,0.2,1.5,0.03,D65,0.0361426587104
0.2,0.2,1.5,0.03,A,0.020857346807
0.2,0.2,1.5,0.03,FL2,0.00352365442685
0.2,0.2,1.5,0.03,FL11,0.0769219320944
0.2,0.2,1.5,0.1,D65,0.0342552826917
0.2,0.2,1.5,0.1,A,0.0194296934316
0.2,0.2,1.5,0.1,FL2,0.00319957512848
0.2,0.2,1.5,0.1,FL11,0.073532717264
0.2,0.3,0.5,0.0,D65,0.0324443804442
0.2,0.3,0.5,0.0,A,0.0180463759209
0.2,0.3,0.5,0.0,FL2,0.00375417342611
0.2,0.3,0.5,0.0,FL11,0.0675723086423
0.2,0.3,0.5,0.03,D65,0.0302451094009
0.2,0.3,0.5,0.03,A,0.0164719444035
0.2,0.3,0.5,0.03,FL2,0.00339684040225
0.2,0.3,0.5,0.03,FL11,0.0657095327885
0.2,0.3,0.5,0.1,D65,0.0260518201773
0.2,0.3,0.5,0.1,A,0.0139662075767
0.2,0.3,0.5,0.1,FL2,0.00284804637779
0.2,0.3,0.5,0.1,FL11,0.0605909307596
0.2,0.3,1.0,0.0,D65,0.0361495111663
0.2,0.3,1.0,0.0,A,0.0205232400792
0.2,0.3,1.0,0.0,FL2,0.00416871823395
0.2,0.3,1.0,0.0,FL11,0.0764063565823
0.2,0.3,1.0,0.03,D65,0.0347953653185
0.2,0.3,1.0,0.03,A,0.019459141859
0.2,0.3,1.0,0.03,FL2,0.00391947815327
0.2,0.3,1.0,0.03,FL11,0.0741570091804
0.2,0.3,1.0,0.1,D65,0.0326102710811
0.2,0.3,1.0,0.1,A,0.0177140347542
0.2,0.3,1.0,0.1,FL2,0.00354881502226
0.2,0.3,1.0,0.1,FL11,0.0705450595233
0.2,0.3,1.5,0.0,D65,0.0390156233568
0.2,0.3,1.5,0.0,A,0.0223213697636
0.2,0.3,1.5,0.0,FL2,0.00446119109826
0.2,0.3,1.5,0.0,FL11,0.0833324372857
0.2,0.3,1.5,0.03,D65,0.0378288477176
0.2,0.3,1.5,0.03,A,0.0214785108622
0.2,0.3,1.5,0.03,FL2,0.00426715632937
0.2,0.3,1.5,0.03,FL11,0.0814088206438
0.2,0.3,1.5,0.1,D65,0.0357391740221
0.2,0.3,1.5,0.1,A,0.0199264606683
0.2,0.3,1.5,0.1,FL2,0.00392854339179
0.2,0.3,1.5,0.1,FL11,0.0776093987112
0.2,0.4,0.5,0.0,D65,0.0335209114795
0.2,0.4,0.5,0.0,A,0.0183560739086
0.2,0.4,0.5,0.0,FL2,0.00441126631621
0.2,0.4,0.5,0.0,FL11,0.0703149918098
0.2,0.4,0.5,0.03,D65,0.0311551932903
0.2,0.4,0.5,0.03,A,0.0166999355003
0.2,0.4,0.5,0.03,FL2,0.0040881524595
0.2,0.4,0.5,0.03,FL11,0.0681518385187
0.2,0.4,0.5,0.1,D65,0.0267314431269
0.2,0.4,0.5,0.1,A,0.0141177485802
0.2,0.4,0.5,0.1,FL2,0.00352154303237
0.2,0.4,0.5,0.1,FL11,0.062619644762
0.2,0.4,1.0,0.0,D65,0.037451755865
0.2,0.4,1.0,0.0,A,0.0209511334112
0.2,0.4,1.0,0.0,FL2,0.0049034016124
0.2,0.4,1.0,0.0,FL11,0.0798457318889
0.2,0.4,1.0,0.03,D65,0.0359595355543
0.2,0.4,1.0,0.03,A,0.0198005778582
0.2,0.4,1.0,0.03,FL2,0.00465199041731
0.2,0.4,1.0,0.03,FL11,0.0773310622863
0.2,0.4,1.0,0.1,D65,0.0335784403316
0.2,0.4,1.0,0.1,A,0.0179312143086
0.2,0.4,1.0,0.1,FL2,0.00429854954234
0.2,0.4,1.0,0.1,FL11,0.0732404245291
0.2,0.4,1.5,0.0,D65,0.0404867845511
0.2,0.4,1.5,0.0,A,0.0228050095555
0.2,0.4,1.5,0.0,FL2,0.00527412393113
0.2,0.4,1.5,0.0,FL11,0.0871402367024
0.2,0.4,1.5,0.03,D65,0.039188367861
0.2,0.4,1.5,0.03,A,0.0219009438781
0.2,0.4,1.5,0.03,FL2,0.00506748731388
0.2,0.4,1.5,0.03,FL11,0.0850360137862
0.2,0.4,1.5,0.1,D65,0.0369090085697
0.2,0.4,1.5,0.1,A,0.0202426476989
0.2,0.4,1.5,0.1,FL2,0.00471339978402
0.2,0.4,1.5,0.1,FL11,0.0808659369233
0.2,0.5,0.5,0.0,D65,0.0343783718905
0.2,0.5,0.5,0.0,A,0.0185492787114
0.2,0.5,0.5,0.0,FL2,0.00504412136574
0.2,0.5,0.5,0.0,FL11,0.0725346795702
0.2,0.5,0.5,0.03,D65,0.0318586309706
0.2,0.5,0.5,0.03,A,0.0168264522949
0.2,0.5,0.5,0.03,FL2,0.00474782721512
0.2,0.5,0.5,0.03,FL11,0.0700758159249
0.2,0.5,0.5,0.1,D65,0.0272382088321
0.2,0.5,0.5,0.1,A,0.0141897388922
0.2,0.5,0.5,0.1,FL2,0.00415317539323
0.2,0.5,0.5,0.1,FL11,0.0641745003995
0.2,0.5,1.0,0.0,D65,0.0385111060698
0.2,0.5,1.0,0.0,A,0.0212431431934
0.2,0.5,1.0,0.0,FL2,0.00561204713143
0.2,0.5,1.0,0.0,FL11,0.082668586477
0.2,0.5,1.0,0.03,D65,0.0368864991766
0.2,0.5,1.0,0.03,A,0.0200159215426
0.2,0.5,1.0,0.03,FL2,0.00535604642638
0.2,0.5,1.0,0.03,FL11,0.0799093888254
0.2,0.5,1.0,0.1,D65,0.0343212706569
0.2,0.5,1.0,0.1,A,0.0180389730683
0.2,0.5,1.0,0.1,FL2,0.00501235687146
0.2,0.5,1.0,0.1,FL11,0.0753745863623
0.2,0.5,1.5,0.0,D65,0.0416915716165
0.2,0.5,1.5,0.0,A,0.023131966723
0.2,0.5,1.5,0.0,FL2,0.00605415533052
0.2,0.5,1.5,0.0,FL11,0.0902613795982
0.2,0.5,1.5,0.03,D65,0.0402878445135
0.2,0.5,1.5,0.03,A,0.0221744100991
0.2,0.5,1.5,0.03,FL2,0.00583419350373
0.2,0.5,1.5,0.03,FL11,0.0879932072196
0.2,0.5,1.5,0.1,D65,0.037830876239
0.2,0.5,1.5,0.1,A,0.0204256261627
0.2,0.5,1.5,0.1,FL2,0.0054624130423
0.2,0.5,1.5,0.1,FL11,0.0834877354479
0.2,0.6,0.5,0.0,D65,0.0350605814105
0.2,0.6,0.5,0.0,A,0.0186554828056
0.2,0.6,0.5,0.0,FL2,0.00562797412625
0.2,0.6,0.5,0.0,FL11,0.0743449490509
0.2,0.6,0.5,0.03,D65,0.0323977343461
0.2,0.6,0.5,0.03,A,0.016878489634
0.2,0.6,0.5,0.03,FL2,0.00535211578058
0.2,0.6,0.5,0.03,FL11,0.0715965923128
0.2,0.6,0.5,0.1,D65,0.0276097456777
0.2,0.6,0.5,0.1,A,0.0142054942918
0.2,0.6,0.5,0.1,FL2,0.00472468196626
0.2,0.6,0.5,0.1,FL11,0.0653650197484
0.2,0.6,1.0,0.0,D65,0.0393745611672
0.2,0.6,1.0,0.0,A,0.0214321527265
0.2,0.6,1.0,0.0,FL2,0.00626769107313
0.2,0.6,1.0,0.0,FL11,0.0850005134592
0.2,0.6,1.0,0.03,D65,0.0376232860589
0.2,0.6,1.0,0.03,A,0.0201369784042
0.2,0.6,1.0,0.03,FL2,0.00600511311079
