epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.6830948293209076,0.8035830616950989,0.7722174288179464
2,0.40295016914606097,0.7720694899559021,0.8904227782571182
3,0.28394741043448446,0.6648380637168885,0.8817946505608283
4,0.2615693584084511,0.603054654598236,0.9068162208800691
5,0.23069144636392594,0.5428961396217347,0.8792062122519413
6,0.22171175926923753,0.5725289642810821,0.8835202761000863
7,0.23718042597174643,0.5461405098438263,0.8533218291630716
8,0.205263664573431,0.47371833920478823,0.8878343399482311
9,0.20618099123239517,0.4557229161262512,0.905090595340811
10,0.1968577653169632,0.46641566753387453,0.9102674719585849
11,0.1869182236492634,0.4507127642631531,0.91458153580673
12,0.2022139273583889,0.5498707354068756,0.906816220880069
13,0.18835319578647614,0.4992908239364624,0.88869715271786
14,0.1910216763615608,0.4818332612514496,0.909404659188956
15,0.1983703412115574,0.5209671378135681,0.8757549611734253
16,0.20978470668196678,0.6647899866104126,0.8748921484037964
17,0.20877020955085754,0.4876858353614807,0.9033649698015531
18,0.19649650603532792,0.5379467725753784,0.8861087144089733
19,0.18758324906229973,0.510519939661026,0.8912855910267472
20,0.19214504584670067,0.4913036346435547,0.8817946505608283
21,0.19333050325512885,0.5405156254768372,0.909404659188956
