index,m,h,shading,specular,exposure,illuminant_name,camera_name
0,0.0,0.0,0.5,0.0,0.5,D65,Canon 5DMarkII
1,0.0,0.0,0.5,0.0,0.5,D65,Nokia N900
2,0.0,0.0,0.5,0.0,0.5,D65,Point Grey Grasshopper 50S5C
3,0.0,0.0,0.5,0.0,0.5,D65,Canon 1DMarkIII
4,0.0,0.0,0.5,0.0,0.5,D65,SONY NEX-5N
5,0.0,0.0,0.5,0.0,0.5,A,Canon 5DMarkII
6,0.0,0.0,0.5,0.0,0.5,A,Nokia N900
7,0.0,0.0,0.5,0.0,0.5,A,Point Grey Grasshopper 50S5C
8,0.0,0.0,0.5,0.0,0.5,A,Canon 1DMarkIII
9,0.0,0.0,0.5,0.0,0.5,A,SONY NEX-5N
10,0.0,0.0,0.5,0.0,0.5,FL2,Canon 5DMarkII
11,0.0,0.0,0.5,0.0,0.5,FL2,Nokia N900
12,0.0,0.0,0.5,0.0,0.5,FL2,Point Grey Grasshopper 50S5C
13,0.0,0.0,0.5,0.0,0.5,FL2,Canon 1DMarkIII
14,0.0,0.0,0.5,0.0,0.5,FL2,SONY NEX-5N
15,0.0,0.0,0.5,0.0,0.5,FL11,Canon 5DMarkII
16,0.0,0.0,0.5,0.0,0.5,FL11,Nokia N900
17,0.0,0.0,0.5,0.0,0.5,FL11,Point Grey Grasshopper 50S5C
18,0.0,0.0,0.5,0.0,0.5,FL11,Canon 1DMarkIII
19,0.0,0.0,0.5,0.0,0.5,FL11,SONY NEX-5N
20,0.0,0.0,0.5,0.0,1.0,D65,Canon 5DMarkII
21,0.0,0.0,0.5,0.0,1.0,D65,Nokia N900
22,0.0,0.0,0.5,0.0,1.0,D65,Point Grey Grasshopper 50S5C
23,0.0,0.0,0.5,0.0,1.0,D65,Canon 1DMarkIII
24,0.0,0.0,0.5,0.0,1.0,D65,SONY NEX-5N
25,0.0,0.0,0.5,0.0,1.0,A,Canon 5DMarkII
26,0.0,0.0,0.5,0.0,1.0,A,Nokia N900
27,0.0,0.0,0.5,0.0,1.0,A,Point Grey Grasshopper 50S5C
28,0.0,0.0,0.5,0.0,1.0,A,Canon 1DMarkIII
29,0.0,0.0,0.5,0.0,1.0,A,SONY NEX-5N
30,0.0,0.0,0.5,0.0,1.0,FL2,Canon 5DMarkII
31,0.0,0.0,0.5,0.0,1.0,FL2,Nokia N900
32,0.0,0.0,0.5,0.0,1.0,FL2,Point Grey Grasshopper 50S5C
33,0.0,0.0,0.5,0.0,1.0,FL2,Canon 1DMarkIII
34,0.0,0.0,0.5,0.0,1.0,FL2,SONY NEX-5N
35,0.0,0.0,0.5,0.0,1.0,FL11,Canon 5DMarkII
36,0.0,0.0,0.5,0.0,1.0,FL11,Nokia N900
37,0.0,0.0,0.5,0.0,1.0,FL11,Point Grey Grasshopper 50S5C
38,0.0,0.0,0.5,0.0,1.0,FL11,Canon 1DMarkIII
39,0.0,0.0,0.5,0.0,1.0,FL11,SONY NEX-5N
40,0.0,0.0,0.5,0.0,2.0,D65,Canon 5DMarkII
41,0.0,0.0,0.5,0.0,2.0,D65,Nokia N900
42,0.0,0.0,0.5,0.0,2.0,D65,Point Grey Grasshopper 50S5C
43,0.0,0.0,0.5,0.0,2.0,D65,Canon 1DMarkIII
44,0.0,0.0,0.5,0.0,2.0,D65,SONY NEX-5N
45,0.0,0.0,0.5,0.0,2.0,A,Canon 5DMarkII
46,0.0,0.0,0.5,0.0,2.0,A,Nokia N900
47,0.0,0.0,0.5,0.0,2.0,A,Point Grey Grasshopper 50S5C
48,0.0,0.0,0.5,0.0,2.0,A,Canon 1DMarkIII
49,0.0,0.0,0.5,0.0,2.0,A,SONY NEX-5N
50,0.0,0.0,0.5,0.0,2.0,FL2,Canon 5DMarkII
51,0.0,0.0,0.5,0.0,2.0,FL2,Nokia N900
52,0.0,0.0,0.5,0.0,2.0,FL2,Point Grey Grasshopper 50S5C
53,0.0,0.0,0.5,0.0,2.0,FL2,Canon 1DMarkIII
54,0.0,0.0,0.5,0.0,2.0,FL2,SONY NEX-5N
55,0.0,0.0,0.5,0.0,2.0,FL11,Canon 5DMarkII
56,0.0,0.0,0.5,0.0,2.0,FL11,Nokia N900
57,0.0,0.0,0.5,0.0,2.0,FL11,Point Grey Grasshopper 50S5C
58,0.0,0.0,0.5,0.0,2.0,FL11,Canon 1DMarkIII
59,0.0,0.0,0.5,0.0,2.0,FL11,SONY NEX-5N
60,0.0,0.0,0.5,0.03,0.5,D65,Canon 5DMarkII
61,0.0,0.0,0.5,0.03,0.5,D65,Nokia N900
62,0.0,0.0,0.5,0.03,0.5,D65,Point Grey Grasshopper 50S5C
63,0.0,0.0,0.5,0.03,0.5,D65,Canon 1DMarkIII
64,0.0,0.0,0.5,0.03,0.5,D65,SONY NEX-5N
65,0.0,0.0,0.5,0.03,0.5,A,Canon 5DMarkII
66,0.0,0.0,0.5,0.03,0.5,A,Nokia N900
67,0.0,0.0,0.5,0.03,0.5,A,Point Grey Grasshopper 50S5C
68,0.0,0.0,0.5,0.03,0.5,A,Canon 1DMarkIII
69,0.0,0.0,0.5,0.03,0.5,A,SONY NEX-5N
70,0.0,0.0,0.5,0.03,0.5,FL2,Canon 5DMarkII
71,0.0,0.0,0.5,0.03,0.5,FL2,Nokia N900
72,0.0,0.0,0.5,0.03,0.5,FL2,Point Grey Grasshopper 50S5C
73,0.0,0.0,0.5,0.03,0.5,FL2,Canon 1DMarkIII
74,0.0,0.0,0.5,0.03,0.5,FL2,SONY NEX-5N
75,0.0,0.0,0.5,0.03,0.5,FL11,Canon 5DMarkII
76,0.0,0.0,0.5,0.03,0.5,FL11,Nokia N900
77,0.0,0.0,0.5,0.03,0.5,FL11,Point Grey Grasshopper 50S5C
78,0.0,0.0,0.5,0.03,0.5,FL11,Canon 1DMarkIII
79,0.0,0.0,0.5,0.03,0.5,FL11,SONY NEX-5N
80,0.0,0.0,0.5,0.03,1.0,D65,Canon 5DMarkII
81,0.0,0.0,0.5,0.03,1.0,D65,Nokia N900
82,0.0,0.0,0.5,0.03,1.0,D65,Point Grey Grasshopper 50S5C
83,0.0,0.0,0.5,0.03,1.0,D65,Canon 1DMarkIII
84,0.0,0.0,0.5,0.03,1.0,D65,SONY NEX-5N
85,0.0,0.0,0.5,0.03,1.0,A,Canon 5DMarkII
86,0.0,0.0,0.5,0.03,1.0,A,Nokia N900
87,0.0,0.0,0.5,0.03,1.0,A,Point Grey Grasshopper 50S5C
88,0.0,0.0,0.5,0.03,1.0,A,Canon 1DMarkIII
89,0.0,0.0,0.5,0.03,1.0,A,SONY NEX-5N
90,0.0,0.0,0.5,0.03,1.0,FL2,Canon 5DMarkII
91,0.0,0.0,0.5,0.03,1.0,FL2,Nokia N900
92,0.0,0.0,0.5,0.03,1.0,FL2,Point Grey Grasshopper 50S5C
93,0.0,0.0,0.5,0.03,1.0,FL2,Canon 1DMarkIII
94,0.0,0.0,0.5,0.03,1.0,FL2,SONY NEX-5N
95,0.0,0.0,0.5,0.03,1.0,FL11,Canon 5DMarkII
96,0.0,0.0,0.5,0.03,1.0,FL11,Nokia N900
97,0.0,0.0,0.5,0.03,1.0,FL11,Point Grey Grasshopper 50S5C
98,0.0,0.0,0.5,0.03,1.0,FL11,Canon 1DMarkIII
99,0.0,0.0,0.5,0.03,1.0,FL11,SONY NEX-5N
100,0.0,0.0,0.5,0.03,2.0,D65,Canon 5DMarkII
101,0.0,0.0,0.5,0.03,2.0,D65,Nokia N900
102,0.0,0.0,0.5,0.03,2.0,D65,Point Grey Grasshopper 50S5C
103,0.0,0.0,0.5,0.03,2.0,D65,Canon 1DMarkIII
104,0.0,0.0,0.5,0.03,2.0,D65,SONY NEX-5N
105,0.0,0.0,0.5,0.03,2.0,A,Canon 5DMarkII
106,0.0,0.0,0.5,0.03,2.0,A,Nokia N900
107,0.0,0.0,0.5,0.03,2.0,A,Point Grey Grasshopper 50S5C
108,0.0,0.0,0.5,0.03,2.0,A,Canon 1DMarkIII
109,0.0,0.0,0.5,0.03,2.0,A,SONY NEX-5N
110,0.0,0.0,0.5,0.03,2.0,FL2,Canon 5DMarkII
111,0.0,0.0,0.5,0.03,2.0,FL2,Nokia N900
112,0.0,0.0,0.5,0.03,2.0,FL2,Point Grey Grasshopper 50S5C
113,0.0,0.0,0.5,0.03,2.0,FL2,Canon 1DMarkIII
114,0.0,0.0,0.5,0.03,2.0,FL2,SONY NEX-5N
115,0.0,0.0,0.5,0.03,2.0,FL11,Canon 5DMarkII
116,0.0,0.0,0.5,0.03,2.0,FL11,Nokia N900
117,0.0,0.0,0.5,0.03,2.0,FL11,Point Grey Grasshopper 50S5C
118,0.0,0.0,0.5,0.03,2.0,FL11,Canon 1DMarkIII
119,0.0,0.0,0.5,0.03,2.0,FL11,SONY NEX-5N
120,0.0,0.0,0.5,0.1,0.5,D65,Canon 5DMarkII
121,0.0,0.0,0.5,0.1,0.5,D65,Nokia N900
122,0.0,0.0,0.5,0.1,0.5,D65,Point Grey Grasshopper 50S5C
123,0.0,0.0,0.5,0.1,0.5,D65,Canon 1DMarkIII
124,0.0,0.0,0.5,0.1,0.5,D65,SONY NEX-5N
125,0.0,0.0,0.5,0.1,0.5,A,Canon 5DMarkII
126,0.0,0.0,0.5,0.1,0.5,A,Nokia N900
127,0.0,0.0,0.5,0.1,0.5,A,Point Grey Grasshopper 50S5C
128,0.0,0.0,0.5,0.1,0.5,A,Canon 1DMarkIII
129,0.0,0.0,0.5,0.1,0.5,A,SONY NEX-5N
130,0.0,0.0,0.5,0.1,0.5,FL2,Canon 5DMarkII
131,0.0,0.0,0.5,0.1,0.5,FL2,Nokia N900
132,0.0,0.0,0.5,0.1,0.5,FL2,Point Grey Grasshopper 50S5C
133,0.0,0.0,0.5,0.1,0.5,FL2,Canon 1DMarkIII
134,0.0,0.0,0.5,0.1,0.5,FL2,SONY NEX-5N
135,0.0,0.0,0.5,0.1,0.5,FL11,Canon 5DMarkII
136,0.0,0.0,0.5,0.1,0.5,FL11,Nokia N900
137,0.0,0.0,0.5,0.1,0.5,FL11,Point Grey Grasshopper 50S5C
138,0.0,0.0,0.5,0.1,0.5,FL11,Canon 1DMarkIII
139,0.0,0.0,0.5,0.1,0.5,FL11,SONY NEX-5N
140,0.0,0.0,0.5,0.1,1.0,D65,Canon 5DMarkII
141,0.0,0.0,0.5,0.1,1.0,D65,Nokia N900
142,0.0,0.0,0.5,0.1,1.0,D65,Point Grey Grasshopper 50S5C
143,0.0,0.0,0.5,0.1,1.0,D65,Canon 1DMarkIII
144,0.0,0.0,0.5,0.1,1.0,D65,SONY NEX-5N
145,0.0,0.0,0.5,0.1,1.0,A,Canon 5DMarkII
146,0.0,0.0,0.5,0.1,1.0,A,Nokia N900
147,0.0,0.0,0.5,0.1,1.0,A,Point Grey Grasshopper 50S5C
148,0.0,0.0,0.5,0.1,1.0,A,Canon 1DMarkIII
149,0.0,0.0,0.5,0.1,1.0,A,SONY NEX-5N
150,0.0,0.0,0.5,0.1,1.0,FL2,Canon 5DMarkII
151,0.0,0.0,0.5,0.1,1.0,FL2,Nokia N900
152,0.0,0.0,0.5,0.1,1.0,FL2,Point Grey Grasshopper 50S5C
153,0.0,0.0,0.5,0.1,1.0,FL2,Canon 1DMarkIII
154,0.0,0.0,0.5,0.1,1.0,FL2,SONY NEX-5N
155,0.0,0.0,0.5,0.1,1.0,FL11,Canon 5DMarkII
156,0.0,0.0,0.5,0.1,1.0,FL11,Nokia N900
157,0.0,0.0,0.5,0.1,1.0,FL11,Point Grey Grasshopper 50S5C
158,0.0,0.0,0.5,0.1,1.0,FL11,Canon 1DMarkIII
159,0.0,0.0,0.5,0.1,1.0,FL11,SONY NEX-5N
160,0.0,0.0,0.5,0.1,2.0,D65,Canon 5DMarkII
161,0.0,0.0,0.5,0.1,2.0,D65,Nokia N900
162,0.0,0.0,0.5,0.1,2.0,D65,Point Grey Grasshopper 50S5C
163,0.0,0.0,0.5,0.1,2.0,D65,Canon 1DMarkIII
164,0.0,0.0,0.5,0.1,2.0,D65,SONY NEX-5N
165,0.0,0.0,0.5,0.1,2.0,A,Canon 5DMarkII
166,0.0,0.0,0.5,0.1,2.0,A,Nokia N900
167,0.0,0.0,0.5,0.1,2.0,A,Point Grey Grasshopper 50S5C
168,0.0,0.0,0.5,0.1,2.0,A,Canon 1DMarkIII
169,0.0,0.0,0.5,0.1,2.0,A,SONY NEX-5N
170,0.0,0.0,0.5,0.1,2.0,FL2,Canon 5DMarkII
171,0.0,0.0,0.5,0.1,2.0,FL2,Nokia N900
172,0.0,0.0,0.5,0.1,2.0,FL2,Point Grey Grasshopper 50S5C
173,0.0,0.0,0.5,0.1,2.0,FL2,Canon 1DMarkIII
174,0.0,0.0,0.5,0.1,2.0,FL2,SONY NEX-5N
175,0.0,0.0,0.5,0.1,2.0,FL11,Canon 5DMarkII
176,0.0,0.0,0.5,0.1,2.0,FL11,Nokia N900
177,0.0,0.0,0.5,0.1,2.0,FL11,Point Grey Grasshopper 50S5C
178,0.0,0.0,0.5,0.1,2.0,FL11,Canon 1DMarkIII
179,0.0,0.0,0.5,0.1,2.0,FL11,SONY NEX-5N
180,0.0,0.0,1.0,0.0,0.5,D65,Canon 5DMarkII
181,0.0,0.0,1.0,0.0,0.5,D65,Nokia N900
182,0.0,0.0,1.0,0.0,0.5,D65,Point Grey Grasshopper 50S5C
183,0.0,0.0,1.0,0.0,0.5,D65,Canon 1DMarkIII
184,0.0,0.0,1.0,0.0,0.5,D65,SONY NEX-5N
185,0.0,0.0,1.0,0.0,0.5,A,Canon 5DMarkII
186,0.0,0.0,1.0,0.0,0.5,A,Nokia N900
187,0.0,0.0,1.0,0.0,0.5,A,Point Grey Grasshopper 50S5C
188,0.0,0.0,1.0,0.0,0.5,A,Canon 1DMarkIII
189,0.0,0.0,1.0,0.0,0.5,A,SONY NEX-5N
190,0.0,0.0,1.0,0.0,0.5,FL2,Canon 5DMarkII
191,0.0,0.0,1.0,0.0,0.5,FL2,Nokia N900
192,0.0,0.0,1.0,0.0,0.5,FL2,Point Grey Grasshopper 50S5C
193,0.0,0.0,1.0,0.0,0.5,FL2,Canon 1DMarkIII
194,0.0,0.0,1.0,0.0,0.5,FL2,SONY NEX-5N
195,0.0,0.0,1.0,0.0,0.5,FL11,Canon 5DMarkII
196,0.0,0.0,1.0,0.0,0.5,FL11,Nokia N900
197,0.0,0.0,1.0,0.0,0.5,FL11,Point Grey Grasshopper 50S5C
198,0.0,0.0,1.0,0.0,0.5,FL11,Canon 1DMarkIII
199,0.0,0.0,1.0,0.0,0.5,FL11,SONY NEX-5N
200,0.0,0.0,1.0,0.0,1.0,D65,Canon 5DMarkII
201,0.0,0.0,1.0,0.0,1.0,D65,Nokia N900
202,0.0,0.0,1.0,0.0,1.0,D65,Point Grey Grasshopper 50S5C
203,0.0,0.0,1.0,0.0,1.0,D65,Canon 1DMarkIII
204,0.0,0.0,1.0,0.0,1.0,D65,SONY NEX-5N
205,0.0,0.0,1.0,0.0,1.0,A,Canon 5DMarkII
206,0.0,0.0,1.0,0.0,1.0,A,Nokia N900
207,0.0,0.0,1.0,0.0,1.0,A,Point Grey Grasshopper 50S5C
208,0.0,0.0,1.0,0.0,1.0,A,Canon 1DMarkIII
209,0.0,0.0,1.0,0.0,1.0,A,SONY NEX-5N
210,0.0,0.0,1.0,0.0,1.0,FL2,Canon 5DMarkII
211,0.0,0.0,1.0,0.0,1.0,FL2,Nokia N900
212,0.0,0.0,1.0,0.0,1.0,FL2,Point Grey Grasshopper 50S5C
213,0.0,0.0,1.0,0.0,1.0,FL2,Canon 1DMarkIII
214,0.0,0.0,1.0,0.0,1.0,FL2,SONY NEX-5N
215,0.0,0.0,1.0,0.0,1.0,FL11,Canon 5DMarkII
216,0.0,0.0,1.0,0.0,1.0,FL11,Nokia N900
217,0.0,0.0,1.0,0.0,1.0,FL11,Point Grey Grasshopper 50S5C
218,0.0,0.0,1.0,0.0,1.0,FL11,Canon 1DMarkIII
219,0.0,0.0,1.0,0.0,1.0,FL11,SONY NEX-5N
220,0.0,0.0,1.0,0.0,2.0,D65,Canon 5DMarkII
221,0.0,0.0,1.0,0.0,2.0,D65,Nokia N900
222,0.0,0.0,1.0,0.0,2.0,D65,Point Grey Grasshopper 50S5C
223,0.0,0.0,1.0,0.0,2.0,D65,Canon 1DMarkIII
224,0.0,0.0,1.0,0.0,2.0,D65,SONY NEX-5N
225,0.0,0.0,1.0,0.0,2.0,A,Canon 5DMarkII
226,0.0,0.0,1.0,0.0,2.0,A,Nokia N900
227,0.0,0.0,1.0,0.0,2.0,A,Point Grey Grasshopper 50S5C
228,0.0,0.0,1.0,0.0,2.0,A,Canon 1DMarkIII
229,0.0,0.0,1.0,0.0,2.0,A,SONY NEX-5N
230,0.0,0.0,1.0,0.0,2.0,FL2,Canon 5DMarkII
231,0.0,0.0,1.0,0.0,2.0,FL2,Nokia N900
232,0.0,0.0,1.0,0.0,2.0,FL2,Point Grey Grasshopper 50S5C
233,0.0,0.0,1.0,0.0,2.0,FL2,Canon 1DMarkIII
234,0.0,0.0,1.0,0.0,2.0,FL2,SONY NEX-5N
235,0.0,0.0,1.0,0.0,2.0,FL11,Canon 5DMarkII
236,0.0,0.0,1.0,0.0,2.0,FL11,Nokia N900
237,0.0,0.0,1.0,0.0,2.0,FL11,Point Grey Grasshopper 50S5C
238,0.0,0.0,1.0,0.0,2.0,FL11,Canon 1DMarkIII
239,0.0,0.0,1.0,0.0,2.0,FL11,SONY NEX-5N
240,0.0,0.0,1.0,0.03,0.5,D65,Canon 5DMarkII
241,0.0,0.0,1.0,0.03,0.5,D65,Nokia N900
242,0.0,0.0,1.0,0.03,0.5,D65,Point Grey Grasshopper 50S5C
243,0.0,0.0,1.0,0.03,0.5,D65,Canon 1DMarkIII
244,0.0,0.0,1.0,0.03,0.5,D65,SONY NEX-5N
245,0.0,0.0,1.0,0.03,0.5,A,Canon 5DMarkII
246,0.0,0.0,1.0,0.03,0.5,A,Nokia N900
247,0.0,0.0,1.0,0.03,0.5,A,Point Grey Grasshopper 50S5C
248,0.0,0.0,1.0,0.03,0.5,A,Canon 1DMarkIII
249,0.0,0.0,1.0,0.03,0.5,A,SONY NEX-5N
250,0.0,0.0,1.0,0.03,0.5,FL2,Canon 5DMarkII
251,0.0,0.0,1.0,0.03,0.5,FL2,Nokia N900
252,0.0,0.0,1.0,0.03,0.5,FL2,Point Grey Grasshopper 50S5C
253,0.0,0.0,1.0,0.03,0.5,FL2,Canon 1DMarkIII
254,0.0,0.0,1.0,0.03,0.5,FL2,SONY NEX-5N
255,0.0,0.0,1.0,0.03,0.5,FL11,Canon 5DMarkII
256,0.0,0.0,1.0,0.03,0.5,FL11,Nokia N900
257,0.0,0.0,1.0,0.03,0.5,FL11,Point Grey Grasshopper 50S5C
258,0.0,0.0,1.0,0.03,0.5,FL11,Canon 1DMarkIII
259,0.0,0.0,1.0,0.03,0.5,FL11,SONY NEX-5N
260,0.0,0.0,1.0,0.03,1.0,D65,Canon 5DMarkII
261,0.0,0.0,1.0,0.03,1.0,D65,Nokia N900
262,0.0,0.0,1.0,0.03,1.0,D65,Point Grey Grasshopper 50S5C
263,0.0,0.0,1.0,0.03,1.0,D65,Canon 1DMarkIII
264,0.0,0.0,1.0,0.03,1.0,D65,SONY NEX-5N
265,0.0,0.0,1.0,0.03,1.0,A,Canon 5DMarkII
266,0.0,0.0,1.0,0.03,1.0,A,Nokia N900
267,0.0,0.0,1.0,0.03,1.0,A,Point Grey Grasshopper 50S5C
268,0.0,0.0,1.0,0.03,1.0,A,Canon 1DMarkIII
269,0.0,0.0,1.0,0.03,1.0,A,SONY NEX-5N
270,0.0,0.0,1.0,0.03,1.0,FL2,Canon 5DMarkII
271,0.0,0.0,1.0,0.03,1.0,FL2,Nokia N900
272,0.0,0.0,1.0,0.03,1.0,FL2,Point Grey Grasshopper 50S5C
273,0.0,0.0,1.0,0.03,1.0,FL2,Canon 1DMarkIII
274,0.0,0.0,1.0,0.03,1.0,FL2,SONY NEX-5N
275,0.0,0.0,1.0,0.03,1.0,FL11,Canon 5DMarkII
276,0.0,0.0,1.0,0.03,1.0,FL11,Nokia N900
277,0.0,0.0,1.0,0.03,1.0,FL11,Point Grey Grasshopper 50S5C
278,0.0,0.0,1.0,0.03,1.0,FL11,Canon 1DMarkIII
279,0.0,0.0,1.0,0.03,1.0,FL11,SONY NEX-5N
280,0.0,0.0,1.0,0.03,2.0,D65,Canon 5DMarkII
281,0.0,0.0,1.0,0.03,2.0,D65,Nokia N900
282,0.0,0.0,1.0,0.03,2.0,D65,Point Grey Grasshopper 50S5C
283,0.0,0.0,1.0,0.03,2.0,D65,Canon 1DMarkIII
284,0.0,0.0,1.0,0.03,2.0,D65,SONY NEX-5N
285,0.0,0.0,1.0,0.03,2.0,A,Canon 5DMarkII
286,0.0,0.0,1.0,0.03,2.0,A,Nokia N900
287,0.0,0.0,1.0,0.03,2.0,A,Point Grey Grasshopper 50S5C
288,0.0,0.0,1.0,0.03,2.0,A,Canon 1DMarkIII
289,0.0,0.0,1.0,0.03,2.0,A,SONY NEX-5N
290,0.0,0.0,1.0,0.03,2.0,FL2,Canon 5DMarkII
291,0.0,0.0,1.0,0.03,2.0,FL2,Nokia N900
292,0.0,0.0,1.0,0.03,2.0,FL2,Point Grey Grasshopper 50S5C
293,0.0,0.0,1.0,0.03,2.0,FL2,Canon 1DMarkIII
294,0.0,0.0,1.0,0.03,2.0,FL2,SONY NEX-5N
295,0.0,0.0,1.0,0.03,2.0,FL11,Canon 5DMarkII
296,0.0,0.0,1.0,0.03,2.0,FL11,Nokia N900
297,0.0,0.0,1.0,0.03,2.0,FL11,Point Grey Grasshopper 50S5C
298,0.0,0.0,1.0,0.03,2.0,FL11,Canon 1DMarkIII
299,0.0,0.0,1.0,0.03,2.0,FL11,SONY NEX-5N
300,0.0,0.0,1.0,0.1,0.5,D65,Canon 5DMarkII
301,0.0,0.0,1.0,0.1,0.5,D65,Nokia N900
302,0.0,0.0,1.0,0.1,0.5,D65,Point Grey Grasshopper 50S5C
303,0.0,0.0,1.0,0.1,0.5,D65,Canon 1DMarkIII
304,0.0,0.0,1.0,0.1,0.5,D65,SONY NEX-5N
305,0.0,0.0,1.0,0.1,0.5,A,Canon 5DMarkII
306,0.0,0.0,1.0,0.1,0.5,A,Nokia N900
307,0.0,0.0,1.0,0.1,0.5,A,Point Grey Grasshopper 50S5C
308,0.0,0.0,1.0,0.1,0.5,A,Canon 1DMarkIII
309,0.0,0.0,1.0,0.1,0.5,A,SONY NEX-5N
310,0.0,0.0,1.0,0.1,0.5,FL2,Canon 5DMarkII
311,0.0,0.0,1.0,0.1,0.5,FL2,Nokia N900
312,0.0,0.0,1.0,0.1,0.5,FL2,Point Grey Grasshopper 50S5C
313,0.0,0.0,1.0,0.1,0.5,FL2,Canon 1DMarkIII
314,0.0,0.0,1.0,0.1,0.5,FL2,SONY NEX-5N
315,0.0,0.0,1.0,0.1,0.5,FL11,Canon 5DMarkII
316,0.0,0.0,1.0,0.1,0.5,FL11,Nokia N900
317,0.0,0.0,1.0,0.1,0.5,FL11,Point Grey Grasshopper 50S5C
318,0.0,0.0,1.0,0.1,0.5,FL11,Canon 1DMarkIII
319,0.0,0.0,1.0,0.1,0.5,FL11,SONY NEX-5N
320,0.0,0.0,1.0,0.1,1.0,D65,Canon 5DMarkII
321,0.0,0.0,1.0,0.1,1.0,D65,Nokia N900
322,0.0,0.0,1.0,0.1,1.0,D65,Point Grey Grasshopper 50S5C
323,0.0,0.0,1.0,0.1,1.0,D65,Canon 1DMarkIII
324,0.0,0.0,1.0,0.1,1.0,D65,SONY NEX-5N
325,0.0,0.0,1.0,0.1,1.0,A,Canon 5DMarkII
326,0.0,0.0,1.0,0.1,1.0,A,Nokia N900
327,0.0,0.0,1.0,0.1,1.0,A,Point Grey Grasshopper 50S5C
328,0.0,0.0,1.0,0.1,1.0,A,Canon 1DMarkIII
329,0.0,0.0,1.0,0.1,1.0,A,SONY NEX-5N
330,0.0,0.0,1.0,0.1,1.0,FL2,Canon 5DMarkII
331,0.0,0.0,1.0,0.1,1.0,FL2,Nokia N900
332,0.0,0.0,1.0,0.1,1.0,FL2,Point Grey Grasshopper 50S5C
333,0.0,0.0,1.0,0.1,1.0,FL2,Canon 1DMarkIII
334,0.0,0.0,1.0,0.1,1.0,FL2,SONY NEX-5N
335,0.0,0.0,1.0,0.1,1.0,FL11,Canon 5DMarkII
336,0.0,0.0,1.0,0.1,1.0,FL11,Nokia N900
337,0.0,0.0,1.0,0.1,1.0,FL11,Point Grey Grasshopper 50S5C
338,0.0,0.0,1.0,0.1,1.0,FL11,Canon 1DMarkIII
339,0.0,0.0,1.0,0.1,1.0,FL11,SONY NEX-5N
340,0.0,0.0,1.0,0.1,2.0,D65,Canon 5DMarkII
341,0.0,0.0,1.0,0.1,2.0,D65,Nokia N900
342,0.0,0.0,1.0,0.1,2.0,D65,Point Grey Grasshopper 50S5C
343,0.0,0.0,1.0,0.1,2.0,D65,Canon 1DMarkIII
344,0.0,0.0,1.0,0.1,2.0,D65,SONY NEX-5N
345,0.0,0.0,1.0,0.1,2.0,A,Canon 5DMarkII
346,0.0,0.0,1.0,0.1,2.0,A,Nokia N900
347,0.0,0.0,1.0,0.1,2.0,A,Point Grey Grasshopper 50S5C
348,0.0,0.0,1.0,0.1,2.0,A,Canon 1DMarkIII
349,0.0,0.0,1.0,0.1,2.0,A,SONY NEX-5N
350,0.0,0.0,1.0,0.1,2.0,FL2,Canon 5DMarkII
351,0.0,0.0,1.0,0.1,2.0,FL2,Nokia N900
352,0.0,0.0,1.0,0.1,2.0,FL2,Point Grey Grasshopper 50S5C
353,0.0,0.0,1.0,0.1,2.0,FL2,Canon 1DMarkIII
354,0.0,0.0,1.0,0.1,2.0,FL2,SONY NEX-5N
355,0.0,0.0,1.0,0.1,2.0,FL11,Canon 5DMarkII
356,0.0,0.0,1.0,0.1,2.0,FL11,Nokia N900
357,0.0,0.0,1.0,0.1,2.0,FL11,Point Grey Grasshopper 50S5C
358,0.0,0.0,1.0,0.1,2.0,FL11,Canon 1DMarkIII
359,0.0,0.0,1.0,0.1,2.0,FL11,SONY NEX-5N
360,0.0,0.0,1.5,0.0,0.5,D65,Canon 5DMarkII
361,0.0,0.0,1.5,0.0,0.5,D65,Nokia N900
362,0.0,0.0,1.5,0.0,0.5,D65,Point Grey Grasshopper 50S5C
363,0.0,0.0,1.5,0.0,0.5,D65,Canon 1DMarkIII
364,0.0,0.0,1.5,0.0,0.5,D65,SONY NEX-5N
365,0.0,0.0,1.5,0.0,0.5,A,Canon 5DMarkII
366,0.0,0.0,1.5,0.0,0.5,A,Nokia N900
367,0.0,0.0,1.5,0.0,0.5,A,Point Grey Grasshopper 50S5C
368,0.0,0.0,1.5,0.0,0.5,A,Canon 1DMarkIII
369,0.0,0.0,1.5,0.0,0.5,A,SONY NEX-5N
370,0.0,0.0,1.5,0.0,0.5,FL2,Canon 5DMarkII
371,0.0,0.0,1.5,0.0,0.5,FL2,Nokia N900
372,0.0,0.0,1.5,0.0,0.5,FL2,Point Grey Grasshopper 50S5C
373,0.0,0.0,1.5,0.0,0.5,FL2,Canon 1DMarkIII
374,0.0,0.0,1.5,0.0,0.5,FL2,SONY NEX-5N
375,0.0,0.0,1.5,0.0,0.5,FL11,Canon 5DMarkII
376,0.0,0.0,1.5,0.0,0.5,FL11,Nokia N900
377,0.0,0.0,1.5,0.0,0.5,FL11,Point Grey Grasshopper 50S5C
378,0.0,0.0,1.5,0.0,0.5,FL11,Canon 1DMarkIII
379,0.0,0.0,1.5,0.0,0.5,FL11,SONY NEX-5N
380,0.0,0.0,1.5,0.0,1.0,D65,Canon 5DMarkII
