epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.6527444586157799,0.6872490525245667,0.7135461604831751
2,0.44055739790201187,0.7394348502159118,0.825711820534944
3,0.3410065084695816,0.809083080291748,0.8015530629853322
4,0.2892137199640274,0.599058598279953,0.8032786885245902
5,0.24019992128014564,0.6129508972167969,0.8222605694564279
6,0.2360438324511051,0.695972490310669,0.8067299396031061
7,0.24017795622348787,0.8228030145168305,0.7981018119068162
8,0.210715614259243,0.5786461353302002,0.82053494391717
9,0.20126762241125107,0.7125637054443359,0.8144952545297671
10,0.21785060092806816,0.676047968864441,0.7877480586712683
11,0.20309164226055146,0.6898206293582916,0.8075927523727352
12,0.2039504550397396,0.6450190484523773,0.7998274374460741
