epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.6613947361707687,1.2050285458564758,0.7704918032786886
2,0.4129218839108944,0.5529374718666077,0.8481449525452978
3,0.2876629427075386,0.6004438400268555,0.8291630716134598
4,0.2567938305437565,0.800408685207367,0.8326143226919758
5,0.24440815448760986,0.6846722960472107,0.7981018119068163
6,0.23001511991024018,0.5538925766944885,0.8731665228645383
7,0.2616760231554508,0.6402906775474548,0.8412424503882657
8,0.20235110595822334,0.5914830982685089,0.8438308886971527
9,0.2139291100203991,0.6273234844207763,0.8343399482312339
10,0.20460075736045838,0.620727264881134,0.8334771354616048
11,0.20111020728945733,0.625873577594757,0.82053494391717
12,0.18707199692726134,0.6053993582725525,0.8334771354616047
13,0.20121183767914771,0.6183521032333374,0.8317515099223469
14,0.19403955191373826,0.5845134735107422,0.8610871440897325
15,0.1941867507994175,0.6012838840484619,0.8584987057808455
16,0.182000969350338,0.6180546522140503,0.8541846419327005
