epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.6357030868530273,0.5367236435413361,0.8455565142364107
2,0.40799290537834165,0.572839105129242,0.8334771354616048
3,0.3092607922852039,0.6155657351016999,0.7998274374460742
4,0.25602899566292764,0.5772399842739105,0.817083692838654
5,0.23741569444537164,0.6212267756462098,0.8300258843830889
6,0.22380774915218354,0.6524748563766479,0.7972389991371873
7,0.2232781633734703,0.663387906551361,0.8093183779119932
8,0.216339573264122,0.6483831286430359,0.8093183779119931
9,0.2144666790962219,0.6393606424331665,0.813632441760138
10,0.19851414486765862,0.6460222840309143,0.8067299396031062
11,0.19127849861979485,0.6223209381103516,0.8110440034512509
