case_id,patch_id,shape,dtype,finite,min,max,hwc_to_chw_shape,range_ok,full_slice_equal,pass
101737098,P02,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
101737098,P03,"(256, 256, 3)",float32,True,0.09166710823774338,1.0,"(3, 256, 256)",True,True,True
101737098,P04,"(256, 256, 3)",float32,True,0.0,0.998566746711731,"(3, 256, 256)",True,True,True
101737098,P05,"(256, 256, 3)",float32,True,0.0,0.9149965643882751,"(3, 256, 256)",True,True,True
101737098,P06,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
101737098,P07,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
101737098,P08,"(256, 256, 3)",float32,True,0.0,0.998566746711731,"(3, 256, 256)",True,True,True
101737098,P09,"(256, 256, 3)",float32,True,0.0,0.9903393983840942,"(3, 256, 256)",True,True,True
101737098,P10,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
101737098,P11,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
101737098,P12,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
101737098,P13,"(256, 256, 3)",float32,True,0.0,0.8791680335998535,"(3, 256, 256)",True,True,True
101737098,P14,"(256, 256, 3)",float32,True,0.0,0.9600525498390198,"(3, 256, 256)",True,True,True
101737098,P15,"(256, 256, 3)",float32,True,0.0,0.9967960715293884,"(3, 256, 256)",True,True,True
101737098,P16,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
101737098,P17,"(256, 256, 3)",float32,True,0.0,0.6133869290351868,"(3, 256, 256)",True,True,True
101737098,P18,"(256, 256, 3)",float32,True,0.0,0.8415302038192749,"(3, 256, 256)",True,True,True
101737098,P19,"(256, 256, 3)",float32,True,0.0,0.9123992919921875,"(3, 256, 256)",True,True,True
101737098,P20,"(256, 256, 3)",float32,True,0.0,0.7499049305915833,"(3, 256, 256)",True,True,True
102400553,P01,"(256, 256, 3)",float32,True,0.0,0.5038143992424011,"(3, 256, 256)",True,True,True
102400553,P02,"(256, 256, 3)",float32,True,0.0,0.8764355778694153,"(3, 256, 256)",True,True,True
102400553,P03,"(256, 256, 3)",float32,True,0.0,0.8912540078163147,"(3, 256, 256)",True,True,True
102400553,P04,"(256, 256, 3)",float32,True,0.0,0.8280550241470337,"(3, 256, 256)",True,True,True
102400553,P05,"(256, 256, 3)",float32,True,0.0,0.623887836933136,"(3, 256, 256)",True,True,True
102400553,P06,"(256, 256, 3)",float32,True,0.0,0.9301797747612,"(3, 256, 256)",True,True,True
102400553,P07,"(256, 256, 3)",float32,True,0.0,0.977058470249176,"(3, 256, 256)",True,True,True
102400553,P08,"(256, 256, 3)",float32,True,0.0,0.973175048828125,"(3, 256, 256)",True,True,True
102400553,P09,"(256, 256, 3)",float32,True,0.0,0.818871259689331,"(3, 256, 256)",True,True,True
102400553,P10,"(256, 256, 3)",float32,True,0.0,0.9533110857009888,"(3, 256, 256)",True,True,True
102400553,P11,"(256, 256, 3)",float32,True,0.0,0.9895902276039124,"(3, 256, 256)",True,True,True
102400553,P12,"(256, 256, 3)",float32,True,0.0,0.9567376971244812,"(3, 256, 256)",True,True,True
102400553,P13,"(256, 256, 3)",float32,True,0.0,0.788006067276001,"(3, 256, 256)",True,True,True
102400553,P14,"(256, 256, 3)",float32,True,0.0,0.9287863373756409,"(3, 256, 256)",True,True,True
102400553,P15,"(256, 256, 3)",float32,True,0.0,0.9441514015197754,"(3, 256, 256)",True,True,True
102400553,P16,"(256, 256, 3)",float32,True,0.0,0.9572853446006775,"(3, 256, 256)",True,True,True
102400553,P17,"(256, 256, 3)",float32,True,0.0,0.6055895686149597,"(3, 256, 256)",True,True,True
102400553,P18,"(256, 256, 3)",float32,True,0.0,0.869914174079895,"(3, 256, 256)",True,True,True
102400553,P19,"(256, 256, 3)",float32,True,0.0,0.9197511672973633,"(3, 256, 256)",True,True,True
102400553,P20,"(256, 256, 3)",float32,True,0.0,0.8545815348625183,"(3, 256, 256)",True,True,True
200088422,P01,"(256, 256, 3)",float32,True,0.0,0.5736273527145386,"(3, 256, 256)",True,True,True
200088422,P02,"(256, 256, 3)",float32,True,0.0,0.6577656865119934,"(3, 256, 256)",True,True,True
200088422,P03,"(256, 256, 3)",float32,True,0.0,0.698481023311615,"(3, 256, 256)",True,True,True
200088422,P04,"(256, 256, 3)",float32,True,0.0,0.7008248567581177,"(3, 256, 256)",True,True,True
200088422,P05,"(256, 256, 3)",float32,True,0.0,0.5737403035163879,"(3, 256, 256)",True,True,True
200088422,P06,"(256, 256, 3)",float32,True,0.0,0.6632421016693115,"(3, 256, 256)",True,True,True
200088422,P07,"(256, 256, 3)",float32,True,0.0,0.7834897041320801,"(3, 256, 256)",True,True,True
200088422,P08,"(256, 256, 3)",float32,True,0.0,0.7637656927108765,"(3, 256, 256)",True,True,True
200088422,P09,"(256, 256, 3)",float32,True,0.0,0.5959874391555786,"(3, 256, 256)",True,True,True
200088422,P10,"(256, 256, 3)",float32,True,0.0,0.6878026723861694,"(3, 256, 256)",True,True,True
200088422,P11,"(256, 256, 3)",float32,True,0.0,0.7712752223014832,"(3, 256, 256)",True,True,True
200088422,P12,"(256, 256, 3)",float32,True,0.0,0.8230352401733398,"(3, 256, 256)",True,True,True
200088422,P13,"(256, 256, 3)",float32,True,0.0,0.5351700186729431,"(3, 256, 256)",True,True,True
200088422,P14,"(256, 256, 3)",float32,True,0.0,0.6639804840087891,"(3, 256, 256)",True,True,True
200088422,P15,"(256, 256, 3)",float32,True,0.0,0.748652458190918,"(3, 256, 256)",True,True,True
200088422,P16,"(256, 256, 3)",float32,True,0.0,0.8154127597808838,"(3, 256, 256)",True,True,True
200088422,P17,"(256, 256, 3)",float32,True,0.0,0.48696738481521606,"(3, 256, 256)",True,True,True
200088422,P18,"(256, 256, 3)",float32,True,0.0,0.7417840957641602,"(3, 256, 256)",True,True,True
200088422,P19,"(256, 256, 3)",float32,True,0.0,0.8384523987770081,"(3, 256, 256)",True,True,True
200088422,P20,"(256, 256, 3)",float32,True,0.0,0.7641770839691162,"(3, 256, 256)",True,True,True
200378127,P01,"(256, 256, 3)",float32,True,0.0,0.5132993459701538,"(3, 256, 256)",True,True,True
200378127,P02,"(256, 256, 3)",float32,True,0.0,0.6120287179946899,"(3, 256, 256)",True,True,True
200378127,P03,"(256, 256, 3)",float32,True,0.0,0.8942617774009705,"(3, 256, 256)",True,True,True
200378127,P04,"(256, 256, 3)",float32,True,0.0,0.6361343264579773,"(3, 256, 256)",True,True,True
200378127,P05,"(256, 256, 3)",float32,True,0.0,0.5432646870613098,"(3, 256, 256)",True,True,True
200378127,P06,"(256, 256, 3)",float32,True,0.0,0.7574523687362671,"(3, 256, 256)",True,True,True
200378127,P07,"(256, 256, 3)",float32,True,0.0,0.8448479771614075,"(3, 256, 256)",True,True,True
200378127,P08,"(256, 256, 3)",float32,True,0.0,0.7718989849090576,"(3, 256, 256)",True,True,True
200378127,P09,"(256, 256, 3)",float32,True,0.0,0.5963877439498901,"(3, 256, 256)",True,True,True
200378127,P10,"(256, 256, 3)",float32,True,0.0,0.7474414110183716,"(3, 256, 256)",True,True,True
200378127,P11,"(256, 256, 3)",float32,True,0.0,0.8992644548416138,"(3, 256, 256)",True,True,True
200378127,P12,"(256, 256, 3)",float32,True,0.0,0.9738163948059082,"(3, 256, 256)",True,True,True
200378127,P13,"(256, 256, 3)",float32,True,0.0,0.4269382655620575,"(3, 256, 256)",True,True,True
200378127,P14,"(256, 256, 3)",float32,True,0.0,0.427565336227417,"(3, 256, 256)",True,True,True
200378127,P15,"(256, 256, 3)",float32,True,0.0,0.6370015144348145,"(3, 256, 256)",True,True,True
