epoch,train_loss,inner_val_macro_auc
1,0.7753357291221619,0.7886108714408974
2,0.4396809533238411,0.817083692838654
3,0.3192357301712036,0.8481449525452976
4,0.25409101843833926,0.8352027610008629
5,0.27279454916715623,0.8550474547023296
6,0.2566315308213234,0.8507333908541846
7,0.2266257643699646,0.8662640207075065
8,0.21414602622389795,0.8584987057808455
9,0.2057959742844105,0.8559102674719585
10,0.20290349125862123,0.8679896462467644
11,0.19313237816095352,0.8429680759275235
12,0.20119882449507714,0.8671268334771354
13,0.1980055697262287,0.8541846419327007
14,0.18923012688755989,0.8714408973252805
15,0.18366961926221848,0.8602243313201036
16,0.20048787742853164,0.8455565142364107
17,0.1943434290587902,0.8507333908541845
18,0.18639740273356437,0.8662640207075065
19,0.18986555859446524,0.8757549611734253
20,0.18287723883986473,0.8748921484037964
21,0.19249511882662773,0.8291630716134599
22,0.18694842755794525,0.8412424503882657
23,0.1935548387467861,0.8352027610008628
24,0.1843709483742714,0.8472821397756686
25,0.18834661543369294,0.8662640207075064
26,0.1792151190340519,0.8559102674719586
27,0.19079281911253929,0.8524590163934427
28,0.1802810736000538,0.8300258843830889
29,0.1824713356792927,0.8559102674719586
