case_id,model,channel,orientation,position,seam_abs_first_difference,matched_local_reference_difference,seam_amplification_ratio,valid_pair_count
100037382,B2_proposed_lambda_0p50,M_sensitive,horizontal,723,0.007670044898986816,0.003477811813354492,2.205422635960087,643
100037382,B2_proposed_lambda_0p50,M_sensitive,horizontal,964,0.013682514429092407,0.0056343674659729,2.4284029235394233,463
100037382,B2_proposed_lambda_0p50,H_sensitive,vertical,241,0.01221870630979538,0.0018195509910583496,6.715231594566682,938
100037382,B2_proposed_lambda_0p50,H_sensitive,vertical,482,0.009899049997329712,0.0016413629055023193,6.030994095281588,1019
100037382,B2_proposed_lambda_0p50,H_sensitive,vertical,723,0.019737370312213898,0.0019482076168060303,10.131040517355688,956
100037382,B2_proposed_lambda_0p50,H_sensitive,horizontal,241,0.013206243515014648,0.0032808035612106323,4.025307600591659,720
100037382,B2_proposed_lambda_0p50,H_sensitive,horizontal,482,0.011881068348884583,0.0018138587474822998,6.550161835272876,886
100037382,B2_proposed_lambda_0p50,H_sensitive,horizontal,723,0.007568269968032837,0.002078898251056671,3.640519664945355,643
100037382,B2_proposed_lambda_0p50,H_sensitive,horizontal,964,0.01535603404045105,0.0030348673462867737,5.059869932759869,463
100643124,B1_baseline,M_sensitive,vertical,241,0.022941306233406067,0.0047258734703063965,4.854405513117618,950
100643124,B1_baseline,M_sensitive,vertical,482,0.015428692102432251,0.004028797149658203,3.829602614743607,1067
100643124,B1_baseline,M_sensitive,vertical,723,0.015291273593902588,0.003835022449493408,3.987270945945893,1027
100643124,B1_baseline,M_sensitive,horizontal,241,0.027703478932380676,0.0028021782636642456,9.886408470768751,925
100643124,B1_baseline,M_sensitive,horizontal,482,0.020762711763381958,0.0047021061182022095,4.415619562177107,872
100643124,B1_baseline,M_sensitive,horizontal,723,0.04187116026878357,0.0032878071069717407,12.735284915973683,744
100643124,B1_baseline,M_sensitive,horizontal,964,0.04405951499938965,0.006262838840484619,7.035070854377158,487
100643124,B1_baseline,H_sensitive,vertical,241,0.03016592562198639,0.0039795637130737305,7.580209236330245,950
100643124,B1_baseline,H_sensitive,vertical,482,0.015410512685775757,0.0017962455749511719,8.579290544732658,1067
100643124,B1_baseline,H_sensitive,vertical,723,0.04137295484542847,0.002759769558906555,14.991452709127403,1027
100643124,B1_baseline,H_sensitive,horizontal,241,0.029922962188720703,0.002253234386444092,13.28000422657457,925
100643124,B1_baseline,H_sensitive,horizontal,482,0.027644291520118713,0.003552660346031189,7.781293121145088,872
100643124,B1_baseline,H_sensitive,horizontal,723,0.016125425696372986,0.0031283795833587646,5.154561734450864,744
100643124,B1_baseline,H_sensitive,horizontal,964,0.024253860116004944,0.004221394658088684,5.74546141138125,487
100643124,B2_proposed_lambda_0p50,M_sensitive,vertical,241,0.01653178036212921,0.0038914084434509277,4.248276838095268,950
100643124,B2_proposed_lambda_0p50,M_sensitive,vertical,482,0.02163444459438324,0.0031145215034484863,6.946314084999142,1067
100643124,B2_proposed_lambda_0p50,M_sensitive,vertical,723,0.0169496089220047,0.003560870885848999,4.759961666850365,1027
100643124,B2_proposed_lambda_0p50,M_sensitive,horizontal,241,0.01549733430147171,0.001979649066925049,7.828323995684296,925
100643124,B2_proposed_lambda_0p50,M_sensitive,horizontal,482,0.013837367296218872,0.00353202223777771,3.9176897428050808,872
100643124,B2_proposed_lambda_0p50,M_sensitive,horizontal,723,0.014165818691253662,0.002988666296005249,4.7398462335685725,744
100643124,B2_proposed_lambda_0p50,M_sensitive,horizontal,964,0.011545568704605103,0.004642888903617859,2.4867208631939857,487
100643124,B2_proposed_lambda_0p50,H_sensitive,vertical,241,0.022598326206207275,0.0017056465148925781,13.249126355106114,950
100643124,B2_proposed_lambda_0p50,H_sensitive,vertical,482,0.011459246277809143,0.0014100447297096252,8.12686720373907,1067
100643124,B2_proposed_lambda_0p50,H_sensitive,vertical,723,0.029109761118888855,0.0014856904745101929,19.593422451532128,1027
100643124,B2_proposed_lambda_0p50,H_sensitive,horizontal,241,0.008105501532554626,0.002276211977005005,3.560960758873928,925
100643124,B2_proposed_lambda_0p50,H_sensitive,horizontal,482,0.011849477887153625,0.0021740496158599854,5.45041741239927,872
100643124,B2_proposed_lambda_0p50,H_sensitive,horizontal,723,0.009779177606105804,0.0020776987075805664,4.706735180476048,744
100643124,B2_proposed_lambda_0p50,H_sensitive,horizontal,964,0.011163830757141113,0.0030884891748428345,3.614657562817767,487
100960732,B1_baseline,M_sensitive,vertical,241,0.014839664101600647,0.006116695702075958,2.4260916059855795,988
100960732,B1_baseline,M_sensitive,vertical,482,0.021002918481826782,0.007076844573020935,2.9678366201411857,1027
100960732,B1_baseline,M_sensitive,vertical,723,0.028800666332244873,0.006449252367019653,4.465737218636488,951
100960732,B1_baseline,M_sensitive,horizontal,241,0.022069431841373444,0.007348272949457169,3.0033494931622546,531
100960732,B1_baseline,M_sensitive,horizontal,482,0.020191654562950134,0.009120509028434753,2.2138736443092495,658
100960732,B1_baseline,M_sensitive,horizontal,723,0.03015381097793579,0.006013035774230957,5.014739992425473,741
100960732,B1_baseline,M_sensitive,horizontal,964,0.018120676279067993,0.011122982949018478,1.6291202063775427,349
