case_id,model,channel,map_mean,map_median,map_std,map_dynamic_range,input_luminance_mean
203077259-1,B2_proposed_lambda_0p50,H_sensitive,0.21411685645580292,0.2235916405916214,0.04036633297801018,0.15381417125463484,0.2793995141983032
203111429,B1_baseline,M_sensitive,0.158230721950531,0.1507554054260254,0.0503181591629982,0.28013026326894785,0.2969920337200165
203111429,B1_baseline,H_sensitive,0.2457565814256668,0.24637866020202637,0.07175032049417496,0.3574127835035329,0.2969920337200165
203111429,B2_proposed_lambda_0p50,M_sensitive,0.1390419900417328,0.1357126533985138,0.048255592584609985,0.25812502041459084,0.2969920337200165
203111429,B2_proposed_lambda_0p50,H_sensitive,0.23580636084079742,0.2321837842464447,0.06001709774136543,0.27969625055789954,0.2969920337200165
203151068,B1_baseline,M_sensitive,0.19877104461193085,0.18506640195846558,0.08642655611038208,0.431475530266762,0.3055400550365448
203151068,B1_baseline,H_sensitive,0.22504280507564545,0.22621573507785797,0.07320883125066757,0.36726675212383275,0.3055400550365448
203151068,B2_proposed_lambda_0p50,M_sensitive,0.20443232357501984,0.1908789724111557,0.08443278819322586,0.3981487759947777,0.3055400550365448
203151068,B2_proposed_lambda_0p50,H_sensitive,0.23075123131275177,0.23449477553367615,0.042611513286828995,0.17995024740695953,0.3055400550365448
203193470,B1_baseline,M_sensitive,0.23922981321811676,0.20325107127428055,0.11036984622478485,0.4948919010907413,0.28362902998924255
203193470,B1_baseline,H_sensitive,0.21979819238185883,0.23093174397945404,0.05538678169250488,0.22025365948677067,0.28362902998924255
203193470,B2_proposed_lambda_0p50,M_sensitive,0.24660000205039978,0.2240854874253273,0.10452794283628464,0.47290426425635823,0.28362902998924255
203193470,B2_proposed_lambda_0p50,H_sensitive,0.22423407435417175,0.23301079124212265,0.040646955370903015,0.17227297738194486,0.28362902998924255
203205673,B1_baseline,M_sensitive,0.2858203649520874,0.26563557982444763,0.10805464535951614,0.5622807224094869,0.3098369240760803
203205673,B1_baseline,H_sensitive,0.22670377790927887,0.23738296329975128,0.05964795872569084,0.2836520083248617,0.3098369240760803
203205673,B2_proposed_lambda_0p50,M_sensitive,0.30140748620033264,0.2935132086277008,0.08551347255706787,0.4930194100737578,0.3098369240760803
203205673,B2_proposed_lambda_0p50,H_sensitive,0.21224510669708252,0.21984970569610596,0.03606538847088814,0.12501150697469712,0.3098369240760803
203214852,B1_baseline,M_sensitive,0.19096827507019043,0.17107650637626648,0.08075422048568726,0.4475854325294496,0.30808544158935547
203214852,B1_baseline,H_sensitive,0.21041250228881836,0.21866653859615326,0.054483018815517426,0.23327269107103366,0.30808544158935547
203214852,B2_proposed_lambda_0p50,M_sensitive,0.19772619009017944,0.1926429569721222,0.06813162565231323,0.4113943563401699,0.30808544158935547
203214852,B2_proposed_lambda_0p50,H_sensitive,0.22065110504627228,0.22909961640834808,0.04000372067093849,0.1683994746208192,0.30808544158935547
203215331,B1_baseline,M_sensitive,0.26356396079063416,0.22852054238319397,0.14642871916294098,0.6383067230135202,0.2598859369754791
203215331,B1_baseline,H_sensitive,0.2285376787185669,0.23490286618471146,0.07344307005405426,0.30980100862681853,0.2598859369754791
203215331,B2_proposed_lambda_0p50,M_sensitive,0.26799577474594116,0.239679716527462,0.14072586596012115,0.6568585129827261,0.2598859369754791
203215331,B2_proposed_lambda_0p50,H_sensitive,0.21880275011062622,0.22816602140665054,0.03687833994626999,0.15253827989101407,0.2598859369754791
203240952-1,B1_baseline,M_sensitive,0.19852207601070404,0.1646730825304985,0.12684626877307892,0.524885344579816,0.3284556269645691
203240952-1,B1_baseline,H_sensitive,0.2036750763654709,0.21379093080759048,0.055297352373600006,0.2288355284184218,0.3284556269645691
203240952-1,B2_proposed_lambda_0p50,M_sensitive,0.21855700016021729,0.19566456228494644,0.13211590051651,0.556902487911284,0.3284556269645691
