epoch,phase,learning_rate,train_loss,train_macro_auc,train_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_balanced_accuracy,train_sensitivity,train_specificity,inner_val_loss,inner_val_macro_auc,inner_val_accuracy,inner_val_macro_precision,inner_val_macro_recall,inner_val_macro_f1,inner_val_balanced_accuracy,inner_val_sensitivity,inner_val_specificity
1,full_finetune,0.0001,0.7238769441843033,0.9491431423659255,0.76875,0.7482993197278911,0.8502024291497976,0.7437229437229438,0.8502024291497976,0.7004048582995951,1.0,0.682584810256958,0.7437446074201898,0.6375,0.62468671679198,0.6716997411561692,0.604837336058593,0.6716997411561692,0.6065573770491803,0.7368421052631579
