fold,protocol,outer_development_size,outer_test_size,inner_train_size,inner_validation_size,selected_epoch,inner_best_macro_auc,selection_epochs_run,selection_training_seconds,outer_test_checkpoint,macro_auc,accuracy,macro_precision,macro_recall,macro_f1,balanced_accuracy,sensitivity,specificity
0,outer_5fold_inner_holdout_direct_test,400,100,320,80,1,0.7437446074201898,1,5.313434999996389,E:\projects\face2\.codex-tmp\nested-direct-smoke-20260820\fold_0\checkpoints\inner_best_macro_auc.pth,0.6798418972332015,0.52,0.5589555283557732,0.5815923207227555,0.5,0.5815923207227555,0.4675324675324675,0.6956521739130435
