epoch,train_loss,inner_val_macro_auc
1,0.6580078020691872,0.7670405522001725
2,0.3923084184527397,0.818809318377912
3,0.33925926461815836,0.8326143226919758
4,0.262870354950428,0.8308886971527178
5,0.2501610592007637,0.817946505608283
6,0.2705345407128334,0.8093183779119931
7,0.25701988115906715,0.7920621225194133
8,0.22103136628866196,0.8101811906816222
9,0.22670351937413216,0.7998274374460742
10,0.20540568381547927,0.7523727351164797
11,0.2131185531616211,0.8274374460742019
12,0.21688454672694207,0.8024158757549611
13,0.20386281684041024,0.8291630716134598
